,Unnamed: 0,Unnamed: 0.1,Unnamed: 0.1.1,IDfg,Name,Team,Age,AVG,OBP,SLG,Contact% (pi),BatterIDs,TeamIDs,Pitchers,Home,Ballpark,BallparkNumber,PitcherIDs,era,h9,k9,whip,avg,Game 1,Game 2,Game 3,Game 4,Game 5,TestLabels
0,0,0,0,15640,Aaron Judge,NYY,30,0.303,0.393,0.675,0.736,592450,147,Keegan Thompson,1,Yankee Stadium,6,624522,3.36,8.36,7.82,1.24,0.247,0.667,0.25,0.25,0.0,0.4,True
1,1,1,1,5361,Freddie Freeman,LAD,32,0.323,0.4,0.524,0.8290000000000001,518692,119,Carlos Rodon,0,Oracle Park,9,607074,2.95,6.87,11.29,1.07,0.209,0.4,0.25,0.6,0.0,0.0,False
2,2,2,2,13510,Jose Ramirez,CLE,29,0.284,0.355,0.55,0.877,608070,114,Cole Irvin,1,Progressive Field,7,608344,2.92,7.59,6.13,1.03,0.226,0.25,0.75,0.25,0.5,0.0,True
3,3,3,3,18314,Dansby Swanson,ATL,28,0.292,0.348,0.464,0.7090000000000001,621020,144,Jose Quintana,1,Truist Park,12,500779,1.5,1.5,10.5,0.5,0.056,0.5,0.75,0.25,0.25,0.5,True
4,4,4,4,19556,Yordan Alvarez,HOU,25,0.297,0.403,0.63,0.802,670541,117,Edward Cabrera,1,Minute Maid Park,32,665795,2.61,4.35,10.02,1.06,0.141,0.0,0.6,0.75,0.333,0.0,True
5,5,5,5,11493,Manny Machado,SDP,29,0.29,0.362,0.509,0.7759999999999999,592518,135,German Marquez,1,Petco Park,31,608566,5.18,9.54,7.25,1.41,0.27,0.0,0.0,0.5,0.5,0.25,True
6,6,6,6,12916,Francisco Lindor,NYM,28,0.268,0.344,0.462,0.7879999999999999,596019,121,Patrick Sandoval,0,Angel Stadium,4,663776,3.41,9.0,9.66,1.47,0.259,0.2,0.25,0.0,0.0,0.2,False
7,7,7,7,18360,Austin Riley,ATL,25,0.298,0.359,0.594,0.7390000000000001,663586,144,Jose Quintana,1,Truist Park,12,500779,1.5,1.5,10.5,0.5,0.056,0.5,0.0,0.25,0.5,0.0,False
8,8,8,8,13611,Mookie Betts,LAD,29,0.276,0.345,0.535,0.867,605141,119,Carlos Rodon,0,Oracle Park,9,607074,2.95,6.87,11.29,1.07,0.209,0.25,0.0,0.0,0.0,0.25,False
9,9,9,9,17350,Rafael Devers,BOS,25,0.31,0.367,0.586,0.73,646240,111,Robbie Ray,0,T-Mobile Park,27,592662,3.96,7.63,10.34,1.19,0.229,0.333,0.25,0.0,0.5,0.25,True
10,10,10,10,16252,Trea Turner,LAD,29,0.306,0.346,0.502,0.76,607208,119,Carlos Rodon,0,Oracle Park,9,607074,2.95,6.87,11.29,1.07,0.209,0.2,0.25,0.25,0.5,0.333,True
11,11,11,11,12161,Xander Bogaerts,BOS,29,0.31,0.381,0.452,0.76,593428,111,Robbie Ray,0,T-Mobile Park,27,592662,3.96,7.63,10.34,1.19,0.229,0.5,0.25,0.25,0.25,0.25,True
12,12,12,12,11739,J.T. Realmuto,PHI,31,0.268,0.339,0.455,0.784,592663,143,Kyle Nelson,1,Citizens Bank Park,16,669459,1.57,6.03,7.08,0.9,0.189,0.0,0.0,0.2,0.0,0.0,True
13,13,13,13,9874,DJ LeMahieu,NYY,33,0.286,0.388,0.429,0.8809999999999999,518934,147,Keegan Thompson,1,Yankee Stadium,6,624522,3.36,8.36,7.82,1.24,0.247,0.167,0.4,0.0,0.75,0.0,True
14,14,14,14,5417,Jose Altuve,HOU,32,0.286,0.368,0.513,0.851,514888,117,Edward Cabrera,1,Minute Maid Park,32,665795,2.61,4.35,10.02,1.06,0.141,0.2,0.0,0.333,0.25,0.6,True
15,15,15,16,13624,Corey Seager,TEX,28,0.25,0.329,0.475,0.7559999999999999,608369,140,Michael Kopech,0,Guaranteed Rate Field,23,656629,3.38,6.66,7.75,1.23,0.204,0.2,0.25,0.0,0.0,0.25,False
16,16,16,17,12927,Brandon Nimmo,NYM,29,0.271,0.355,0.425,0.83,607043,121,Patrick Sandoval,0,Angel Stadium,4,663776,3.41,9.0,9.66,1.47,0.259,0.0,0.5,0.0,0.0,0.25,True
17,17,17,18,14161,Byron Buxton,MIN,28,0.222,0.301,0.549,0.6890000000000001,621439,142,Jeffrey Springs,1,Target Field,26,605488,2.5,7.94,9.42,1.08,0.233,0.4,0.5,0.5,0.25,0.0,False
18,18,18,19,19197,Will Smith,LAD,27,0.275,0.361,0.477,0.8290000000000001,669257,119,Carlos Rodon,0,Oracle Park,9,607074,2.95,6.87,11.29,1.07,0.209,0.6,0.25,0.25,0.5,0.25,True
19,19,19,20,15362,Jeff McNeil,NYM,30,0.306,0.362,0.445,0.852,643446,121,Patrick Sandoval,0,Angel Stadium,4,663776,3.41,9.0,9.66,1.47,0.259,0.0,0.5,0.5,0.0,0.4,True
20,20,20,21,15676,Jose Abreu,CHW,35,0.297,0.375,0.464,0.794,547989,145,Jon Gray,1,Guaranteed Rate Field,23,592351,3.83,7.58,10.1,1.17,0.224,0.2,0.333,0.0,0.0,0.5,True
21,21,21,22,19352,Sean Murphy,OAK,27,0.245,0.32,0.43,0.775,669221,133,Cal Quantrill,0,Progressive Field,7,615698,3.88,9.0,5.78,1.28,0.265,0.25,0.333,0.0,0.5,0.333,False
22,22,22,23,18036,Jake Cronenworth,SDP,28,0.237,0.34,0.388,0.846,630105,135,German Marquez,1,Petco Park,31,608566,5.18,9.54,7.25,1.41,0.27,0.333,0.0,0.25,0.75,0.333,False
23,23,23,25,22581,Alejandro Kirk,TOR,23,0.305,0.388,0.461,0.86,672386,141,Tarik Skubal,0,Comerica Park,25,669373,3.52,7.95,8.95,1.16,0.237,0.0,0.5,0.8,0.25,0.333,False
24,24,24,26,11609,Willson Contreras,CHC,30,0.253,0.364,0.463,0.711,575929,112,Jameson Taillon,0,Yankee Stadium,6,592791,3.95,8.5,7.76,1.14,0.246,0.0,0.167,0.333,0.333,0.4,False
25,25,25,27,21479,Nico Hoerner,CHC,25,0.297,0.34,0.411,0.857,663538,112,Jameson Taillon,0,Yankee Stadium,6,592791,3.95,8.5,7.76,1.14,0.246,0.333,0.0,0.25,0.4,0.667,True
26,26,26,28,19611,Vladimir Guerrero Jr.,TOR,23,0.287,0.359,0.504,0.7829999999999999,665489,141,Tarik Skubal,0,Comerica Park,25,669373,3.52,7.95,8.95,1.16,0.237,0.25,0.4,0.0,0.0,0.333,True
27,27,27,30,17678,Alex Bregman,HOU,28,0.251,0.356,0.422,0.86,608324,117,Edward Cabrera,1,Minute Maid Park,32,665795,2.61,4.35,10.02,1.06,0.141,0.25,0.2,0.25,0.333,0.0,True
28,28,28,32,18345,Kyle Tucker,HOU,25,0.242,0.332,0.449,0.8059999999999999,663656,117,Edward Cabrera,1,Minute Maid Park,32,665795,2.61,4.35,10.02,1.06,0.141,0.25,0.25,0.333,0.333,0.75,True
29,29,29,33,10815,Jurickson Profar,SDP,29,0.252,0.344,0.416,0.831,595777,135,German Marquez,1,Petco Park,31,608566,5.18,9.54,7.25,1.41,0.27,0.25,0.25,0.25,0.5,0.5,False
