,Unnamed: 0,Unnamed: 0.1,Unnamed: 0.1.1,Unnamed: 0.1.1.1,Unnamed: 0.1.1.1.1,IDfg,Name,Team,Age,AVG,OBP,SLG,Contact% (pi),BatterIDs,TeamIDs,Pitchers,Home,Ballpark,BallparkNumber,PitcherIDs,era,h9,k9,whip,avg,Game 1,Game 2,Game 3,Game 4,Game 5,TestLabels
0,0,0,0,0,0,15640,Aaron Judge,NYY,30,0.303,0.393,0.675,0.736,592450,147,Vince Velasquez,0,Guaranteed Rate Field,23,592826,5.21,8.87,8.1,1.33,0.249,0.5,0.25,0.4,0.333,0.0,True
1,1,1,1,1,1,9777,Nolan Arenado,STL,31,0.3,0.369,0.55,0.81,571448,138,Logan Webb,1,Busch Stadium,15,657277,3.17,7.99,7.29,1.15,0.237,0.333,0.25,0.0,0.0,0.4,False
2,2,2,2,2,2,9218,Paul Goldschmidt,STL,34,0.329,0.413,0.609,0.768,502671,138,Logan Webb,1,Busch Stadium,15,657277,3.17,7.99,7.29,1.15,0.237,0.25,0.667,0.25,0.5,0.4,True
3,3,3,3,3,3,5361,Freddie Freeman,LAD,32,0.323,0.4,0.524,0.8290000000000001,518692,119,Kyle Gibson,1,Dodger Stadium,17,502043,4.36,8.01,6.85,1.17,0.238,0.2,0.333,0.25,0.0,0.5,True
4,4,4,4,4,4,13510,Jose Ramirez,CLE,29,0.284,0.355,0.55,0.877,608070,114,Sonny Gray,0,Target Field,26,543243,3.19,7.29,8.43,1.11,0.219,0.25,0.0,0.333,0.333,0.2,True
5,5,5,5,5,5,18314,Dansby Swanson,ATL,28,0.292,0.348,0.464,0.7090000000000001,621020,144,Yu Darvish,1,Truist Park,12,506433,3.28,7.24,8.84,1.0,0.217,0.0,0.0,0.667,0.0,0.333,True
6,6,6,6,6,6,19556,Yordan Alvarez,HOU,25,0.297,0.403,0.63,0.802,670541,117,Josiah Gray,0,Nationals Park,29,680686,4.92,7.9,10.36,1.31,0.233,0.6,0.4,0.0,0.0,0.0,True
7,7,7,7,7,7,11493,Manny Machado,SDP,29,0.29,0.362,0.509,0.7759999999999999,592518,135,Max Fried,0,Truist Park,12,608331,2.6,8.07,8.26,1.08,0.237,0.5,0.333,0.25,0.5,0.333,False
8,8,8,8,8,8,12916,Francisco Lindor,NYM,28,0.268,0.344,0.462,0.7879999999999999,596019,121,Marco Gonzales,1,Citi Field,22,594835,3.98,9.63,5.21,1.39,0.274,0.0,0.0,0.4,0.25,0.2,False
9,9,9,9,9,9,18360,Austin Riley,ATL,25,0.298,0.359,0.594,0.7390000000000001,663586,144,Yu Darvish,1,Truist Park,12,506433,3.28,7.24,8.84,1.0,0.217,0.333,0.0,0.2,0.0,0.0,False
10,10,10,10,10,10,13611,Mookie Betts,LAD,29,0.276,0.345,0.535,0.867,605141,119,Kyle Gibson,1,Dodger Stadium,17,502043,4.36,8.01,6.85,1.17,0.238,0.0,0.0,0.25,0.4,0.4,True
11,11,11,11,11,11,17350,Rafael Devers,BOS,25,0.31,0.367,0.586,0.73,646240,111,Dane Dunning,0,Globe Life Field,14,641540,4.04,8.79,7.84,1.36,0.257,0.25,0.5,0.75,0.5,0.333,True
12,12,12,12,12,12,16252,Trea Turner,LAD,29,0.306,0.346,0.502,0.76,607208,119,Kyle Gibson,1,Dodger Stadium,17,502043,4.36,8.01,6.85,1.17,0.238,0.75,0.25,0.5,0.25,0.0,True
13,13,13,13,13,13,12161,Xander Bogaerts,BOS,29,0.31,0.381,0.452,0.76,593428,111,Dane Dunning,0,Globe Life Field,14,641540,4.04,8.79,7.84,1.36,0.257,0.0,0.6,0.5,0.2,0.0,True
14,14,14,14,14,14,11739,J.T. Realmuto,PHI,31,0.268,0.339,0.455,0.784,592663,143,Walker Buehler,0,Dodger Stadium,17,621111,4.02,9.28,8.03,1.29,0.263,0.5,0.0,0.4,0.25,0.2,False
15,15,15,15,15,15,9874,DJ LeMahieu,NYY,33,0.286,0.388,0.429,0.8809999999999999,518934,147,Vince Velasquez,0,Guaranteed Rate Field,23,592826,5.21,8.87,8.1,1.33,0.249,0.6,0.5,0.25,0.0,0.25,False
16,16,16,16,16,16,19470,Tommy Edman,STL,27,0.258,0.322,0.367,0.821,669242,138,Logan Webb,1,Busch Stadium,15,657277,3.17,7.99,7.29,1.15,0.237,0.25,0.2,0.25,0.0,0.0,False
17,17,17,17,17,17,5417,Jose Altuve,HOU,32,0.286,0.368,0.513,0.851,514888,117,Josiah Gray,0,Nationals Park,29,680686,4.92,7.9,10.36,1.31,0.233,0.0,0.4,0.25,0.333,0.5,True
18,18,18,18,18,18,19950,Andres Gimenez,CLE,23,0.302,0.365,0.484,0.743,665926,114,Sonny Gray,0,Target Field,26,543243,3.19,7.29,8.43,1.11,0.219,0.0,0.4,0.333,0.0,0.5,True
19,19,19,19,19,19,13624,Corey Seager,TEX,28,0.25,0.329,0.475,0.7559999999999999,608369,140,Nick Pivetta,1,Globe Life Field,14,601713,4.51,8.73,8.66,1.33,0.253,0.0,0.25,0.667,0.0,0.0,False
20,20,20,20,20,20,12927,Brandon Nimmo,NYM,29,0.271,0.355,0.425,0.83,607043,121,Marco Gonzales,1,Citi Field,22,594835,3.98,9.63,5.21,1.39,0.274,0.5,0.6,0.25,0.667,0.333,True
21,21,21,21,21,21,14161,Byron Buxton,MIN,28,0.222,0.301,0.549,0.6890000000000001,621439,142,Aaron Civale,1,Target Field,26,650644,6.17,10.67,8.67,1.46,0.295,0.0,0.0,0.0,0.5,0.2,True
22,22,22,22,22,23,15362,Jeff McNeil,NYM,30,0.306,0.362,0.445,0.852,643446,121,Marco Gonzales,1,Citi Field,22,594835,3.98,9.63,5.21,1.39,0.274,0.0,0.25,0.667,0.0,0.0,True
23,23,23,23,23,24,15676,Jose Abreu,CHW,35,0.297,0.375,0.464,0.794,547989,145,Gerrit Cole,1,Guaranteed Rate Field,23,543037,3.38,7.03,11.58,1.02,0.211,0.0,0.0,0.0,0.25,0.4,False
24,24,24,24,24,25,18036,Jake Cronenworth,SDP,28,0.237,0.34,0.388,0.846,630105,135,Max Fried,0,Truist Park,12,608331,2.6,8.07,8.26,1.08,0.237,0.0,0.6,0.0,0.333,0.25,True
25,25,25,25,25,26,19251,Pete Alonso,NYM,27,0.278,0.357,0.541,0.777,624413,121,Marco Gonzales,1,Citi Field,22,594835,3.98,9.63,5.21,1.39,0.274,0.0,0.5,0.5,0.6,0.0,False
26,26,26,26,26,27,22581,Alejandro Kirk,TOR,23,0.305,0.388,0.461,0.86,672386,141,Drew Rasmussen,0,Tropicana Field,21,656876,2.96,8.08,7.39,1.17,0.238,0.5,0.333,0.0,0.0,0.75,False
27,27,27,27,27,28,11609,Willson Contreras,CHC,30,0.253,0.364,0.463,0.711,575929,112,Zach Davies,0,Chase Field,13,605200,4.03,7.86,6.83,1.22,0.233,0.667,0.667,0.75,0.333,0.75,False
28,28,28,28,28,30,19611,Vladimir Guerrero Jr.,TOR,23,0.287,0.359,0.504,0.7829999999999999,665489,141,Drew Rasmussen,0,Tropicana Field,21,656876,2.96,8.08,7.39,1.17,0.238,0.25,0.333,0.25,0.25,0.25,True
