,IDfg,Name,Team,Age,AVG,OBP,SLG,Contact% (pi),BatterIDs,TeamIDs,Pitchers,Home,Ballpark,BallparkNumber,PitcherIDs,era,h9,k9,whip,avg,Game 1,Game 2,Game 3,Game 4,Game 5,TestLabels
56,15518,Amed Rosario,CLE,26,0.284,0.318,0.407,0.823,642708,114,Dylan Cease,0,Guaranteed Rate Field,23,656302,1.96,6.44,12.17,1.14,.196,0.4,0.25,0.667,0.4,0.25,True
57,12546,C.J. Cron,COL,32,0.277,0.33,0.513,0.775,543068,115,Eric Lauer,0,American Family Field,18,641778,3.64,7.74,8.80,1.21,.230,0.333,0.167,0.5,0.25,0.333,False
58,14344,Matt Olson,ATL,28,0.248,0.337,0.483,0.741,621566,144,Reid Detmers,1,Truist Park,12,672282,3.45,6.41,8.71,1.07,.201,0.25,0.333,0.25,0.2,0.6,False
59,16478,Kyle Schwarber,PHI,29,0.211,0.314,0.501,0.72,656941,143,Drew Smyly,1,Citizens Bank Park,16,592767,3.69,9.42,7.77,1.29,.262,0.0,0.25,0.0,0.2,0.0,False
60,5827,Wilmer Flores,SFG,30,0.252,0.337,0.44,0.8270000000000001,527038,137,Clayton Kershaw,0,Dodger Stadium,17,477132,2.64,7.28,9.28,0.98,.218,0.0,0.333,0.0,0.333,0.25,True
61,10231,Jose Iglesias,COL,32,0.318,0.356,0.418,0.868,578428,115,Eric Lauer,0,American Family Field,18,641778,3.64,7.74,8.80,1.21,.230,0.25,0.2,0.333,0.25,0.0,True
62,13152,Jorge Polanco,MIN,28,0.234,0.346,0.409,0.7759999999999999,593871,142,Rony Garcia,0,Comerica Park,25,665621,4.41,7.06,8.47,1.04,.213,0.25,0.0,0.5,0.5,0.0,True
63,16426,Thairo Estrada,SFG,26,0.268,0.317,0.416,0.815,642731,137,Clayton Kershaw,0,Dodger Stadium,17,477132,2.64,7.28,9.28,0.98,.218,0.0,0.5,0.333,0.25,0.333,True
64,20126,Dylan Carlson,STL,23,0.238,0.31,0.392,0.769,666185,138,Tyler Mahle,0,Great American Ball Park,8,641816,3.00,6.00,8.25,0.92,.195,0.25,0.5,0.167,1.0,0.667,False
66,17907,Brendan Rodgers,COL,25,0.285,0.333,0.436,0.7829999999999999,663898,115,Eric Lauer,0,American Family Field,18,641778,3.64,7.74,8.80,1.21,.230,0.5,0.2,0.5,0.25,0.4,True
67,11477,Christian Yelich,MIL,30,0.256,0.361,0.382,0.779,592885,158,Chad Kuhl,1,American Family Field,18,641771,5.16,9.70,6.64,1.52,.273,0.2,0.25,0.5,0.0,0.333,True
69,15491,J.P. Crawford,SEA,27,0.254,0.333,0.353,0.877,641487,136,Framber Valdez,1,T-Mobile Park,27,664285,2.73,7.04,8.11,1.13,.215,0.25,0.2,0.0,0.4,0.25,True
70,13613,Ketel Marte,ARI,28,0.258,0.341,0.438,0.8059999999999999,606466,109,Erick Fedde,1,Chase Field,13,607200,4.95,9.32,6.80,1.54,.269,0.0,0.5,0.2,0.0,0.75,True
71,14162,Carlos Correa,MIN,27,0.263,0.339,0.425,0.7809999999999999,621043,142,Rony Garcia,0,Comerica Park,25,665621,4.41,7.06,8.47,1.04,.213,0.4,0.0,0.5,0.25,0.25,True
72,11445,Mark Canha,NYM,33,0.262,0.366,0.366,0.789,592192,121,Joe Musgrove,1,Citi Field,22,605397,2.91,7.16,8.79,1.02,.216,0.0,0.0,0.333,0.0,0.25,True
73,19363,Austin Hays,BAL,26,0.263,0.32,0.437,0.7759999999999999,669720,110,Nestor Cortes,1,Oriole Park at Camden Yards,30,641482,2.67,6.79,9.53,1.00,.205,0.25,0.0,0.5,0.0,0.667,True
74,16997,Gleyber Torres,NYY,25,0.249,0.302,0.441,0.7340000000000001,650402,147,Dean Kremer,0,Oriole Park at Camden Yards,30,665152,3.69,9.66,6.96,1.31,.280,0.0,0.0,0.4,0.0,0.25,True
75,12144,Max Kepler,MIN,29,0.227,0.324,0.364,0.8140000000000001,596146,142,Rony Garcia,0,Comerica Park,25,665621,4.41,7.06,8.47,1.04,.213,0.25,0.0,0.25,0.0,0.667,False
77,18171,Seth Brown,OAK,29,0.235,0.293,0.455,0.733,664913,133,Martin Perez,1,Oakland Coliseum,19,527048,2.85,7.94,7.81,1.18,.235,0.25,0.5,0.5,0.5,0.25,False
79,8709,Elvis Andrus,OAK,33,0.237,0.298,0.365,0.807,462101,133,Martin Perez,1,Oakland Coliseum,19,527048,2.85,7.94,7.81,1.18,.235,0.333,0.25,0.333,0.333,0.25,True
80,5297,Aaron Hicks,NYY,32,0.223,0.345,0.312,0.7609999999999999,543305,147,Dean Kremer,0,Oriole Park at Camden Yards,30,665152,3.69,9.66,6.96,1.31,.280,0.0,0.0,0.0,0.667,0.5,True
82,13602,Patrick Wisdom,CHC,30,0.22,0.318,0.441,0.667,621550,112,Bailey Falter,0,Citizens Bank Park,16,663559,4.85,9.92,8.54,1.38,.283,0.25,0.25,0.0,0.0,0.25,False
83,21618,Alec Bohm,PHI,25,0.292,0.327,0.408,0.8,664761,143,Drew Smyly,1,Citizens Bank Park,16,592767,3.69,9.42,7.77,1.29,.262,0.25,0.333,0.5,0.25,1.0,True
85,15998,Cody Bellinger,LAD,26,0.21,0.267,0.402,0.762,641355,119,Alex Cobb,1,Dodger Stadium,17,502171,4.15,8.87,9.64,1.29,.253,0.25,0.25,0.0,0.25,0.0,False
87,19610,Keibert Ruiz,WSN,23,0.245,0.304,0.356,0.8590000000000001,660688,120,Corbin Martin,0,Chase Field,13,656686,4.84,10.07,8.46,1.66,.291,0.0,0.0,0.0,0.0,0.333,True
88,19339,Nicky Lopez,KCR,27,0.243,0.298,0.287,0.84,670032,118,Jeffrey Springs,1,Kauffman Stadium,5,605488,2.56,7.90,9.71,1.09,.232,0.5,0.5,0.25,0.2,0.333,True
89,19290,Randy Arozarena,TBR,27,0.256,0.315,0.428,0.722,668227,139,Kris Bubic,0,Kauffman Stadium,5,663460,5.02,9.52,7.64,1.56,.271,0.0,0.25,0.5,0.5,0.0,True
90,17027,Alex Verdugo,BOS,26,0.274,0.317,0.392,0.861,657077,111,Ross Stripling,1,Fenway Park,3,548389,3.16,8.27,7.29,1.10,.241,0.5,0.0,0.25,0.0,0.0,True
91,15223,Adam Frazier,SEA,30,0.243,0.307,0.311,0.8759999999999999,624428,136,Framber Valdez,1,T-Mobile Park,27,664285,2.73,7.04,8.11,1.13,.215,0.5,0.25,0.25,0.4,0.5,False
92,17620,Myles Straw,CLE,27,0.21,0.288,0.268,0.894,664702,114,Dylan Cease,0,Guaranteed Rate Field,23,656302,1.96,6.44,12.17,1.14,.196,0.25,0.333,0.25,0.25,0.333,False
93,11265,Jonathan Schoop,DET,30,0.202,0.236,0.312,0.753,570731,116,Sonny Gray,1,Comerica Park,25,543243,3.33,7.64,8.50,1.16,.228,0.0,0.25,0.25,0.0,0.0,False
95,10681,Gio Urshela,MIN,30,0.268,0.309,0.439,0.805,570482,142,Rony Garcia,0,Comerica Park,25,665621,4.41,7.06,8.47,1.04,.213,0.333,0.333,0.25,0.0,0.0,True
96,18373,Ryan Mountcastle,BAL,25,0.255,0.299,0.435,0.721,663624,110,Nestor Cortes,1,Oriole Park at Camden Yards,30,641482,2.67,6.79,9.53,1.00,.205,0.0,0.0,0.25,0.2,0.333,False
97,13301,Max Muncy,LAD,31,0.179,0.319,0.358,0.7559999999999999,571970,119,Alex Cobb,1,Dodger Stadium,17,502171,4.15,8.87,9.64,1.29,.253,0.0,0.0,0.0,0.25,0.0,True
99,12979,Javier Baez,DET,29,0.224,0.266,0.379,0.6729999999999999,595879,116,Sonny Gray,1,Comerica Park,25,543243,3.33,7.64,8.50,1.16,.228,0.5,0.6,0.0,0.0,0.0,False
100,7802,Miguel Rojas,MIA,33,0.232,0.286,0.331,0.852,500743,146,Mitch Keller,0,PNC Park,10,656605,4.25,9.53,7.29,1.41,.274,0.25,0.5,0.0,0.333,0.0,True
101,19566,Nathaniel Lowe,TEX,26,0.281,0.331,0.454,0.775,663993,140,Paul Blackburn,0,Oakland Coliseum,19,621112,4.28,8.89,7.19,1.26,.255,0.5,0.5,0.2,0.0,0.25,False
103,15679,Rowdy Tellez,MIL,27,0.238,0.323,0.482,0.7959999999999999,642133,158,Chad Kuhl,1,American Family Field,18,641771,5.16,9.70,6.64,1.52,.273,0.25,0.2,0.25,0.0,0.0,True
104,14813,Kyle Farmer,CIN,31,0.254,0.327,0.368,0.825,571657,113,Miles Mikolas,1,Great American Ball Park,8,571945,3.50,8.09,6.88,1.09,.239,0.0,0.5,0.0,0.333,0.2,False
105,13590,Jesse Winker,SEA,28,0.228,0.346,0.361,0.8170000000000001,608385,136,Framber Valdez,1,T-Mobile Park,27,664285,2.73,7.04,8.11,1.13,.215,0.0,0.25,0.0,0.25,0.4,True
106,24655,Owen Miller,CLE,25,0.24,0.296,0.359,0.838,680911,114,Dylan Cease,0,Guaranteed Rate Field,23,656302,1.96,6.44,12.17,1.14,.196,0.0,0.25,1.0,0.5,0.333,True
107,16512,Isiah Kiner-Falefa,NYY,27,0.265,0.31,0.311,0.893,643396,147,Dean Kremer,0,Oriole Park at Camden Yards,30,665152,3.69,9.66,6.96,1.31,.280,0.25,0.25,1.0,0.25,0.25,True
108,7859,Charlie Blackmon,COL,35,0.262,0.313,0.439,0.821,453568,115,Eric Lauer,0,American Family Field,18,641778,3.64,7.74,8.80,1.21,.230,0.25,0.333,0.25,0.25,0.6,True
109,14894,Tony Kemp,OAK,30,0.22,0.293,0.312,0.8759999999999999,643393,133,Martin Perez,1,Oakland Coliseum,19,527048,2.85,7.94,7.81,1.18,.235,0.0,0.25,0.0,0.0,0.25,True
110,9847,Andrew McCutchen,MIL,35,0.253,0.324,0.398,0.802,457705,158,Chad Kuhl,1,American Family Field,18,641771,5.16,9.70,6.64,1.52,.273,0.0,0.25,0.0,0.25,0.2,True
111,16572,Connor Joe,COL,29,0.246,0.347,0.363,0.809,656582,115,Eric Lauer,0,American Family Field,18,641778,3.64,7.74,8.80,1.21,.230,0.2,0.0,0.0,0.5,0.0,False
112,22799,Geraldo Perdomo,ARI,22,0.2,0.295,0.279,0.81,672695,109,Erick Fedde,1,Chase Field,13,607200,4.95,9.32,6.80,1.54,.269,0.25,0.5,0.0,0.333,0.0,False
113,10243,Randal Grichuk,COL,30,0.268,0.31,0.429,0.767,545341,115,Eric Lauer,0,American Family Field,18,641778,3.64,7.74,8.80,1.21,.230,0.25,0.0,0.0,0.5,0.5,True
114,19198,Yuli Gurriel,HOU,38,0.24,0.287,0.38,0.86,493329,117,Robbie Ray,0,T-Mobile Park,27,592662,3.90,7.48,10.32,1.19,.225,0.25,0.25,0.0,0.5,0.667,True
115,15117,Hunter Dozier,KCR,30,0.246,0.311,0.41,0.731,641531,118,Jeffrey Springs,1,Kauffman Stadium,5,605488,2.56,7.90,9.71,1.09,.232,0.0,0.333,0.5,0.333,0.0,True
116,11342,Jesus Aguilar,MIA,32,0.238,0.285,0.386,0.745,542583,146,Mitch Keller,0,PNC Park,10,656605,4.25,9.53,7.29,1.41,.274,0.25,0.4,0.0,0.0,0.667,True
117,10556,Cesar Hernandez,WSN,32,0.239,0.303,0.305,0.813,514917,120,Corbin Martin,0,Chase Field,13,656686,4.84,10.07,8.46,1.66,.291,0.0,0.5,0.0,0.25,0.667,False
118,4314,Joey Votto,CIN,38,0.217,0.335,0.391,0.7240000000000001,458015,113,Miles Mikolas,1,Great American Ball Park,8,571945,3.50,8.09,6.88,1.09,.239,0.0,0.25,0.25,0.25,0.4,True
119,18607,Jared Walsh,LAA,28,0.222,0.269,0.387,0.755,665120,108,Ian Anderson,0,Truist Park,12,666120,5.00,9.27,7.82,1.51,.264,0.75,0.25,0.0,0.0,0.0,True
120,11200,Kole Calhoun,TEX,34,0.211,0.269,0.363,0.654,594777,140,Paul Blackburn,0,Oakland Coliseum,19,621112,4.28,8.89,7.19,1.26,.255,0.0,0.0,0.25,0.0,0.0,True
122,2434,Nelson Cruz,WSN,41,0.233,0.316,0.34,0.703,443558,120,Corbin Martin,0,Chase Field,13,656686,4.84,10.07,8.46,1.66,.291,0.0,0.0,0.5,0.25,0.2,False
123,1744,Miguel Cabrera,DET,39,0.266,0.318,0.328,0.7440000000000001,408234,116,Sonny Gray,1,Comerica Park,25,543243,3.33,7.64,8.50,1.16,.228,0.25,0.0,0.333,0.0,0.5,False
124,11737,Nick Castellanos,PHI,30,0.256,0.304,0.378,0.695,592206,143,Drew Smyly,1,Citizens Bank Park,16,592767,3.69,9.42,7.77,1.29,.262,0.0,0.0,0.25,0.333,0.25,True
125,10324,Marcell Ozuna,ATL,31,0.211,0.261,0.391,0.742,542303,144,Reid Detmers,1,Truist Park,12,672282,3.45,6.41,8.71,1.07,.201,0.25,0.25,0.0,0.0,0.5,False
