,Unnamed: 0,Unnamed: 0.1,Unnamed: 0.1.1,Unnamed: 0.1.1.1,Unnamed: 0.1.1.1.1,IDfg,Name,Team,Age,AVG,OBP,SLG,Contact% (pi),BatterIDs,TeamIDs,Pitchers,Home,Ballpark,BallparkNumber,PitcherIDs,era,h9,k9,whip,avg,Game 1,Game 2,Game 3,Game 4,Game 5,TestLabels
29,29,29,29,29,30,19755,Shohei Ohtani,LAA,27,0.256,0.348,0.501,0.741,660271,108,Rich Hill,0.0,Fenway Park,3.0,448179,4.75,9.39,6.84,1.35,0.266,0.0,0.25,0.0,0.0,0.0,True
30,30,30,30,30,31,9241,Starling Marte,NYM,33,0.292,0.344,0.458,0.775,516782,121,Aaron Nola,0.0,Citizens Bank Park,16.0,605400,3.17,7.28,9.77,0.95,0.219,0.4,0.5,0.5,0.25,0.0,True
31,31,31,31,31,32,16578,Yandy Diaz,TBR,30,0.277,0.392,0.393,0.873,650490,139,Robbie Ray,0.0,T-Mobile Park,27.0,592662,3.96,7.63,10.34,1.19,0.229,0.0,0.5,0.4,0.0,0.5,True
32,32,32,32,32,33,15518,Amed Rosario,CLE,26,0.29,0.324,0.417,0.8240000000000001,642708,114,Jose Berrios,1.0,Progressive Field,7.0,621244,5.19,9.92,8.16,1.35,0.275,0.333,0.2,0.0,0.2,0.0,False
33,33,33,33,33,34,19612,Bo Bichette,TOR,24,0.263,0.304,0.436,0.775,666182,141,Aaron Civale,0.0,Progressive Field,7.0,650644,6.17,10.67,8.67,1.46,0.295,0.333,0.5,0.5,0.25,0.5,True
34,34,34,34,34,35,15112,Ryan McMahon,COL,27,0.242,0.339,0.397,0.752,641857,115,Aaron Sanchez,1.0,Coors Field,1.0,592717,3.6,7.2,14.4,1.2,0.211,0.5,0.0,0.0,0.667,0.25,True
35,35,35,35,35,37,17929,Cedric Mullins II,BAL,27,0.261,0.321,0.39,0.816,656775,110,Chris Archer,1.0,Oriole Park at Camden Yards,30.0,502042,4.02,7.01,7.58,1.29,0.212,0.4,0.2,0.25,0.4,0.5,True
36,36,36,36,36,38,12546,C.J. Cron,COL,32,0.28,0.33,0.514,0.778,543068,115,Aaron Sanchez,1.0,Coors Field,1.0,592717,3.6,7.2,14.4,1.2,0.211,0.25,1.0,0.2,0.0,1.0,True
37,37,37,37,37,39,5827,Wilmer Flores,SFG,30,0.251,0.334,0.444,0.8290000000000001,527038,137,Miles Mikolas,1.0,Oracle Park,9.0,571945,3.5,8.09,6.88,1.09,0.239,0.25,0.333,0.0,0.0,0.6,True
38,38,38,38,38,40,13152,Jorge Polanco,MIN,28,0.237,0.349,0.407,0.777,593871,142,Spenser Watkins,0.0,Oriole Park at Camden Yards,30.0,657093,4.02,9.22,5.84,1.33,0.261,0.333,0.25,0.25,0.4,0.2,True
39,39,39,39,39,41,16426,Thairo Estrada,SFG,26,0.269,0.319,0.42,0.813,642731,137,Miles Mikolas,1.0,Oracle Park,9.0,571945,3.5,8.09,6.88,1.09,0.239,0.0,0.5,0.25,0.25,0.0,False
40,40,40,40,40,42,20126,Dylan Carlson,STL,23,0.241,0.31,0.398,0.772,666185,138,Mauricio Llovera,0.0,Oracle Park,9.0,661440,4.41,7.71,11.02,1.35,0.219,0.0,0.5,0.333,0.0,0.0,True
41,41,41,41,41,43,17273,Jorge Mateo,BAL,27,0.218,0.267,0.391,0.6970000000000001,622761,110,Chris Archer,1.0,Oriole Park at Camden Yards,30.0,502042,4.02,7.01,7.58,1.29,0.212,0.25,0.0,0.0,0.5,0.0,True
42,42,42,42,42,45,14551,Anthony Santander,BAL,27,0.262,0.342,0.463,0.805,623993,110,Chris Archer,1.0,Oriole Park at Camden Yards,30.0,502042,4.02,7.01,7.58,1.29,0.212,0.333,0.0,0.25,0.667,0.25,True
43,43,43,43,43,47,14162,Carlos Correa,MIN,27,0.265,0.342,0.431,0.7829999999999999,621043,142,Spenser Watkins,0.0,Oriole Park at Camden Yards,30.0,657093,4.02,9.22,5.84,1.33,0.261,0.25,0.4,0.25,0.5,0.6,False
44,44,44,44,44,48,11445,Mark Canha,NYM,33,0.266,0.366,0.37,0.7909999999999999,592192,121,Aaron Nola,0.0,Citizens Bank Park,16.0,605400,3.17,7.28,9.77,0.95,0.219,0.0,0.333,0.5,0.5,0.333,True
45,45,45,45,45,49,12144,Max Kepler,MIN,29,0.233,0.331,0.373,0.813,596146,142,Spenser Watkins,0.0,Oriole Park at Camden Yards,30.0,657093,4.02,9.22,5.84,1.33,0.261,0.0,0.0,0.25,1.0,0.0,True
46,46,46,46,46,50,19997,Santiago Espinal,TOR,27,0.263,0.313,0.378,0.8490000000000001,669289,141,Aaron Civale,0.0,Progressive Field,7.0,650644,6.17,10.67,8.67,1.46,0.295,0.0,0.333,0.0,0.333,0.0,True
47,47,47,47,47,51,17907,Brendan Rodgers,COL,25,0.284,0.334,0.432,0.785,663898,115,Aaron Sanchez,1.0,Coors Field,1.0,592717,3.6,7.2,14.4,1.2,0.211,0.5,0.0,0.5,0.0,0.0,True
48,48,48,48,48,52,15491,J.P. Crawford,SEA,27,0.255,0.331,0.354,0.875,641487,136,Shane McClanahan,1.0,T-Mobile Park,27.0,663556,2.24,5.89,11.29,0.83,0.184,0.5,0.0,0.5,0.667,0.5,True
49,49,49,49,49,53,19363,Austin Hays,BAL,26,0.261,0.318,0.435,0.777,669720,110,Chris Archer,1.0,Oriole Park at Camden Yards,30.0,502042,4.02,7.01,7.58,1.29,0.212,0.333,0.5,0.0,0.0,0.25,True
50,50,50,50,50,54,21618,Alec Bohm,PHI,25,0.294,0.33,0.413,0.8009999999999999,664761,143,Taijuan Walker,1.0,Citizens Bank Park,16.0,592836,3.45,8.28,6.9,1.19,0.242,0.0,0.5,0.333,0.333,0.0,True
51,51,51,51,51,55,15279,Garrett Cooper,MIA,31,0.275,0.348,0.424,0.7959999999999999,643265,146,Nick Martinez,0.0,Petco Park,31.0,607259,3.35,8.53,8.1,1.32,0.248,0.0,0.0,0.333,0.5,0.0,True
52,52,52,52,52,56,14854,Mike Yastrzemski,SFG,31,0.22,0.315,0.393,0.797,573262,137,Miles Mikolas,1.0,Oracle Park,9.0,571945,3.5,8.09,6.88,1.09,0.239,0.25,0.5,0.5,0.5,0.4,True
53,53,53,53,53,57,19610,Keibert Ruiz,WSN,23,0.247,0.307,0.359,0.86,660688,120,Antonio Senzatela,0.0,Coors Field,1.0,622608,4.68,12.97,5.31,1.68,0.351,0.75,0.25,0.0,0.0,0.0,True
54,54,54,54,54,58,17620,Myles Straw,CLE,27,0.214,0.292,0.272,0.892,664702,114,Jose Berrios,1.0,Progressive Field,7.0,621244,5.19,9.92,8.16,1.35,0.275,0.0,0.2,0.25,0.333,0.6,True
55,55,55,55,55,59,19238,Lourdes Gurriel Jr.,TOR,28,0.309,0.361,0.421,0.797,666971,141,Aaron Civale,0.0,Progressive Field,7.0,650644,6.17,10.67,8.67,1.46,0.295,0.25,0.0,0.25,0.333,0.5,False
56,56,56,56,56,60,18373,Ryan Mountcastle,BAL,25,0.258,0.3,0.441,0.722,663624,110,Chris Archer,1.0,Oriole Park at Camden Yards,30.0,502042,4.02,7.01,7.58,1.29,0.212,0.5,0.0,0.0,0.333,0.25,True
57,57,57,57,57,61,18564,Trent Grisham,SDP,25,0.192,0.29,0.355,0.772,663757,135,Jesus Luzardo,1.0,Petco Park,31.0,666200,3.29,4.83,11.41,0.95,0.152,0.0,0.0,0.6,0.4,0.0,False
58,58,58,58,58,62,6184,J.D. Martinez,BOS,34,0.281,0.345,0.447,0.716,502110,111,Shohei Ohtani,1.0,Fenway Park,3.0,660271,2.68,7.22,12.73,1.05,0.214,0.2,0.5,0.6,0.5,0.2,True
59,59,59,59,59,63,6153,Eduardo Escobar,NYM,33,0.22,0.273,0.39,0.753,500871,121,Aaron Nola,0.0,Citizens Bank Park,16.0,605400,3.17,7.28,9.77,0.95,0.219,0.333,0.25,0.0,0.4,0.0,False
60,60,60,60,60,64,15223,Adam Frazier,SEA,30,0.243,0.306,0.31,0.878,624428,136,Shane McClanahan,1.0,T-Mobile Park,27.0,663556,2.24,5.89,11.29,0.83,0.184,0.0,0.25,0.0,0.5,0.0,True
61,61,61,61,61,66,19290,Randy Arozarena,TBR,27,0.256,0.317,0.416,0.7240000000000001,668227,139,Robbie Ray,0.0,T-Mobile Park,27.0,592662,3.96,7.63,10.34,1.19,0.229,0.333,0.2,0.2,0.5,0.25,False
62,62,62,62,62,67,17027,Alex Verdugo,BOS,26,0.272,0.312,0.389,0.863,657077,111,Shohei Ohtani,1.0,Fenway Park,3.0,660271,2.68,7.22,12.73,1.05,0.214,0.0,0.25,0.2,0.0,0.25,False
63,63,63,63,63,68,7802,Miguel Rojas,MIA,33,0.233,0.282,0.335,0.852,500743,146,Nick Martinez,0.0,Petco Park,31.0,607259,3.35,8.53,8.1,1.32,0.248,0.0,0.0,0.5,0.0,0.0,True
64,64,64,64,64,70,12979,Javier Baez,DET,29,0.22,0.262,0.372,0.674,595879,116,Jose Urquidy,0.0,Minute Maid Park,32.0,664353,3.85,8.52,7.09,1.16,0.245,0.0,0.0,0.25,0.4,0.5,False
65,65,65,65,65,71,10681,Gio Urshela,MIN,30,0.262,0.304,0.423,0.807,570482,142,Spenser Watkins,0.0,Oriole Park at Camden Yards,30.0,657093,4.02,9.22,5.84,1.33,0.261,0.0,0.25,0.0,0.0,0.0,False
66,66,66,66,66,72,13590,Jesse Winker,SEA,28,0.229,0.348,0.363,0.815,608385,136,Shane McClanahan,1.0,T-Mobile Park,27.0,663556,2.24,5.89,11.29,0.83,0.184,0.333,0.0,0.0,0.6,0.5,True
67,67,67,67,67,73,7859,Charlie Blackmon,COL,35,0.263,0.314,0.446,0.816,453568,115,Aaron Sanchez,1.0,Coors Field,1.0,592717,3.6,7.2,14.4,1.2,0.211,0.25,0.25,0.25,0.2,0.0,True
68,68,68,68,68,76,10243,Randal Grichuk,COL,30,0.27,0.312,0.435,0.768,545341,115,Aaron Sanchez,1.0,Coors Field,1.0,592717,3.6,7.2,14.4,1.2,0.211,0.0,0.25,0.4,0.333,0.4,True
69,69,69,69,69,77,11342,Jesus Aguilar,MIA,32,0.241,0.287,0.391,0.745,542583,146,Nick Martinez,0.0,Petco Park,31.0,607259,3.35,8.53,8.1,1.32,0.248,0.6,0.5,0.5,0.333,0.667,True
70,70,70,70,70,78,10556,Cesar Hernandez,WSN,32,0.238,0.302,0.303,0.8109999999999999,514917,120,Antonio Senzatela,0.0,Coors Field,1.0,622608,4.68,12.97,5.31,1.68,0.351,0.5,0.333,0.25,0.25,0.5,True
71,71,71,71,71,79,19198,Yuli Gurriel,HOU,38,0.238,0.287,0.38,0.86,493329,117,Tarik Skubal,1.0,Minute Maid Park,32.0,669373,3.52,7.95,8.95,1.16,0.237,0.25,0.333,0.25,0.0,0.0,False
72,72,72,72,72,80,18607,Jared Walsh,LAA,28,0.225,0.27,0.392,0.753,665120,108,Rich Hill,0.0,Fenway Park,3.0,448179,4.75,9.39,6.84,1.35,0.266,0.6,0.0,0.0,0.0,0.25,True
73,73,73,73,73,81,5760,Avisail Garcia,MIA,31,0.232,0.269,0.322,0.654,541645,146,Nick Martinez,0.0,Petco Park,31.0,607259,3.35,8.53,8.1,1.32,0.248,0.0,0.0,0.0,0.2,0.25,False
74,74,74,74,74,84,12179,Maikel Franco,WSN,29,0.229,0.256,0.338,0.742,596748,120,Antonio Senzatela,0.0,Coors Field,1.0,622608,4.68,12.97,5.31,1.68,0.351,0.0,0.5,0.0,0.0,0.667,True
75,75,75,75,75,85,1744,Miguel Cabrera,DET,39,0.268,0.317,0.331,0.7440000000000001,408234,116,Jose Urquidy,0.0,Minute Maid Park,32.0,664353,3.85,8.52,7.09,1.16,0.245,0.25,0.25,0.0,0.0,0.333,True
76,76,76,76,76,86,11737,Nick Castellanos,PHI,30,0.257,0.305,0.381,0.6970000000000001,592206,143,Taijuan Walker,1.0,Citizens Bank Park,16.0,592836,3.45,8.28,6.9,1.19,0.242,0.75,0.0,0.25,0.0,0.0,True
