,IDfg,Name,Team,Age,AVG,OBP,SLG,Contact% (pi),BatterIDs,TeamIDs,Pitchers,Home,Ballpark,BallparkNumber,PitcherIDs,era,h9,k9,whip,avg,Game 1,Game 2,Game 3,Game 4,Game 5,TestLabels
13,19197,Will Smith,LAD,27,0.274,0.361,0.474,0.831,669257,119,Jose Urena,0.0,Coors Field,1.0,570632,5.02,10.05,5.02,1.60,.289,0.0,0.0,0.0,0.333,0.0,True
14,21479,Nico Hoerner,CHC,25,0.299,0.342,0.419,0.858,663538,112,Alex Wood,0.0,Oracle Park,9.0,622072,4.17,8.73,8.81,1.20,.254,0.5,0.667,0.0,0.25,0.167,False
15,18345,Kyle Tucker,HOU,25,0.249,0.336,0.466,0.8079999999999999,663656,117,Logan Gilbert,1.0,Minute Maid Park,32.0,669302,3.47,8.57,8.30,1.23,.248,0.0,0.5,0.2,0.25,0.0,False
16,17678,Alex Bregman,HOU,28,0.255,0.364,0.43,0.861,608324,117,Logan Gilbert,1.0,Minute Maid Park,32.0,669302,3.47,8.57,8.30,1.23,.248,0.25,0.0,0.2,0.0,0.25,True
17,22581,Alejandro Kirk,TOR,23,0.302,0.384,0.457,0.856,672386,141,Tyler Alexander,1.0,Rogers Centre,2.0,641302,3.83,8.94,4.74,1.20,.262,0.0,0.2,0.333,0.5,0.25,True
18,19955,Gavin Lux,LAD,24,0.296,0.372,0.423,0.818,666158,119,Jose Urena,0.0,Coors Field,1.0,570632,5.02,10.05,5.02,1.60,.289,0.75,0.0,0.5,0.5,0.5,True
19,19611,Vladimir Guerrero Jr.,TOR,23,0.287,0.358,0.504,0.784,665489,141,Tyler Alexander,1.0,Rogers Centre,2.0,641302,3.83,8.94,4.74,1.20,.262,0.5,0.2,0.8,0.25,0.5,True
20,11609,Willson Contreras,CHC,30,0.25,0.362,0.457,0.711,575929,112,Alex Wood,0.0,Oracle Park,9.0,622072,4.17,8.73,8.81,1.20,.254,0.25,0.333,0.25,0.667,0.25,False
21,16505,Matt Chapman,TOR,29,0.24,0.32,0.47,0.737,656305,141,Tyler Alexander,1.0,Rogers Centre,2.0,641302,3.83,8.94,4.74,1.20,.262,0.333,0.667,0.5,0.333,0.5,True
22,18577,Ke'Bryan Hayes,PIT,25,0.251,0.323,0.358,0.816,663647,134,Zack Wheeler,1.0,PNC Park,10.0,554430,2.63,7.25,9.73,1.03,.218,0.25,0.5,0.2,0.0,0.25,False
23,17919,Ian Happ,CHC,27,0.278,0.356,0.434,0.7490000000000001,664023,112,Alex Wood,0.0,Oracle Park,9.0,622072,4.17,8.73,8.81,1.20,.254,0.25,0.5,0.25,0.2,0.667,True
24,19287,Adolis Garcia,TEX,29,0.255,0.304,0.458,0.68,666969,140,Shohei Ohtani,0.0,Angel Stadium,4.0,660271,2.68,7.22,12.73,1.05,.214,0.333,0.5,0.333,1.0,0.25,False
25,12552,Eugenio Suarez,SEA,30,0.226,0.33,0.414,0.6759999999999999,553993,136,Jose Urquidy,0.0,Minute Maid Park,32.0,664353,3.85,8.52,7.09,1.16,.245,0.0,0.333,0.333,0.0,0.0,False
26,17548,Taylor Ward,LAA,28,0.266,0.356,0.453,0.782,621493,108,Spencer Howard,1.0,Angel Stadium,4.0,675921,7.41,11.95,7.65,1.73,.309,0.0,0.333,0.0,0.6,0.25,False
27,12856,George Springer,TOR,32,0.251,0.331,0.464,0.733,543807,141,Tyler Alexander,1.0,Rogers Centre,2.0,641302,3.83,8.94,4.74,1.20,.262,0.0,0.6,0.333,0.333,0.2,True
28,15112,Ryan McMahon,COL,27,0.243,0.339,0.401,0.753,641857,115,Tyler Anderson,1.0,Coors Field,1.0,542881,2.72,7.21,7.14,1.00,.219,0.5,0.333,0.0,0.0,0.0,False
30,16472,Rhys Hoskins,PHI,29,0.248,0.338,0.484,0.7609999999999999,656555,143,Zach Thompson,0.0,PNC Park,10.0,605507,5.08,9.66,6.18,1.47,.269,0.333,0.25,0.0,0.5,0.0,True
31,17982,Ty France,SEA,27,0.294,0.363,0.455,0.8340000000000001,664034,136,Jose Urquidy,0.0,Minute Maid Park,32.0,664353,3.85,8.52,7.09,1.16,.245,0.0,1.0,0.4,0.0,0.25,True
33,19612,Bo Bichette,TOR,24,0.262,0.302,0.433,0.7759999999999999,666182,141,Tyler Alexander,1.0,Rogers Centre,2.0,641302,3.83,8.94,4.74,1.20,.262,0.25,0.5,0.0,0.0,0.6,True
34,12533,Marcus Semien,TEX,31,0.24,0.3,0.407,0.809,543760,140,Shohei Ohtani,0.0,Angel Stadium,4.0,660271,2.68,7.22,12.73,1.05,.214,0.0,0.0,0.0,0.25,0.2,True
35,3473,Anthony Rizzo,NYY,32,0.224,0.342,0.504,0.7959999999999999,519203,147,Brady Singer,1.0,Yankee Stadium,6.0,663903,3.49,8.36,9.18,1.15,.248,0.0,0.5,0.0,0.2,0.25,False
36,19755,Shohei Ohtani,LAA,27,0.253,0.345,0.494,0.738,660271,108,Spencer Howard,1.0,Angel Stadium,4.0,675921,7.41,11.95,7.65,1.73,.309,0.333,0.333,0.25,0.0,0.5,False
37,13066,Teoscar Hernandez,TOR,29,0.271,0.322,0.489,0.672,606192,141,Tyler Alexander,1.0,Rogers Centre,2.0,641302,3.83,8.94,4.74,1.20,.262,0.0,0.667,0.5,0.25,0.75,False
38,17273,Jorge Mateo,BAL,27,0.23,0.277,0.404,0.698,622761,110,Ryan Yarbrough,1.0,Oriole Park at Camden Yards,30.0,642232,5.08,9.85,6.35,1.36,.277,0.5,0.333,0.25,0.5,0.25,False
39,15518,Amed Rosario,CLE,26,0.284,0.318,0.407,0.823,642708,114,Kutter Crawford,0.0,Fenway Park,3.0,676710,4.18,7.79,9.05,1.22,.231,0.4,0.4,0.0,0.4,0.4,False
40,12546,C.J. Cron,COL,32,0.277,0.33,0.513,0.775,543068,115,Tyler Anderson,1.0,Coors Field,1.0,542881,2.72,7.21,7.14,1.00,.219,0.2,0.0,0.0,0.0,0.333,False
41,16478,Kyle Schwarber,PHI,29,0.211,0.314,0.501,0.72,656941,143,Zach Thompson,0.0,PNC Park,10.0,605507,5.08,9.66,6.18,1.47,.269,0.0,0.25,0.0,0.0,0.0,True
42,5827,Wilmer Flores,SFG,30,0.252,0.337,0.44,0.8270000000000001,527038,137,Justin Steele,1.0,Oracle Park,9.0,657006,3.63,8.85,9.38,1.41,.252,0.25,0.25,0.0,0.25,0.0,False
43,10231,Jose Iglesias,COL,32,0.318,0.356,0.418,0.868,578428,115,Tyler Anderson,1.0,Coors Field,1.0,542881,2.72,7.21,7.14,1.00,.219,0.5,0.0,0.4,0.25,0.2,False
44,16426,Thairo Estrada,SFG,26,0.268,0.317,0.416,0.815,642731,137,Justin Steele,1.0,Oracle Park,9.0,657006,3.63,8.85,9.38,1.41,.252,0.75,0.0,0.0,0.25,0.0,True
45,14551,Anthony Santander,BAL,27,0.263,0.342,0.463,0.807,623993,110,Ryan Yarbrough,1.0,Oriole Park at Camden Yards,30.0,642232,5.08,9.85,6.35,1.36,.277,0.25,0.333,0.25,0.25,0.4,True
46,17907,Brendan Rodgers,COL,25,0.285,0.333,0.436,0.7829999999999999,663898,115,Tyler Anderson,1.0,Coors Field,1.0,542881,2.72,7.21,7.14,1.00,.219,0.667,0.25,0.0,0.4,0.5,True
47,14854,Mike Yastrzemski,SFG,31,0.225,0.321,0.409,0.797,573262,137,Justin Steele,1.0,Oracle Park,9.0,657006,3.63,8.85,9.38,1.41,.252,0.0,0.0,0.0,0.25,0.0,False
48,19997,Santiago Espinal,TOR,27,0.263,0.313,0.378,0.8490000000000001,669289,141,Tyler Alexander,1.0,Rogers Centre,2.0,641302,3.83,8.94,4.74,1.20,.262,0.333,0.25,0.333,0.25,0.25,False
49,15491,J.P. Crawford,SEA,27,0.254,0.333,0.353,0.877,641487,136,Jose Urquidy,0.0,Minute Maid Park,32.0,664353,3.85,8.52,7.09,1.16,.245,0.667,0.5,0.0,0.2,0.25,True
50,19363,Austin Hays,BAL,26,0.263,0.32,0.437,0.7759999999999999,669720,110,Ryan Yarbrough,1.0,Oriole Park at Camden Yards,30.0,642232,5.08,9.85,6.35,1.36,.277,0.0,0.0,0.5,0.25,0.25,True
51,16997,Gleyber Torres,NYY,25,0.249,0.302,0.441,0.7340000000000001,650402,147,Brady Singer,1.0,Yankee Stadium,6.0,663903,3.49,8.36,9.18,1.15,.248,0.25,0.0,0.5,0.0,0.0,True
53,5038,Josh Donaldson,NYY,36,0.226,0.308,0.395,0.698,518626,147,Brady Singer,1.0,Yankee Stadium,6.0,663903,3.49,8.36,9.18,1.15,.248,0.25,0.0,0.0,0.5,0.5,False
54,5297,Aaron Hicks,NYY,32,0.223,0.345,0.312,0.7609999999999999,543305,147,Brady Singer,1.0,Yankee Stadium,6.0,663903,3.49,8.36,9.18,1.15,.248,0.25,0.667,0.5,0.0,0.0,False
55,13602,Patrick Wisdom,CHC,30,0.22,0.318,0.441,0.667,621550,112,Alex Wood,0.0,Oracle Park,9.0,622072,4.17,8.73,8.81,1.20,.254,0.25,0.333,0.0,0.25,0.25,True
56,21618,Alec Bohm,PHI,25,0.292,0.327,0.408,0.8,664761,143,Zach Thompson,0.0,PNC Park,10.0,605507,5.08,9.66,6.18,1.47,.269,0.5,0.5,0.75,0.75,0.25,True
58,15998,Cody Bellinger,LAD,26,0.21,0.267,0.402,0.762,641355,119,Jose Urena,0.0,Coors Field,1.0,570632,5.02,10.05,5.02,1.60,.289,0.25,0.0,0.0,0.25,0.25,True
60,19238,Lourdes Gurriel Jr.,TOR,28,0.306,0.358,0.417,0.7959999999999999,666971,141,Tyler Alexander,1.0,Rogers Centre,2.0,641302,3.83,8.94,4.74,1.20,.262,0.25,0.2,0.0,0.857,0.25,True
61,19290,Randy Arozarena,TBR,27,0.256,0.315,0.428,0.722,668227,139,Jordan Lyles,0.0,Oriole Park at Camden Yards,30.0,543475,4.35,10.01,7.25,1.44,.279,0.4,0.4,0.25,0.5,0.0,False
62,17027,Alex Verdugo,BOS,26,0.274,0.317,0.392,0.861,657077,111,Triston McKenzie,1.0,Fenway Park,3.0,663474,3.14,6.35,8.29,0.97,.198,0.5,0.0,0.25,0.5,0.5,True
63,15223,Adam Frazier,SEA,30,0.243,0.307,0.311,0.8759999999999999,624428,136,Jose Urquidy,0.0,Minute Maid Park,32.0,664353,3.85,8.52,7.09,1.16,.245,0.25,0.333,0.333,0.0,0.5,True
64,17620,Myles Straw,CLE,27,0.21,0.288,0.268,0.894,664702,114,Kutter Crawford,0.0,Fenway Park,3.0,676710,4.18,7.79,9.05,1.22,.231,0.5,0.25,0.5,0.0,0.25,True
65,11265,Jonathan Schoop,DET,30,0.202,0.236,0.312,0.753,570731,116,Yusei Kikuchi,0.0,Rogers Centre,2.0,579328,5.13,8.20,10.03,1.49,.244,0.5,0.25,0.0,0.0,0.0,True
66,6184,J.D. Martinez,BOS,34,0.281,0.346,0.443,0.715,502110,111,Triston McKenzie,1.0,Fenway Park,3.0,663474,3.14,6.35,8.29,0.97,.198,0.0,0.0,0.0,0.0,0.4,False
67,18373,Ryan Mountcastle,BAL,25,0.255,0.299,0.435,0.721,663624,110,Ryan Yarbrough,1.0,Oriole Park at Camden Yards,30.0,642232,5.08,9.85,6.35,1.36,.277,0.2,0.0,0.25,0.0,0.0,False
68,13301,Max Muncy,LAD,31,0.179,0.319,0.358,0.7559999999999999,571970,119,Jose Urena,0.0,Coors Field,1.0,570632,5.02,10.05,5.02,1.60,.289,0.0,0.25,0.333,0.0,0.0,True
69,12979,Javier Baez,DET,29,0.224,0.266,0.379,0.6729999999999999,595879,116,Yusei Kikuchi,0.0,Rogers Centre,2.0,579328,5.13,8.20,10.03,1.49,.244,0.25,0.2,0.333,0.0,0.5,False
70,19566,Nathaniel Lowe,TEX,26,0.281,0.331,0.454,0.775,663993,140,Shohei Ohtani,0.0,Angel Stadium,4.0,660271,2.68,7.22,12.73,1.05,.214,1.0,0.25,0.5,0.0,0.5,True
71,14813,Kyle Farmer,CIN,31,0.254,0.327,0.368,0.825,571657,113,Daniel Castano,1.0,Great American Ball Park,8.0,641447,4.04,10.60,5.05,1.43,.292,0.25,0.0,0.5,0.0,0.0,False
72,13590,Jesse Winker,SEA,28,0.228,0.346,0.361,0.8170000000000001,608385,136,Jose Urquidy,0.0,Minute Maid Park,32.0,664353,3.85,8.52,7.09,1.16,.245,0.0,0.0,0.5,0.0,0.25,False
76,16572,Connor Joe,COL,29,0.246,0.347,0.363,0.809,656582,115,Tyler Anderson,1.0,Coors Field,1.0,542881,2.72,7.21,7.14,1.00,.219,0.0,0.2,0.0,0.0,0.5,False
77,10243,Randal Grichuk,COL,30,0.268,0.31,0.429,0.767,545341,115,Tyler Anderson,1.0,Coors Field,1.0,542881,2.72,7.21,7.14,1.00,.219,0.333,0.25,0.333,0.25,0.0,True
78,19198,Yuli Gurriel,HOU,38,0.24,0.287,0.38,0.86,493329,117,Logan Gilbert,1.0,Minute Maid Park,32.0,669302,3.47,8.57,8.30,1.23,.248,0.5,0.0,0.0,0.25,0.25,True
79,15117,Hunter Dozier,KCR,30,0.246,0.311,0.41,0.731,641531,118,Jameson Taillon,0.0,Yankee Stadium,6.0,592791,3.95,8.50,7.76,1.14,.246,0.333,0.0,0.5,0.0,0.333,False
80,4314,Joey Votto,CIN,38,0.217,0.335,0.391,0.7240000000000001,458015,113,Daniel Castano,1.0,Great American Ball Park,8.0,641447,4.04,10.60,5.05,1.43,.292,0.0,0.0,0.25,0.333,0.0,True
81,18607,Jared Walsh,LAA,28,0.222,0.269,0.387,0.755,665120,108,Spencer Howard,1.0,Angel Stadium,4.0,675921,7.41,11.95,7.65,1.73,.309,0.25,0.0,0.5,0.2,0.75,False
82,11200,Kole Calhoun,TEX,34,0.211,0.269,0.363,0.654,594777,140,Shohei Ohtani,0.0,Angel Stadium,4.0,660271,2.68,7.22,12.73,1.05,.214,0.0,0.0,0.0,0.5,0.0,False
83,1744,Miguel Cabrera,DET,39,0.266,0.318,0.328,0.7440000000000001,408234,116,Yusei Kikuchi,0.0,Rogers Centre,2.0,579328,5.13,8.20,10.03,1.49,.244,0.333,0.5,0.5,0.0,0.25,False
84,11737,Nick Castellanos,PHI,30,0.256,0.304,0.378,0.695,592206,143,Zach Thompson,0.0,PNC Park,10.0,605507,5.08,9.66,6.18,1.47,.269,0.25,0.0,0.5,0.25,0.0,True
