,Unnamed: 0,Unnamed: 0.1,IDfg,Name,Team,Age,AVG,OBP,SLG,Contact% (pi),BatterIDs,TeamIDs,Pitchers,Home,Ballpark,BallparkNumber,PitcherIDs,era,h9,k9,whip,avg,Game 1,Game 2,Game 3,Game 4,Game 5,TestLabels
0,0,1,9777,Nolan Arenado,STL,31,0.3,0.369,0.55,0.81,571448,138,Ian Anderson,0,Truist Park,12,666120,5.11,9.37,7.92,1.54,0.266,0.4,0.25,0.5,1.0,0.0,True
1,1,2,9218,Paul Goldschmidt,STL,34,0.329,0.413,0.609,0.768,502671,138,Ian Anderson,0,Truist Park,12,666120,5.11,9.37,7.92,1.54,0.266,0.25,0.0,0.5,0.5,0.0,True
2,2,3,5361,Freddie Freeman,LAD,32,0.323,0.4,0.524,0.8290000000000001,518692,119,German Marquez,1,Dodger Stadium,17,608566,5.18,9.54,7.25,1.41,0.27,0.0,0.25,0.667,0.25,0.0,True
3,3,4,13510,Jose Ramirez,CLE,29,0.284,0.355,0.55,0.877,608070,114,Drew Hutchison,0,Comerica Park,25,571800,4.37,8.57,5.66,1.44,0.252,0.0,0.25,0.25,0.0,0.25,True
4,4,5,19556,Yordan Alvarez,HOU,25,0.297,0.403,0.63,0.802,670541,117,Zack Greinke,1,Minute Maid Park,32,425844,4.58,10.04,5.07,1.33,0.28,0.333,0.25,0.0,0.0,1.0,True
5,5,6,11493,Manny Machado,SDP,29,0.29,0.362,0.509,0.7759999999999999,592518,135,Logan Gilbert,1,Petco Park,31,669302,3.47,8.57,8.3,1.23,0.248,0.0,0.0,0.25,0.0,0.25,True
6,6,7,13611,Mookie Betts,LAD,29,0.276,0.345,0.535,0.867,605141,119,German Marquez,1,Dodger Stadium,17,608566,5.18,9.54,7.25,1.41,0.27,0.25,0.667,0.0,0.25,0.0,True
7,7,9,16252,Trea Turner,LAD,29,0.306,0.346,0.502,0.76,607208,119,German Marquez,1,Dodger Stadium,17,608566,5.18,9.54,7.25,1.41,0.27,0.25,0.75,0.333,0.4,0.0,False
8,8,10,12161,Xander Bogaerts,BOS,29,0.31,0.381,0.452,0.76,593428,111,Jeffrey Springs,1,Fenway Park,3,605488,2.5,7.94,9.42,1.08,0.233,0.0,0.0,0.25,0.2,0.25,True
9,9,11,11739,J.T. Realmuto,PHI,31,0.268,0.339,0.455,0.784,592663,143,Paolo Espino,1,Citizens Bank Park,16,502179,4.04,9.87,6.9,1.27,0.276,0.5,0.2,0.5,0.0,0.25,True
10,10,12,9874,DJ LeMahieu,NYY,33,0.286,0.388,0.429,0.8809999999999999,518934,147,Jose Quintana,0,PNC Park,10,500779,1.5,1.5,10.5,0.5,0.056,0.0,0.5,0.0,0.25,0.667,True
11,11,13,19470,Tommy Edman,STL,27,0.258,0.322,0.367,0.821,669242,138,Ian Anderson,0,Truist Park,12,666120,5.11,9.37,7.92,1.54,0.266,0.0,0.25,0.4,0.0,0.0,False
12,12,14,5417,Jose Altuve,HOU,32,0.286,0.368,0.513,0.851,514888,117,Zack Greinke,1,Minute Maid Park,32,425844,4.58,10.04,5.07,1.33,0.28,0.2,0.6,0.75,0.333,0.0,True
