,Unnamed: 0,Unnamed: 0.1,Unnamed: 0.1.1,Unnamed: 0.1.1.1,Unnamed: 0.1.1.1.1,IDfg,Name,Team,Age,AVG,OBP,SLG,Contact% (pi),BatterIDs,TeamIDs,Pitchers,Home,Ballpark,BallparkNumber,PitcherIDs,era,h9,k9,whip,avg,Game 1,Game 2,Game 3,Game 4,Game 5,TestLabels
0,0,0,0,0,0,9777,Nolan Arenado,STL,31,0.3,0.369,0.55,0.81,571448,138,Logan Webb,0,Oracle Park,9,657277,3.17,7.99,7.29,1.15,0.237,0.25,0.0,0.5,0.25,0.0,True
1,1,1,1,1,1,9218,Paul Goldschmidt,STL,34,0.329,0.413,0.609,0.768,502671,138,Logan Webb,0,Oracle Park,9,657277,3.17,7.99,7.29,1.15,0.237,0.0,0.2,0.0,0.0,0.667,True
2,2,2,2,2,2,5361,Freddie Freeman,LAD,32,0.323,0.4,0.524,0.8290000000000001,518692,119,Drew Smyly,0,Wrigley Field,24,592767,3.97,9.59,7.13,1.29,0.266,0.333,0.0,0.5,0.0,0.333,True
3,3,3,3,3,3,13510,Jose Ramirez,CLE,29,0.284,0.355,0.55,0.877,608070,114,Kevin Gausman,1,Progressive Field,7,592332,2.91,9.56,10.48,1.23,0.27,0.25,0.0,0.0,0.333,0.0,True
4,4,4,4,4,4,18314,Dansby Swanson,ATL,28,0.292,0.348,0.464,0.7090000000000001,621020,144,Corbin Burnes,1,Truist Park,12,669203,2.45,5.89,11.58,0.93,0.183,0.333,0.667,0.25,0.0,0.0,False
5,5,5,5,5,5,19556,Yordan Alvarez,HOU,25,0.297,0.403,0.63,0.802,670541,117,Eduardo Rodriguez,1,Minute Maid Park,32,593958,4.38,8.08,7.85,1.33,0.233,0.0,0.5,0.333,0.333,0.333,False
6,6,6,6,6,6,11493,Manny Machado,SDP,29,0.29,0.362,0.509,0.7759999999999999,592518,135,Pablo Lopez,1,Petco Park,31,641154,3.57,7.79,9.1,1.16,0.232,0.667,0.667,0.0,0.5,0.2,True
7,7,7,7,7,8,18360,Austin Riley,ATL,25,0.298,0.359,0.594,0.7390000000000001,663586,144,Corbin Burnes,1,Truist Park,12,669203,2.45,5.89,11.58,0.93,0.183,0.0,0.2,0.0,0.333,0.5,False
8,8,8,8,8,9,13611,Mookie Betts,LAD,29,0.276,0.345,0.535,0.867,605141,119,Drew Smyly,0,Wrigley Field,24,592767,3.97,9.59,7.13,1.29,0.266,0.667,0.25,0.25,0.5,0.333,True
9,9,9,9,9,10,17350,Rafael Devers,BOS,25,0.31,0.367,0.586,0.73,646240,111,Dylan Cease,1,Fenway Park,3,656302,1.98,6.53,12.18,1.16,0.198,0.333,0.25,0.0,0.25,0.4,True
10,10,10,10,10,11,16252,Trea Turner,LAD,29,0.306,0.346,0.502,0.76,607208,119,Drew Smyly,0,Wrigley Field,24,592767,3.97,9.59,7.13,1.29,0.266,0.25,0.25,0.0,0.0,0.0,True
11,11,11,11,11,12,12161,Xander Bogaerts,BOS,29,0.31,0.381,0.452,0.76,593428,111,Dylan Cease,1,Fenway Park,3,656302,1.98,6.53,12.18,1.16,0.198,0.0,0.25,0.4,0.0,0.25,True
12,12,12,12,12,14,19470,Tommy Edman,STL,27,0.258,0.322,0.367,0.821,669242,138,Logan Webb,0,Oracle Park,9,657277,3.17,7.99,7.29,1.15,0.237,0.25,0.6,0.0,0.5,0.5,False
13,13,13,13,13,15,5417,Jose Altuve,HOU,32,0.286,0.368,0.513,0.851,514888,117,Eduardo Rodriguez,1,Minute Maid Park,32,593958,4.38,8.08,7.85,1.33,0.233,0.667,0.5,0.5,0.333,0.0,True
14,14,14,14,14,16,19950,Andres Gimenez,CLE,23,0.302,0.365,0.484,0.743,665926,114,Kevin Gausman,1,Progressive Field,7,592332,2.91,9.56,10.48,1.23,0.27,0.5,0.5,0.0,0.4,0.25,True
15,15,15,15,15,19,14161,Byron Buxton,MIN,28,0.222,0.301,0.549,0.6890000000000001,621439,142,James Kaprielian,1,Target Field,26,621076,4.38,7.97,6.28,1.32,0.235,0.5,0.2,0.4,0.25,0.4,False
16,16,16,16,16,20,19197,Will Smith,LAD,27,0.275,0.361,0.477,0.8290000000000001,669257,119,Drew Smyly,0,Wrigley Field,24,592767,3.97,9.59,7.13,1.29,0.266,0.5,0.0,0.25,0.333,0.0,False
17,17,17,17,17,22,15676,Jose Abreu,CHW,35,0.297,0.375,0.464,0.794,547989,145,Nick Pivetta,0,Fenway Park,3,601713,4.51,8.73,8.66,1.33,0.253,0.25,0.5,0.0,0.333,0.25,True
18,18,18,18,18,23,19352,Sean Murphy,OAK,27,0.245,0.32,0.43,0.775,669221,133,Sonny Gray,0,Target Field,26,543243,3.19,7.29,8.43,1.11,0.219,0.0,0.0,0.4,0.0,0.0,False
19,19,19,19,19,24,18036,Jake Cronenworth,SDP,28,0.237,0.34,0.388,0.846,630105,135,Pablo Lopez,1,Petco Park,31,641154,3.57,7.79,9.1,1.16,0.232,0.0,0.25,0.0,0.2,0.2,True
20,20,20,20,20,26,22581,Alejandro Kirk,TOR,23,0.305,0.388,0.461,0.86,672386,141,Shane Bieber,0,Progressive Field,7,669456,3.21,7.86,9.16,1.09,0.233,0.25,0.5,0.333,0.0,0.0,True
21,21,21,21,21,27,11609,Willson Contreras,CHC,30,0.253,0.364,0.463,0.711,575929,112,Clayton Kershaw,1,Wrigley Field,24,477132,2.64,7.28,9.28,0.98,0.218,0.0,0.667,0.0,0.0,0.25,True
22,22,22,22,22,28,21479,Nico Hoerner,CHC,25,0.297,0.34,0.411,0.857,663538,112,Clayton Kershaw,1,Wrigley Field,24,477132,2.64,7.28,9.28,0.98,0.218,0.25,0.25,0.25,0.0,0.0,True
23,23,23,23,23,29,19611,Vladimir Guerrero Jr.,TOR,23,0.287,0.359,0.504,0.7829999999999999,665489,141,Shane Bieber,0,Progressive Field,7,669456,3.21,7.86,9.16,1.09,0.233,0.5,0.25,0.5,0.333,0.0,True
24,24,24,24,24,30,19955,Gavin Lux,LAD,24,0.297,0.37,0.425,0.8190000000000001,666158,119,Drew Smyly,0,Wrigley Field,24,592767,3.97,9.59,7.13,1.29,0.266,0.5,0.333,0.333,0.333,0.0,False
25,25,25,25,25,31,17678,Alex Bregman,HOU,28,0.251,0.356,0.422,0.86,608324,117,Eduardo Rodriguez,1,Minute Maid Park,32,593958,4.38,8.08,7.85,1.33,0.233,0.0,0.25,1.0,0.0,0.25,False
26,26,26,26,26,32,16505,Matt Chapman,TOR,29,0.242,0.322,0.474,0.735,656305,141,Shane Bieber,0,Progressive Field,7,669456,3.21,7.86,9.16,1.09,0.233,0.0,0.5,0.0,0.25,0.0,True
27,27,27,27,27,33,18345,Kyle Tucker,HOU,25,0.242,0.332,0.449,0.8059999999999999,663656,117,Eduardo Rodriguez,1,Minute Maid Park,32,593958,4.38,8.08,7.85,1.33,0.233,0.25,0.333,0.0,0.0,0.5,False
28,28,28,28,28,34,10815,Jurickson Profar,SDP,29,0.252,0.344,0.416,0.831,595777,135,Pablo Lopez,1,Petco Park,31,641154,3.57,7.79,9.1,1.16,0.232,0.0,0.0,0.25,0.0,0.0,True
29,29,29,29,29,35,15986,Willy Adames,MIL,26,0.224,0.289,0.463,0.726,642715,158,Max Fried,0,Truist Park,12,608331,2.6,8.07,8.26,1.08,0.237,0.25,0.5,0.0,0.25,0.333,True
30,30,30,30,30,36,19918,Daulton Varsho,ARI,25,0.239,0.314,0.431,0.7809999999999999,662139,109,Kyle Freeland,1,Chase Field,13,607536,4.56,9.5,6.66,1.36,0.272,0.25,0.5,0.25,0.5,0.333,True
31,31,31,31,31,37,17548,Taylor Ward,LAA,28,0.274,0.365,0.465,0.7829999999999999,621493,108,Josiah Gray,1,Angel Stadium,4,680686,4.92,7.9,10.36,1.31,0.233,0.0,0.25,0.5,0.0,0.25,True
32,32,32,32,32,38,18577,Ke'Bryan Hayes,PIT,25,0.248,0.32,0.358,0.818,663647,134,Connor Overton,0,Great American Ball Park,8,656818,1.82,5.47,3.65,0.89,0.185,0.0,0.0,0.333,0.5,0.25,True
33,33,33,33,33,40,17919,Ian Happ,CHC,27,0.276,0.356,0.432,0.7490000000000001,664023,112,Clayton Kershaw,1,Wrigley Field,24,477132,2.64,7.28,9.28,0.98,0.218,0.0,0.333,0.0,0.333,0.0,False
34,34,34,34,34,41,12552,Eugenio Suarez,SEA,30,0.227,0.329,0.415,0.677,553993,136,Drew Rasmussen,1,T-Mobile Park,27,656876,2.96,8.08,7.39,1.17,0.238,0.667,0.25,0.333,0.0,0.0,False
35,35,35,35,35,42,17982,Ty France,SEA,27,0.298,0.368,0.463,0.838,664034,136,Drew Rasmussen,1,T-Mobile Park,27,656876,2.96,8.08,7.39,1.17,0.238,0.25,0.25,0.0,0.5,0.5,True
36,36,36,36,36,44,12856,George Springer,TOR,32,0.251,0.331,0.464,0.733,543807,141,Shane Bieber,0,Progressive Field,7,669456,3.21,7.86,9.16,1.09,0.233,0.0,0.0,0.0,0.5,0.0,True
37,37,37,37,37,46,27506,Ha-seong Kim,SDP,26,0.248,0.326,0.37,0.83,673490,135,Pablo Lopez,1,Petco Park,31,641154,3.57,7.79,9.1,1.16,0.232,0.0,0.0,0.25,0.5,0.0,False
38,38,38,38,38,47,19755,Shohei Ohtani,LAA,27,0.256,0.348,0.501,0.741,660271,108,Josiah Gray,1,Angel Stadium,4,680686,4.92,7.9,10.36,1.31,0.233,0.0,0.5,0.0,0.25,0.0,True
39,39,39,39,39,49,20043,Luis Robert,CHW,24,0.298,0.334,0.453,0.755,673357,145,Nick Pivetta,0,Fenway Park,3,601713,4.51,8.73,8.66,1.33,0.253,0.25,0.667,0.75,0.4,0.25,True
40,40,40,40,40,50,16578,Yandy Diaz,TBR,30,0.277,0.392,0.393,0.873,650490,139,Marco Gonzales,0,T-Mobile Park,27,594835,3.98,9.63,5.21,1.39,0.274,0.4,0.333,0.0,0.5,0.4,False
41,41,41,41,41,51,15518,Amed Rosario,CLE,26,0.29,0.324,0.417,0.8240000000000001,642708,114,Kevin Gausman,1,Progressive Field,7,592332,2.91,9.56,10.48,1.23,0.27,0.0,0.333,0.2,0.0,0.2,True
