,Unnamed: 0,Unnamed: 0.1,Unnamed: 0.1.1,IDfg,Name,Team,Age,AVG,OBP,SLG,Contact% (pi),BatterIDs,TeamIDs,Pitchers,Home,Ballpark,BallparkNumber,PitcherIDs,era,h9,k9,whip,avg,Game 1,Game 2,Game 3,Game 4,Game 5,TestLabels
0,0,0,1,9777,Nolan Arenado,STL,31,0.3,0.369,0.55,0.81,571448,138,Yu Darvish,1,Busch Stadium,15,506433,3.28,7.24,8.84,1.0,0.217,0.5,0.0,0.0,0.0,0.0,True
1,1,1,2,9218,Paul Goldschmidt,STL,34,0.329,0.413,0.609,0.768,502671,138,Yu Darvish,1,Busch Stadium,15,506433,3.28,7.24,8.84,1.0,0.217,0.333,0.333,0.25,0.75,0.25,True
2,2,2,3,5361,Freddie Freeman,LAD,32,0.323,0.4,0.524,0.8290000000000001,518692,119,Jose Quintana,1,Dodger Stadium,17,500779,1.5,1.5,10.5,0.5,0.056,0.25,0.25,0.25,0.0,0.25,False
3,3,3,4,13510,Jose Ramirez,CLE,29,0.284,0.355,0.55,0.877,608070,114,Brad Keller,1,Progressive Field,7,641745,4.45,8.97,6.03,1.37,0.259,0.5,0.5,0.0,0.5,0.25,False
4,4,4,5,18314,Dansby Swanson,ATL,28,0.292,0.348,0.464,0.7090000000000001,621020,144,Madison Bumgarner,0,Chase Field,13,518516,3.96,9.62,6.21,1.39,0.269,0.2,0.25,0.25,0.5,0.0,True
5,5,5,6,19556,Yordan Alvarez,HOU,25,0.297,0.403,0.63,0.802,670541,117,Cole Irvin,0,Oakland Coliseum,19,608344,2.92,7.59,6.13,1.03,0.226,0.5,0.5,0.5,0.0,0.5,True
6,6,6,7,11493,Manny Machado,SDP,29,0.29,0.362,0.509,0.7759999999999999,592518,135,Dakota Hudson,0,Busch Stadium,15,641712,4.2,8.57,4.8,1.39,0.262,0.0,0.2,0.0,0.0,0.5,True
7,7,7,8,18360,Austin Riley,ATL,25,0.298,0.359,0.594,0.7390000000000001,663586,144,Madison Bumgarner,0,Chase Field,13,518516,3.96,9.62,6.21,1.39,0.269,0.5,0.25,0.5,0.25,0.25,True
8,8,8,9,13611,Mookie Betts,LAD,29,0.276,0.345,0.535,0.867,605141,119,Jose Quintana,1,Dodger Stadium,17,500779,1.5,1.5,10.5,0.5,0.056,0.0,0.75,0.0,0.5,0.2,True
9,9,9,10,16252,Trea Turner,LAD,29,0.306,0.346,0.502,0.76,607208,119,Jose Quintana,1,Dodger Stadium,17,500779,1.5,1.5,10.5,0.5,0.056,0.5,0.2,0.25,0.25,0.5,True
