,Unnamed: 0,Unnamed: 0.1,Unnamed: 0.1.1,IDfg,Name,Team,Age,AVG,OBP,SLG,Contact% (pi),BatterIDs,TeamIDs,Pitchers,Home,Ballpark,BallparkNumber,PitcherIDs,era,h9,k9,whip,avg,Game 1,Game 2,Game 3,Game 4,Game 5,TestLabels
0,0,0,0,15640,Aaron Judge,NYY,30,0.303,0.393,0.675,0.736,592450,147,Corey Kluber,1,Yankee Stadium,6,446372,4.05,9.08,8.03,1.15,0.26,0.5,0.667,0.25,0.25,0.0,False
1,1,1,1,9777,Nolan Arenado,STL,31,0.3,0.369,0.55,0.81,571448,138,JT Brubaker,1,Busch Stadium,15,664141,4.49,10.05,9.22,1.52,0.275,0.0,0.2,0.667,0.5,0.333,False
2,2,2,2,9218,Paul Goldschmidt,STL,34,0.329,0.413,0.609,0.768,502671,138,JT Brubaker,1,Busch Stadium,15,664141,4.49,10.05,9.22,1.52,0.275,0.75,0.0,0.0,0.0,0.333,True
3,3,3,3,5361,Freddie Freeman,LAD,32,0.323,0.4,0.524,0.8290000000000001,518692,119,Noah Syndergaard,1,Dodger Stadium,17,592789,7.2,19.8,3.6,2.2,0.44,0.0,0.4,0.25,0.6,0.0,False
4,4,4,4,13510,Jose Ramirez,CLE,29,0.284,0.355,0.55,0.877,608070,114,Antonio Senzatela,0,Coors Field,1,622608,4.68,12.97,5.31,1.68,0.351,0.25,0.25,0.75,0.25,0.5,True
5,5,5,5,19556,Yordan Alvarez,HOU,25,0.297,0.403,0.63,0.802,670541,117,Dane Dunning,0,Globe Life Field,14,641540,4.04,8.79,7.84,1.36,0.257,0.5,0.75,0.0,0.6,0.75,False
6,6,6,6,11493,Manny Machado,SDP,29,0.29,0.362,0.509,0.7759999999999999,592518,135,Kyle Hendricks,0,Wrigley Field,24,543294,4.8,9.07,7.04,1.29,0.26,0.25,0.5,0.0,0.0,0.5,False
7,7,7,7,12916,Francisco Lindor,NYM,28,0.268,0.344,0.462,0.7879999999999999,596019,121,Adrian Houser,1,Citi Field,22,605288,4.72,9.67,6.72,1.48,0.271,0.0,0.2,0.25,0.0,0.0,True
8,8,8,8,13611,Mookie Betts,LAD,29,0.276,0.345,0.535,0.867,605141,119,Noah Syndergaard,1,Dodger Stadium,17,592789,7.2,19.8,3.6,2.2,0.44,0.0,0.25,0.0,0.0,0.0,True
9,9,9,9,16252,Trea Turner,LAD,29,0.306,0.346,0.502,0.76,607208,119,Noah Syndergaard,1,Dodger Stadium,17,592789,7.2,19.8,3.6,2.2,0.44,0.25,0.2,0.25,0.25,0.5,True
