,Unnamed: 0,Unnamed: 0.1,Unnamed: 0.1.1,Unnamed: 0.1.1.1,Unnamed: 0.1.1.1.1,IDfg,Name,Team,Age,AVG,OBP,SLG,Contact% (pi),BatterIDs,TeamIDs,Pitchers,Home,Ballpark,BallparkNumber,PitcherIDs,era,h9,k9,whip,avg,Game 1,Game 2,Game 3,Game 4,Game 5,TestLabels
0,0,0,0,0,1,9777,Nolan Arenado,STL,31,0.3,0.369,0.55,0.81,571448,138,Alex Cobb,0,Oracle Park,9,502171,4.15,8.87,9.64,1.29,0.253,0.0,0.5,0.25,0.0,0.25,True
1,1,1,1,1,2,9218,Paul Goldschmidt,STL,34,0.329,0.413,0.609,0.768,502671,138,Alex Cobb,0,Oracle Park,9,502171,4.15,8.87,9.64,1.29,0.253,0.2,0.0,0.0,0.667,0.0,False
2,2,2,2,2,4,18314,Dansby Swanson,ATL,28,0.292,0.348,0.464,0.7090000000000001,621020,144,Eric Lauer,1,Truist Park,12,641778,3.59,7.75,8.87,1.22,0.23,0.667,0.25,0.0,0.0,0.667,True
3,3,3,3,3,5,11493,Manny Machado,SDP,29,0.29,0.362,0.509,0.7759999999999999,592518,135,Sandy Alcantara,1,Petco Park,31,645261,1.88,6.14,8.01,0.93,0.195,0.667,0.0,0.5,0.2,0.333,True
4,4,4,4,4,7,18360,Austin Riley,ATL,25,0.298,0.359,0.594,0.7390000000000001,663586,144,Eric Lauer,1,Truist Park,12,641778,3.59,7.75,8.87,1.22,0.23,0.2,0.0,0.333,0.5,0.5,False
5,5,5,5,5,8,17350,Rafael Devers,BOS,25,0.31,0.367,0.586,0.73,646240,111,Vince Velasquez,1,Fenway Park,3,592826,5.21,8.87,8.1,1.33,0.249,0.25,0.0,0.25,0.4,0.4,True
6,6,6,6,6,9,12161,Xander Bogaerts,BOS,29,0.31,0.381,0.452,0.76,593428,111,Vince Velasquez,1,Fenway Park,3,592826,5.21,8.87,8.1,1.33,0.249,0.25,0.4,0.0,0.25,0.333,False
7,7,7,7,7,12,19470,Tommy Edman,STL,27,0.258,0.322,0.367,0.821,669242,138,Alex Cobb,0,Oracle Park,9,502171,4.15,8.87,9.64,1.29,0.253,0.6,0.0,0.5,0.5,0.0,True
8,8,8,8,8,17,15676,Jose Abreu,CHW,35,0.297,0.375,0.464,0.794,547989,145,Nathan Eovaldi,0,Fenway Park,3,543135,4.23,9.51,8.94,1.23,0.263,0.5,0.0,0.333,0.25,0.333,True
9,9,9,9,9,18,18036,Jake Cronenworth,SDP,28,0.237,0.34,0.388,0.846,630105,135,Sandy Alcantara,1,Petco Park,31,645261,1.88,6.14,8.01,0.93,0.195,0.25,0.0,0.2,0.2,0.25,False
10,10,10,10,10,25,10815,Jurickson Profar,SDP,29,0.252,0.344,0.416,0.831,595777,135,Sandy Alcantara,1,Petco Park,31,645261,1.88,6.14,8.01,0.93,0.195,0.0,0.25,0.0,0.0,0.0,False
11,11,11,11,11,26,15986,Willy Adames,MIL,26,0.224,0.289,0.463,0.726,642715,158,Jesse Chavez,0,Truist Park,12,445926,9.0,12.0,6.0,2.0,0.308,0.5,0.0,0.25,0.333,0.25,True
12,12,12,12,12,27,19918,Daulton Varsho,ARI,25,0.239,0.314,0.431,0.7809999999999999,662139,109,Chad Kuhl,1,Chase Field,13,641771,5.16,9.7,6.64,1.52,0.273,0.5,0.25,0.5,0.333,0.4,True
13,13,13,13,13,28,17548,Taylor Ward,LAA,28,0.274,0.365,0.465,0.7829999999999999,621493,108,Joan Adon,1,Angel Stadium,4,672851,7.1,10.58,7.65,1.78,0.29,0.25,0.5,0.0,0.25,0.5,False
14,14,14,14,14,32,12552,Eugenio Suarez,SEA,30,0.227,0.329,0.415,0.677,553993,136,Matt Wisler,1,T-Mobile Park,27,605538,2.36,6.21,7.29,1.02,0.192,0.25,0.333,0.0,0.0,0.0,True
15,15,15,15,15,33,17982,Ty France,SEA,27,0.298,0.368,0.463,0.838,664034,136,Matt Wisler,1,T-Mobile Park,27,605538,2.36,6.21,7.29,1.02,0.192,0.25,0.0,0.5,0.5,0.25,True
16,16,16,16,16,36,27506,Ha-seong Kim,SDP,26,0.248,0.326,0.37,0.83,673490,135,Sandy Alcantara,1,Petco Park,31,645261,1.88,6.14,8.01,0.93,0.195,0.0,0.5,0.25,0.0,0.25,False
17,17,17,17,17,38,19755,Shohei Ohtani,LAA,27,0.256,0.348,0.501,0.741,660271,108,Joan Adon,1,Angel Stadium,4,672851,7.1,10.58,7.65,1.78,0.29,0.5,0.0,0.25,0.0,0.0,False
18,18,18,18,18,40,20043,Luis Robert,CHW,24,0.298,0.334,0.453,0.755,673357,145,Nathan Eovaldi,0,Fenway Park,3,543135,4.23,9.51,8.94,1.23,0.263,0.667,0.75,0.4,0.25,0.0,True
19,19,19,19,19,41,16578,Yandy Diaz,TBR,30,0.277,0.392,0.393,0.873,650490,139,Logan Gilbert,0,T-Mobile Park,27,669302,3.47,8.57,8.3,1.23,0.248,0.333,0.0,0.5,0.4,0.0,True
20,20,20,20,20,44,15112,Ryan McMahon,COL,27,0.242,0.339,0.397,0.752,641857,115,Merrill Kelly,0,Chase Field,13,518876,2.86,7.48,7.41,1.13,0.226,0.333,0.5,0.0,0.0,0.667,True
21,21,21,21,21,47,13419,Christian Walker,ARI,31,0.21,0.31,0.459,0.7709999999999999,572233,109,Chad Kuhl,1,Chase Field,13,641771,5.16,9.7,6.64,1.52,0.273,0.0,0.4,0.0,0.25,0.0,False
22,22,22,22,22,48,15172,Tim Anderson,CHW,29,0.301,0.339,0.395,0.795,641313,145,Nathan Eovaldi,0,Fenway Park,3,543135,4.23,9.51,8.94,1.23,0.263,0.0,0.333,0.25,0.6,0.5,True
23,23,23,23,23,50,14344,Matt Olson,ATL,28,0.248,0.338,0.48,0.738,621566,144,Eric Lauer,1,Truist Park,12,641778,3.59,7.75,8.87,1.22,0.23,0.0,0.5,0.5,0.0,0.25,False
24,24,24,24,24,51,12546,C.J. Cron,COL,32,0.28,0.33,0.514,0.778,543068,115,Merrill Kelly,0,Chase Field,13,518876,2.86,7.48,7.41,1.13,0.226,0.5,0.25,1.0,0.2,0.0,True
25,25,25,25,25,52,5827,Wilmer Flores,SFG,30,0.251,0.334,0.444,0.8290000000000001,527038,137,Jordan Hicks,1,Oracle Park,9,663855,4.63,5.84,8.66,1.3,0.188,0.5,0.25,0.333,0.0,0.0,False
26,26,26,26,26,53,11477,Christian Yelich,MIL,30,0.262,0.365,0.39,0.7829999999999999,592885,158,Jesse Chavez,0,Truist Park,12,445926,9.0,12.0,6.0,2.0,0.308,0.6,0.5,0.0,0.0,0.6,True
27,27,27,27,27,54,16426,Thairo Estrada,SFG,26,0.269,0.319,0.42,0.813,642731,137,Jordan Hicks,1,Oracle Park,9,663855,4.63,5.84,8.66,1.3,0.188,0.0,0.0,0.5,0.25,0.25,True
28,28,28,28,28,55,20126,Dylan Carlson,STL,23,0.241,0.31,0.398,0.772,666185,138,Alex Cobb,0,Oracle Park,9,502171,4.15,8.87,9.64,1.29,0.253,0.5,0.0,0.5,0.333,0.0,True
29,29,29,29,29,58,13613,Ketel Marte,ARI,28,0.261,0.346,0.445,0.804,606466,109,Chad Kuhl,1,Chase Field,13,641771,5.16,9.7,6.64,1.52,0.273,1.0,0.25,0.25,0.25,0.25,True
30,30,30,30,30,60,10231,Jose Iglesias,COL,32,0.316,0.358,0.417,0.865,578428,115,Merrill Kelly,0,Chase Field,13,518876,2.86,7.48,7.41,1.13,0.226,0.333,0.0,0.0,0.0,0.4,True
31,31,31,31,31,63,17907,Brendan Rodgers,COL,25,0.284,0.334,0.432,0.785,663898,115,Merrill Kelly,0,Chase Field,13,518876,2.86,7.48,7.41,1.13,0.226,0.5,0.5,0.0,0.5,0.0,True
32,32,32,32,32,65,15491,J.P. Crawford,SEA,27,0.255,0.331,0.354,0.875,641487,136,Matt Wisler,1,T-Mobile Park,27,605538,2.36,6.21,7.29,1.02,0.192,0.333,0.5,0.0,0.5,0.667,False
33,33,33,33,33,71,15279,Garrett Cooper,MIA,31,0.275,0.348,0.424,0.7959999999999999,643265,146,Yu Darvish,0,Petco Park,31,506433,3.28,7.24,8.84,1.0,0.217,0.25,0.0,0.0,0.333,0.5,True
34,34,34,34,34,72,14854,Mike Yastrzemski,SFG,31,0.22,0.315,0.393,0.797,573262,137,Jordan Hicks,1,Oracle Park,9,663855,4.63,5.84,8.66,1.3,0.188,0.5,0.25,0.5,0.5,0.5,False
35,35,35,35,35,73,19610,Keibert Ruiz,WSN,23,0.247,0.307,0.359,0.86,660688,120,Jhonathan Diaz,0,Angel Stadium,4,646242,2.93,7.63,6.46,1.5,0.236,0.4,0.75,0.25,0.0,0.0,False
36,36,36,36,36,79,18564,Trent Grisham,SDP,25,0.192,0.29,0.355,0.772,663757,135,Sandy Alcantara,1,Petco Park,31,645261,1.88,6.14,8.01,0.93,0.195,0.0,0.0,0.0,0.6,0.4,True
37,37,37,37,37,80,6184,J.D. Martinez,BOS,34,0.281,0.345,0.447,0.716,502110,111,Vince Velasquez,1,Fenway Park,3,592826,5.21,8.87,8.1,1.33,0.249,0.25,0.2,0.5,0.6,0.5,True
38,38,38,38,38,82,15223,Adam Frazier,SEA,30,0.243,0.306,0.31,0.878,624428,136,Matt Wisler,1,T-Mobile Park,27,605538,2.36,6.21,7.29,1.02,0.192,0.333,0.0,0.25,0.0,0.5,True
39,39,39,39,39,83,11265,Jonathan Schoop,DET,30,0.203,0.238,0.31,0.7559999999999999,570731,116,Luis Garcia,0,Minute Maid Park,32,472610,3.51,8.78,9.44,1.27,0.252,0.0,0.0,0.25,0.0,0.0,False
40,40,40,40,40,85,19290,Randy Arozarena,TBR,27,0.256,0.317,0.416,0.7240000000000001,668227,139,Logan Gilbert,0,T-Mobile Park,27,669302,3.47,8.57,8.3,1.23,0.248,0.0,0.333,0.2,0.2,0.5,True
41,41,41,41,41,86,17027,Alex Verdugo,BOS,26,0.272,0.312,0.389,0.863,657077,111,Vince Velasquez,1,Fenway Park,3,592826,5.21,8.87,8.1,1.33,0.249,0.0,0.0,0.25,0.2,0.0,True
42,42,42,42,42,87,7802,Miguel Rojas,MIA,33,0.233,0.282,0.335,0.852,500743,146,Yu Darvish,0,Petco Park,31,506433,3.28,7.24,8.84,1.0,0.217,0.333,0.0,0.0,0.5,0.0,False
43,43,43,43,43,90,12979,Javier Baez,DET,29,0.22,0.262,0.372,0.674,595879,116,Luis Garcia,0,Minute Maid Park,32,472610,3.51,8.78,9.44,1.27,0.252,0.0,0.0,0.0,0.25,0.4,True
44,44,44,44,44,91,15679,Rowdy Tellez,MIL,27,0.238,0.323,0.475,0.797,642133,158,Jesse Chavez,0,Truist Park,12,445926,9.0,12.0,6.0,2.0,0.308,0.4,0.667,0.25,0.0,0.5,True
45,45,45,45,45,92,13590,Jesse Winker,SEA,28,0.229,0.348,0.363,0.815,608385,136,Matt Wisler,1,T-Mobile Park,27,605538,2.36,6.21,7.29,1.02,0.192,0.25,0.333,0.0,0.0,0.6,True
46,46,46,46,46,94,7859,Charlie Blackmon,COL,35,0.263,0.314,0.446,0.816,453568,115,Merrill Kelly,0,Chase Field,13,518876,2.86,7.48,7.41,1.13,0.226,0.25,0.25,0.25,0.25,0.2,False
47,47,47,47,47,96,9847,Andrew McCutchen,MIL,35,0.255,0.325,0.4,0.804,457705,158,Jesse Chavez,0,Truist Park,12,445926,9.0,12.0,6.0,2.0,0.308,0.8,0.0,0.0,0.0,0.2,True
48,48,48,48,48,97,16572,Connor Joe,COL,29,0.246,0.347,0.363,0.809,656582,115,Merrill Kelly,0,Chase Field,13,518876,2.86,7.48,7.41,1.13,0.226,0.25,0.0,0.5,0.0,0.4,True
49,49,49,49,49,99,10243,Randal Grichuk,COL,30,0.27,0.312,0.435,0.768,545341,115,Merrill Kelly,0,Chase Field,13,518876,2.86,7.48,7.41,1.13,0.226,0.5,0.0,0.25,0.4,0.333,False
50,50,50,50,50,101,11342,Jesus Aguilar,MIA,32,0.241,0.287,0.391,0.745,542583,146,Yu Darvish,0,Petco Park,31,506433,3.28,7.24,8.84,1.0,0.217,0.25,0.6,0.5,0.5,0.333,True
51,51,51,51,51,102,10556,Cesar Hernandez,WSN,32,0.238,0.302,0.303,0.8109999999999999,514917,120,Jhonathan Diaz,0,Angel Stadium,4,646242,2.93,7.63,6.46,1.5,0.236,0.2,0.5,0.333,0.25,0.25,True
52,52,52,52,52,103,18607,Jared Walsh,LAA,28,0.225,0.27,0.392,0.753,665120,108,Joan Adon,1,Angel Stadium,4,672851,7.1,10.58,7.65,1.78,0.29,0.5,0.6,0.0,0.0,0.0,True
53,53,53,53,53,104,5760,Avisail Garcia,MIA,31,0.232,0.269,0.322,0.654,541645,146,Yu Darvish,0,Petco Park,31,506433,3.28,7.24,8.84,1.0,0.217,0.0,0.0,0.0,0.0,0.2,True
54,54,54,54,54,107,2434,Nelson Cruz,WSN,41,0.233,0.318,0.342,0.7020000000000001,443558,120,Jhonathan Diaz,0,Angel Stadium,4,646242,2.93,7.63,6.46,1.5,0.236,0.0,0.0,0.25,0.0,0.0,True
55,55,55,55,55,108,12179,Maikel Franco,WSN,29,0.229,0.256,0.338,0.742,596748,120,Jhonathan Diaz,0,Angel Stadium,4,646242,2.93,7.63,6.46,1.5,0.236,0.6,0.0,0.5,0.0,0.0,False
56,56,56,56,56,109,1744,Miguel Cabrera,DET,39,0.268,0.317,0.331,0.7440000000000001,408234,116,Luis Garcia,0,Minute Maid Park,32,472610,3.51,8.78,9.44,1.27,0.252,0.75,0.25,0.25,0.0,0.0,False
57,57,57,57,57,111,10324,Marcell Ozuna,ATL,31,0.213,0.264,0.388,0.742,542303,144,Eric Lauer,1,Truist Park,12,641778,3.59,7.75,8.87,1.22,0.23,0.2,0.0,0.0,0.0,0.25,False
