,Unnamed: 0,Unnamed: 0.1,Unnamed: 0.1.1,IDfg,Name,Team,Age,AVG,OBP,SLG,Contact% (pi),BatterIDs,TeamIDs,Pitchers,Home,Ballpark,BallparkNumber,PitcherIDs,era,h9,k9,whip,avg,Game 1,Game 2,Game 3,Game 4,Game 5,TestLabels
0,0,0,0,5361,Freddie Freeman,LAD,32,0.323,0.4,0.524,0.8290000000000001,518692,119,David Peterson,1,Dodger Stadium,17,656849,3.3,7.18,10.37,1.28,0.22,0.25,0.0,0.0,0.25,0.25,True
1,1,1,1,13510,Jose Ramirez,CLE,29,0.284,0.355,0.55,0.877,608070,114,Tyler Wells,0,Oriole Park at Camden Yards,30,669330,3.9,7.8,6.46,1.11,0.232,0.4,0.0,0.5,0.5,0.0,True
2,2,2,2,18314,Dansby Swanson,ATL,28,0.292,0.348,0.464,0.7090000000000001,621020,144,Kyle Freeland,0,Coors Field,1,607536,4.56,9.5,6.66,1.36,0.272,0.75,0.4,0.25,0.2,0.25,False
3,3,3,3,19556,Yordan Alvarez,HOU,25,0.297,0.403,0.63,0.802,670541,117,Kris Bubic,0,Kauffman Stadium,5,663460,5.27,9.41,7.51,1.54,0.27,0.6,0.5,0.5,0.5,0.5,True
4,4,4,4,11493,Manny Machado,SDP,29,0.29,0.362,0.509,0.7759999999999999,592518,135,Aaron Ashby,0,American Family Field,18,676879,4.32,8.86,10.86,1.46,0.251,0.25,0.4,0.25,0.0,0.2,True
5,5,5,5,12916,Francisco Lindor,NYM,28,0.268,0.344,0.462,0.7879999999999999,596019,121,Walker Buehler,0,Dodger Stadium,17,621111,4.02,9.28,8.03,1.29,0.263,0.0,0.333,0.2,0.6,0.0,True
6,6,6,6,18360,Austin Riley,ATL,25,0.298,0.359,0.594,0.7390000000000001,663586,144,Kyle Freeland,0,Coors Field,1,607536,4.56,9.5,6.66,1.36,0.272,0.0,0.6,0.4,0.5,0.25,True
7,7,7,7,13611,Mookie Betts,LAD,29,0.276,0.345,0.535,0.867,605141,119,David Peterson,1,Dodger Stadium,17,656849,3.3,7.18,10.37,1.28,0.22,0.25,0.5,0.6,0.0,0.75,True
8,8,8,8,17350,Rafael Devers,BOS,25,0.31,0.367,0.586,0.73,646240,111,Paul Blackburn,0,Oakland Coliseum,19,621112,4.28,8.89,7.19,1.26,0.255,0.2,0.25,0.5,0.0,0.25,True
9,9,9,9,16252,Trea Turner,LAD,29,0.306,0.346,0.502,0.76,607208,119,David Peterson,1,Dodger Stadium,17,656849,3.3,7.18,10.37,1.28,0.22,0.5,0.25,0.25,0.5,0.2,False
