,Unnamed: 0,Unnamed: 0.1,Unnamed: 0.1.1,Unnamed: 0.1.1.1,Unnamed: 0.1.1.1.1,Unnamed: 0.1.1.1.1.1,IDfg,Name,Team,Age,AVG,OBP,SLG,Contact% (pi),BatterIDs,TeamIDs,Pitchers,Home,Ballpark,BallparkNumber,PitcherIDs,era,h9,k9,whip,avg,Game 1,Game 2,Game 3,Game 4,Game 5,TestLabels
0,0,0,0,0,0,0,15640,Aaron Judge,NYY,30,0.303,0.393,0.675,0.736,592450,147,Tyler Alexander,0,Comerica Park,25,641302,3.83,8.94,4.74,1.2,0.262,0.0,0.333,0.0,0.25,0.5,True
1,1,1,1,1,1,1,9777,Nolan Arenado,STL,31,0.3,0.369,0.55,0.81,571448,138,Jesus Luzardo,0,loanDepot park,20,666200,3.29,4.83,11.41,0.95,0.152,0.5,0.333,0.667,0.25,0.25,False
2,2,2,2,2,2,2,9218,Paul Goldschmidt,STL,34,0.329,0.413,0.609,0.768,502671,138,Jesus Luzardo,0,loanDepot park,20,666200,3.29,4.83,11.41,0.95,0.152,0.0,0.0,0.2,0.0,0.0,True
3,3,3,3,3,3,3,5361,Freddie Freeman,LAD,32,0.323,0.4,0.524,0.8290000000000001,518692,119,Max Fried,1,Dodger Stadium,17,608331,2.6,8.07,8.26,1.08,0.237,0.333,0.8,0.0,0.0,0.4,False
4,4,4,4,4,4,5,18314,Dansby Swanson,ATL,28,0.292,0.348,0.464,0.7090000000000001,621020,144,Walker Buehler,0,Dodger Stadium,17,621111,4.02,9.28,8.03,1.29,0.263,0.0,0.0,0.5,0.0,0.0,True
5,5,5,5,5,5,6,19556,Yordan Alvarez,HOU,25,0.297,0.403,0.63,0.802,670541,117,Patrick Sandoval,1,Minute Maid Park,32,663776,3.41,9.0,9.66,1.47,0.259,0.6,0.0,0.0,0.25,0.333,False
6,6,6,6,6,6,7,11493,Manny Machado,SDP,29,0.29,0.362,0.509,0.7759999999999999,592518,135,Reiver Sanmartin,1,Petco Park,31,665665,6.87,10.8,6.38,1.66,0.301,0.75,0.0,0.0,0.75,0.833,True
7,7,7,7,7,7,8,12916,Francisco Lindor,NYM,28,0.268,0.344,0.462,0.7879999999999999,596019,121,Alex Cobb,1,Citi Field,22,502171,4.15,8.87,9.64,1.29,0.253,0.333,0.0,0.667,0.25,0.25,True
8,8,8,8,8,8,9,18360,Austin Riley,ATL,25,0.298,0.359,0.594,0.7390000000000001,663586,144,Walker Buehler,0,Dodger Stadium,17,621111,4.02,9.28,8.03,1.29,0.263,0.5,0.0,0.0,0.4,0.0,True
9,9,9,9,9,9,10,13611,Mookie Betts,LAD,29,0.276,0.345,0.535,0.867,605141,119,Max Fried,1,Dodger Stadium,17,608331,2.6,8.07,8.26,1.08,0.237,0.0,0.0,0.0,0.4,0.4,False
