,Unnamed: 0,Unnamed: 0.1,Unnamed: 0.1.1,IDfg,Name,Team,Age,AVG,OBP,SLG,Contact% (pi),BatterIDs,TeamIDs,Pitchers,Home,Ballpark,BallparkNumber,PitcherIDs,era,h9,k9,whip,avg,Game 1,Game 2,Game 3,Game 4,Game 5,TestLabels
10,10,10,11,19470,Tommy Edman,STL,27,0.258,0.322,0.367,0.821,669242,138,Keegan Thompson,0.0,Wrigley Field,24.0,624522,3.36,8.36,7.82,1.24,0.247,0.0,0.4,0.25,0.2,0.0,True
11,11,11,13,12927,Brandon Nimmo,NYM,29,0.271,0.355,0.425,0.83,607043,121,Tony Gonsolin,0.0,Dodger Stadium,17.0,664062,2.3,5.66,8.37,0.89,0.178,0.0,0.25,0.25,0.25,0.4,False
12,12,12,14,14161,Byron Buxton,MIN,28,0.222,0.301,0.549,0.6890000000000001,621439,142,Alex Faedo,0.0,Comerica Park,25.0,656412,5.53,10.57,7.38,1.64,0.293,0.2,0.25,0.0,0.333,0.2,True
13,13,13,15,19197,Will Smith,LAD,27,0.275,0.361,0.477,0.8290000000000001,669257,119,Taijuan Walker,1.0,Dodger Stadium,17.0,592836,3.45,8.28,6.9,1.19,0.242,0.0,0.0,0.333,0.0,0.0,False
14,14,14,16,15362,Jeff McNeil,NYM,30,0.306,0.362,0.445,0.852,643446,121,Tony Gonsolin,0.0,Dodger Stadium,17.0,664062,2.3,5.66,8.37,0.89,0.178,0.75,0.0,0.0,0.333,0.25,True
15,15,15,17,15676,Jose Abreu,CHW,35,0.297,0.375,0.464,0.794,547989,145,Alek Manoah,0.0,Rogers Centre,2.0,666201,2.56,7.16,8.15,1.02,0.217,0.5,0.667,0.2,0.333,0.5,True
16,16,16,18,18036,Jake Cronenworth,SDP,28,0.237,0.34,0.388,0.846,630105,135,Adrian Houser,0.0,American Family Field,18.0,605288,4.72,9.67,6.72,1.48,0.271,0.25,0.0,0.5,0.0,0.2,False
17,17,17,19,19251,Pete Alonso,NYM,27,0.278,0.357,0.541,0.777,624413,121,Tony Gonsolin,0.0,Dodger Stadium,17.0,664062,2.3,5.66,8.37,0.89,0.178,0.0,0.333,0.25,0.5,0.333,False
18,18,18,20,22581,Alejandro Kirk,TOR,23,0.305,0.388,0.461,0.86,672386,141,Johnny Cueto,1.0,Rogers Centre,2.0,456501,2.91,8.62,6.0,1.19,0.256,0.0,0.75,0.5,1.0,0.5,True
19,19,19,21,19611,Vladimir Guerrero Jr.,TOR,23,0.287,0.359,0.504,0.7829999999999999,665489,141,Johnny Cueto,1.0,Rogers Centre,2.0,456501,2.91,8.62,6.0,1.19,0.256,0.4,0.0,0.25,0.0,0.25,True
20,20,20,22,19955,Gavin Lux,LAD,24,0.297,0.37,0.425,0.8190000000000001,666158,119,Taijuan Walker,1.0,Dodger Stadium,17.0,592836,3.45,8.28,6.9,1.19,0.242,0.667,0.0,0.0,0.333,0.667,True
21,21,21,23,16505,Matt Chapman,TOR,29,0.242,0.322,0.474,0.735,656305,141,Johnny Cueto,1.0,Rogers Centre,2.0,456501,2.91,8.62,6.0,1.19,0.256,0.333,0.25,0.25,0.5,0.5,True
22,22,22,24,10815,Jurickson Profar,SDP,29,0.252,0.344,0.416,0.831,595777,135,Adrian Houser,0.0,American Family Field,18.0,605288,4.72,9.67,6.72,1.48,0.271,0.25,0.2,0.6,0.5,0.333,False
23,23,23,27,12552,Eugenio Suarez,SEA,30,0.227,0.329,0.415,0.677,553993,136,Jordan Lyles,0.0,Oriole Park at Camden Yards,30.0,543475,4.35,10.01,7.25,1.44,0.279,0.25,0.25,0.333,0.5,0.0,True
24,24,24,28,17982,Ty France,SEA,27,0.298,0.368,0.463,0.838,664034,136,Jordan Lyles,0.0,Oriole Park at Camden Yards,30.0,543475,4.35,10.01,7.25,1.44,0.279,0.75,0.667,0.333,0.4,0.75,False
25,25,25,29,18568,Luis Arraez,MIN,25,0.329,0.394,0.436,0.932,650333,142,Alex Faedo,0.0,Comerica Park,25.0,656412,5.53,10.57,7.38,1.64,0.293,0.0,0.4,0.25,0.5,0.6,False
26,26,26,31,19287,Adolis Garcia,TEX,29,0.248,0.298,0.456,0.677,666969,140,Corey Kluber,1.0,Globe Life Field,14.0,446372,4.05,9.08,8.03,1.15,0.26,0.2,0.5,0.0,0.333,0.5,True
27,27,27,33,3473,Anthony Rizzo,NYY,32,0.227,0.347,0.511,0.8,519203,147,Shohei Ohtani,1.0,Yankee Stadium,6.0,660271,2.68,7.22,12.73,1.05,0.214,0.25,0.0,0.0,0.0,0.25,True
28,28,28,34,19755,Shohei Ohtani,LAA,27,0.256,0.348,0.501,0.741,660271,108,Nestor Cortes,0.0,Yankee Stadium,6.0,641482,2.57,6.91,9.24,1.02,0.208,0.25,0.667,0.0,0.0,0.0,True
29,29,29,35,9241,Starling Marte,NYM,33,0.292,0.344,0.458,0.775,516782,121,Tony Gonsolin,0.0,Dodger Stadium,17.0,664062,2.3,5.66,8.37,0.89,0.178,0.25,0.2,0.75,0.4,0.333,False
30,30,30,36,20043,Luis Robert,CHW,24,0.298,0.334,0.453,0.755,673357,145,Alek Manoah,0.0,Rogers Centre,2.0,666201,2.56,7.16,8.15,1.02,0.217,0.25,0.0,0.25,0.2,0.75,True
31,31,31,37,16578,Yandy Diaz,TBR,30,0.277,0.392,0.393,0.873,650490,139,Taylor Hearn,0.0,Globe Life Field,14.0,621368,5.21,10.17,8.48,1.59,0.28,0.5,0.25,0.0,0.333,0.0,True
32,32,32,38,19612,Bo Bichette,TOR,24,0.263,0.304,0.436,0.775,666182,141,Johnny Cueto,1.0,Rogers Centre,2.0,456501,2.91,8.62,6.0,1.19,0.256,0.0,0.5,0.333,0.4,0.25,True
33,33,33,39,15112,Ryan McMahon,COL,27,0.242,0.339,0.397,0.752,641857,115,Ian Anderson,1.0,Coors Field,1.0,666120,5.11,9.37,7.92,1.54,0.266,0.5,0.0,0.0,0.25,0.0,True
34,34,34,40,12533,Marcus Semien,TEX,31,0.239,0.298,0.403,0.8079999999999999,543760,140,Corey Kluber,1.0,Globe Life Field,14.0,446372,4.05,9.08,8.03,1.15,0.26,0.0,0.333,0.25,0.25,0.25,True
35,35,35,41,13066,Teoscar Hernandez,TOR,29,0.273,0.325,0.494,0.669,606192,141,Johnny Cueto,1.0,Rogers Centre,2.0,456501,2.91,8.62,6.0,1.19,0.256,0.667,0.5,1.0,0.25,0.25,True
36,36,36,43,17929,Cedric Mullins II,BAL,27,0.261,0.321,0.39,0.816,656775,110,Chris Flexen,1.0,Oriole Park at Camden Yards,30.0,623167,3.92,9.0,6.23,1.37,0.257,0.4,0.0,0.25,0.25,0.0,True
37,37,37,44,14344,Matt Olson,ATL,28,0.248,0.338,0.48,0.738,621566,144,Austin Gomber,0.0,Coors Field,1.0,596295,5.64,9.99,6.93,1.41,0.283,0.0,0.8,0.25,0.5,0.0,True
38,38,38,45,12546,C.J. Cron,COL,32,0.28,0.33,0.514,0.778,543068,115,Ian Anderson,1.0,Coors Field,1.0,666120,5.11,9.37,7.92,1.54,0.266,1.0,0.167,0.25,0.0,0.4,True
39,39,39,46,5827,Wilmer Flores,SFG,30,0.251,0.334,0.444,0.8290000000000001,527038,137,Sandy Alcantara,0.0,loanDepot park,20.0,645261,1.88,6.14,8.01,0.93,0.195,0.25,0.167,0.2,0.0,0.5,False
40,40,40,47,13152,Jorge Polanco,MIN,28,0.237,0.349,0.407,0.777,593871,142,Alex Faedo,0.0,Comerica Park,25.0,656412,5.53,10.57,7.38,1.64,0.293,0.25,0.0,0.2,0.25,0.333,False
41,41,41,48,11477,Christian Yelich,MIL,30,0.262,0.365,0.39,0.7829999999999999,592885,158,Sean Manaea,1.0,American Family Field,18.0,640455,4.74,8.53,9.32,1.32,0.247,0.0,0.4,0.0,0.0,0.25,False
42,42,42,49,16426,Thairo Estrada,SFG,26,0.269,0.319,0.42,0.813,642731,137,Sandy Alcantara,0.0,loanDepot park,20.0,645261,1.88,6.14,8.01,0.93,0.195,0.0,0.333,0.667,0.0,0.333,False
43,43,43,51,17273,Jorge Mateo,BAL,27,0.218,0.267,0.391,0.6970000000000001,622761,110,Chris Flexen,1.0,Oriole Park at Camden Yards,30.0,623167,3.92,9.0,6.23,1.37,0.257,0.0,0.333,0.5,0.5,0.25,False
44,44,44,52,14551,Anthony Santander,BAL,27,0.262,0.342,0.463,0.805,623993,110,Chris Flexen,1.0,Oriole Park at Camden Yards,30.0,623167,3.92,9.0,6.23,1.37,0.257,0.5,0.5,0.25,0.0,0.25,True
45,45,45,53,10231,Jose Iglesias,COL,32,0.316,0.358,0.417,0.865,578428,115,Ian Anderson,1.0,Coors Field,1.0,666120,5.11,9.37,7.92,1.54,0.266,0.5,0.25,0.25,0.75,0.25,True
46,46,46,55,11445,Mark Canha,NYM,33,0.266,0.366,0.37,0.7909999999999999,592192,121,Tony Gonsolin,0.0,Dodger Stadium,17.0,664062,2.3,5.66,8.37,0.89,0.178,0.0,0.8,0.5,0.0,0.25,False
47,47,47,56,12144,Max Kepler,MIN,29,0.233,0.331,0.373,0.813,596146,142,Alex Faedo,0.0,Comerica Park,25.0,656412,5.53,10.57,7.38,1.64,0.293,0.75,0.0,0.4,0.0,0.0,False
48,48,48,57,19997,Santiago Espinal,TOR,27,0.263,0.313,0.378,0.8490000000000001,669289,141,Johnny Cueto,1.0,Rogers Centre,2.0,456501,2.91,8.62,6.0,1.19,0.256,0.25,0.0,0.0,0.2,0.0,True
49,49,49,58,17907,Brendan Rodgers,COL,25,0.284,0.334,0.432,0.785,663898,115,Ian Anderson,1.0,Coors Field,1.0,666120,5.11,9.37,7.92,1.54,0.266,0.333,0.6,0.5,0.5,0.2,True
50,50,50,59,16997,Gleyber Torres,NYY,25,0.254,0.306,0.45,0.741,650402,147,Shohei Ohtani,1.0,Yankee Stadium,6.0,660271,2.68,7.22,12.73,1.05,0.214,0.5,0.75,0.0,0.25,0.0,True
51,51,51,60,15491,J.P. Crawford,SEA,27,0.255,0.331,0.354,0.875,641487,136,Jordan Lyles,0.0,Oriole Park at Camden Yards,30.0,543475,4.35,10.01,7.25,1.44,0.279,0.25,0.0,0.333,0.333,1.0,True
52,52,52,62,19363,Austin Hays,BAL,26,0.261,0.318,0.435,0.777,669720,110,Chris Flexen,1.0,Oriole Park at Camden Yards,30.0,623167,3.92,9.0,6.23,1.37,0.257,0.5,0.333,0.25,0.25,0.4,True
53,53,53,63,5235,Justin Turner,LAD,37,0.26,0.334,0.41,0.8220000000000001,457759,119,Taijuan Walker,1.0,Dodger Stadium,17.0,592836,3.45,8.28,6.9,1.19,0.242,0.5,0.0,0.333,1.0,0.0,True
54,54,54,64,15998,Cody Bellinger,LAD,26,0.212,0.269,0.405,0.759,641355,119,Taijuan Walker,1.0,Dodger Stadium,17.0,592836,3.45,8.28,6.9,1.19,0.242,0.0,0.0,0.25,0.5,0.0,False
55,55,55,65,5297,Aaron Hicks,NYY,32,0.222,0.348,0.314,0.763,543305,147,Shohei Ohtani,1.0,Yankee Stadium,6.0,660271,2.68,7.22,12.73,1.05,0.214,0.0,0.0,0.0,0.4,0.0,True
56,56,56,67,14854,Mike Yastrzemski,SFG,31,0.22,0.315,0.393,0.797,573262,137,Sandy Alcantara,0.0,loanDepot park,20.0,645261,1.88,6.14,8.01,0.93,0.195,0.0,0.5,0.333,0.0,0.5,True
57,57,57,68,19238,Lourdes Gurriel Jr.,TOR,28,0.309,0.361,0.421,0.797,666971,141,Johnny Cueto,1.0,Rogers Centre,2.0,456501,2.91,8.62,6.0,1.19,0.256,0.333,0.333,0.667,0.0,0.75,False
58,58,58,69,18373,Ryan Mountcastle,BAL,25,0.258,0.3,0.441,0.722,663624,110,Chris Flexen,1.0,Oriole Park at Camden Yards,30.0,623167,3.92,9.0,6.23,1.37,0.257,0.5,0.0,0.8,0.25,0.0,True
59,59,59,70,18564,Trent Grisham,SDP,25,0.192,0.29,0.355,0.772,663757,135,Adrian Houser,0.0,American Family Field,18.0,605288,4.72,9.67,6.72,1.48,0.271,0.0,0.333,0.0,0.333,0.333,False
60,60,60,71,6153,Eduardo Escobar,NYM,33,0.22,0.273,0.39,0.753,500871,121,Tony Gonsolin,0.0,Dodger Stadium,17.0,664062,2.3,5.66,8.37,0.89,0.178,0.0,0.4,0.2,0.2,0.25,False
61,61,61,72,15223,Adam Frazier,SEA,30,0.243,0.306,0.31,0.878,624428,136,Jordan Lyles,0.0,Oriole Park at Camden Yards,30.0,543475,4.35,10.01,7.25,1.44,0.279,0.0,0.4,0.333,0.25,0.2,False
62,62,62,73,11265,Jonathan Schoop,DET,30,0.203,0.238,0.31,0.7559999999999999,570731,116,Chris Archer,1.0,Comerica Park,25.0,502042,4.02,7.01,7.58,1.29,0.212,0.5,0.667,0.0,0.6,0.0,True
63,63,63,74,19566,Nathaniel Lowe,TEX,26,0.282,0.332,0.461,0.775,663993,140,Corey Kluber,1.0,Globe Life Field,14.0,446372,4.05,9.08,8.03,1.15,0.26,0.4,0.0,0.25,0.5,0.75,False
64,64,64,75,19290,Randy Arozarena,TBR,27,0.256,0.317,0.416,0.7240000000000001,668227,139,Taylor Hearn,0.0,Globe Life Field,14.0,621368,5.21,10.17,8.48,1.59,0.28,0.2,0.0,0.5,0.25,0.333,False
65,65,65,77,7802,Miguel Rojas,MIA,33,0.233,0.282,0.335,0.852,500743,146,Alex Wood,1.0,loanDepot park,20.0,622072,4.17,8.73,8.81,1.2,0.254,0.5,0.0,0.333,0.75,0.0,True
66,66,66,78,26197,Andrew Vaughn,CHW,24,0.298,0.348,0.464,0.826,683734,145,Alek Manoah,0.0,Rogers Centre,2.0,666201,2.56,7.16,8.15,1.02,0.217,0.333,0.8,0.0,0.0,0.4,False
67,67,67,79,14813,Kyle Farmer,CIN,31,0.252,0.326,0.368,0.8240000000000001,571657,113,Joan Adon,1.0,Great American Ball Park,8.0,672851,7.1,10.58,7.65,1.78,0.29,0.333,0.0,0.5,0.333,0.333,True
68,68,68,81,15679,Rowdy Tellez,MIL,27,0.238,0.323,0.475,0.797,642133,158,Sean Manaea,1.0,American Family Field,18.0,640455,4.74,8.53,9.32,1.32,0.247,0.25,0.5,0.0,0.25,0.5,True
69,69,69,82,10681,Gio Urshela,MIN,30,0.262,0.304,0.423,0.807,570482,142,Alex Faedo,0.0,Comerica Park,25.0,656412,5.53,10.57,7.38,1.64,0.293,0.5,0.0,0.75,0.25,0.0,True
70,70,70,83,13590,Jesse Winker,SEA,28,0.229,0.348,0.363,0.815,608385,136,Jordan Lyles,0.0,Oriole Park at Camden Yards,30.0,543475,4.35,10.01,7.25,1.44,0.279,0.0,0.25,0.0,0.25,0.0,True
71,71,71,84,16512,Isiah Kiner-Falefa,NYY,27,0.268,0.312,0.315,0.892,643396,147,Shohei Ohtani,1.0,Yankee Stadium,6.0,660271,2.68,7.22,12.73,1.05,0.214,0.25,0.25,0.333,0.25,0.333,True
72,72,72,85,7859,Charlie Blackmon,COL,35,0.263,0.314,0.446,0.816,453568,115,Ian Anderson,1.0,Coors Field,1.0,666120,5.11,9.37,7.92,1.54,0.266,0.0,0.25,0.25,0.333,0.6,True
73,73,73,86,9847,Andrew McCutchen,MIL,35,0.255,0.325,0.4,0.804,457705,158,Sean Manaea,1.0,American Family Field,18.0,640455,4.74,8.53,9.32,1.32,0.247,0.0,0.0,0.0,0.0,0.0,True
74,74,74,87,16572,Connor Joe,COL,29,0.246,0.347,0.363,0.809,656582,115,Ian Anderson,1.0,Coors Field,1.0,666120,5.11,9.37,7.92,1.54,0.266,0.2,0.0,0.25,0.2,0.0,True
75,75,75,88,10243,Randal Grichuk,COL,30,0.27,0.312,0.435,0.768,545341,115,Ian Anderson,1.0,Coors Field,1.0,666120,5.11,9.37,7.92,1.54,0.266,0.4,0.0,0.25,0.5,0.0,True
76,76,76,90,18607,Jared Walsh,LAA,28,0.225,0.27,0.392,0.753,665120,108,Nestor Cortes,0.0,Yankee Stadium,6.0,641482,2.57,6.91,9.24,1.02,0.208,0.5,0.2,0.0,0.5,0.5,True
77,77,77,91,5760,Avisail Garcia,MIA,31,0.232,0.269,0.322,0.654,541645,146,Alex Wood,1.0,loanDepot park,20.0,622072,4.17,8.73,8.81,1.2,0.254,1.0,0.5,0.0,0.25,0.0,True
78,78,78,92,4314,Joey Votto,CIN,38,0.215,0.331,0.389,0.725,458015,113,Joan Adon,1.0,Great American Ball Park,8.0,672851,7.1,10.58,7.65,1.78,0.29,0.0,0.667,0.25,0.333,0.0,True
79,79,79,93,11200,Kole Calhoun,TEX,34,0.211,0.269,0.363,0.654,594777,140,Corey Kluber,1.0,Globe Life Field,14.0,446372,4.05,9.08,8.03,1.15,0.26,0.0,0.0,0.5,0.0,0.5,False
80,80,80,94,1744,Miguel Cabrera,DET,39,0.268,0.317,0.331,0.7440000000000001,408234,116,Chris Archer,1.0,Comerica Park,25.0,502042,4.02,7.01,7.58,1.29,0.212,0.25,0.25,0.0,0.75,0.0,False
81,81,81,95,10324,Marcell Ozuna,ATL,31,0.213,0.264,0.388,0.742,542303,144,Austin Gomber,0.0,Coors Field,1.0,596295,5.64,9.99,6.93,1.41,0.283,0.5,0.25,0.25,0.5,0.0,True
