,Unnamed: 0,Unnamed: 0.1,Unnamed: 0.1.1,IDfg,Name,Team,Age,AVG,OBP,SLG,Contact% (pi),BatterIDs,TeamIDs,Pitchers,Home,Ballpark,BallparkNumber,PitcherIDs,era,h9,k9,whip,avg,Game 1,Game 2,Game 3,Game 4,Game 5,TestLabels
17,17,17,19,17678,Alex Bregman,HOU,28,0.251,0.356,0.422,0.86,608324,117,Braxton Garrett,1,Minute Maid Park,32,666129,4.02,8.76,9.91,1.2,0.25,0.2,0.25,0.333,0.0,0.2,True
18,18,18,20,18345,Kyle Tucker,HOU,25,0.242,0.332,0.449,0.8059999999999999,663656,117,Braxton Garrett,1,Minute Maid Park,32,666129,4.02,8.76,9.91,1.2,0.25,0.25,0.333,0.333,0.75,0.667,True
19,19,19,21,10815,Jurickson Profar,SDP,29,0.252,0.344,0.416,0.831,595777,135,Ryan Feltner,1,Petco Park,31,663372,6.02,10.1,7.96,1.42,0.28,0.25,0.5,0.5,0.75,0.4,True
20,20,20,22,15986,Willy Adames,MIL,26,0.224,0.289,0.463,0.726,642715,158,Patrick Corbin,0,Nationals Park,29,571578,7.02,13.13,8.32,1.82,0.331,0.0,0.25,0.0,0.0,0.25,False
21,21,21,23,19918,Daulton Varsho,ARI,25,0.239,0.314,0.431,0.7809999999999999,662139,109,Zack Wheeler,0,Citizens Bank Park,16,554430,2.63,7.25,9.73,1.03,0.218,0.75,0.0,0.2,0.333,0.0,True
22,22,22,25,18577,Ke'Bryan Hayes,PIT,25,0.248,0.32,0.358,0.818,663647,134,Charlie Morton,0,Truist Park,12,450203,4.26,7.63,10.35,1.21,0.23,0.0,0.5,0.0,0.333,0.333,True
23,23,23,26,16472,Rhys Hoskins,PHI,29,0.253,0.344,0.496,0.7609999999999999,656555,143,Madison Bumgarner,1,Citizens Bank Park,16,518516,3.96,9.62,6.21,1.39,0.269,0.75,0.25,0.2,0.4,0.0,True
24,24,24,27,17919,Ian Happ,CHC,27,0.276,0.356,0.432,0.7490000000000001,664023,112,Jordan Montgomery,0,Yankee Stadium,6,656756,0.0,3.6,1.8,0.6,0.125,0.2,0.25,0.2,0.5,0.333,False
25,25,25,28,12552,Eugenio Suarez,SEA,30,0.227,0.329,0.415,0.677,553993,136,Michael Wacha,1,T-Mobile Park,27,608379,2.69,7.17,6.4,1.11,0.215,0.2,0.333,0.333,0.0,0.75,True
26,26,26,29,17982,Ty France,SEA,27,0.298,0.368,0.463,0.838,664034,136,Michael Wacha,1,T-Mobile Park,27,608379,2.69,7.17,6.4,1.11,0.215,0.5,0.5,0.25,0.0,0.2,True
27,27,27,30,18568,Luis Arraez,MIN,25,0.329,0.394,0.436,0.932,650333,142,Shane Baz,1,Target Field,26,669358,5.0,9.0,10.0,1.33,0.252,0.4,0.25,0.5,1.0,0.333,True
28,28,28,31,19287,Adolis Garcia,TEX,29,0.248,0.298,0.456,0.677,666969,140,Lucas Giolito,0,Guaranteed Rate Field,23,608337,4.91,9.99,10.16,1.5,0.283,0.5,0.5,0.0,0.0,0.25,True
29,29,29,32,27506,Ha-seong Kim,SDP,26,0.248,0.326,0.37,0.83,673490,135,Ryan Feltner,1,Petco Park,31,663372,6.02,10.1,7.96,1.42,0.28,0.75,0.5,0.0,0.25,0.0,False
30,30,30,33,19755,Shohei Ohtani,LAA,27,0.256,0.348,0.501,0.741,660271,108,Carlos Carrasco,1,Angel Stadium,4,471911,3.76,9.19,8.9,1.28,0.266,0.25,0.5,0.25,0.25,0.25,True
31,31,31,35,20043,Luis Robert,CHW,24,0.298,0.334,0.453,0.755,673357,145,Martin Perez,1,Guaranteed Rate Field,23,527048,2.85,7.94,7.81,1.18,0.235,0.25,0.2,0.0,0.0,0.6,True
32,32,32,36,16578,Yandy Diaz,TBR,30,0.277,0.392,0.393,0.873,650490,139,Chi Chi Gonzalez,0,Target Field,26,592346,6.35,9.53,6.35,1.41,0.273,0.0,0.0,0.333,0.0,0.667,True
33,33,33,37,15518,Amed Rosario,CLE,26,0.29,0.324,0.417,0.8240000000000001,642708,114,Frankie Montas,1,Progressive Field,7,593423,18.0,15.0,6.0,2.67,0.385,0.25,0.25,0.6,0.25,0.5,True
34,34,34,38,15112,Ryan McMahon,COL,27,0.242,0.339,0.397,0.752,641857,115,Nick Martinez,0,Petco Park,31,607259,3.35,8.53,8.1,1.32,0.248,0.0,0.5,0.0,0.4,0.0,True
35,35,35,39,12533,Marcus Semien,TEX,31,0.239,0.298,0.403,0.8079999999999999,543760,140,Lucas Giolito,0,Guaranteed Rate Field,23,608337,4.91,9.99,10.16,1.5,0.283,0.0,0.25,1.0,0.75,0.4,True
36,36,36,40,13419,Christian Walker,ARI,31,0.21,0.31,0.459,0.7709999999999999,572233,109,Zack Wheeler,0,Citizens Bank Park,16,554430,2.63,7.25,9.73,1.03,0.218,0.25,0.0,0.4,0.0,0.0,False
37,37,37,42,17929,Cedric Mullins II,BAL,27,0.261,0.321,0.39,0.816,656775,110,Daniel Lynch,0,Kauffman Stadium,5,663738,4.79,10.13,9.36,1.52,0.279,0.0,0.4,0.25,0.0,0.0,True
38,38,38,43,14344,Matt Olson,ATL,28,0.248,0.338,0.48,0.738,621566,144,Zach Thompson,1,Truist Park,12,605507,5.08,9.66,6.18,1.47,0.269,0.333,0.0,0.4,0.25,0.25,False
39,39,39,44,12546,C.J. Cron,COL,32,0.28,0.33,0.514,0.778,543068,115,Nick Martinez,0,Petco Park,31,607259,3.35,8.53,8.1,1.32,0.248,0.333,0.25,0.0,0.0,1.0,True
40,40,40,45,5827,Wilmer Flores,SFG,30,0.251,0.334,0.444,0.8290000000000001,527038,137,Clayton Kershaw,1,Oracle Park,9,477132,2.64,7.28,9.28,0.98,0.218,0.0,0.0,0.0,0.75,0.25,False
41,41,41,46,13152,Jorge Polanco,MIN,28,0.237,0.349,0.407,0.777,593871,142,Shane Baz,1,Target Field,26,669358,5.0,9.0,10.0,1.33,0.252,0.4,0.333,0.0,0.8,0.25,True
42,42,42,47,11477,Christian Yelich,MIL,30,0.262,0.365,0.39,0.7829999999999999,592885,158,Patrick Corbin,0,Nationals Park,29,571578,7.02,13.13,8.32,1.82,0.331,0.4,0.5,0.25,0.5,0.0,True
43,43,43,48,16426,Thairo Estrada,SFG,26,0.269,0.319,0.42,0.813,642731,137,Clayton Kershaw,1,Oracle Park,9,477132,2.64,7.28,9.28,0.98,0.218,0.333,0.333,0.333,0.0,0.5,True
44,44,44,49,17273,Jorge Mateo,BAL,27,0.218,0.267,0.391,0.6970000000000001,622761,110,Daniel Lynch,0,Kauffman Stadium,5,663738,4.79,10.13,9.36,1.52,0.279,0.0,0.333,0.333,0.0,0.0,False
45,45,45,50,16478,Kyle Schwarber,PHI,29,0.207,0.31,0.499,0.72,656941,143,Madison Bumgarner,1,Citizens Bank Park,16,518516,3.96,9.62,6.21,1.39,0.269,0.25,0.2,0.8,0.0,0.0,True
46,46,46,51,13613,Ketel Marte,ARI,28,0.261,0.346,0.445,0.804,606466,109,Zack Wheeler,0,Citizens Bank Park,16,554430,2.63,7.25,9.73,1.03,0.218,0.0,0.5,0.5,0.5,0.0,False
47,47,47,53,10231,Jose Iglesias,COL,32,0.316,0.358,0.417,0.865,578428,115,Nick Martinez,0,Petco Park,31,607259,3.35,8.53,8.1,1.32,0.248,0.333,0.0,0.25,0.25,0.0,True
48,48,48,55,11445,Mark Canha,NYM,33,0.266,0.366,0.37,0.7909999999999999,592192,121,Michael Lorenzen,0,Angel Stadium,4,547179,4.94,8.37,6.97,1.35,0.245,0.5,0.0,0.333,0.5,0.5,True
49,49,49,56,12144,Max Kepler,MIN,29,0.233,0.331,0.373,0.813,596146,142,Shane Baz,1,Target Field,26,669358,5.0,9.0,10.0,1.33,0.252,0.0,0.0,0.25,0.333,0.0,True
50,50,50,57,17907,Brendan Rodgers,COL,25,0.284,0.334,0.432,0.785,663898,115,Nick Martinez,0,Petco Park,31,607259,3.35,8.53,8.1,1.32,0.248,0.25,0.25,0.0,0.6,0.2,True
51,51,51,58,15491,J.P. Crawford,SEA,27,0.255,0.331,0.354,0.875,641487,136,Michael Wacha,1,T-Mobile Park,27,608379,2.69,7.17,6.4,1.11,0.215,0.333,0.4,0.5,0.25,0.2,True
52,52,52,59,19326,Bryan Reynolds,PIT,27,0.257,0.343,0.449,0.752,668804,134,Charlie Morton,0,Truist Park,12,450203,4.26,7.63,10.35,1.21,0.23,0.5,0.75,0.0,0.25,0.0,True
53,53,53,60,18171,Seth Brown,OAK,29,0.238,0.295,0.463,0.732,664913,133,Zach Plesac,0,Progressive Field,7,668676,4.49,9.39,6.9,1.35,0.262,0.25,0.5,0.5,0.0,0.25,True
54,54,54,61,8709,Elvis Andrus,OAK,33,0.24,0.302,0.371,0.81,462101,133,Zach Plesac,0,Progressive Field,7,668676,4.49,9.39,6.9,1.35,0.262,0.25,0.333,0.0,0.25,0.25,True
55,55,55,62,19363,Austin Hays,BAL,26,0.261,0.318,0.435,0.777,669720,110,Daniel Lynch,0,Kauffman Stadium,5,663738,4.79,10.13,9.36,1.52,0.279,0.0,0.4,0.5,0.0,0.25,True
56,56,56,63,21618,Alec Bohm,PHI,25,0.294,0.33,0.413,0.8009999999999999,664761,143,Madison Bumgarner,1,Citizens Bank Park,16,518516,3.96,9.62,6.21,1.39,0.269,0.0,0.0,0.25,0.25,0.75,False
57,57,57,65,14854,Mike Yastrzemski,SFG,31,0.22,0.315,0.393,0.797,573262,137,Clayton Kershaw,1,Oracle Park,9,477132,2.64,7.28,9.28,0.98,0.218,0.0,0.0,0.75,0.0,0.0,False
58,58,58,67,19339,Nicky Lopez,KCR,27,0.248,0.305,0.294,0.838,670032,118,Tyler Wells,1,Kauffman Stadium,5,669330,3.9,7.8,6.46,1.11,0.232,0.0,0.0,0.0,0.0,0.0,False
59,59,59,68,17620,Myles Straw,CLE,27,0.214,0.292,0.272,0.892,664702,114,Frankie Montas,1,Progressive Field,7,593423,18.0,15.0,6.0,2.67,0.385,0.0,0.0,0.25,0.0,0.25,False
60,60,60,69,13602,Patrick Wisdom,CHC,30,0.22,0.315,0.443,0.6659999999999999,621550,112,Jordan Montgomery,0,Yankee Stadium,6,656756,0.0,3.6,1.8,0.6,0.125,0.0,0.0,0.5,0.0,0.0,False
61,61,61,70,18373,Ryan Mountcastle,BAL,25,0.258,0.3,0.441,0.722,663624,110,Daniel Lynch,0,Kauffman Stadium,5,663738,4.79,10.13,9.36,1.52,0.279,0.0,0.2,0.333,0.333,0.0,True
62,62,62,71,18564,Trent Grisham,SDP,25,0.192,0.29,0.355,0.772,663757,135,Ryan Feltner,1,Petco Park,31,663372,6.02,10.1,7.96,1.42,0.28,0.25,0.25,0.25,0.0,0.333,True
63,63,63,72,6153,Eduardo Escobar,NYM,33,0.22,0.273,0.39,0.753,500871,121,Michael Lorenzen,0,Angel Stadium,4,547179,4.94,8.37,6.97,1.35,0.245,0.5,0.25,0.333,0.8,0.0,True
64,64,64,73,15223,Adam Frazier,SEA,30,0.243,0.306,0.31,0.878,624428,136,Michael Wacha,1,T-Mobile Park,27,608379,2.69,7.17,6.4,1.11,0.215,0.0,0.0,1.0,0.25,0.0,True
65,65,65,74,11265,Jonathan Schoop,DET,30,0.203,0.238,0.31,0.7559999999999999,570731,116,Kevin Gausman,1,Comerica Park,25,592332,2.91,9.56,10.48,1.23,0.27,0.0,0.5,0.2,0.0,0.0,False
66,66,66,75,19566,Nathaniel Lowe,TEX,26,0.282,0.332,0.461,0.775,663993,140,Lucas Giolito,0,Guaranteed Rate Field,23,608337,4.91,9.99,10.16,1.5,0.283,0.5,0.667,0.0,0.6,0.5,True
67,67,67,76,19290,Randy Arozarena,TBR,27,0.256,0.317,0.416,0.7240000000000001,668227,139,Chi Chi Gonzalez,0,Target Field,26,592346,6.35,9.53,6.35,1.41,0.273,0.25,0.0,0.6,0.0,0.333,True
68,68,68,77,7802,Miguel Rojas,MIA,33,0.233,0.282,0.335,0.852,500743,146,Framber Valdez,0,Minute Maid Park,32,664285,2.87,7.13,8.0,1.15,0.217,0.0,0.0,0.0,0.667,0.333,False
69,69,69,78,26197,Andrew Vaughn,CHW,24,0.298,0.348,0.464,0.826,683734,145,Martin Perez,1,Guaranteed Rate Field,23,527048,2.85,7.94,7.81,1.18,0.235,0.0,0.2,0.0,0.6,0.5,True
70,70,70,79,14813,Kyle Farmer,CIN,31,0.252,0.326,0.368,0.8240000000000001,571657,113,Adam Wainwright,0,Busch Stadium,15,425794,3.42,8.64,7.24,1.24,0.253,0.0,0.0,0.0,0.5,0.667,True
71,71,71,80,12979,Javier Baez,DET,29,0.22,0.262,0.372,0.674,595879,116,Kevin Gausman,1,Comerica Park,25,592332,2.91,9.56,10.48,1.23,0.27,0.0,0.0,0.5,0.5,0.0,True
72,72,72,81,15679,Rowdy Tellez,MIL,27,0.238,0.323,0.475,0.797,642133,158,Patrick Corbin,0,Nationals Park,29,571578,7.02,13.13,8.32,1.82,0.331,0.0,0.25,0.5,0.5,0.0,False
73,73,73,83,13590,Jesse Winker,SEA,28,0.229,0.348,0.363,0.815,608385,136,Michael Wacha,1,T-Mobile Park,27,608379,2.69,7.17,6.4,1.11,0.215,0.2,0.333,0.0,0.25,0.0,True
74,74,74,84,7859,Charlie Blackmon,COL,35,0.263,0.314,0.446,0.816,453568,115,Nick Martinez,0,Petco Park,31,607259,3.35,8.53,8.1,1.32,0.248,0.25,0.6,0.5,0.5,0.4,True
75,75,75,85,24655,Owen Miller,CLE,25,0.238,0.296,0.359,0.8370000000000001,680911,114,Frankie Montas,1,Progressive Field,7,593423,18.0,15.0,6.0,2.67,0.385,0.0,0.25,0.0,0.0,0.2,True
76,76,76,86,9847,Andrew McCutchen,MIL,35,0.255,0.325,0.4,0.804,457705,158,Patrick Corbin,0,Nationals Park,29,571578,7.02,13.13,8.32,1.82,0.331,0.75,0.25,0.0,0.667,0.6,True
77,77,77,87,16572,Connor Joe,COL,29,0.246,0.347,0.363,0.809,656582,115,Nick Martinez,0,Petco Park,31,607259,3.35,8.53,8.1,1.32,0.248,0.0,0.0,0.5,0.5,0.0,True
78,78,78,88,22799,Geraldo Perdomo,ARI,22,0.205,0.298,0.286,0.812,672695,109,Zack Wheeler,0,Citizens Bank Park,16,554430,2.63,7.25,9.73,1.03,0.218,0.0,0.25,0.5,0.0,0.333,False
79,79,79,89,10243,Randal Grichuk,COL,30,0.27,0.312,0.435,0.768,545341,115,Nick Martinez,0,Petco Park,31,607259,3.35,8.53,8.1,1.32,0.248,0.0,0.0,0.667,0.0,0.0,True
80,80,80,90,14894,Tony Kemp,OAK,30,0.212,0.285,0.3,0.8740000000000001,643393,133,Zach Plesac,0,Progressive Field,7,668676,4.49,9.39,6.9,1.35,0.262,0.0,0.333,0.0,0.25,1.0,True
81,81,81,91,15117,Hunter Dozier,KCR,30,0.245,0.309,0.411,0.733,641531,118,Tyler Wells,1,Kauffman Stadium,5,669330,3.9,7.8,6.46,1.11,0.232,0.25,0.0,0.0,0.25,0.0,True
82,82,82,92,11342,Jesus Aguilar,MIA,32,0.241,0.287,0.391,0.745,542583,146,Framber Valdez,0,Minute Maid Park,32,664285,2.87,7.13,8.0,1.15,0.217,0.5,0.25,0.25,0.0,0.25,True
83,83,83,93,10556,Cesar Hernandez,WSN,32,0.238,0.302,0.303,0.8109999999999999,514917,120,Eric Lauer,1,Nationals Park,29,641778,3.59,7.75,8.87,1.22,0.23,0.4,0.0,0.0,0.0,0.2,True
84,84,84,94,19198,Yuli Gurriel,HOU,38,0.238,0.287,0.38,0.86,493329,117,Braxton Garrett,1,Minute Maid Park,32,666129,4.02,8.76,9.91,1.2,0.25,0.25,0.25,0.0,0.0,0.25,True
85,85,85,95,18607,Jared Walsh,LAA,28,0.225,0.27,0.392,0.753,665120,108,Carlos Carrasco,1,Angel Stadium,4,471911,3.76,9.19,8.9,1.28,0.266,0.5,0.0,0.25,0.0,0.0,True
86,86,86,96,5760,Avisail Garcia,MIA,31,0.232,0.269,0.322,0.654,541645,146,Framber Valdez,0,Minute Maid Park,32,664285,2.87,7.13,8.0,1.15,0.217,0.5,0.0,0.75,0.0,0.333,False
87,87,87,97,4314,Joey Votto,CIN,38,0.215,0.331,0.389,0.725,458015,113,Adam Wainwright,0,Busch Stadium,15,425794,3.42,8.64,7.24,1.24,0.253,0.5,0.5,0.25,0.5,0.5,True
88,88,88,98,11200,Kole Calhoun,TEX,34,0.211,0.269,0.363,0.654,594777,140,Lucas Giolito,0,Guaranteed Rate Field,23,608337,4.91,9.99,10.16,1.5,0.283,0.0,0.25,0.0,0.25,0.0,True
89,89,89,99,2434,Nelson Cruz,WSN,41,0.233,0.318,0.342,0.7020000000000001,443558,120,Eric Lauer,1,Nationals Park,29,641778,3.59,7.75,8.87,1.22,0.23,0.8,0.0,0.333,0.25,0.75,True
90,90,90,100,12179,Maikel Franco,WSN,29,0.229,0.256,0.338,0.742,596748,120,Eric Lauer,1,Nationals Park,29,641778,3.59,7.75,8.87,1.22,0.23,0.2,0.25,0.333,0.25,0.6,False
91,91,91,101,1744,Miguel Cabrera,DET,39,0.268,0.317,0.331,0.7440000000000001,408234,116,Kevin Gausman,1,Comerica Park,25,592332,2.91,9.56,10.48,1.23,0.27,0.333,0.25,0.2,1.0,0.333,False
92,92,92,102,11737,Nick Castellanos,PHI,30,0.257,0.305,0.381,0.6970000000000001,592206,143,Madison Bumgarner,1,Citizens Bank Park,16,518516,3.96,9.62,6.21,1.39,0.269,0.25,0.5,0.2,0.5,0.0,True
93,93,93,103,10324,Marcell Ozuna,ATL,31,0.213,0.264,0.388,0.742,542303,144,Zach Thompson,1,Truist Park,12,605507,5.08,9.66,6.18,1.47,0.269,0.0,0.333,0.0,0.2,0.2,True
