,Unnamed: 0,Unnamed: 0.1,IDfg,Name,Team,Age,AVG,OBP,SLG,Contact% (pi),BatterIDs,TeamIDs,Pitchers,Home,Ballpark,BallparkNumber,PitcherIDs,era,h9,k9,whip,avg,Game 1,Game 2,Game 3,Game 4,Game 5,TestLabels
0,0,1,9777,Nolan Arenado,STL,31,0.3,0.369,0.55,0.81,571448,138,Max Fried,0.0,Truist Park,12.0,608331,2.6,8.07,8.26,1.08,0.237,0.667,0.4,0.25,0.5,1.0,True
1,1,2,9218,Paul Goldschmidt,STL,34,0.329,0.413,0.609,0.768,502671,138,Max Fried,0.0,Truist Park,12.0,608331,2.6,8.07,8.26,1.08,0.237,0.333,0.25,0.0,0.5,0.5,True
2,2,3,5361,Freddie Freeman,LAD,32,0.323,0.4,0.524,0.8290000000000001,518692,119,Jose Urena,1.0,Dodger Stadium,17.0,570632,4.86,9.97,4.62,1.62,0.287,0.25,0.0,0.25,0.667,0.25,True
3,3,4,13510,Jose Ramirez,CLE,29,0.284,0.355,0.55,0.877,608070,114,Michael Pineda,0.0,Comerica Park,25.0,501381,5.27,10.97,4.85,1.36,0.301,0.333,0.0,0.25,0.0,0.25,False
4,4,5,18314,Dansby Swanson,ATL,28,0.292,0.348,0.464,0.7090000000000001,621020,144,Miles Mikolas,1.0,Truist Park,12.0,571945,3.5,8.09,6.88,1.09,0.239,0.2,0.5,0.0,0.6,0.8,False
5,5,6,19556,Yordan Alvarez,HOU,25,0.297,0.403,0.63,0.802,670541,117,Brad Keller,1.0,Minute Maid Park,32.0,641745,4.45,8.97,6.03,1.37,0.259,0.5,0.333,0.25,0.0,0.0,True
6,6,7,18360,Austin Riley,ATL,25,0.298,0.359,0.594,0.7390000000000001,663586,144,Miles Mikolas,1.0,Truist Park,12.0,571945,3.5,8.09,6.88,1.09,0.239,0.75,0.0,0.5,0.5,0.5,True
7,7,8,13611,Mookie Betts,LAD,29,0.276,0.345,0.535,0.867,605141,119,Jose Urena,1.0,Dodger Stadium,17.0,570632,4.86,9.97,4.62,1.62,0.287,0.25,0.25,0.667,0.0,0.25,False
8,8,10,16252,Trea Turner,LAD,29,0.306,0.346,0.502,0.76,607208,119,Jose Urena,1.0,Dodger Stadium,17.0,570632,4.86,9.97,4.62,1.62,0.287,0.0,0.25,0.75,0.333,0.4,False
9,9,11,12161,Xander Bogaerts,BOS,29,0.31,0.381,0.452,0.76,593428,111,Corey Kluber,1.0,Fenway Park,3.0,446372,4.05,9.08,8.03,1.15,0.26,0.333,0.0,0.0,0.25,0.2,False
10,10,12,11739,J.T. Realmuto,PHI,31,0.268,0.339,0.455,0.784,592663,143,Josiah Gray,1.0,Citizens Bank Park,16.0,680686,4.92,7.9,10.36,1.31,0.233,0.5,0.5,0.2,0.5,0.0,False
11,11,13,9874,DJ LeMahieu,NYY,33,0.286,0.388,0.429,0.8809999999999999,518934,147,Mitch Keller,0.0,PNC Park,10.0,656605,4.21,9.59,7.4,1.42,0.274,0.25,0.0,0.5,0.0,0.25,True
12,12,14,19470,Tommy Edman,STL,27,0.258,0.322,0.367,0.821,669242,138,Max Fried,0.0,Truist Park,12.0,608331,2.6,8.07,8.26,1.08,0.237,0.0,0.0,0.25,0.4,0.0,True
13,13,17,13624,Corey Seager,TEX,28,0.25,0.329,0.475,0.7559999999999999,608369,140,Spenser Watkins,0.0,Oriole Park at Camden Yards,30.0,657093,4.02,9.22,5.84,1.33,0.261,0.6,0.5,0.25,0.25,0.0,False
14,14,18,14161,Byron Buxton,MIN,28,0.222,0.301,0.549,0.6890000000000001,621439,142,Lance Lynn,0.0,Guaranteed Rate Field,23.0,458681,5.88,9.96,9.35,1.29,0.269,0.0,0.2,0.0,0.25,0.0,False
15,15,19,19197,Will Smith,LAD,27,0.275,0.361,0.477,0.8290000000000001,669257,119,Jose Urena,1.0,Dodger Stadium,17.0,570632,4.86,9.97,4.62,1.62,0.287,0.0,0.0,0.333,0.333,0.333,False
16,16,20,15676,Jose Abreu,CHW,35,0.297,0.375,0.464,0.794,547989,145,Joe Ryan,1.0,Guaranteed Rate Field,23.0,657746,3.95,7.71,8.75,1.13,0.226,0.25,0.5,0.4,0.333,0.333,True
17,17,22,22581,Alejandro Kirk,TOR,23,0.305,0.388,0.461,0.86,672386,141,James Kaprielian,0.0,Oakland Coliseum,19.0,621076,4.38,7.97,6.28,1.32,0.235,0.25,0.25,0.0,0.333,0.25,True
18,18,24,21479,Nico Hoerner,CHC,25,0.297,0.34,0.411,0.857,663538,112,Corbin Burnes,0.0,American Family Field,18.0,669203,2.45,5.89,11.58,0.93,0.183,0.2,0.333,0.2,0.5,0.0,False
19,19,25,19611,Vladimir Guerrero Jr.,TOR,23,0.287,0.359,0.504,0.7829999999999999,665489,141,James Kaprielian,0.0,Oakland Coliseum,19.0,621076,4.38,7.97,6.28,1.32,0.235,0.0,0.25,0.6,0.25,0.25,True
20,20,26,19955,Gavin Lux,LAD,24,0.297,0.37,0.425,0.8190000000000001,666158,119,Jose Urena,1.0,Dodger Stadium,17.0,570632,4.86,9.97,4.62,1.62,0.287,0.5,0.5,0.0,0.25,0.0,True
21,21,27,17678,Alex Bregman,HOU,28,0.251,0.356,0.422,0.86,608324,117,Brad Keller,1.0,Minute Maid Park,32.0,641745,4.45,8.97,6.03,1.37,0.259,0.6,0.0,0.2,0.0,0.333,False
22,22,28,16505,Matt Chapman,TOR,29,0.242,0.322,0.474,0.735,656305,141,James Kaprielian,0.0,Oakland Coliseum,19.0,621076,4.38,7.97,6.28,1.32,0.235,0.75,0.0,0.0,0.0,0.0,True
23,23,29,18345,Kyle Tucker,HOU,25,0.242,0.332,0.449,0.8059999999999999,663656,117,Brad Keller,1.0,Minute Maid Park,32.0,641745,4.45,8.97,6.03,1.37,0.259,0.25,0.333,0.0,0.5,0.5,True
24,24,30,15986,Willy Adames,MIL,26,0.224,0.289,0.463,0.726,642715,158,Adrian Sampson,1.0,American Family Field,18.0,592716,3.83,8.76,6.57,1.2,0.25,0.0,0.0,0.333,0.0,0.333,True
25,25,31,19918,Daulton Varsho,ARI,25,0.239,0.314,0.431,0.7809999999999999,662139,109,Alex Cobb,1.0,Chase Field,13.0,502171,4.15,8.87,9.64,1.29,0.253,1.0,0.75,0.2,1.0,0.25,False
26,26,32,17548,Taylor Ward,LAA,28,0.274,0.365,0.465,0.7829999999999999,621493,108,Trevor Rogers,0.0,loanDepot park,20.0,669432,5.85,10.16,8.52,1.6,0.283,0.0,0.333,0.5,0.0,0.25,True
27,27,33,18577,Ke'Bryan Hayes,PIT,25,0.248,0.32,0.358,0.818,663647,134,Luis Severino,1.0,PNC Park,10.0,622663,3.45,7.01,9.94,1.07,0.211,0.0,0.25,0.333,0.0,0.0,True
28,28,34,16472,Rhys Hoskins,PHI,29,0.253,0.344,0.496,0.7609999999999999,656555,143,Josiah Gray,1.0,Citizens Bank Park,16.0,680686,4.92,7.9,10.36,1.31,0.233,0.0,0.5,0.25,1.0,0.333,False
