,Unnamed: 0,Unnamed: 0.1,Unnamed: 0.1.1,Unnamed: 0.1.1.1,Unnamed: 0.1.1.1.1,IDfg,Name,Team,Age,AVG,OBP,SLG,Contact% (pi),BatterIDs,TeamIDs,Pitchers,Home,Ballpark,BallparkNumber,PitcherIDs,era,h9,k9,whip,avg,Game 1,Game 2,Game 3,Game 4,Game 5,TestLabels
0,0,0,0,0,0,15640,Aaron Judge,NYY,30,0.303,0.393,0.675,0.736,592450,147,Dane Dunning,1,Yankee Stadium,6,641540,4.04,8.79,7.84,1.36,0.257,0.0,0.4,0.25,0.4,0.25,True
1,1,1,1,1,1,9777,Nolan Arenado,STL,31,0.3,0.369,0.55,0.81,571448,138,Jakob Junis,0,Oracle Park,9,596001,3.05,7.84,7.69,1.1,0.23,0.4,0.25,0.0,0.5,0.25,False
2,2,2,2,2,2,9218,Paul Goldschmidt,STL,34,0.329,0.413,0.609,0.768,502671,138,Jakob Junis,0,Oracle Park,9,596001,3.05,7.84,7.69,1.1,0.23,0.4,0.0,0.2,0.0,0.0,True
3,3,3,3,3,3,5361,Freddie Freeman,LAD,32,0.323,0.4,0.524,0.8290000000000001,518692,119,Justin Steele,0,Wrigley Field,24,657006,3.67,8.66,9.13,1.41,0.247,0.75,0.25,0.333,0.0,0.5,True
4,4,4,4,4,4,13510,Jose Ramirez,CLE,29,0.284,0.355,0.55,0.877,608070,114,Alek Manoah,1,Progressive Field,7,666201,2.56,7.16,8.15,1.02,0.217,0.333,0.2,0.25,0.0,0.0,True
5,5,5,5,5,5,18314,Dansby Swanson,ATL,28,0.292,0.348,0.464,0.7090000000000001,621020,144,Aaron Ashby,1,Truist Park,12,676879,4.32,8.86,10.86,1.46,0.251,0.0,0.333,0.667,0.0,0.25,True
6,6,6,6,6,6,19556,Yordan Alvarez,HOU,25,0.297,0.403,0.63,0.802,670541,117,Wily Peralta,1,Minute Maid Park,32,503449,2.29,7.9,7.13,1.44,0.24,0.0,0.0,0.5,0.333,0.333,False
7,7,7,7,7,7,11493,Manny Machado,SDP,29,0.29,0.362,0.509,0.7759999999999999,592518,135,Trevor Rogers,1,Petco Park,31,669432,5.85,10.16,8.52,1.6,0.283,0.333,0.667,0.667,0.0,0.5,True
8,8,8,8,8,8,12916,Francisco Lindor,NYM,28,0.268,0.344,0.462,0.7879999999999999,596019,121,Kyle Gibson,0,Citizens Bank Park,16,502043,4.36,8.01,6.85,1.17,0.238,0.2,0.0,0.0,0.0,0.0,True
9,9,9,9,9,9,18360,Austin Riley,ATL,25,0.298,0.359,0.594,0.7390000000000001,663586,144,Aaron Ashby,1,Truist Park,12,676879,4.32,8.86,10.86,1.46,0.251,0.0,0.0,0.2,0.0,0.333,True
