,Unnamed: 0,Unnamed: 0.1,IDfg,Name,Team,Age,AVG,OBP,SLG,Contact% (pi),BatterIDs,TeamIDs,Pitchers,Home,Ballpark,BallparkNumber,PitcherIDs,era,h9,k9,whip,avg,Game 1,Game 2,Game 3,Game 4,Game 5,TestLabels
0,0,0,15640,Aaron Judge,NYY,30,0.303,0.393,0.675,0.736,592450,147,Cristian Javier,1,Yankee Stadium,6,664299,3.14,6.19,11.84,1.05,0.191,0.0,0.4,0.4,0.0,0.0,False
1,1,1,9777,Nolan Arenado,STL,31,0.3,0.369,0.55,0.81,571448,138,Adrian Sampson,1,Busch Stadium,15,592716,3.83,8.76,6.57,1.2,0.25,0.0,0.5,0.5,0.5,0.0,True
2,2,2,9218,Paul Goldschmidt,STL,34,0.329,0.413,0.609,0.768,502671,138,Adrian Sampson,1,Busch Stadium,15,592716,3.83,8.76,6.57,1.2,0.25,0.0,0.5,0.333,0.0,0.25,True
3,3,3,5361,Freddie Freeman,LAD,32,0.323,0.4,0.524,0.8290000000000001,518692,119,Max Fried,0,Truist Park,12,608331,2.6,8.07,8.26,1.08,0.237,0.333,0.4,0.5,0.75,0.25,True
4,4,4,18314,Dansby Swanson,ATL,28,0.292,0.348,0.464,0.7090000000000001,621020,144,Mitch White,1,Truist Park,12,669952,5.79,11.57,3.86,1.5,0.3,0.5,0.75,0.25,0.4,0.25,True
5,5,5,19556,Yordan Alvarez,HOU,25,0.297,0.403,0.63,0.802,670541,117,Gerrit Cole,0,Yankee Stadium,6,543037,3.38,7.03,11.58,1.02,0.211,0.333,0.4,0.5,0.333,0.0,False
6,6,7,12916,Francisco Lindor,NYM,28,0.268,0.344,0.462,0.7879999999999999,596019,121,Trevor Rogers,0,loanDepot park,20,669432,5.85,10.16,8.52,1.6,0.283,0.5,0.5,0.0,0.2,0.25,True
7,7,8,18360,Austin Riley,ATL,25,0.298,0.359,0.594,0.7390000000000001,663586,144,Mitch White,1,Truist Park,12,669952,5.79,11.57,3.86,1.5,0.3,0.0,0.0,0.25,0.25,0.5,True
8,8,10,17350,Rafael Devers,BOS,25,0.31,0.367,0.586,0.73,646240,111,Shane Bieber,0,Progressive Field,7,669456,3.21,7.86,9.16,1.09,0.233,0.5,0.25,0.333,0.5,0.0,True
9,9,11,16252,Trea Turner,LAD,29,0.306,0.346,0.502,0.76,607208,119,Max Fried,0,Truist Park,12,608331,2.6,8.07,8.26,1.08,0.237,0.6,0.6,0.0,0.8,0.25,True
10,10,12,12161,Xander Bogaerts,BOS,29,0.31,0.381,0.452,0.76,593428,111,Shane Bieber,0,Progressive Field,7,669456,3.21,7.86,9.16,1.09,0.233,0.333,0.5,0.0,0.0,0.5,True
11,11,13,11739,J.T. Realmuto,PHI,31,0.268,0.339,0.455,0.784,592663,143,Blake Snell,0,Petco Park,31,605483,3.96,7.56,11.77,1.33,0.226,0.0,0.25,0.0,0.5,0.333,True
12,12,14,9874,DJ LeMahieu,NYY,33,0.286,0.388,0.429,0.8809999999999999,518934,147,Cristian Javier,1,Yankee Stadium,6,664299,3.14,6.19,11.84,1.05,0.191,0.4,0.0,0.333,0.667,0.0,False
13,13,15,19470,Tommy Edman,STL,27,0.258,0.322,0.367,0.821,669242,138,Adrian Sampson,1,Busch Stadium,15,592716,3.83,8.76,6.57,1.2,0.25,0.25,0.0,0.25,0.2,0.0,True
14,14,16,5417,Jose Altuve,HOU,32,0.286,0.368,0.513,0.851,514888,117,Gerrit Cole,0,Yankee Stadium,6,543037,3.38,7.03,11.58,1.02,0.211,0.0,0.75,0.0,0.25,0.25,True
15,15,17,13624,Corey Seager,TEX,28,0.25,0.329,0.475,0.7559999999999999,608369,140,Josiah Gray,1,Globe Life Field,14,680686,4.92,7.9,10.36,1.31,0.233,0.0,0.5,0.25,0.5,0.25,False
16,16,18,12927,Brandon Nimmo,NYM,29,0.271,0.355,0.425,0.83,607043,121,Trevor Rogers,0,loanDepot park,20,669432,5.85,10.16,8.52,1.6,0.283,0.25,0.333,0.2,0.6,0.0,True
17,17,19,14161,Byron Buxton,MIN,28,0.222,0.301,0.549,0.6890000000000001,621439,142,Antonio Senzatela,1,Target Field,26,622608,4.68,12.97,5.31,1.68,0.351,0.0,0.0,0.333,0.4,0.0,True
18,18,20,19197,Will Smith,LAD,27,0.275,0.361,0.477,0.8290000000000001,669257,119,Max Fried,0,Truist Park,12,608331,2.6,8.07,8.26,1.08,0.237,0.4,0.2,0.6,0.5,0.667,True
19,19,22,15676,Jose Abreu,CHW,35,0.297,0.375,0.464,0.794,547989,145,Spenser Watkins,1,Guaranteed Rate Field,23,657093,4.02,9.22,5.84,1.33,0.261,0.0,0.5,0.333,0.333,0.0,True
20,20,23,19352,Sean Murphy,OAK,27,0.245,0.32,0.43,0.775,669221,133,Brad Keller,0,Kauffman Stadium,5,641745,4.45,8.97,6.03,1.37,0.259,0.5,0.0,0.5,0.0,0.75,True
21,21,24,18036,Jake Cronenworth,SDP,28,0.237,0.34,0.388,0.846,630105,135,Zach Eflin,1,Petco Park,31,621107,4.37,8.74,7.41,1.19,0.251,0.0,0.0,0.0,0.333,0.4,False
