,Unnamed: 0,Unnamed: 0.1,Unnamed: 0.1.1,Unnamed: 0.1.1.1,Unnamed: 0.1.1.1.1,Unnamed: 0.1.1.1.1.1,IDfg,Name,Team,Age,AVG,OBP,SLG,Contact% (pi),BatterIDs,TeamIDs,Pitchers,Home,Ballpark,BallparkNumber,PitcherIDs,era,h9,k9,whip,avg,Game 1,Game 2,Game 3,Game 4,Game 5,TestLabels
0,0,0,0,0,0,0,15640,Aaron Judge,NYY,30,0.303,0.393,0.675,0.736,592450,147,Kevin Gausman,1.0,Yankee Stadium,6.0,592332,2.91,9.56,10.48,1.23,0.27,0.5,0.25,0.0,0.4,0.0,True
1,1,1,1,1,1,1,9777,Nolan Arenado,STL,31,0.3,0.369,0.55,0.81,571448,138,Brandon Woodruff,0.0,American Family Field,18.0,605540,3.49,7.84,11.01,1.19,0.231,0.25,0.25,1.0,0.25,0.0,True
2,2,2,2,2,2,2,9218,Paul Goldschmidt,STL,34,0.329,0.413,0.609,0.768,502671,138,Brandon Woodruff,0.0,American Family Field,18.0,605540,3.49,7.84,11.01,1.19,0.231,0.0,0.25,0.25,1.0,0.0,False
3,3,3,3,3,3,3,5361,Freddie Freeman,LAD,32,0.323,0.4,0.524,0.8290000000000001,518692,119,Luis Cessa,1.0,Dodger Stadium,17.0,570666,5.97,10.38,7.01,1.56,0.294,0.4,0.5,0.2,0.0,0.333,True
4,4,4,4,4,4,4,18314,Dansby Swanson,ATL,28,0.292,0.348,0.464,0.7090000000000001,621020,144,Joe Musgrove,0.0,Petco Park,31.0,605397,2.91,7.16,8.79,1.02,0.216,0.0,0.333,0.0,0.333,0.333,False
5,5,5,5,5,5,5,11493,Manny Machado,SDP,29,0.29,0.362,0.509,0.7759999999999999,592518,135,Charlie Morton,1.0,Petco Park,31.0,450203,4.26,7.63,10.35,1.21,0.23,0.25,0.0,0.25,0.25,0.5,True
6,6,6,6,6,6,6,18360,Austin Riley,ATL,25,0.298,0.359,0.594,0.7390000000000001,663586,144,Joe Musgrove,0.0,Petco Park,31.0,605397,2.91,7.16,8.79,1.02,0.216,0.667,0.25,0.0,0.25,0.5,False
7,7,7,7,7,7,7,13611,Mookie Betts,LAD,29,0.276,0.345,0.535,0.867,605141,119,Luis Cessa,1.0,Dodger Stadium,17.0,570666,5.97,10.38,7.01,1.56,0.294,0.4,0.0,0.2,0.25,0.2,True
8,8,8,8,8,8,8,16252,Trea Turner,LAD,29,0.306,0.346,0.502,0.76,607208,119,Luis Cessa,1.0,Dodger Stadium,17.0,570666,5.97,10.38,7.01,1.56,0.294,0.333,0.2,0.25,0.25,0.2,True
9,9,9,9,9,9,9,11739,J.T. Realmuto,PHI,31,0.268,0.339,0.455,0.784,592663,143,Sandy Alcantara,0.0,loanDepot park,20.0,645261,1.88,6.14,8.01,0.93,0.195,0.25,0.5,0.25,0.0,0.0,True
10,10,10,10,10,10,10,9874,DJ LeMahieu,NYY,33,0.286,0.388,0.429,0.8809999999999999,518934,147,Kevin Gausman,1.0,Yankee Stadium,6.0,592332,2.91,9.56,10.48,1.23,0.27,0.5,0.667,0.0,0.0,0.0,True
11,11,11,11,11,11,11,19470,Tommy Edman,STL,27,0.258,0.322,0.367,0.821,669242,138,Brandon Woodruff,0.0,American Family Field,18.0,605540,3.49,7.84,11.01,1.19,0.231,0.5,0.5,0.333,0.25,0.0,True
12,12,12,12,12,12,12,13624,Corey Seager,TEX,28,0.25,0.329,0.475,0.7559999999999999,608369,140,Shohei Ohtani,1.0,Globe Life Field,14.0,660271,2.68,7.22,12.73,1.05,0.214,0.0,0.2,0.4,0.5,0.5,True
13,13,13,13,13,13,13,19197,Will Smith,LAD,27,0.275,0.361,0.477,0.8290000000000001,669257,119,Luis Cessa,1.0,Dodger Stadium,17.0,570666,5.97,10.38,7.01,1.56,0.294,0.2,0.0,0.333,0.0,0.0,True
14,14,14,14,14,14,14,15676,Jose Abreu,CHW,35,0.297,0.375,0.464,0.794,547989,145,Logan Gilbert,1.0,Guaranteed Rate Field,23.0,669302,3.47,8.57,8.3,1.23,0.248,0.0,0.333,0.5,0.5,0.0,False
15,15,15,15,15,15,15,19352,Sean Murphy,OAK,27,0.245,0.32,0.43,0.775,669221,133,Josh Fleming,0.0,Tropicana Field,21.0,676596,6.84,14.01,8.2,1.97,0.345,0.667,0.0,0.25,0.0,0.0,True
16,16,16,16,16,16,16,18036,Jake Cronenworth,SDP,28,0.237,0.34,0.388,0.846,630105,135,Charlie Morton,1.0,Petco Park,31.0,450203,4.26,7.63,10.35,1.21,0.23,0.5,0.5,0.4,0.0,0.25,True
17,17,17,17,17,17,17,22581,Alejandro Kirk,TOR,23,0.305,0.388,0.461,0.86,672386,141,Luis Severino,0.0,Yankee Stadium,6.0,622663,3.45,7.01,9.94,1.07,0.211,0.0,0.0,0.0,0.5,0.0,True
18,18,18,18,18,18,20,19611,Vladimir Guerrero Jr.,TOR,23,0.287,0.359,0.504,0.7829999999999999,665489,141,Luis Severino,0.0,Yankee Stadium,6.0,622663,3.45,7.01,9.94,1.07,0.211,1.0,0.0,0.0,0.333,0.5,False
19,19,19,19,19,19,21,19955,Gavin Lux,LAD,24,0.297,0.37,0.425,0.8190000000000001,666158,119,Luis Cessa,1.0,Dodger Stadium,17.0,570666,5.97,10.38,7.01,1.56,0.294,0.2,0.5,0.333,0.333,0.5,False
20,20,20,20,20,20,22,16505,Matt Chapman,TOR,29,0.242,0.322,0.474,0.735,656305,141,Luis Severino,0.0,Yankee Stadium,6.0,622663,3.45,7.01,9.94,1.07,0.211,0.25,0.333,0.0,0.5,0.0,False
21,21,21,21,21,21,23,10815,Jurickson Profar,SDP,29,0.252,0.344,0.416,0.831,595777,135,Charlie Morton,1.0,Petco Park,31.0,450203,4.26,7.63,10.35,1.21,0.23,0.333,0.25,0.25,0.667,0.333,False
