,Unnamed: 0,Unnamed: 0.1,Unnamed: 0.1.1,IDfg,Name,Team,Age,AVG,OBP,SLG,Contact% (pi),BatterIDs,TeamIDs,Pitchers,Home,Ballpark,BallparkNumber,PitcherIDs,era,h9,k9,whip,avg,Game 1,Game 2,Game 3,Game 4,Game 5,TestLabels
0,0,0,0,15640,Aaron Judge,NYY,30,0.303,0.393,0.675,0.736,592450,147,Rony Garcia,1,Yankee Stadium,6,665621,4.41,7.06,8.47,1.04,0.213,0.333,0.8,0.0,0.5,0.0,True
1,1,1,1,9777,Nolan Arenado,STL,31,0.3,0.369,0.55,0.81,571448,138,Justin Steele,0,Wrigley Field,24,657006,3.67,8.66,9.13,1.41,0.247,0.0,0.333,0.5,0.25,0.75,True
2,2,2,2,9218,Paul Goldschmidt,STL,34,0.329,0.413,0.609,0.768,502671,138,Justin Steele,0,Wrigley Field,24,657006,3.67,8.66,9.13,1.41,0.247,0.0,0.2,0.333,0.2,0.5,True
3,3,3,3,5361,Freddie Freeman,LAD,32,0.323,0.4,0.524,0.8290000000000001,518692,119,Trevor Williams,1,Dodger Stadium,17,592866,3.16,8.19,8.19,1.16,0.239,0.4,0.25,0.0,0.0,0.25,True
4,4,4,4,13510,Jose Ramirez,CLE,29,0.284,0.355,0.55,0.877,608070,114,Dean Kremer,0,Oriole Park at Camden Yards,30,665152,3.43,9.68,6.71,1.32,0.279,0.5,0.4,0.0,0.5,0.5,False
5,5,5,5,18314,Dansby Swanson,ATL,28,0.292,0.348,0.464,0.7090000000000001,621020,144,Ryan Feltner,0,Coors Field,1,663372,6.02,10.1,7.96,1.42,0.28,0.0,0.75,0.4,0.25,0.2,True
6,6,6,6,11493,Manny Machado,SDP,29,0.29,0.362,0.509,0.7759999999999999,592518,135,Eric Lauer,0,American Family Field,18,641778,3.59,7.75,8.87,1.22,0.23,0.25,0.25,0.4,0.25,0.0,False
7,7,7,7,12916,Francisco Lindor,NYM,28,0.268,0.344,0.462,0.7879999999999999,596019,121,Julio Urias,0,Dodger Stadium,17,628711,2.49,6.97,8.58,0.97,0.21,0.2,0.0,0.333,0.2,0.6,True
8,8,8,8,18360,Austin Riley,ATL,25,0.298,0.359,0.594,0.7390000000000001,663586,144,Ryan Feltner,0,Coors Field,1,663372,6.02,10.1,7.96,1.42,0.28,0.4,0.0,0.6,0.4,0.5,True
9,9,9,9,13611,Mookie Betts,LAD,29,0.276,0.345,0.535,0.867,605141,119,Trevor Williams,1,Dodger Stadium,17,592866,3.16,8.19,8.19,1.16,0.239,0.4,0.25,0.5,0.6,0.0,False
10,10,10,10,17350,Rafael Devers,BOS,25,0.31,0.367,0.586,0.73,646240,111,Frankie Montas,0,Oakland Coliseum,19,593423,18.0,15.0,6.0,2.67,0.385,0.25,0.2,0.25,0.5,0.0,True
11,11,11,11,16252,Trea Turner,LAD,29,0.306,0.346,0.502,0.76,607208,119,Trevor Williams,1,Dodger Stadium,17,592866,3.16,8.19,8.19,1.16,0.239,0.0,0.5,0.25,0.25,0.5,True
12,12,12,12,12161,Xander Bogaerts,BOS,29,0.31,0.381,0.452,0.76,593428,111,Frankie Montas,0,Oakland Coliseum,19,593423,18.0,15.0,6.0,2.67,0.385,0.667,0.4,0.5,0.0,0.333,False
13,13,13,13,11739,J.T. Realmuto,PHI,31,0.268,0.339,0.455,0.784,592663,143,Patrick Sandoval,1,Citizens Bank Park,16,663776,3.41,9.0,9.66,1.47,0.259,0.75,0.333,0.25,0.25,0.25,False
14,14,14,14,9874,DJ LeMahieu,NYY,33,0.286,0.388,0.429,0.8809999999999999,518934,147,Rony Garcia,1,Yankee Stadium,6,665621,4.41,7.06,8.47,1.04,0.213,0.5,0.25,0.0,0.5,0.25,False
15,15,15,15,19470,Tommy Edman,STL,27,0.258,0.322,0.367,0.821,669242,138,Justin Steele,0,Wrigley Field,24,657006,3.67,8.66,9.13,1.41,0.247,0.333,0.25,0.6,0.2,0.0,True
