,Unnamed: 0,Unnamed: 0.1,IDfg,Name,Team,Age,AVG,OBP,SLG,Contact% (pi),BatterIDs,TeamIDs,Pitchers,Home,Ballpark,BallparkNumber,PitcherIDs,era,h9,k9,whip,avg,Game 1,Game 2,Game 3,Game 4,Game 5,TestLabels
0,0,0,15640,Aaron Judge,NYY,30,0.303,0.393,0.675,0.736,592450,147,Shane Baz,0,Tropicana Field,21,669358,5.0,9.0,10.0,1.33,0.252,0.0,0.0,0.25,0.0,0.4,True
1,1,1,9777,Nolan Arenado,STL,31,0.3,0.369,0.55,0.81,571448,138,Eric Lauer,0,American Family Field,18,641778,3.59,7.75,8.87,1.22,0.23,0.5,0.0,0.0,0.5,0.667,True
2,2,2,9218,Paul Goldschmidt,STL,34,0.329,0.413,0.609,0.768,502671,138,Eric Lauer,0,American Family Field,18,641778,3.59,7.75,8.87,1.22,0.23,0.0,0.25,0.4,0.2,0.25,True
3,3,3,5361,Freddie Freeman,LAD,32,0.323,0.4,0.524,0.8290000000000001,518692,119,Luis Castillo,0,Great American Ball Park,8,622491,1.84,4.91,9.2,0.89,0.163,0.75,0.25,0.6,0.25,0.333,True
4,4,4,13510,Jose Ramirez,CLE,29,0.284,0.355,0.55,0.877,608070,114,Sonny Gray,0,Target Field,26,543243,3.19,7.29,8.43,1.11,0.219,0.2,0.25,0.25,0.8,0.5,True
5,5,5,18314,Dansby Swanson,ATL,28,0.292,0.348,0.464,0.7090000000000001,621020,144,Carlos Rodon,1,Truist Park,12,607074,2.95,6.87,11.29,1.07,0.209,0.4,0.25,0.5,0.333,0.0,True
6,6,6,19556,Yordan Alvarez,HOU,25,0.297,0.403,0.63,0.802,670541,117,Carlos Carrasco,1,Minute Maid Park,32,471911,3.76,9.19,8.9,1.28,0.266,0.333,0.0,0.5,0.25,0.0,True
7,7,8,12916,Francisco Lindor,NYM,28,0.268,0.344,0.462,0.7879999999999999,596019,121,Luis Garcia,0,Minute Maid Park,32,472610,3.51,8.78,9.44,1.27,0.252,0.0,0.2,0.25,0.25,0.333,True
8,8,9,18360,Austin Riley,ATL,25,0.298,0.359,0.594,0.7390000000000001,663586,144,Carlos Rodon,1,Truist Park,12,607074,2.95,6.87,11.29,1.07,0.209,0.25,0.25,0.5,0.0,0.0,False
9,9,12,16252,Trea Turner,LAD,29,0.306,0.346,0.502,0.76,607208,119,Luis Castillo,0,Great American Ball Park,8,622491,1.84,4.91,9.2,0.89,0.163,0.8,0.25,0.2,0.6,0.333,False
10,10,13,12161,Xander Bogaerts,BOS,29,0.31,0.381,0.452,0.76,593428,111,Tarik Skubal,1,Fenway Park,3,669373,3.52,7.95,8.95,1.16,0.237,0.5,0.0,0.0,0.5,0.75,True
11,11,14,11739,J.T. Realmuto,PHI,31,0.268,0.339,0.455,0.784,592663,143,Jon Gray,0,Globe Life Field,14,592351,3.83,7.58,10.1,1.17,0.224,0.5,0.333,0.0,0.2,0.25,False
12,12,15,9874,DJ LeMahieu,NYY,33,0.286,0.388,0.429,0.8809999999999999,518934,147,Shane Baz,0,Tropicana Field,21,669358,5.0,9.0,10.0,1.33,0.252,0.667,0.0,0.2,0.0,0.6,True
13,13,16,19470,Tommy Edman,STL,27,0.258,0.322,0.367,0.821,669242,138,Eric Lauer,0,American Family Field,18,641778,3.59,7.75,8.87,1.22,0.23,0.2,0.0,0.333,0.167,0.4,True
14,14,17,5417,Jose Altuve,HOU,32,0.286,0.368,0.513,0.851,514888,117,Carlos Carrasco,1,Minute Maid Park,32,471911,3.76,9.19,8.9,1.28,0.266,0.25,0.25,0.5,0.0,0.0,False
15,15,18,19950,Andres Gimenez,CLE,23,0.302,0.365,0.484,0.743,665926,114,Sonny Gray,0,Target Field,26,543243,3.19,7.29,8.43,1.11,0.219,0.4,0.25,0.0,0.5,0.5,True
16,16,19,13624,Corey Seager,TEX,28,0.25,0.329,0.475,0.7559999999999999,608369,140,Zack Wheeler,1,Globe Life Field,14,554430,2.63,7.25,9.73,1.03,0.218,0.25,0.5,0.25,0.667,0.0,True
17,17,20,12927,Brandon Nimmo,NYM,29,0.271,0.355,0.425,0.83,607043,121,Luis Garcia,0,Minute Maid Park,32,472610,3.51,8.78,9.44,1.27,0.252,0.2,0.6,0.0,0.0,0.4,True
18,18,22,19197,Will Smith,LAD,27,0.275,0.361,0.477,0.8290000000000001,669257,119,Luis Castillo,0,Great American Ball Park,8,622491,1.84,4.91,9.2,0.89,0.163,0.5,0.667,0.2,0.0,0.25,True
19,19,24,15676,Jose Abreu,CHW,35,0.297,0.375,0.464,0.794,547989,145,Ross Stripling,1,Guaranteed Rate Field,23,548389,3.16,8.27,7.29,1.1,0.241,0.333,0.0,0.0,0.25,0.0,True
20,20,25,18036,Jake Cronenworth,SDP,28,0.237,0.34,0.388,0.846,630105,135,Madison Bumgarner,1,Petco Park,31,518516,3.96,9.62,6.21,1.39,0.269,0.0,0.333,0.4,0.5,0.667,False
21,21,26,19251,Pete Alonso,NYM,27,0.278,0.357,0.541,0.777,624413,121,Luis Garcia,0,Minute Maid Park,32,472610,3.51,8.78,9.44,1.27,0.252,1.0,0.0,0.333,0.0,0.5,False
22,22,27,22581,Alejandro Kirk,TOR,23,0.305,0.388,0.461,0.86,672386,141,Lucas Giolito,0,Guaranteed Rate Field,23,608337,4.91,9.99,10.16,1.5,0.283,0.2,0.0,0.0,0.333,0.667,True
23,23,28,11609,Willson Contreras,CHC,30,0.253,0.364,0.463,0.711,575929,112,Jerad Eickhoff,0,PNC Park,10,595191,20.77,20.77,8.31,2.54,0.455,0.0,0.0,0.25,0.6,0.25,False
