,Unnamed: 0,Unnamed: 0.1,Unnamed: 0.1.1,Unnamed: 0.1.1.1,Unnamed: 0.1.1.1.1,IDfg,Name,Team,Age,AVG,OBP,SLG,Contact% (pi),BatterIDs,TeamIDs,Pitchers,Home,Ballpark,BallparkNumber,PitcherIDs,era,h9,k9,whip,avg,Game 1,Game 2,Game 3,Game 4,Game 5,TestLabels
0,0,0,0,0,0,15640,Aaron Judge,NYY,30,0.303,0.393,0.675,0.736,592450,147,Ross Stripling,0.0,Rogers Centre,2.0,548389,3.16,8.27,7.29,1.1,0.241,0.4,0.25,0.4,0.5,0.4,True
1,1,1,1,1,1,9777,Nolan Arenado,STL,31,0.3,0.369,0.55,0.81,571448,138,Zack Greinke,1.0,Busch Stadium,15.0,425844,4.58,10.04,5.07,1.33,0.28,0.25,0.25,0.5,1.0,0.5,False
2,2,2,2,2,2,9218,Paul Goldschmidt,STL,34,0.329,0.413,0.609,0.768,502671,138,Zack Greinke,1.0,Busch Stadium,15.0,425844,4.58,10.04,5.07,1.33,0.28,0.0,0.25,0.75,0.4,0.25,True
3,3,3,3,3,3,18314,Dansby Swanson,ATL,28,0.292,0.348,0.464,0.7090000000000001,621020,144,Chris Bassitt,0.0,Citi Field,22.0,605135,3.39,7.75,8.93,1.12,0.23,0.667,0.333,0.25,0.667,0.333,False
4,4,4,4,4,4,19556,Yordan Alvarez,HOU,25,0.297,0.403,0.63,0.802,670541,117,Marco Gonzales,1.0,Minute Maid Park,32.0,594835,3.98,9.63,5.21,1.39,0.274,0.0,0.333,0.75,0.25,1.0,True
5,5,5,5,5,5,12916,Francisco Lindor,NYM,28,0.268,0.344,0.462,0.7879999999999999,596019,121,Max Fried,1.0,Citi Field,22.0,608331,2.6,8.07,8.26,1.08,0.237,0.25,0.25,0.5,0.25,0.0,False
6,6,6,6,6,6,18360,Austin Riley,ATL,25,0.298,0.359,0.594,0.7390000000000001,663586,144,Chris Bassitt,0.0,Citi Field,22.0,605135,3.39,7.75,8.93,1.12,0.23,0.5,0.0,0.4,0.25,0.25,True
7,7,7,7,7,7,9874,DJ LeMahieu,NYY,33,0.286,0.388,0.429,0.8809999999999999,518934,147,Ross Stripling,0.0,Rogers Centre,2.0,548389,3.16,8.27,7.29,1.1,0.241,0.25,0.0,0.25,0.2,0.0,True
8,8,8,8,8,9,5417,Jose Altuve,HOU,32,0.286,0.368,0.513,0.851,514888,117,Marco Gonzales,1.0,Minute Maid Park,32.0,594835,3.98,9.63,5.21,1.39,0.274,0.25,0.333,0.2,0.0,0.4,False
9,9,9,9,9,10,12927,Brandon Nimmo,NYM,29,0.271,0.355,0.425,0.83,607043,121,Max Fried,1.0,Citi Field,22.0,608331,2.6,8.07,8.26,1.08,0.237,0.2,0.25,0.333,0.2,0.0,False
10,10,10,10,10,11,14161,Byron Buxton,MIN,28,0.222,0.301,0.549,0.6890000000000001,621439,142,Tyler Wells,0.0,Oriole Park at Camden Yards,30.0,669330,3.9,7.8,6.46,1.11,0.232,0.4,0.0,0.0,0.0,0.4,True
11,11,11,11,11,12,15362,Jeff McNeil,NYM,30,0.306,0.362,0.445,0.852,643446,121,Max Fried,1.0,Citi Field,22.0,608331,2.6,8.07,8.26,1.08,0.237,0.8,0.0,0.667,0.5,0.5,True
12,12,12,12,12,13,15676,Jose Abreu,CHW,35,0.297,0.375,0.464,0.794,547989,145,Patrick Sandoval,1.0,Guaranteed Rate Field,23.0,663776,3.41,9.0,9.66,1.47,0.259,0.25,0.333,0.333,0.25,0.0,True
13,13,13,13,13,14,19352,Sean Murphy,OAK,27,0.245,0.32,0.43,0.775,669221,133,Drew Rasmussen,1.0,Oakland Coliseum,19.0,656876,2.96,8.08,7.39,1.17,0.238,0.0,0.2,0.0,0.0,0.25,False
14,14,14,14,14,15,19251,Pete Alonso,NYM,27,0.278,0.357,0.541,0.777,624413,121,Max Fried,1.0,Citi Field,22.0,608331,2.6,8.07,8.26,1.08,0.237,0.25,0.0,0.25,0.333,0.0,False
15,15,15,15,15,16,22581,Alejandro Kirk,TOR,23,0.305,0.388,0.461,0.86,672386,141,Jordan Montgomery,1.0,Rogers Centre,2.0,656756,0.0,3.6,1.8,0.6,0.125,0.0,0.0,0.0,0.5,1.0,True
16,16,16,16,16,17,19611,Vladimir Guerrero Jr.,TOR,23,0.287,0.359,0.504,0.7829999999999999,665489,141,Jordan Montgomery,1.0,Rogers Centre,2.0,656756,0.0,3.6,1.8,0.6,0.125,0.0,0.0,0.2,0.0,0.0,True
17,17,17,17,17,18,17678,Alex Bregman,HOU,28,0.251,0.356,0.422,0.86,608324,117,Marco Gonzales,1.0,Minute Maid Park,32.0,594835,3.98,9.63,5.21,1.39,0.274,0.0,0.0,0.25,0.0,0.0,True
18,18,18,18,18,19,16505,Matt Chapman,TOR,29,0.242,0.322,0.474,0.735,656305,141,Jordan Montgomery,1.0,Rogers Centre,2.0,656756,0.0,3.6,1.8,0.6,0.125,0.0,0.0,0.4,0.25,0.0,True
19,19,19,19,19,20,18345,Kyle Tucker,HOU,25,0.242,0.332,0.449,0.8059999999999999,663656,117,Marco Gonzales,1.0,Minute Maid Park,32.0,594835,3.98,9.63,5.21,1.39,0.274,0.75,0.5,0.5,1.0,0.25,True
20,20,20,20,20,21,19918,Daulton Varsho,ARI,25,0.239,0.314,0.431,0.7809999999999999,662139,109,Pablo Lopez,0.0,loanDepot park,20.0,641154,3.57,7.79,9.1,1.16,0.232,0.333,0.4,0.2,0.0,0.0,True
21,21,21,21,21,22,17548,Taylor Ward,LAA,28,0.274,0.365,0.465,0.7829999999999999,621493,108,Dylan Cease,0.0,Guaranteed Rate Field,23.0,656302,1.98,6.53,12.18,1.16,0.198,0.5,0.25,0.6,0.25,0.75,True
22,22,22,22,22,23,12552,Eugenio Suarez,SEA,30,0.227,0.329,0.415,0.677,553993,136,Jake Odorizzi,0.0,Minute Maid Park,32.0,543606,3.86,11.57,7.71,1.93,0.316,0.0,0.0,0.0,0.25,0.0,False
23,23,23,23,23,24,17982,Ty France,SEA,27,0.298,0.368,0.463,0.838,664034,136,Jake Odorizzi,0.0,Minute Maid Park,32.0,543606,3.86,11.57,7.71,1.93,0.316,0.25,0.0,0.2,0.333,0.333,True
24,24,24,24,24,25,18568,Luis Arraez,MIN,25,0.329,0.394,0.436,0.932,650333,142,Tyler Wells,0.0,Oriole Park at Camden Yards,30.0,669330,3.9,7.8,6.46,1.11,0.232,0.0,0.5,0.0,0.0,0.5,True
25,25,25,25,25,26,12856,George Springer,TOR,32,0.251,0.331,0.464,0.733,543807,141,Jordan Montgomery,1.0,Rogers Centre,2.0,656756,0.0,3.6,1.8,0.6,0.125,0.0,0.667,0.25,0.0,0.5,True
26,26,26,26,26,27,3473,Anthony Rizzo,NYY,32,0.227,0.347,0.511,0.8,519203,147,Ross Stripling,0.0,Rogers Centre,2.0,548389,3.16,8.27,7.29,1.1,0.241,0.0,0.0,0.2,0.4,0.25,False
27,27,27,27,27,28,19755,Shohei Ohtani,LAA,27,0.256,0.348,0.501,0.741,660271,108,Dylan Cease,0.0,Guaranteed Rate Field,23.0,656302,1.98,6.53,12.18,1.16,0.198,0.0,0.0,0.4,0.6,0.25,False
28,28,28,28,28,29,9241,Starling Marte,NYM,33,0.292,0.344,0.458,0.775,516782,121,Max Fried,1.0,Citi Field,22.0,608331,2.6,8.07,8.26,1.08,0.237,0.25,0.0,0.25,0.0,0.5,True
29,29,29,29,29,30,20043,Luis Robert,CHW,24,0.298,0.334,0.453,0.755,673357,145,Patrick Sandoval,1.0,Guaranteed Rate Field,23.0,663776,3.41,9.0,9.66,1.47,0.259,0.4,0.25,0.0,0.5,0.0,True
30,30,30,30,30,31,16578,Yandy Diaz,TBR,30,0.277,0.392,0.393,0.873,650490,139,Daulton Jefferies,0.0,Oakland Coliseum,19.0,641726,5.72,10.53,6.41,1.37,0.286,0.0,0.5,0.667,0.25,0.0,True
31,31,31,31,31,32,19612,Bo Bichette,TOR,24,0.263,0.304,0.436,0.775,666182,141,Jordan Montgomery,1.0,Rogers Centre,2.0,656756,0.0,3.6,1.8,0.6,0.125,0.25,0.5,0.0,0.25,0.25,True
32,32,32,32,32,34,13419,Christian Walker,ARI,31,0.21,0.31,0.459,0.7709999999999999,572233,109,Pablo Lopez,0.0,loanDepot park,20.0,641154,3.57,7.79,9.1,1.16,0.232,0.25,0.0,0.0,0.25,0.0,False
33,33,33,33,33,35,15172,Tim Anderson,CHW,29,0.301,0.339,0.395,0.795,641313,145,Patrick Sandoval,1.0,Guaranteed Rate Field,23.0,663776,3.41,9.0,9.66,1.47,0.259,0.6,0.5,0.5,0.0,0.667,True
34,34,34,34,34,36,17929,Cedric Mullins II,BAL,27,0.261,0.321,0.39,0.816,656775,110,Chris Paddack,1.0,Oriole Park at Camden Yards,30.0,663978,4.03,10.07,8.06,1.21,0.284,0.4,0.5,0.0,0.0,0.25,True
35,35,35,35,35,37,14344,Matt Olson,ATL,28,0.248,0.338,0.48,0.738,621566,144,Chris Bassitt,0.0,Citi Field,22.0,605135,3.39,7.75,8.93,1.12,0.23,0.25,0.0,0.2,0.0,0.25,False
36,36,36,36,36,38,13152,Jorge Polanco,MIN,28,0.237,0.349,0.407,0.777,593871,142,Tyler Wells,0.0,Oriole Park at Camden Yards,30.0,669330,3.9,7.8,6.46,1.11,0.232,0.4,0.2,0.0,0.5,0.0,True
37,37,37,37,37,39,20126,Dylan Carlson,STL,23,0.241,0.31,0.398,0.772,666185,138,Zack Greinke,1.0,Busch Stadium,15.0,425844,4.58,10.04,5.07,1.33,0.28,0.0,0.0,0.0,0.0,0.667,True
38,38,38,38,38,40,17273,Jorge Mateo,BAL,27,0.218,0.267,0.391,0.6970000000000001,622761,110,Chris Paddack,1.0,Oriole Park at Camden Yards,30.0,663978,4.03,10.07,8.06,1.21,0.284,0.5,0.0,0.25,0.333,0.25,False
39,39,39,39,39,43,14162,Carlos Correa,MIN,27,0.265,0.342,0.431,0.7829999999999999,621043,142,Tyler Wells,0.0,Oriole Park at Camden Yards,30.0,669330,3.9,7.8,6.46,1.11,0.232,0.5,0.6,0.5,0.6,0.0,True
40,40,40,40,40,44,11445,Mark Canha,NYM,33,0.266,0.366,0.37,0.7909999999999999,592192,121,Max Fried,1.0,Citi Field,22.0,608331,2.6,8.07,8.26,1.08,0.237,0.5,0.333,0.5,0.333,0.5,True
41,41,41,41,41,45,12144,Max Kepler,MIN,29,0.233,0.331,0.373,0.813,596146,142,Tyler Wells,0.0,Oriole Park at Camden Yards,30.0,669330,3.9,7.8,6.46,1.11,0.232,0.25,1.0,0.0,0.0,0.667,False
42,42,42,42,42,46,19997,Santiago Espinal,TOR,27,0.263,0.313,0.378,0.8490000000000001,669289,141,Jordan Montgomery,1.0,Rogers Centre,2.0,656756,0.0,3.6,1.8,0.6,0.125,0.333,0.0,0.4,0.25,0.0,False
43,43,43,43,43,47,16997,Gleyber Torres,NYY,25,0.254,0.306,0.45,0.741,650402,147,Ross Stripling,0.0,Rogers Centre,2.0,548389,3.16,8.27,7.29,1.1,0.241,0.0,0.667,0.25,0.0,0.25,True
44,44,44,44,44,48,15491,J.P. Crawford,SEA,27,0.255,0.331,0.354,0.875,641487,136,Jake Odorizzi,0.0,Minute Maid Park,32.0,543606,3.86,11.57,7.71,1.93,0.316,0.667,0.5,0.5,0.25,0.25,True
45,45,45,45,45,49,18171,Seth Brown,OAK,29,0.238,0.295,0.463,0.732,664913,133,Drew Rasmussen,1.0,Oakland Coliseum,19.0,656876,2.96,8.08,7.39,1.17,0.238,0.0,0.25,0.25,0.0,1.0,False
46,46,46,46,46,50,5038,Josh Donaldson,NYY,36,0.228,0.31,0.401,0.705,518626,147,Ross Stripling,0.0,Rogers Centre,2.0,548389,3.16,8.27,7.29,1.1,0.241,0.333,0.333,0.25,0.333,0.25,True
47,47,47,47,47,51,8709,Elvis Andrus,OAK,33,0.24,0.302,0.371,0.81,462101,133,Drew Rasmussen,1.0,Oakland Coliseum,19.0,656876,2.96,8.08,7.39,1.17,0.238,0.0,0.25,0.333,0.25,0.0,False
48,48,48,48,48,52,19363,Austin Hays,BAL,26,0.261,0.318,0.435,0.777,669720,110,Chris Paddack,1.0,Oriole Park at Camden Yards,30.0,663978,4.03,10.07,8.06,1.21,0.284,0.0,0.25,0.667,0.8,0.0,False
49,49,49,49,49,53,5297,Aaron Hicks,NYY,32,0.222,0.348,0.314,0.763,543305,147,Ross Stripling,0.0,Rogers Centre,2.0,548389,3.16,8.27,7.29,1.1,0.241,0.0,1.0,0.333,0.25,0.333,False
50,50,50,50,50,54,15279,Garrett Cooper,MIA,31,0.275,0.348,0.424,0.7959999999999999,643265,146,Zac Gallen,1.0,loanDepot park,20.0,668678,3.12,6.62,8.67,1.02,0.203,0.5,0.0,0.25,0.0,0.5,True
51,51,51,51,51,55,19339,Nicky Lopez,KCR,27,0.248,0.305,0.294,0.838,670032,118,Steven Matz,0.0,Busch Stadium,15.0,571927,5.7,9.91,10.76,1.31,0.269,0.4,0.0,0.0,0.0,0.0,False
52,52,52,52,52,56,19238,Lourdes Gurriel Jr.,TOR,28,0.309,0.361,0.421,0.797,666971,141,Jordan Montgomery,1.0,Rogers Centre,2.0,656756,0.0,3.6,1.8,0.6,0.125,0.333,0.5,0.333,0.25,0.0,True
53,53,53,53,53,57,18373,Ryan Mountcastle,BAL,25,0.258,0.3,0.441,0.722,663624,110,Chris Paddack,1.0,Oriole Park at Camden Yards,30.0,663978,4.03,10.07,8.06,1.21,0.284,0.333,0.25,0.5,0.0,0.2,False
54,54,54,54,54,58,6153,Eduardo Escobar,NYM,33,0.22,0.273,0.39,0.753,500871,121,Max Fried,1.0,Citi Field,22.0,608331,2.6,8.07,8.26,1.08,0.237,0.4,0.0,0.25,0.5,0.0,False
55,55,55,55,55,59,15223,Adam Frazier,SEA,30,0.243,0.306,0.31,0.878,624428,136,Jake Odorizzi,0.0,Minute Maid Park,32.0,543606,3.86,11.57,7.71,1.93,0.316,0.5,0.0,0.2,0.25,0.333,False
56,56,56,56,56,60,19290,Randy Arozarena,TBR,27,0.256,0.317,0.416,0.7240000000000001,668227,139,Daulton Jefferies,0.0,Oakland Coliseum,19.0,641726,5.72,10.53,6.41,1.37,0.286,0.5,0.25,0.0,0.0,0.0,True
57,57,57,57,57,61,7802,Miguel Rojas,MIA,33,0.233,0.282,0.335,0.852,500743,146,Zac Gallen,1.0,loanDepot park,20.0,668678,3.12,6.62,8.67,1.02,0.203,0.0,0.0,0.5,0.0,0.0,True
58,58,58,58,58,64,13590,Jesse Winker,SEA,28,0.229,0.348,0.363,0.815,608385,136,Jake Odorizzi,0.0,Minute Maid Park,32.0,543606,3.86,11.57,7.71,1.93,0.316,0.6,0.5,0.0,0.0,0.25,False
59,59,59,59,59,65,16512,Isiah Kiner-Falefa,NYY,27,0.268,0.312,0.315,0.892,643396,147,Ross Stripling,0.0,Rogers Centre,2.0,548389,3.16,8.27,7.29,1.1,0.241,0.333,0.0,0.5,0.333,0.25,True
60,60,60,60,60,66,22799,Geraldo Perdomo,ARI,22,0.205,0.298,0.286,0.812,672695,109,Pablo Lopez,0.0,loanDepot park,20.0,641154,3.57,7.79,9.1,1.16,0.232,0.0,0.333,0.0,0.333,0.0,True
61,61,61,61,61,67,14894,Tony Kemp,OAK,30,0.212,0.285,0.3,0.8740000000000001,643393,133,Drew Rasmussen,1.0,Oakland Coliseum,19.0,656876,2.96,8.08,7.39,1.17,0.238,0.0,0.25,0.5,0.333,0.0,False
62,62,62,62,62,68,15117,Hunter Dozier,KCR,30,0.245,0.309,0.411,0.733,641531,118,Steven Matz,0.0,Busch Stadium,15.0,571927,5.7,9.91,10.76,1.31,0.269,0.0,0.5,0.0,0.0,0.0,False
63,63,63,63,63,69,11342,Jesus Aguilar,MIA,32,0.241,0.287,0.391,0.745,542583,146,Zac Gallen,1.0,loanDepot park,20.0,668678,3.12,6.62,8.67,1.02,0.203,0.333,0.667,0.0,0.5,0.0,True
64,64,64,64,64,70,19198,Yuli Gurriel,HOU,38,0.238,0.287,0.38,0.86,493329,117,Marco Gonzales,1.0,Minute Maid Park,32.0,594835,3.98,9.63,5.21,1.39,0.274,0.0,0.0,0.6,0.0,0.0,True
65,65,65,65,65,71,18607,Jared Walsh,LAA,28,0.225,0.27,0.392,0.753,665120,108,Dylan Cease,0.0,Guaranteed Rate Field,23.0,656302,1.98,6.53,12.18,1.16,0.198,0.0,0.25,0.333,0.0,0.2,False
66,66,66,66,66,72,5760,Avisail Garcia,MIA,31,0.232,0.269,0.322,0.654,541645,146,Zac Gallen,1.0,loanDepot park,20.0,668678,3.12,6.62,8.67,1.02,0.203,0.2,0.25,0.333,0.25,0.0,False
67,67,67,67,67,73,10324,Marcell Ozuna,ATL,31,0.213,0.264,0.388,0.742,542303,144,Chris Bassitt,0.0,Citi Field,22.0,605135,3.39,7.75,8.93,1.12,0.23,0.25,0.0,0.25,0.5,0.0,False
