,Unnamed: 0,Unnamed: 0.1,Unnamed: 0.1.1,Unnamed: 0.1.1.1,Unnamed: 0.1.1.1.1,Unnamed: 0.1.1.1.1.1,IDfg,Name,Team,Age,AVG,OBP,SLG,Contact% (pi),BatterIDs,TeamIDs,Pitchers,Home,Ballpark,BallparkNumber,PitcherIDs,era,h9,k9,whip,avg,Game 1,Game 2,Game 3,Game 4,Game 5,TestLabels
0,0,0,0,0,0,0,15640,Aaron Judge,NYY,30,0.303,0.393,0.675,0.736,592450,147,Bruce Zimmermann,0,Oriole Park at Camden Yards,30,669145,5.85,11.84,6.12,1.48,0.322,0.333,0.0,0.25,0.5,0.25,False
1,1,1,1,1,1,1,9777,Nolan Arenado,STL,31,0.3,0.369,0.55,0.81,571448,138,Aaron Ashby,0,American Family Field,18,676879,4.32,8.86,10.86,1.46,0.251,0.333,0.667,0.25,0.25,0.25,True
2,2,2,2,2,2,2,9218,Paul Goldschmidt,STL,34,0.329,0.413,0.609,0.768,502671,138,Aaron Ashby,0,American Family Field,18,676879,4.32,8.86,10.86,1.46,0.251,0.0,0.2,0.0,0.0,0.25,False
3,3,3,3,3,3,3,5361,Freddie Freeman,LAD,32,0.323,0.4,0.524,0.8290000000000001,518692,119,Tyler Mahle,1,Dodger Stadium,17,641816,6.0,7.5,7.5,1.0,0.238,0.0,0.0,0.4,0.4,0.5,True
4,4,4,4,4,4,4,13510,Jose Ramirez,CLE,29,0.284,0.355,0.55,0.877,608070,114,Alex Wood,1,Progressive Field,7,622072,4.17,8.73,8.81,1.2,0.254,0.667,0.333,0.75,0.6,0.25,True
5,5,5,5,5,5,5,18314,Dansby Swanson,ATL,28,0.292,0.348,0.464,0.7090000000000001,621020,144,Yu Darvish,0,Petco Park,31,506433,3.28,7.24,8.84,1.0,0.217,0.5,0.0,0.0,0.0,0.333,False
6,6,6,6,6,6,7,12916,Francisco Lindor,NYM,28,0.268,0.344,0.462,0.7879999999999999,596019,121,Humberto Castellanos,1,Citi Field,22,528748,5.68,10.15,6.5,1.4,0.289,0.0,0.667,0.25,0.25,0.25,True
7,7,7,7,7,7,8,18360,Austin Riley,ATL,25,0.298,0.359,0.594,0.7390000000000001,663586,144,Yu Darvish,0,Petco Park,31,506433,3.28,7.24,8.84,1.0,0.217,0.0,0.4,0.0,0.667,0.25,False
8,8,8,8,8,8,9,13611,Mookie Betts,LAD,29,0.276,0.345,0.535,0.867,605141,119,Tyler Mahle,1,Dodger Stadium,17,641816,6.0,7.5,7.5,1.0,0.238,0.0,0.4,0.4,0.0,0.2,False
9,9,9,9,9,9,10,17350,Rafael Devers,BOS,25,0.31,0.367,0.586,0.73,646240,111,Bailey Ober,1,Fenway Park,3,641927,4.01,9.62,7.75,1.28,0.273,0.25,0.5,0.2,0.6,0.5,True
10,10,10,10,10,10,11,16252,Trea Turner,LAD,29,0.306,0.346,0.502,0.76,607208,119,Tyler Mahle,1,Dodger Stadium,17,641816,6.0,7.5,7.5,1.0,0.238,0.75,0.5,0.4,0.333,0.2,False
11,11,11,11,11,11,12,12161,Xander Bogaerts,BOS,29,0.31,0.381,0.452,0.76,593428,111,Bailey Ober,1,Fenway Park,3,641927,4.01,9.62,7.75,1.28,0.273,0.25,0.0,0.25,0.0,0.333,True
12,12,12,12,12,12,13,11739,J.T. Realmuto,PHI,31,0.268,0.339,0.455,0.784,592663,143,Elieser Hernandez,0,loanDepot park,20,622694,6.0,9.33,8.83,1.39,0.26,0.0,1.0,0.25,0.5,0.25,True
13,13,13,13,13,13,14,9874,DJ LeMahieu,NYY,33,0.286,0.388,0.429,0.8809999999999999,518934,147,Bruce Zimmermann,0,Oriole Park at Camden Yards,30,669145,5.85,11.84,6.12,1.48,0.322,0.25,0.25,0.5,0.667,0.0,True
14,14,14,14,14,14,15,19470,Tommy Edman,STL,27,0.258,0.322,0.367,0.821,669242,138,Aaron Ashby,0,American Family Field,18,676879,4.32,8.86,10.86,1.46,0.251,0.25,0.25,0.5,0.5,0.5,True
15,15,15,15,15,15,16,5417,Jose Altuve,HOU,32,0.286,0.368,0.513,0.851,514888,117,Matt Brash,0,T-Mobile Park,27,666374,5.4,8.81,9.95,1.74,0.265,0.2,0.0,0.4,0.0,0.0,True
16,16,16,16,16,16,17,19950,Andres Gimenez,CLE,23,0.302,0.365,0.484,0.743,665926,114,Alex Wood,1,Progressive Field,7,622072,4.17,8.73,8.81,1.2,0.254,0.0,0.0,0.75,0.5,0.0,False
17,17,17,17,17,17,21,19197,Will Smith,LAD,27,0.275,0.361,0.477,0.8290000000000001,669257,119,Tyler Mahle,1,Dodger Stadium,17,641816,6.0,7.5,7.5,1.0,0.238,0.25,0.5,0.2,0.0,0.333,True
18,18,18,18,18,18,22,15362,Jeff McNeil,NYM,30,0.306,0.362,0.445,0.852,643446,121,Humberto Castellanos,1,Citi Field,22,528748,5.68,10.15,6.5,1.4,0.289,0.667,0.4,0.0,0.0,0.333,False
19,19,19,19,19,19,23,15676,Jose Abreu,CHW,35,0.297,0.375,0.464,0.794,547989,145,J.P. Feyereisen,1,Guaranteed Rate Field,23,656420,0.0,2.59,9.25,0.49,0.086,0.25,0.0,0.0,0.0,0.333,True
20,20,20,20,20,20,24,19352,Sean Murphy,OAK,27,0.245,0.32,0.43,0.775,669221,133,Alek Manoah,0,Rogers Centre,2,666201,2.56,7.16,8.15,1.02,0.217,0.5,0.25,0.5,0.667,0.0,True
21,21,21,21,21,21,25,19251,Pete Alonso,NYM,27,0.278,0.357,0.541,0.777,624413,121,Humberto Castellanos,1,Citi Field,22,528748,5.68,10.15,6.5,1.4,0.289,0.0,0.0,0.6,0.333,0.0,True
22,22,22,22,22,22,26,11609,Willson Contreras,CHC,30,0.253,0.364,0.463,0.711,575929,112,Austin Gomber,0,Coors Field,1,596295,5.64,9.99,6.93,1.41,0.283,0.0,0.6,0.5,0.333,0.333,True
23,23,23,23,23,23,27,21479,Nico Hoerner,CHC,25,0.297,0.34,0.411,0.857,663538,112,Austin Gomber,0,Coors Field,1,596295,5.64,9.99,6.93,1.41,0.283,0.25,0.0,0.333,0.333,0.25,True
24,24,24,24,24,24,28,19955,Gavin Lux,LAD,24,0.297,0.37,0.425,0.8190000000000001,666158,119,Tyler Mahle,1,Dodger Stadium,17,641816,6.0,7.5,7.5,1.0,0.238,0.0,0.667,0.0,0.2,0.5,False
25,25,25,25,25,25,29,17678,Alex Bregman,HOU,28,0.251,0.356,0.422,0.86,608324,117,Matt Brash,0,T-Mobile Park,27,666374,5.4,8.81,9.95,1.74,0.265,0.0,0.0,0.0,0.25,0.4,False
26,26,26,26,26,26,30,18345,Kyle Tucker,HOU,25,0.242,0.332,0.449,0.8059999999999999,663656,117,Matt Brash,0,T-Mobile Park,27,666374,5.4,8.81,9.95,1.74,0.265,0.25,0.0,0.0,0.0,0.0,False
27,27,27,27,27,27,31,15986,Willy Adames,MIL,26,0.224,0.289,0.463,0.726,642715,158,Dakota Hudson,1,American Family Field,18,641712,4.2,8.57,4.8,1.39,0.262,0.25,0.0,0.0,0.0,0.5,False
28,28,28,28,28,28,32,19918,Daulton Varsho,ARI,25,0.239,0.314,0.431,0.7809999999999999,662139,109,David Peterson,0,Citi Field,22,656849,3.3,7.18,10.37,1.28,0.22,0.25,0.25,0.5,0.333,0.0,True
29,29,29,29,29,29,33,17548,Taylor Ward,LAA,28,0.274,0.365,0.465,0.7829999999999999,621493,108,Martin Perez,0,Globe Life Field,14,527048,2.85,7.94,7.81,1.18,0.235,0.667,0.0,0.0,0.0,0.0,True
30,30,30,30,30,30,35,16472,Rhys Hoskins,PHI,29,0.253,0.344,0.496,0.7609999999999999,656555,143,Elieser Hernandez,0,loanDepot park,20,622694,6.0,9.33,8.83,1.39,0.26,0.333,0.667,0.0,0.0,0.0,False
31,31,31,31,31,31,36,17919,Ian Happ,CHC,27,0.276,0.356,0.432,0.7490000000000001,664023,112,Austin Gomber,0,Coors Field,1,596295,5.64,9.99,6.93,1.41,0.283,0.0,0.25,0.25,0.0,0.667,False
32,32,32,32,32,32,37,12552,Eugenio Suarez,SEA,30,0.227,0.329,0.415,0.677,553993,136,Jose Urquidy,1,T-Mobile Park,27,664353,3.85,8.52,7.09,1.16,0.245,0.0,0.25,0.0,0.333,0.5,True
33,33,33,33,33,33,38,17982,Ty France,SEA,27,0.298,0.368,0.463,0.838,664034,136,Jose Urquidy,1,T-Mobile Park,27,664353,3.85,8.52,7.09,1.16,0.245,0.5,0.25,0.0,0.25,0.333,True
34,34,34,34,34,34,39,18568,Luis Arraez,MIN,25,0.329,0.394,0.436,0.932,650333,142,Michael Wacha,0,Fenway Park,3,608379,2.69,7.17,6.4,1.11,0.215,0.333,0.5,0.0,0.0,0.75,False
35,35,35,35,35,35,40,19287,Adolis Garcia,TEX,29,0.248,0.298,0.456,0.677,666969,140,Jose Suarez,1,Globe Life Field,14,660761,4.04,8.52,8.81,1.38,0.244,0.0,0.0,0.333,0.0,0.667,True
36,36,36,36,36,36,41,3473,Anthony Rizzo,NYY,32,0.227,0.347,0.511,0.8,519203,147,Bruce Zimmermann,0,Oriole Park at Camden Yards,30,669145,5.85,11.84,6.12,1.48,0.322,0.25,0.0,0.0,0.5,0.25,False
37,37,37,37,37,37,42,19755,Shohei Ohtani,LAA,27,0.256,0.348,0.501,0.741,660271,108,Martin Perez,0,Globe Life Field,14,527048,2.85,7.94,7.81,1.18,0.235,0.4,0.4,0.25,0.25,0.25,True
38,38,38,38,38,38,43,9241,Starling Marte,NYM,33,0.292,0.344,0.458,0.775,516782,121,Humberto Castellanos,1,Citi Field,22,528748,5.68,10.15,6.5,1.4,0.289,0.333,0.6,0.4,0.0,0.25,False
39,39,39,39,39,39,44,20043,Luis Robert,CHW,24,0.298,0.334,0.453,0.755,673357,145,J.P. Feyereisen,1,Guaranteed Rate Field,23,656420,0.0,2.59,9.25,0.49,0.086,0.0,0.0,0.0,0.25,0.333,False
40,40,40,40,40,40,45,16578,Yandy Diaz,TBR,30,0.277,0.392,0.393,0.873,650490,139,Vince Velasquez,0,Guaranteed Rate Field,23,592826,5.21,8.87,8.1,1.33,0.249,0.0,0.25,0.0,0.75,0.0,True
41,41,41,41,41,41,46,15518,Amed Rosario,CLE,26,0.29,0.324,0.417,0.8240000000000001,642708,114,Alex Wood,1,Progressive Field,7,622072,4.17,8.73,8.81,1.2,0.254,0.0,0.0,0.2,0.2,0.4,False
42,42,42,42,42,42,47,15112,Ryan McMahon,COL,27,0.242,0.339,0.397,0.752,641857,115,Drew Smyly,1,Coors Field,1,592767,3.97,9.59,7.13,1.29,0.266,0.25,0.5,0.0,0.0,0.0,True
