,Unnamed: 0,Unnamed: 0.1,Unnamed: 0.1.1,Unnamed: 0.1.1.1,Unnamed: 0.1.1.1.1,Unnamed: 0.1.1.1.1.1,IDfg,Name,Team,Age,AVG,OBP,SLG,Contact% (pi),BatterIDs,TeamIDs,Pitchers,Home,Ballpark,BallparkNumber,PitcherIDs,era,h9,k9,whip,avg,Game 1,Game 2,Game 3,Game 4,Game 5,TestLabels
0,0,0,0,0,0,0,15640,Aaron Judge,NYY,30,0.303,0.393,0.675,0.736,592450,147,Eduardo Rodriguez,0,Comerica Park,25,593958,4.38,8.08,7.85,1.33,0.233,0.2,0.0,0.333,0.0,0.25,True
1,1,1,1,1,1,1,9777,Nolan Arenado,STL,31,0.3,0.369,0.55,0.81,571448,138,Sandy Alcantara,0,loanDepot park,20,645261,1.88,6.14,8.01,0.93,0.195,0.0,0.5,0.333,0.667,0.25,True
2,2,2,2,2,2,2,9218,Paul Goldschmidt,STL,34,0.329,0.413,0.609,0.768,502671,138,Sandy Alcantara,0,loanDepot park,20,645261,1.88,6.14,8.01,0.93,0.195,0.4,0.0,0.0,0.2,0.0,False
3,3,3,3,3,3,3,5361,Freddie Freeman,LAD,32,0.323,0.4,0.524,0.8290000000000001,518692,119,Charlie Morton,1,Dodger Stadium,17,450203,4.26,7.63,10.35,1.21,0.23,0.0,0.333,0.8,0.0,0.0,True
4,4,4,4,4,4,4,13510,Jose Ramirez,CLE,29,0.284,0.355,0.55,0.877,608070,114,Dallas Keuchel,1,Progressive Field,7,572971,9.64,13.02,8.68,1.82,0.329,0.25,0.667,0.333,0.75,0.6,True
5,5,5,5,5,5,5,18314,Dansby Swanson,ATL,28,0.292,0.348,0.464,0.7090000000000001,621020,144,Tony Gonsolin,0,Dodger Stadium,17,664062,2.3,5.66,8.37,0.89,0.178,0.25,0.0,0.0,0.5,0.0,False
6,6,6,6,6,6,6,19556,Yordan Alvarez,HOU,25,0.297,0.403,0.63,0.802,670541,117,Shohei Ohtani,1,Minute Maid Park,32,660271,2.68,7.22,12.73,1.05,0.214,0.0,0.6,0.0,0.0,0.25,False
7,7,7,7,7,7,7,11493,Manny Machado,SDP,29,0.29,0.362,0.509,0.7759999999999999,592518,135,Vladimir Gutierrez,1,Petco Park,31,661269,7.61,11.29,7.12,1.91,0.313,0.5,0.75,0.0,0.0,0.75,False
8,8,8,8,8,8,8,12916,Francisco Lindor,NYM,28,0.268,0.344,0.462,0.7879999999999999,596019,121,Carlos Rodon,1,Citi Field,22,607074,2.95,6.87,11.29,1.07,0.209,0.5,0.4,0.333,0.0,0.667,False
9,9,9,9,9,9,10,13611,Mookie Betts,LAD,29,0.276,0.345,0.535,0.867,605141,119,Charlie Morton,1,Dodger Stadium,17,450203,4.26,7.63,10.35,1.21,0.23,0.0,0.0,0.0,0.0,0.4,True
