,Unnamed: 0,Unnamed: 0.1,IDfg,Name,Team,Age,AVG,OBP,SLG,Contact% (pi),BatterIDs,TeamIDs,Pitchers,Home,Ballpark,BallparkNumber,PitcherIDs,era,h9,k9,whip,avg,Game 1,Game 2,Game 3,Game 4,Game 5,TestLabels
0,0,0,15640,Aaron Judge,NYY,30,0.303,0.393,0.675,0.736,592450,147,Frankie Montas,1,Yankee Stadium,6,593423,18.0,15.0,6.0,2.67,0.385,0.25,0.25,0.0,0.0,0.4,False
1,1,1,9777,Nolan Arenado,STL,31,0.3,0.369,0.55,0.81,571448,138,Braxton Garrett,1,Busch Stadium,15,666129,4.02,8.76,9.91,1.2,0.25,0.0,0.2,0.75,0.0,0.5,True
2,2,2,9218,Paul Goldschmidt,STL,34,0.329,0.413,0.609,0.768,502671,138,Braxton Garrett,1,Busch Stadium,15,666129,4.02,8.76,9.91,1.2,0.25,1.0,0.25,0.5,0.0,0.5,True
3,3,3,5361,Freddie Freeman,LAD,32,0.323,0.4,0.524,0.8290000000000001,518692,119,Kyle Freeland,0,Coors Field,1,607536,4.56,9.5,6.66,1.36,0.272,0.25,0.4,0.25,0.333,0.4,True
4,4,4,13510,Jose Ramirez,CLE,29,0.284,0.355,0.55,0.877,608070,114,Devin Smeltzer,1,Progressive Field,7,656970,4.02,8.47,5.31,1.21,0.25,0.0,0.75,0.0,0.2,0.25,True
5,5,5,18314,Dansby Swanson,ATL,28,0.292,0.348,0.464,0.7090000000000001,621020,144,Zack Wheeler,0,Citizens Bank Park,16,554430,2.63,7.25,9.73,1.03,0.218,0.167,0.5,0.5,0.75,0.25,False
6,6,8,12916,Francisco Lindor,NYM,28,0.268,0.344,0.462,0.7879999999999999,596019,121,Framber Valdez,1,Citi Field,22,664285,2.87,7.13,8.0,1.15,0.217,0.0,0.4,0.5,0.5,0.0,False
7,7,9,18360,Austin Riley,ATL,25,0.298,0.359,0.594,0.7390000000000001,663586,144,Zack Wheeler,0,Citizens Bank Park,16,554430,2.63,7.25,9.73,1.03,0.218,0.0,0.5,0.0,0.0,0.25,True
8,8,11,17350,Rafael Devers,BOS,25,0.31,0.367,0.586,0.73,646240,111,Ross Stripling,0,Rogers Centre,2,548389,3.16,8.27,7.29,1.1,0.241,0.25,0.6,0.25,0.5,0.25,True
9,9,12,16252,Trea Turner,LAD,29,0.306,0.346,0.502,0.76,607208,119,Kyle Freeland,0,Coors Field,1,607536,4.56,9.5,6.66,1.36,0.272,0.0,0.167,0.5,0.6,0.6,True
10,10,13,12161,Xander Bogaerts,BOS,29,0.31,0.381,0.452,0.76,593428,111,Ross Stripling,0,Rogers Centre,2,548389,3.16,8.27,7.29,1.1,0.241,0.333,0.0,0.25,0.333,0.5,True
11,11,14,11739,J.T. Realmuto,PHI,31,0.268,0.339,0.455,0.784,592663,143,Charlie Morton,1,Citizens Bank Park,16,450203,4.26,7.63,10.35,1.21,0.23,0.333,0.0,0.25,0.0,0.5,True
12,12,16,19470,Tommy Edman,STL,27,0.258,0.322,0.367,0.821,669242,138,Braxton Garrett,1,Busch Stadium,15,666129,4.02,8.76,9.91,1.2,0.25,0.25,0.0,0.2,0.25,0.0,True
13,13,17,5417,Jose Altuve,HOU,32,0.286,0.368,0.513,0.851,514888,117,Carlos Carrasco,0,Citi Field,22,471911,3.76,9.19,8.9,1.28,0.266,0.333,0.333,0.0,0.75,0.0,False
14,14,18,19950,Andres Gimenez,CLE,23,0.302,0.365,0.484,0.743,665926,114,Devin Smeltzer,1,Progressive Field,7,656970,4.02,8.47,5.31,1.21,0.25,0.333,0.667,0.25,0.75,0.333,False
15,15,19,12927,Brandon Nimmo,NYM,29,0.271,0.355,0.425,0.83,607043,121,Framber Valdez,1,Citi Field,22,664285,2.87,7.13,8.0,1.15,0.217,0.5,0.6,0.25,0.333,0.2,True
16,16,20,14161,Byron Buxton,MIN,28,0.222,0.301,0.549,0.6890000000000001,621439,142,Zach Plesac,0,Progressive Field,7,668676,4.49,9.39,6.9,1.35,0.262,0.0,1.0,0.2,0.0,0.0,True
