,Unnamed: 0,Unnamed: 0.1,Unnamed: 0.1.1,IDfg,Name,Team,Age,AVG,OBP,SLG,Contact% (pi),BatterIDs,TeamIDs,Pitchers,Home,Ballpark,BallparkNumber,PitcherIDs,era,h9,k9,whip,avg,Game 1,Game 2,Game 3,Game 4,Game 5,TestLabels
58,58,58,71,7859,Charlie Blackmon,COL,35,0.263,0.314,0.446,0.816,453568,115,Pablo Lopez,1.0,Coors Field,1.0,641154,3.57,7.79,9.1,1.16,0.232,0.333,0.6,0.4,0.25,0.333,True
59,59,59,72,16572,Connor Joe,COL,29,0.246,0.347,0.363,0.809,656582,115,Pablo Lopez,1.0,Coors Field,1.0,641154,3.57,7.79,9.1,1.16,0.232,0.0,0.2,0.25,0.2,0.25,True
60,60,60,73,22799,Geraldo Perdomo,ARI,22,0.205,0.298,0.286,0.812,672695,109,Spencer Strider,1.0,Chase Field,13.0,675911,3.11,6.02,13.85,1.05,0.185,0.25,0.333,0.0,0.25,0.333,True
61,61,61,74,10243,Randal Grichuk,COL,30,0.27,0.312,0.435,0.768,545341,115,Pablo Lopez,1.0,Coors Field,1.0,641154,3.57,7.79,9.1,1.16,0.232,0.25,0.5,0.0,0.5,0.333,False
62,62,62,76,15117,Hunter Dozier,KCR,30,0.245,0.309,0.411,0.733,641531,118,Zach Plesac,0.0,Progressive Field,7.0,668676,4.49,9.39,6.9,1.35,0.262,0.5,0.6,0.25,0.25,0.0,False
63,63,63,78,10556,Cesar Hernandez,WSN,32,0.238,0.302,0.303,0.8109999999999999,514917,120,David Peterson,0.0,Citi Field,22.0,656849,3.3,7.18,10.37,1.28,0.22,0.667,0.25,0.4,0.5,0.25,True
64,64,64,79,19198,Yuli Gurriel,HOU,38,0.238,0.287,0.38,0.86,493329,117,Paul Blackburn,0.0,Oakland Coliseum,19.0,621112,4.28,8.89,7.19,1.26,0.255,0.0,0.0,0.5,0.5,0.0,False
65,65,65,80,5760,Avisail Garcia,MIA,31,0.232,0.269,0.322,0.654,541645,146,Ryan Feltner,0.0,Coors Field,1.0,663372,6.02,10.1,7.96,1.42,0.28,0.25,0.0,0.0,0.25,0.25,False
66,66,66,81,11200,Kole Calhoun,TEX,34,0.211,0.269,0.363,0.654,594777,140,Drew Rasmussen,1.0,Globe Life Field,14.0,656876,2.96,8.08,7.39,1.17,0.238,0.0,0.5,0.333,0.5,0.75,True
67,67,67,82,2434,Nelson Cruz,WSN,41,0.233,0.318,0.342,0.7020000000000001,443558,120,David Peterson,0.0,Citi Field,22.0,656849,3.3,7.18,10.37,1.28,0.22,0.25,0.333,0.5,0.333,0.667,False
68,68,68,83,12179,Maikel Franco,WSN,29,0.229,0.256,0.338,0.742,596748,120,David Peterson,0.0,Citi Field,22.0,656849,3.3,7.18,10.37,1.28,0.22,0.0,0.25,0.4,0.0,0.333,True
69,69,69,85,11737,Nick Castellanos,PHI,30,0.257,0.305,0.381,0.6970000000000001,592206,143,Logan Webb,1.0,Citizens Bank Park,16.0,657277,3.17,7.99,7.29,1.15,0.237,0.25,0.5,0.4,0.25,0.0,True
70,70,70,86,10324,Marcell Ozuna,ATL,31,0.213,0.264,0.388,0.742,542303,144,Zac Gallen,0.0,Chase Field,13.0,668678,3.12,6.62,8.67,1.02,0.203,0.5,0.0,0.0,0.2,0.25,True
