,Unnamed: 0,Unnamed: 0.1,Unnamed: 0.1.1,Unnamed: 0.1.1.1,Unnamed: 0.1.1.1.1,Unnamed: 0.1.1.1.1.1,IDfg,Name,Team,Age,AVG,OBP,SLG,Contact% (pi),BatterIDs,TeamIDs,Pitchers,Home,Ballpark,BallparkNumber,PitcherIDs,era,h9,k9,whip,avg,Game 1,Game 2,Game 3,Game 4,Game 5,TestLabels
0,0,0,0,0,0,0,15640,Aaron Judge,NYY,30,0.303,0.393,0.675,0.736,592450,147,Eli Morgan,1,Yankee Stadium,6,669212,4.05,6.36,10.8,0.88,0.194,0.333,0.25,0.2,0.0,0.333,True
1,1,1,1,1,1,1,5361,Freddie Freeman,LAD,32,0.323,0.4,0.524,0.8290000000000001,518692,119,Nick Martinez,0,Petco Park,31,607259,3.35,8.53,8.1,1.32,0.248,0.75,0.0,0.333,0.8,0.0,True
2,2,2,2,2,2,2,13510,Jose Ramirez,CLE,29,0.284,0.355,0.55,0.877,608070,114,Jameson Taillon,0,Yankee Stadium,6,592791,3.95,8.5,7.76,1.14,0.246,0.4,0.333,0.25,0.25,0.667,False
3,3,3,3,3,3,3,18314,Dansby Swanson,ATL,28,0.292,0.348,0.464,0.7090000000000001,621020,144,Trevor Rogers,1,Truist Park,12,669432,5.85,10.16,8.52,1.6,0.283,0.0,0.25,0.0,0.0,0.5,True
4,4,4,4,4,4,4,19556,Yordan Alvarez,HOU,25,0.297,0.403,0.63,0.802,670541,117,Ross Stripling,1,Minute Maid Park,32,548389,3.16,8.27,7.29,1.1,0.241,0.0,0.0,0.6,0.0,0.0,False
5,5,5,5,5,5,5,11493,Manny Machado,SDP,29,0.29,0.362,0.509,0.7759999999999999,592518,135,Julio Urias,1,Petco Park,31,628711,2.49,6.97,8.58,0.97,0.21,0.0,0.5,0.75,0.0,0.0,True
6,6,6,6,6,6,6,12916,Francisco Lindor,NYM,28,0.268,0.344,0.462,0.7879999999999999,596019,121,Zac Gallen,0,Chase Field,13,668678,3.12,6.62,8.67,1.02,0.203,0.6,0.0,0.5,0.4,0.333,True
7,7,7,7,7,7,7,18360,Austin Riley,ATL,25,0.298,0.359,0.594,0.7390000000000001,663586,144,Trevor Rogers,1,Truist Park,12,669432,5.85,10.16,8.52,1.6,0.283,0.5,0.5,0.0,0.0,0.4,False
8,8,8,8,8,8,8,13611,Mookie Betts,LAD,29,0.276,0.345,0.535,0.867,605141,119,Nick Martinez,0,Petco Park,31,607259,3.35,8.53,8.1,1.32,0.248,0.25,0.0,0.0,0.0,0.0,True
9,9,9,9,9,9,9,17350,Rafael Devers,BOS,25,0.31,0.367,0.586,0.73,646240,111,Corey Kluber,0,Tropicana Field,21,446372,4.05,9.08,8.03,1.15,0.26,0.0,0.2,0.0,0.2,0.5,True
10,10,10,10,10,10,10,16252,Trea Turner,LAD,29,0.306,0.346,0.502,0.76,607208,119,Nick Martinez,0,Petco Park,31,607259,3.35,8.53,8.1,1.32,0.248,0.0,0.333,0.25,0.0,0.75,True
11,11,11,11,11,11,11,12161,Xander Bogaerts,BOS,29,0.31,0.381,0.452,0.76,593428,111,Corey Kluber,0,Tropicana Field,21,446372,4.05,9.08,8.03,1.15,0.26,0.75,0.5,0.0,0.6,0.75,True
12,12,12,12,12,12,12,11739,J.T. Realmuto,PHI,31,0.268,0.339,0.455,0.784,592663,143,Freddy Peralta,1,Citizens Bank Park,16,642547,4.37,7.42,10.84,1.14,0.219,0.0,0.75,0.25,0.25,0.0,True
13,13,13,13,13,13,13,9874,DJ LeMahieu,NYY,33,0.286,0.388,0.429,0.8809999999999999,518934,147,Eli Morgan,1,Yankee Stadium,6,669212,4.05,6.36,10.8,0.88,0.194,0.25,0.25,0.25,0.667,0.25,True
14,14,14,14,14,14,15,19950,Andres Gimenez,CLE,23,0.302,0.365,0.484,0.743,665926,114,Jameson Taillon,0,Yankee Stadium,6,592791,3.95,8.5,7.76,1.14,0.246,0.5,0.333,0.0,0.0,0.0,True
15,15,15,15,15,15,16,12927,Brandon Nimmo,NYM,29,0.271,0.355,0.425,0.83,607043,121,Zac Gallen,0,Chase Field,13,668678,3.12,6.62,8.67,1.02,0.203,0.25,0.5,0.0,0.333,0.333,True
16,16,16,16,16,16,18,19197,Will Smith,LAD,27,0.275,0.361,0.477,0.8290000000000001,669257,119,Nick Martinez,0,Petco Park,31,607259,3.35,8.53,8.1,1.32,0.248,0.0,0.0,0.25,0.333,0.25,False
17,17,17,17,17,17,19,15362,Jeff McNeil,NYM,30,0.306,0.362,0.445,0.852,643446,121,Zac Gallen,0,Chase Field,13,668678,3.12,6.62,8.67,1.02,0.203,0.2,0.2,0.0,0.0,0.667,True
18,18,18,18,18,18,20,15676,Jose Abreu,CHW,35,0.297,0.375,0.464,0.794,547989,145,Bailey Ober,0,Target Field,26,641927,4.01,9.62,7.75,1.28,0.273,0.25,0.25,0.333,0.25,0.0,False
19,19,19,19,19,19,21,19352,Sean Murphy,OAK,27,0.245,0.32,0.43,0.775,669221,133,Glenn Otto,1,Oakland Coliseum,19,657248,5.31,8.19,7.38,1.41,0.247,0.75,0.0,0.0,0.25,0.333,True
20,20,20,20,20,20,22,18036,Jake Cronenworth,SDP,28,0.237,0.34,0.388,0.846,630105,135,Julio Urias,1,Petco Park,31,628711,2.49,6.97,8.58,0.97,0.21,0.0,0.0,0.0,0.0,0.0,False
21,21,21,21,21,21,23,19251,Pete Alonso,NYM,27,0.278,0.357,0.541,0.777,624413,121,Zac Gallen,0,Chase Field,13,668678,3.12,6.62,8.67,1.02,0.203,0.5,0.75,0.333,0.0,0.25,True
22,22,22,22,22,22,24,22581,Alejandro Kirk,TOR,23,0.305,0.388,0.461,0.86,672386,141,Justin Verlander,0,Minute Maid Park,32,434378,1.73,6.09,8.79,0.85,0.188,0.667,0.5,0.0,0.333,0.0,False
23,23,23,23,23,23,25,11609,Willson Contreras,CHC,30,0.253,0.364,0.463,0.711,575929,112,Jose Quintana,1,Wrigley Field,24,500779,1.5,1.5,10.5,0.5,0.056,0.333,0.0,0.0,0.2,0.0,False
24,24,24,24,24,24,26,21479,Nico Hoerner,CHC,25,0.297,0.34,0.411,0.857,663538,112,Jose Quintana,1,Wrigley Field,24,500779,1.5,1.5,10.5,0.5,0.056,0.333,0.0,0.25,0.0,0.5,True
25,25,25,25,25,25,27,19611,Vladimir Guerrero Jr.,TOR,23,0.287,0.359,0.504,0.7829999999999999,665489,141,Justin Verlander,0,Minute Maid Park,32,434378,1.73,6.09,8.79,0.85,0.188,0.333,0.0,0.667,0.0,0.0,True
26,26,26,26,26,26,28,19955,Gavin Lux,LAD,24,0.297,0.37,0.425,0.8190000000000001,666158,119,Nick Martinez,0,Petco Park,31,607259,3.35,8.53,8.1,1.32,0.248,0.0,0.0,0.0,0.667,0.0,False
27,27,27,27,27,27,29,17678,Alex Bregman,HOU,28,0.251,0.356,0.422,0.86,608324,117,Ross Stripling,1,Minute Maid Park,32,548389,3.16,8.27,7.29,1.1,0.241,0.0,0.25,0.5,0.0,0.0,True
28,28,28,28,28,28,30,16505,Matt Chapman,TOR,29,0.242,0.322,0.474,0.735,656305,141,Justin Verlander,0,Minute Maid Park,32,434378,1.73,6.09,8.79,0.85,0.188,0.75,0.2,0.25,0.25,0.5,True
29,29,29,29,29,29,31,18345,Kyle Tucker,HOU,25,0.242,0.332,0.449,0.8059999999999999,663656,117,Ross Stripling,1,Minute Maid Park,32,548389,3.16,8.27,7.29,1.1,0.241,0.0,0.0,0.0,0.0,0.25,False
30,30,30,30,30,30,32,10815,Jurickson Profar,SDP,29,0.252,0.344,0.416,0.831,595777,135,Julio Urias,1,Petco Park,31,628711,2.49,6.97,8.58,0.97,0.21,0.5,0.333,0.0,0.0,0.333,False
31,31,31,31,31,31,33,15986,Willy Adames,MIL,26,0.224,0.289,0.463,0.726,642715,158,Ranger Suarez,0,Citizens Bank Park,16,624133,3.68,8.97,7.62,1.37,0.258,0.0,0.0,0.333,0.0,0.25,True
32,32,32,32,32,32,34,19918,Daulton Varsho,ARI,25,0.239,0.314,0.431,0.7809999999999999,662139,109,David Peterson,1,Chase Field,13,656849,3.3,7.18,10.37,1.28,0.22,0.0,0.333,0.25,0.0,0.333,True
33,33,33,33,33,33,35,17548,Taylor Ward,LAA,28,0.274,0.365,0.465,0.7829999999999999,621493,108,Bruce Zimmermann,1,Angel Stadium,4,669145,5.85,11.84,6.12,1.48,0.322,0.25,0.4,0.0,0.333,0.667,True
34,34,34,34,34,34,36,18577,Ke'Bryan Hayes,PIT,25,0.248,0.32,0.358,0.818,663647,134,Drew Smyly,0,Wrigley Field,24,592767,3.97,9.59,7.13,1.29,0.266,0.5,0.25,0.0,0.2,0.5,True
35,35,35,35,35,35,37,16472,Rhys Hoskins,PHI,29,0.253,0.344,0.496,0.7609999999999999,656555,143,Freddy Peralta,1,Citizens Bank Park,16,642547,4.37,7.42,10.84,1.14,0.219,0.0,0.25,0.0,0.0,0.333,False
36,36,36,36,36,36,38,17919,Ian Happ,CHC,27,0.276,0.356,0.432,0.7490000000000001,664023,112,Jose Quintana,1,Wrigley Field,24,500779,1.5,1.5,10.5,0.5,0.056,0.0,0.333,0.25,0.333,0.0,False
37,37,37,37,37,37,39,12552,Eugenio Suarez,SEA,30,0.227,0.329,0.415,0.677,553993,136,Brad Keller,1,T-Mobile Park,27,641745,4.45,8.97,6.03,1.37,0.259,0.333,0.0,0.25,0.25,0.0,True
38,38,38,38,38,38,40,17982,Ty France,SEA,27,0.298,0.368,0.463,0.838,664034,136,Brad Keller,1,T-Mobile Park,27,641745,4.45,8.97,6.03,1.37,0.259,0.75,0.5,0.0,0.5,0.5,False
39,39,39,39,39,39,43,27506,Ha-seong Kim,SDP,26,0.248,0.326,0.37,0.83,673490,135,Julio Urias,1,Petco Park,31,628711,2.49,6.97,8.58,0.97,0.21,0.25,0.0,0.25,0.333,0.0,False
