,Unnamed: 0,Unnamed: 0.1,IDfg,Name,Team,Age,AVG,OBP,SLG,Contact% (pi),BatterIDs,TeamIDs,Pitchers,Home,Ballpark,BallparkNumber,PitcherIDs,era,h9,k9,whip,avg,Game 1,Game 2,Game 3,Game 4,Game 5,TestLabels
0,0,0,15640,Aaron Judge,NYY,30,0.303,0.393,0.675,0.736,592450,147,Mike Minor,1,Yankee Stadium,6,501985,6.24,10.02,7.84,1.56,0.276,0.0,0.2,0.4,0.0,0.75,False
1,1,1,9777,Nolan Arenado,STL,31,0.3,0.369,0.55,0.81,571448,138,Tony Gonsolin,1,Busch Stadium,15,664062,2.3,5.66,8.37,0.89,0.178,0.333,0.5,0.0,0.5,0.0,True
2,2,3,5361,Freddie Freeman,LAD,32,0.323,0.4,0.524,0.8290000000000001,518692,119,Adam Wainwright,0,Busch Stadium,15,425794,3.42,8.64,7.24,1.24,0.253,0.8,0.8,0.25,0.25,0.0,True
3,3,4,13510,Jose Ramirez,CLE,29,0.284,0.355,0.55,0.877,608070,114,Lucas Giolito,1,Progressive Field,7,608337,4.91,9.99,10.16,1.5,0.283,0.333,0.4,0.0,0.25,0.75,False
4,4,5,18314,Dansby Swanson,ATL,28,0.292,0.348,0.464,0.7090000000000001,621020,144,Chris Bassitt,1,Truist Park,12,605135,3.39,7.75,8.93,1.12,0.23,0.0,0.0,0.5,0.0,0.6,False
5,5,7,11493,Manny Machado,SDP,29,0.29,0.362,0.509,0.7759999999999999,592518,135,Chad Kuhl,0,Coors Field,1,641771,5.16,9.7,6.64,1.52,0.273,0.0,0.4,0.0,0.0,0.333,True
6,6,8,12916,Francisco Lindor,NYM,28,0.268,0.344,0.462,0.7879999999999999,596019,121,Charlie Morton,0,Truist Park,12,450203,4.26,7.63,10.35,1.21,0.23,0.25,0.6,0.2,0.25,0.2,True
7,7,9,18360,Austin Riley,ATL,25,0.298,0.359,0.594,0.7390000000000001,663586,144,Chris Bassitt,1,Truist Park,12,605135,3.39,7.75,8.93,1.12,0.23,0.25,0.25,0.5,0.667,0.2,True
8,8,10,13611,Mookie Betts,LAD,29,0.276,0.345,0.535,0.867,605141,119,Adam Wainwright,0,Busch Stadium,15,425794,3.42,8.64,7.24,1.24,0.253,0.25,0.0,0.5,0.0,0.667,True
9,9,11,17350,Rafael Devers,BOS,25,0.31,0.367,0.586,0.73,646240,111,Shane McClanahan,0,Tropicana Field,21,663556,2.24,5.89,11.29,0.83,0.184,0.25,0.0,0.667,0.5,0.333,True
10,10,12,16252,Trea Turner,LAD,29,0.306,0.346,0.502,0.76,607208,119,Adam Wainwright,0,Busch Stadium,15,425794,3.42,8.64,7.24,1.24,0.253,0.5,0.4,0.25,0.0,0.25,True
11,11,13,12161,Xander Bogaerts,BOS,29,0.31,0.381,0.452,0.76,593428,111,Shane McClanahan,0,Tropicana Field,21,663556,2.24,5.89,11.29,0.83,0.184,0.0,0.667,0.5,0.5,0.0,True
12,12,15,9874,DJ LeMahieu,NYY,33,0.286,0.388,0.429,0.8809999999999999,518934,147,Mike Minor,1,Yankee Stadium,6,501985,6.24,10.02,7.84,1.56,0.276,0.333,0.4,0.0,0.4,0.0,True
13,13,16,19470,Tommy Edman,STL,27,0.258,0.322,0.367,0.821,669242,138,Tony Gonsolin,1,Busch Stadium,15,664062,2.3,5.66,8.37,0.89,0.178,0.4,0.0,0.25,0.0,0.0,True
14,14,17,5417,Jose Altuve,HOU,32,0.286,0.368,0.513,0.851,514888,117,Shohei Ohtani,0,Angel Stadium,4,660271,2.68,7.22,12.73,1.05,0.214,0.333,0.25,0.333,0.25,0.5,False
