,Unnamed: 0,Unnamed: 0.1,Unnamed: 0.1.1,IDfg,Name,Team,Age,AVG,OBP,SLG,Contact% (pi),BatterIDs,TeamIDs,Pitchers,Home,Ballpark,BallparkNumber,PitcherIDs,era,h9,k9,whip,avg,Game 1,Game 2,Game 3,Game 4,Game 5,TestLabels
0,0,0,0,9777,Nolan Arenado,STL,31,0.3,0.369,0.55,0.81,571448,138,Jeffrey Springs,0,Tropicana Field,21,605488,2.5,7.94,9.42,1.08,0.233,0.2,0.0,0.333,0.5,0.25,False
1,1,1,1,9218,Paul Goldschmidt,STL,34,0.329,0.413,0.609,0.768,502671,138,Jeffrey Springs,0,Tropicana Field,21,605488,2.5,7.94,9.42,1.08,0.233,0.4,0.0,0.2,0.333,0.2,True
2,2,2,2,5361,Freddie Freeman,LAD,32,0.323,0.4,0.524,0.8290000000000001,518692,119,Michael Kopech,0,Guaranteed Rate Field,23,656629,3.38,6.66,7.75,1.23,0.204,0.4,0.4,0.25,0.0,0.0,False
3,3,3,3,13510,Jose Ramirez,CLE,29,0.284,0.355,0.55,0.877,608070,114,Jon Gray,1,Progressive Field,7,592351,3.83,7.58,10.1,1.17,0.224,0.0,0.5,0.4,0.0,0.5,False
4,4,4,4,18314,Dansby Swanson,ATL,28,0.292,0.348,0.464,0.7090000000000001,621020,144,Cole Irvin,1,Truist Park,12,608344,2.92,7.59,6.13,1.03,0.226,0.333,0.0,0.75,0.4,0.25,True
5,5,5,5,19556,Yordan Alvarez,HOU,25,0.297,0.403,0.63,0.802,670541,117,Chris Flexen,1,Minute Maid Park,32,623167,3.92,9.0,6.23,1.37,0.257,0.0,0.75,0.5,0.6,0.5,True
6,6,6,6,11493,Manny Machado,SDP,29,0.29,0.362,0.509,0.7759999999999999,592518,135,Taijuan Walker,1,Petco Park,31,592836,3.45,8.28,6.9,1.19,0.242,0.0,0.0,0.25,0.25,0.4,True
7,7,7,7,12916,Francisco Lindor,NYM,28,0.268,0.344,0.462,0.7879999999999999,596019,121,Yu Darvish,0,Petco Park,31,506433,3.28,7.24,8.84,1.0,0.217,0.2,0.5,0.2,0.0,0.333,False
8,8,8,8,18360,Austin Riley,ATL,25,0.298,0.359,0.594,0.7390000000000001,663586,144,Cole Irvin,1,Truist Park,12,608344,2.92,7.59,6.13,1.03,0.226,0.2,0.4,0.0,0.6,0.4,False
9,9,9,9,13611,Mookie Betts,LAD,29,0.276,0.345,0.535,0.867,605141,119,Michael Kopech,0,Guaranteed Rate Field,23,656629,3.38,6.66,7.75,1.23,0.204,0.0,0.4,0.25,0.5,0.6,True
10,10,10,10,17350,Rafael Devers,BOS,25,0.31,0.367,0.586,0.73,646240,111,Jose Suarez,0,Angel Stadium,4,660761,4.04,8.52,8.81,1.38,0.244,0.25,0.667,0.25,0.2,0.25,True
11,11,11,11,16252,Trea Turner,LAD,29,0.306,0.346,0.502,0.76,607208,119,Michael Kopech,0,Guaranteed Rate Field,23,656629,3.38,6.66,7.75,1.23,0.204,0.5,0.0,0.5,0.25,0.25,True
12,12,12,12,12161,Xander Bogaerts,BOS,29,0.31,0.381,0.452,0.76,593428,111,Jose Suarez,0,Angel Stadium,4,660761,4.04,8.52,8.81,1.38,0.244,0.25,0.0,0.667,0.4,0.5,True
13,13,13,13,19470,Tommy Edman,STL,27,0.258,0.322,0.367,0.821,669242,138,Jeffrey Springs,0,Tropicana Field,21,605488,2.5,7.94,9.42,1.08,0.233,0.25,0.25,0.333,0.6,0.2,True
14,14,14,14,5417,Jose Altuve,HOU,32,0.286,0.368,0.513,0.851,514888,117,Chris Flexen,1,Minute Maid Park,32,623167,3.92,9.0,6.23,1.37,0.257,0.6,0.4,0.0,0.0,0.25,True
15,15,15,15,19950,Andres Gimenez,CLE,23,0.302,0.365,0.484,0.743,665926,114,Jon Gray,1,Progressive Field,7,592351,3.83,7.58,10.1,1.17,0.224,0.25,0.5,0.5,0.667,0.333,True
