,IDfg,Name,Team,Age,AVG,OBP,SLG,Contact% (pi),BatterIDs,TeamIDs,Pitchers,Home,Ballpark,BallparkNumber,PitcherIDs,era,h9,k9,whip,avg,Game 1,Game 2,Game 3,Game 4,Game 5,TestLabels
20,11739,J.T. Realmuto,PHI,31,0.263,0.332,0.445,0.779,592663,143,Jose Quintana,0,PNC Park,10,500779,2.25,6.00,9.75,1.00,.195,0.5,0.333,0.25,0.25,0.5,False
21,19197,Will Smith,LAD,27,0.274,0.361,0.474,0.831,669257,119,Chad Kuhl,0,Coors Field,1,641771,5.16,9.70,6.64,1.52,.273,0.4,0.0,0.0,0.0,0.333,True
22,15362,Jeff McNeil,NYM,30,0.306,0.36,0.446,0.853,643446,121,Sandy Alcantara,0,loanDepot park,20,645261,2.01,6.29,7.86,0.95,.198,0.0,0.25,0.0,0.0,0.0,True
23,12927,Brandon Nimmo,NYM,29,0.267,0.352,0.417,0.828,607043,121,Sandy Alcantara,0,loanDepot park,20,645261,2.01,6.29,7.86,0.95,.198,0.2,0.0,0.2,0.25,0.0,True
24,15676,Jose Abreu,CHW,35,0.296,0.373,0.46,0.79,547989,145,James Kaprielian,1,Guaranteed Rate Field,23,621076,4.38,7.97,6.28,1.32,.235,0.25,0.0,0.25,0.0,0.5,True
25,21479,Nico Hoerner,CHC,25,0.299,0.342,0.419,0.858,663538,112,Alex Cobb,0,Oracle Park,9,502171,4.15,8.87,9.64,1.29,.253,0.0,0.5,0.667,0.0,0.25,False
26,19352,Sean Murphy,OAK,27,0.243,0.321,0.424,0.775,669221,133,Lance Lynn,0,Guaranteed Rate Field,23,458681,5.88,9.96,9.35,1.29,.269,0.0,0.25,0.667,0.333,0.333,False
27,18036,Jake Cronenworth,SDP,28,0.239,0.341,0.387,0.847,630105,135,Joe Ryan,1,Petco Park,31,657746,3.95,7.71,8.75,1.13,.226,0.25,0.0,0.0,0.333,0.0,True
28,19251,Pete Alonso,NYM,27,0.281,0.361,0.54,0.778,624413,121,Sandy Alcantara,0,loanDepot park,20,645261,2.01,6.29,7.86,0.95,.198,0.333,1.0,0.667,0.75,0.333,False
29,18345,Kyle Tucker,HOU,25,0.249,0.336,0.466,0.8079999999999999,663656,117,Robbie Ray,1,Minute Maid Park,32,592662,3.90,7.48,10.32,1.19,.225,0.0,0.0,0.5,0.2,0.25,True
30,17678,Alex Bregman,HOU,28,0.255,0.364,0.43,0.861,608324,117,Robbie Ray,1,Minute Maid Park,32,592662,3.90,7.48,10.32,1.19,.225,0.5,0.25,0.0,0.2,0.0,True
31,22581,Alejandro Kirk,TOR,23,0.302,0.384,0.457,0.856,672386,141,Bryan Garcia,1,Rogers Centre,2,650530,2.35,4.70,7.04,1.57,.160,0.667,0.0,0.2,0.333,0.5,True
32,19955,Gavin Lux,LAD,24,0.296,0.372,0.423,0.818,666158,119,Chad Kuhl,0,Coors Field,1,641771,5.16,9.70,6.64,1.52,.273,0.6,0.75,0.0,0.5,0.5,False
33,19611,Vladimir Guerrero Jr.,TOR,23,0.287,0.358,0.504,0.784,665489,141,Bryan Garcia,1,Rogers Centre,2,650530,2.35,4.70,7.04,1.57,.160,0.25,0.5,0.2,0.8,0.25,True
34,11609,Willson Contreras,CHC,30,0.25,0.362,0.457,0.711,575929,112,Alex Cobb,0,Oracle Park,9,502171,4.15,8.87,9.64,1.29,.253,0.0,0.25,0.333,0.25,0.667,False
35,16505,Matt Chapman,TOR,29,0.24,0.32,0.47,0.737,656305,141,Bryan Garcia,1,Rogers Centre,2,650530,2.35,4.70,7.04,1.57,.160,0.667,0.333,0.667,0.5,0.333,True
36,10815,Jurickson Profar,SDP,29,0.254,0.345,0.416,0.831,595777,135,Joe Ryan,1,Petco Park,31,657746,3.95,7.71,8.75,1.13,.226,0.5,0.0,0.667,0.0,0.25,False
37,15986,Willy Adames,MIL,26,0.225,0.29,0.458,0.7240000000000001,642715,158,Austin Davis,0,Fenway Park,3,656354,4.70,8.61,10.57,1.46,.249,0.25,0.0,0.0,0.333,0.25,True
38,19918,Daulton Varsho,ARI,25,0.241,0.315,0.43,0.782,662139,109,Kyle Wright,0,Truist Park,12,657140,3.14,7.89,8.62,1.17,.235,0.0,0.0,0.333,0.0,0.75,True
39,18577,Ke'Bryan Hayes,PIT,25,0.251,0.323,0.358,0.816,663647,134,Bailey Falter,1,PNC Park,10,663559,4.85,9.92,8.54,1.38,.283,0.0,0.25,0.5,0.2,0.0,True
40,18568,Luis Arraez,MIN,25,0.332,0.398,0.442,0.9329999999999999,650333,142,Blake Snell,0,Petco Park,31,605483,3.96,7.56,11.77,1.33,.226,0.0,0.0,0.25,0.6,0.0,True
41,17919,Ian Happ,CHC,27,0.278,0.356,0.434,0.7490000000000001,664023,112,Alex Cobb,0,Oracle Park,9,502171,4.15,8.87,9.64,1.29,.253,0.5,0.25,0.5,0.25,0.2,True
42,19287,Adolis Garcia,TEX,29,0.255,0.304,0.458,0.68,666969,140,Patrick Sandoval,0,Angel Stadium,4,663776,3.42,9.00,9.54,1.49,.260,0.0,0.333,0.5,0.333,1.0,True
43,12552,Eugenio Suarez,SEA,30,0.226,0.33,0.414,0.6759999999999999,553993,136,Justin Verlander,0,Minute Maid Park,32,434378,1.85,6.15,8.87,0.86,.190,0.0,0.0,0.333,0.333,0.0,False
44,27506,Ha-seong Kim,SDP,26,0.249,0.325,0.374,0.83,673490,135,Joe Ryan,1,Petco Park,31,657746,3.95,7.71,8.75,1.13,.226,0.25,0.0,0.5,0.25,0.0,True
45,17548,Taylor Ward,LAA,28,0.266,0.356,0.453,0.782,621493,108,Martin Perez,1,Angel Stadium,4,527048,2.85,7.94,7.81,1.18,.235,0.0,0.0,0.333,0.0,0.6,False
48,15112,Ryan McMahon,COL,27,0.243,0.339,0.401,0.753,641857,115,Julio Urias,1,Coors Field,1,628711,2.49,6.97,8.58,0.97,.210,0.0,0.5,0.333,0.0,0.0,False
49,17929,Cedric Mullins II,BAL,27,0.266,0.324,0.399,0.8170000000000001,656775,110,Mike Minor,0,Great American Ball Park,8,501985,6.24,10.02,7.84,1.56,.276,0.0,0.333,0.333,0.25,0.667,True
50,16472,Rhys Hoskins,PHI,29,0.248,0.338,0.484,0.7609999999999999,656555,143,Jose Quintana,0,PNC Park,10,500779,2.25,6.00,9.75,1.00,.195,0.4,0.333,0.25,0.0,0.5,True
51,17982,Ty France,SEA,27,0.294,0.363,0.455,0.8340000000000001,664034,136,Justin Verlander,0,Minute Maid Park,32,434378,1.85,6.15,8.87,0.86,.190,0.333,0.0,1.0,0.4,0.0,True
52,9241,Starling Marte,NYM,33,0.292,0.343,0.458,0.775,516782,121,Sandy Alcantara,0,loanDepot park,20,645261,2.01,6.29,7.86,0.95,.198,0.4,0.5,0.5,0.0,0.5,True
53,16578,Yandy Diaz,TBR,30,0.274,0.389,0.388,0.87,650490,139,Shane Bieber,1,Tropicana Field,21,669456,3.21,7.86,9.16,1.09,.233,0.6,0.0,0.25,0.5,0.0,True
54,13419,Christian Walker,ARI,31,0.213,0.313,0.456,0.774,572233,109,Kyle Wright,0,Truist Park,12,657140,3.14,7.89,8.62,1.17,.235,0.0,0.333,0.2,0.2,0.5,False
55,19612,Bo Bichette,TOR,24,0.262,0.302,0.433,0.7759999999999999,666182,141,Bryan Garcia,1,Rogers Centre,2,650530,2.35,4.70,7.04,1.57,.160,0.5,0.25,0.5,0.0,0.0,False
56,12533,Marcus Semien,TEX,31,0.24,0.3,0.407,0.809,543760,140,Patrick Sandoval,0,Angel Stadium,4,663776,3.42,9.00,9.54,1.49,.260,0.25,0.0,0.0,0.0,0.25,True
57,3473,Anthony Rizzo,NYY,32,0.224,0.342,0.504,0.7959999999999999,519203,147,Kris Bubic,1,Yankee Stadium,6,663460,5.02,9.52,7.64,1.56,.271,0.0,0.0,0.5,0.0,0.2,True
58,19755,Shohei Ohtani,LAA,27,0.253,0.345,0.494,0.738,660271,108,Martin Perez,1,Angel Stadium,4,527048,2.85,7.94,7.81,1.18,.235,0.0,0.333,0.333,0.25,0.0,False
59,13066,Teoscar Hernandez,TOR,29,0.271,0.322,0.489,0.672,606192,141,Bryan Garcia,1,Rogers Centre,2,650530,2.35,4.70,7.04,1.57,.160,0.0,0.0,0.667,0.5,0.25,False
60,15172,Tim Anderson,CHW,29,0.301,0.339,0.395,0.795,641313,145,James Kaprielian,1,Guaranteed Rate Field,23,621076,4.38,7.97,6.28,1.32,.235,0.4,0.2,0.25,0.0,0.5,True
61,17273,Jorge Mateo,BAL,27,0.23,0.277,0.404,0.698,622761,110,Mike Minor,0,Great American Ball Park,8,501985,6.24,10.02,7.84,1.56,.276,0.0,0.5,0.333,0.25,0.5,True
62,15518,Amed Rosario,CLE,26,0.284,0.318,0.407,0.823,642708,114,Jeffrey Springs,0,Tropicana Field,21,605488,2.56,7.90,9.71,1.09,.232,0.0,0.4,0.4,0.0,0.4,True
63,12546,C.J. Cron,COL,32,0.277,0.33,0.513,0.775,543068,115,Julio Urias,1,Coors Field,1,628711,2.49,6.97,8.58,0.97,.210,0.0,0.2,0.0,0.0,0.0,False
64,14344,Matt Olson,ATL,28,0.248,0.337,0.483,0.741,621566,144,Madison Bumgarner,1,Truist Park,12,518516,4.13,9.74,6.49,1.40,.272,0.333,0.25,0.0,0.0,0.25,False
65,16478,Kyle Schwarber,PHI,29,0.211,0.314,0.501,0.72,656941,143,Jose Quintana,0,PNC Park,10,500779,2.25,6.00,9.75,1.00,.195,0.4,0.0,0.25,0.0,0.0,True
66,5827,Wilmer Flores,SFG,30,0.252,0.337,0.44,0.8270000000000001,527038,137,Marcus Stroman,1,Oracle Park,9,573186,4.20,8.17,8.39,1.16,.239,0.0,0.25,0.25,0.0,0.25,True
67,10231,Jose Iglesias,COL,32,0.318,0.356,0.418,0.868,578428,115,Julio Urias,1,Coors Field,1,628711,2.49,6.97,8.58,0.97,.210,0.0,0.5,0.0,0.4,0.25,True
68,13152,Jorge Polanco,MIN,28,0.234,0.346,0.409,0.7759999999999999,593871,142,Blake Snell,0,Petco Park,31,605483,3.96,7.56,11.77,1.33,.226,0.0,0.0,0.4,0.25,0.0,False
69,16426,Thairo Estrada,SFG,26,0.268,0.317,0.416,0.815,642731,137,Marcus Stroman,1,Oracle Park,9,573186,4.20,8.17,8.39,1.16,.239,0.5,0.75,0.0,0.0,0.25,True
70,20126,Dylan Carlson,STL,23,0.238,0.31,0.392,0.769,666185,138,Anibal Sanchez,0,Nationals Park,29,434671,7.20,10.20,6.60,1.60,.286,0.25,0.4,0.0,0.25,0.5,False
71,14551,Anthony Santander,BAL,27,0.263,0.342,0.463,0.807,623993,110,Mike Minor,0,Great American Ball Park,8,501985,6.24,10.02,7.84,1.56,.276,0.5,0.25,0.333,0.25,0.25,True
72,17907,Brendan Rodgers,COL,25,0.285,0.333,0.436,0.7829999999999999,663898,115,Julio Urias,1,Coors Field,1,628711,2.49,6.97,8.58,0.97,.210,1.0,0.667,0.25,0.0,0.4,True
73,11477,Christian Yelich,MIL,30,0.256,0.361,0.382,0.779,592885,158,Austin Davis,0,Fenway Park,3,656354,4.70,8.61,10.57,1.46,.249,0.5,0.5,0.25,0.25,0.2,True
74,14854,Mike Yastrzemski,SFG,31,0.225,0.321,0.409,0.797,573262,137,Marcus Stroman,1,Oracle Park,9,573186,4.20,8.17,8.39,1.16,.239,0.0,0.0,0.0,0.0,0.25,True
75,19997,Santiago Espinal,TOR,27,0.263,0.313,0.378,0.8490000000000001,669289,141,Bryan Garcia,1,Rogers Centre,2,650530,2.35,4.70,7.04,1.57,.160,0.0,0.333,0.25,0.333,0.25,False
76,15491,J.P. Crawford,SEA,27,0.254,0.333,0.353,0.877,641487,136,Justin Verlander,0,Minute Maid Park,32,434378,1.85,6.15,8.87,0.86,.190,0.5,0.667,0.5,0.0,0.2,False
77,13613,Ketel Marte,ARI,28,0.258,0.341,0.438,0.8059999999999999,606466,109,Kyle Wright,0,Truist Park,12,657140,3.14,7.89,8.62,1.17,.235,0.5,0.25,0.0,0.25,0.0,False
78,14162,Carlos Correa,MIN,27,0.263,0.339,0.425,0.7809999999999999,621043,142,Blake Snell,0,Petco Park,31,605483,3.96,7.56,11.77,1.33,.226,0.0,0.2,0.2,0.4,0.0,False
79,11445,Mark Canha,NYM,33,0.262,0.366,0.366,0.789,592192,121,Sandy Alcantara,0,loanDepot park,20,645261,2.01,6.29,7.86,0.95,.198,0.25,0.0,0.667,0.0,0.0,True
80,19363,Austin Hays,BAL,26,0.263,0.32,0.437,0.7759999999999999,669720,110,Mike Minor,0,Great American Ball Park,8,501985,6.24,10.02,7.84,1.56,.276,0.333,0.0,0.0,0.5,0.25,True
81,16997,Gleyber Torres,NYY,25,0.249,0.302,0.441,0.7340000000000001,650402,147,Kris Bubic,1,Yankee Stadium,6,663460,5.02,9.52,7.64,1.56,.271,0.333,0.25,0.0,0.5,0.0,True
84,18171,Seth Brown,OAK,29,0.235,0.293,0.455,0.733,664913,133,Lance Lynn,0,Guaranteed Rate Field,23,458681,5.88,9.96,9.35,1.29,.269,0.0,0.25,0.5,0.5,0.5,True
85,5038,Josh Donaldson,NYY,36,0.226,0.308,0.395,0.698,518626,147,Kris Bubic,1,Yankee Stadium,6,663460,5.02,9.52,7.64,1.56,.271,0.0,0.25,0.0,0.0,0.5,True
86,8709,Elvis Andrus,OAK,33,0.237,0.298,0.365,0.807,462101,133,Lance Lynn,0,Guaranteed Rate Field,23,458681,5.88,9.96,9.35,1.29,.269,0.0,0.25,0.75,0.333,0.333,True
87,5297,Aaron Hicks,NYY,32,0.223,0.345,0.312,0.7609999999999999,543305,147,Kris Bubic,1,Yankee Stadium,6,663460,5.02,9.52,7.64,1.56,.271,0.0,0.25,0.667,0.5,0.0,False
89,13602,Patrick Wisdom,CHC,30,0.22,0.318,0.441,0.667,621550,112,Alex Cobb,0,Oracle Park,9,502171,4.15,8.87,9.64,1.29,.253,0.333,0.25,0.333,0.0,0.25,True
90,21618,Alec Bohm,PHI,25,0.292,0.327,0.408,0.8,664761,143,Jose Quintana,0,PNC Park,10,500779,2.25,6.00,9.75,1.00,.195,0.4,0.5,0.5,0.75,0.75,True
92,15998,Cody Bellinger,LAD,26,0.21,0.267,0.402,0.762,641355,119,Chad Kuhl,0,Coors Field,1,641771,5.16,9.70,6.64,1.52,.273,0.25,0.25,0.0,0.0,0.25,True
93,18564,Trent Grisham,SDP,25,0.197,0.296,0.365,0.773,663757,135,Joe Ryan,1,Petco Park,31,657746,3.95,7.71,8.75,1.13,.226,0.25,0.0,0.25,0.0,0.333,True
94,19610,Keibert Ruiz,WSN,23,0.245,0.304,0.356,0.8590000000000001,660688,120,Miles Mikolas,1,Nationals Park,29,571945,3.50,8.09,6.88,1.09,.239,0.2,0.0,1.0,0.0,0.0,True
95,19339,Nicky Lopez,KCR,27,0.243,0.298,0.287,0.84,670032,118,Gerrit Cole,0,Yankee Stadium,6,543037,3.38,7.03,11.58,1.02,.211,0.0,0.0,0.0,0.667,0.5,True
96,19238,Lourdes Gurriel Jr.,TOR,28,0.306,0.358,0.417,0.7959999999999999,666971,141,Bryan Garcia,1,Rogers Centre,2,650530,2.35,4.70,7.04,1.57,.160,0.333,0.25,0.2,0.0,0.857,False
97,19290,Randy Arozarena,TBR,27,0.256,0.315,0.428,0.722,668227,139,Shane Bieber,1,Tropicana Field,21,669456,3.21,7.86,9.16,1.09,.233,0.0,0.4,0.4,0.25,0.5,False
98,17027,Alex Verdugo,BOS,26,0.274,0.317,0.392,0.861,657077,111,Brandon Woodruff,1,Fenway Park,3,605540,3.52,7.63,10.66,1.14,.226,0.5,0.5,0.0,0.25,0.5,True
99,15223,Adam Frazier,SEA,30,0.243,0.307,0.311,0.8759999999999999,624428,136,Justin Verlander,0,Minute Maid Park,32,434378,1.85,6.15,8.87,0.86,.190,0.333,0.25,0.333,0.333,0.0,False
100,17620,Myles Straw,CLE,27,0.21,0.288,0.268,0.894,664702,114,Jeffrey Springs,0,Tropicana Field,21,605488,2.56,7.90,9.71,1.09,.232,0.333,0.5,0.25,0.5,0.0,False
101,11265,Jonathan Schoop,DET,30,0.202,0.236,0.312,0.753,570731,116,Alek Manoah,0,Rogers Centre,2,666201,2.56,7.16,8.15,1.02,.217,0.25,0.5,0.25,0.0,0.0,False
102,6184,J.D. Martinez,BOS,34,0.281,0.346,0.443,0.715,502110,111,Brandon Woodruff,1,Fenway Park,3,605540,3.52,7.63,10.66,1.14,.226,0.0,0.0,0.0,0.0,0.0,False
104,18373,Ryan Mountcastle,BAL,25,0.255,0.299,0.435,0.721,663624,110,Mike Minor,0,Great American Ball Park,8,501985,6.24,10.02,7.84,1.56,.276,0.0,0.2,0.0,0.25,0.0,False
105,13301,Max Muncy,LAD,31,0.179,0.319,0.358,0.7559999999999999,571970,119,Chad Kuhl,0,Coors Field,1,641771,5.16,9.70,6.64,1.52,.273,0.2,0.0,0.25,0.333,0.0,True
106,6153,Eduardo Escobar,NYM,33,0.22,0.273,0.39,0.753,500871,121,Sandy Alcantara,0,loanDepot park,20,645261,2.01,6.29,7.86,0.95,.198,0.25,0.25,0.0,0.0,0.333,True
107,12979,Javier Baez,DET,29,0.224,0.266,0.379,0.6729999999999999,595879,116,Alek Manoah,0,Rogers Centre,2,666201,2.56,7.16,8.15,1.02,.217,0.0,0.25,0.2,0.333,0.0,True
108,7802,Miguel Rojas,MIA,33,0.232,0.286,0.331,0.852,500743,146,Chris Bassitt,1,loanDepot park,20,605135,3.39,7.75,8.93,1.12,.230,0.25,0.25,0.25,0.25,0.5,True
109,19566,Nathaniel Lowe,TEX,26,0.281,0.331,0.454,0.775,663993,140,Patrick Sandoval,0,Angel Stadium,4,663776,3.42,9.00,9.54,1.49,.260,0.5,1.0,0.25,0.5,0.0,True
112,13590,Jesse Winker,SEA,28,0.228,0.346,0.361,0.8170000000000001,608385,136,Justin Verlander,0,Minute Maid Park,32,434378,1.85,6.15,8.87,0.86,.190,0.0,0.0,0.0,0.5,0.0,True
113,24655,Owen Miller,CLE,25,0.24,0.296,0.359,0.838,680911,114,Jeffrey Springs,0,Tropicana Field,21,605488,2.56,7.90,9.71,1.09,.232,0.2,0.2,0.0,0.333,0.0,True
114,16512,Isiah Kiner-Falefa,NYY,27,0.265,0.31,0.311,0.893,643396,147,Kris Bubic,1,Yankee Stadium,6,663460,5.02,9.52,7.64,1.56,.271,0.25,0.667,0.2,0.25,0.25,True
115,7859,Charlie Blackmon,COL,35,0.262,0.313,0.439,0.821,453568,115,Julio Urias,1,Coors Field,1,628711,2.49,6.97,8.58,0.97,.210,0.25,0.2,0.0,0.333,0.25,False
116,14894,Tony Kemp,OAK,30,0.22,0.293,0.312,0.8759999999999999,643393,133,Lance Lynn,0,Guaranteed Rate Field,23,458681,5.88,9.96,9.35,1.29,.269,0.75,0.25,0.667,0.5,0.0,True
117,9847,Andrew McCutchen,MIL,35,0.253,0.324,0.398,0.802,457705,158,Austin Davis,0,Fenway Park,3,656354,4.70,8.61,10.57,1.46,.249,0.333,0.4,0.25,0.4,0.0,False
118,16572,Connor Joe,COL,29,0.246,0.347,0.363,0.809,656582,115,Julio Urias,1,Coors Field,1,628711,2.49,6.97,8.58,0.97,.210,0.0,0.0,0.2,0.0,0.0,False
119,22799,Geraldo Perdomo,ARI,22,0.2,0.295,0.279,0.81,672695,109,Kyle Wright,0,Truist Park,12,657140,3.14,7.89,8.62,1.17,.235,0.0,0.25,0.0,0.25,0.5,True
120,10243,Randal Grichuk,COL,30,0.268,0.31,0.429,0.767,545341,115,Julio Urias,1,Coors Field,1,628711,2.49,6.97,8.58,0.97,.210,0.25,0.333,0.25,0.333,0.25,True
121,19198,Yuli Gurriel,HOU,38,0.24,0.287,0.38,0.86,493329,117,Robbie Ray,1,Minute Maid Park,32,592662,3.90,7.48,10.32,1.19,.225,0.333,0.5,0.0,0.0,0.25,True
122,15117,Hunter Dozier,KCR,30,0.246,0.311,0.41,0.731,641531,118,Gerrit Cole,0,Yankee Stadium,6,543037,3.38,7.03,11.58,1.02,.211,0.0,0.333,0.0,0.5,0.0,False
123,11342,Jesus Aguilar,MIA,32,0.238,0.285,0.386,0.745,542583,146,Chris Bassitt,1,loanDepot park,20,605135,3.39,7.75,8.93,1.12,.230,0.75,0.0,0.0,0.2,0.25,False
124,10556,Cesar Hernandez,WSN,32,0.239,0.303,0.305,0.813,514917,120,Miles Mikolas,1,Nationals Park,29,571945,3.50,8.09,6.88,1.09,.239,0.333,0.25,0.5,0.0,0.0,True
125,18607,Jared Walsh,LAA,28,0.222,0.269,0.387,0.755,665120,108,Martin Perez,1,Angel Stadium,4,527048,2.85,7.94,7.81,1.18,.235,0.0,0.25,0.0,0.5,0.2,False
126,11200,Kole Calhoun,TEX,34,0.211,0.269,0.363,0.654,594777,140,Patrick Sandoval,0,Angel Stadium,4,663776,3.42,9.00,9.54,1.49,.260,0.0,0.0,0.0,0.0,0.5,True
128,2434,Nelson Cruz,WSN,41,0.233,0.316,0.34,0.703,443558,120,Miles Mikolas,1,Nationals Park,29,571945,3.50,8.09,6.88,1.09,.239,0.0,0.5,0.0,0.0,0.0,True
130,11737,Nick Castellanos,PHI,30,0.256,0.304,0.378,0.695,592206,143,Jose Quintana,0,PNC Park,10,500779,2.25,6.00,9.75,1.00,.195,0.6,0.25,0.0,0.5,0.25,True
131,10324,Marcell Ozuna,ATL,31,0.211,0.261,0.391,0.742,542303,144,Madison Bumgarner,1,Truist Park,12,518516,4.13,9.74,6.49,1.40,.272,0.25,0.0,0.75,0.0,0.25,False
