,Unnamed: 0,Unnamed: 0.1,Unnamed: 0.1.1,Unnamed: 0.1.1.1,IDfg,Name,Team,Age,AVG,OBP,SLG,Contact% (pi),BatterIDs,TeamIDs,Pitchers,Home,Ballpark,BallparkNumber,PitcherIDs,era,h9,k9,whip,avg,Game 1,Game 2,Game 3,Game 4,Game 5,TestLabels
12,12,12,12,12,11739,J.T. Realmuto,PHI,31,0.268,0.339,0.455,0.784,592663,143,Tucker Davidson,0.0,Truist Park,12.0,656353,13.5,13.5,2.25,2.75,0.333,0.0,0.0,0.25,0.0,0.25,True
13,13,13,13,13,9874,DJ LeMahieu,NYY,33,0.286,0.388,0.429,0.8809999999999999,518934,147,Jordan Lyles,1.0,Yankee Stadium,6.0,543475,4.35,10.01,7.25,1.44,0.279,0.0,0.0,0.25,0.4,0.25,False
14,14,14,14,14,19470,Tommy Edman,STL,27,0.258,0.322,0.367,0.821,669242,138,Jose Berrios,1.0,Busch Stadium,15.0,621244,5.19,9.92,8.16,1.35,0.275,0.5,0.4,0.4,0.25,0.0,False
15,15,15,15,15,5417,Jose Altuve,HOU,32,0.286,0.368,0.513,0.851,514888,117,Triston McKenzie,1.0,Minute Maid Park,32.0,663474,3.16,6.33,8.51,0.96,0.197,0.5,0.0,0.8,0.25,0.25,True
16,16,16,16,16,19950,Andres Gimenez,CLE,23,0.302,0.365,0.484,0.743,665926,114,Luis Garcia,0.0,Minute Maid Park,32.0,472610,3.51,8.78,9.44,1.27,0.252,0.0,0.0,0.25,0.333,0.25,False
17,17,17,17,17,12927,Brandon Nimmo,NYM,29,0.271,0.355,0.425,0.83,607043,121,Alex Cobb,0.0,Oracle Park,9.0,502171,4.15,8.87,9.64,1.29,0.253,0.25,0.667,0.25,0.2,0.25,True
18,18,18,18,18,14161,Byron Buxton,MIN,28,0.222,0.301,0.549,0.6890000000000001,621439,142,Elvin Rodriguez,1.0,Target Field,26.0,660730,10.04,12.12,6.92,1.85,0.321,0.0,0.0,0.0,0.2,0.25,False
19,19,19,19,19,19197,Will Smith,LAD,27,0.275,0.361,0.477,0.8290000000000001,669257,119,Joan Adon,0.0,Nationals Park,29.0,672851,7.1,10.58,7.65,1.78,0.29,0.25,0.333,0.25,0.25,0.0,True
20,20,20,20,20,15362,Jeff McNeil,NYM,30,0.306,0.362,0.445,0.852,643446,121,Alex Cobb,0.0,Oracle Park,9.0,502171,4.15,8.87,9.64,1.29,0.253,0.25,0.4,0.0,0.25,0.4,True
21,21,21,21,21,19352,Sean Murphy,OAK,27,0.245,0.32,0.43,0.775,669221,133,Marco Gonzales,0.0,T-Mobile Park,27.0,594835,3.98,9.63,5.21,1.39,0.274,0.25,0.5,0.25,0.333,0.0,True
22,22,22,22,22,18036,Jake Cronenworth,SDP,28,0.237,0.34,0.388,0.846,630105,135,Adrian Houser,1.0,Petco Park,31.0,605288,4.72,9.67,6.72,1.48,0.271,0.4,0.0,0.25,0.25,0.2,True
23,23,23,23,23,19251,Pete Alonso,NYM,27,0.278,0.357,0.541,0.777,624413,121,Alex Cobb,0.0,Oracle Park,9.0,502171,4.15,8.87,9.64,1.29,0.253,0.0,0.5,0.4,0.75,0.5,True
24,24,24,24,24,22581,Alejandro Kirk,TOR,23,0.305,0.388,0.461,0.86,672386,141,Miles Mikolas,0.0,Busch Stadium,15.0,571945,3.5,8.09,6.88,1.09,0.239,0.0,0.0,0.333,0.333,1.0,True
25,25,25,25,27,19611,Vladimir Guerrero Jr.,TOR,23,0.287,0.359,0.504,0.7829999999999999,665489,141,Miles Mikolas,0.0,Busch Stadium,15.0,571945,3.5,8.09,6.88,1.09,0.239,0.0,0.0,0.0,0.333,0.333,False
26,26,26,26,28,19955,Gavin Lux,LAD,24,0.297,0.37,0.425,0.8190000000000001,666158,119,Joan Adon,0.0,Nationals Park,29.0,672851,7.1,10.58,7.65,1.78,0.29,0.0,0.333,0.25,0.333,0.0,True
27,27,27,27,29,17678,Alex Bregman,HOU,28,0.251,0.356,0.422,0.86,608324,117,Triston McKenzie,1.0,Minute Maid Park,32.0,663474,3.16,6.33,8.51,0.96,0.197,0.5,0.0,0.5,0.0,0.25,True
28,28,28,28,30,16505,Matt Chapman,TOR,29,0.242,0.322,0.474,0.735,656305,141,Miles Mikolas,0.0,Busch Stadium,15.0,571945,3.5,8.09,6.88,1.09,0.239,0.25,0.333,0.333,0.25,0.0,False
29,29,29,29,31,18345,Kyle Tucker,HOU,25,0.242,0.332,0.449,0.8059999999999999,663656,117,Triston McKenzie,1.0,Minute Maid Park,32.0,663474,3.16,6.33,8.51,0.96,0.197,0.0,0.0,0.5,0.333,0.0,False
30,30,30,30,32,10815,Jurickson Profar,SDP,29,0.252,0.344,0.416,0.831,595777,135,Adrian Houser,1.0,Petco Park,31.0,605288,4.72,9.67,6.72,1.48,0.271,0.333,0.667,0.6,0.25,0.333,True
31,31,31,31,34,19918,Daulton Varsho,ARI,25,0.239,0.314,0.431,0.7809999999999999,662139,109,Zack Greinke,1.0,Chase Field,13.0,425844,4.58,10.04,5.07,1.33,0.28,0.25,0.6,0.2,0.25,0.4,True
32,32,32,32,35,18577,Ke'Bryan Hayes,PIT,25,0.248,0.32,0.358,0.818,663647,134,Chad Kuhl,1.0,PNC Park,10.0,641771,5.16,9.7,6.64,1.52,0.273,0.0,0.2,0.25,0.2,0.0,True
33,33,33,33,36,16472,Rhys Hoskins,PHI,29,0.253,0.344,0.496,0.7609999999999999,656555,143,Tucker Davidson,0.0,Truist Park,12.0,656353,13.5,13.5,2.25,2.75,0.333,0.0,0.25,0.0,0.5,0.333,True
34,34,34,34,37,17919,Ian Happ,CHC,27,0.276,0.356,0.432,0.7490000000000001,664023,112,Vladimir Gutierrez,0.0,Great American Ball Park,8.0,661269,7.61,11.29,7.12,1.91,0.313,0.5,0.5,0.0,0.0,0.333,True
35,35,35,35,38,18568,Luis Arraez,MIN,25,0.329,0.394,0.436,0.932,650333,142,Elvin Rodriguez,1.0,Target Field,26.0,660730,10.04,12.12,6.92,1.85,0.321,0.6,0.667,0.0,0.6,0.0,True
36,36,36,36,39,12856,George Springer,TOR,32,0.251,0.331,0.464,0.733,543807,141,Miles Mikolas,0.0,Busch Stadium,15.0,571945,3.5,8.09,6.88,1.09,0.239,0.333,0.25,0.333,0.333,0.25,True
37,37,37,37,40,27506,Ha-seong Kim,SDP,26,0.248,0.326,0.37,0.83,673490,135,Adrian Houser,1.0,Petco Park,31.0,605288,4.72,9.67,6.72,1.48,0.271,0.4,0.0,0.25,0.333,0.25,False
38,38,38,38,41,3473,Anthony Rizzo,NYY,32,0.227,0.347,0.511,0.8,519203,147,Jordan Lyles,1.0,Yankee Stadium,6.0,543475,4.35,10.01,7.25,1.44,0.279,0.0,0.5,0.0,0.5,0.25,True
39,39,39,39,42,9241,Starling Marte,NYM,33,0.292,0.344,0.458,0.775,516782,121,Alex Cobb,0.0,Oracle Park,9.0,502171,4.15,8.87,9.64,1.29,0.253,0.4,0.25,0.2,0.75,0.25,True
40,40,40,40,43,15518,Amed Rosario,CLE,26,0.29,0.324,0.417,0.8240000000000001,642708,114,Luis Garcia,0.0,Minute Maid Park,32.0,472610,3.51,8.78,9.44,1.27,0.252,0.25,0.5,0.333,0.0,0.25,True
41,41,41,41,44,19612,Bo Bichette,TOR,24,0.263,0.304,0.436,0.775,666182,141,Miles Mikolas,0.0,Busch Stadium,15.0,571945,3.5,8.09,6.88,1.09,0.239,0.0,0.5,0.25,0.0,0.25,False
42,42,42,42,45,15112,Ryan McMahon,COL,27,0.242,0.339,0.397,0.752,641857,115,JT Brubaker,0.0,PNC Park,10.0,664141,4.49,10.05,9.22,1.52,0.275,0.0,0.0,0.2,0.5,0.5,False
43,43,43,43,46,13066,Teoscar Hernandez,TOR,29,0.273,0.325,0.494,0.669,606192,141,Miles Mikolas,0.0,Busch Stadium,15.0,571945,3.5,8.09,6.88,1.09,0.239,0.0,0.0,0.0,0.25,0.0,False
44,44,44,44,47,13419,Christian Walker,ARI,31,0.21,0.31,0.459,0.7709999999999999,572233,109,Zack Greinke,1.0,Chase Field,13.0,425844,4.58,10.04,5.07,1.33,0.28,0.0,0.0,0.333,0.0,0.0,True
45,45,45,45,48,17929,Cedric Mullins II,BAL,27,0.261,0.321,0.39,0.816,656775,110,Gerrit Cole,0.0,Yankee Stadium,6.0,543037,3.38,7.03,11.58,1.02,0.211,0.167,0.0,0.4,0.0,0.25,True
46,46,46,46,49,14344,Matt Olson,ATL,28,0.248,0.338,0.48,0.738,621566,144,Zack Wheeler,1.0,Truist Park,12.0,554430,2.63,7.25,9.73,1.03,0.218,0.0,0.2,0.0,0.5,0.0,True
47,47,47,47,50,12546,C.J. Cron,COL,32,0.28,0.33,0.514,0.778,543068,115,JT Brubaker,0.0,PNC Park,10.0,664141,4.49,10.05,9.22,1.52,0.275,0.25,0.75,0.333,0.25,0.6,False
48,48,48,48,51,5827,Wilmer Flores,SFG,30,0.251,0.334,0.444,0.8290000000000001,527038,137,David Peterson,1.0,Oracle Park,9.0,656849,3.3,7.18,10.37,1.28,0.22,0.0,0.25,0.4,0.25,0.25,False
49,49,49,49,52,13152,Jorge Polanco,MIN,28,0.237,0.349,0.407,0.777,593871,142,Elvin Rodriguez,1.0,Target Field,26.0,660730,10.04,12.12,6.92,1.85,0.321,0.667,0.0,0.0,0.333,0.0,True
50,50,50,50,53,11477,Christian Yelich,MIL,30,0.262,0.365,0.39,0.7829999999999999,592885,158,Nick Martinez,0.0,Petco Park,31.0,607259,3.35,8.53,8.1,1.32,0.248,0.0,0.4,0.5,0.2,0.0,True
51,51,51,51,54,16426,Thairo Estrada,SFG,26,0.269,0.319,0.42,0.813,642731,137,David Peterson,1.0,Oracle Park,9.0,656849,3.3,7.18,10.37,1.28,0.22,0.333,0.0,0.4,1.0,0.4,False
52,52,52,52,57,16478,Kyle Schwarber,PHI,29,0.207,0.31,0.499,0.72,656941,143,Tucker Davidson,0.0,Truist Park,12.0,656353,13.5,13.5,2.25,2.75,0.333,0.333,0.25,0.5,0.25,0.5,False
53,53,53,53,58,13613,Ketel Marte,ARI,28,0.261,0.346,0.445,0.804,606466,109,Zack Greinke,1.0,Chase Field,13.0,425844,4.58,10.04,5.07,1.33,0.28,0.5,0.2,0.25,1.0,0.5,True
54,54,54,54,60,10231,Jose Iglesias,COL,32,0.316,0.358,0.417,0.865,578428,115,JT Brubaker,0.0,PNC Park,10.0,664141,4.49,10.05,9.22,1.52,0.275,0.25,0.5,0.25,0.0,0.25,True
55,55,55,55,61,14162,Carlos Correa,MIN,27,0.265,0.342,0.431,0.7829999999999999,621043,142,Elvin Rodriguez,1.0,Target Field,26.0,660730,10.04,12.12,6.92,1.85,0.321,0.0,0.4,0.25,0.5,0.0,True
56,56,56,56,62,11445,Mark Canha,NYM,33,0.266,0.366,0.37,0.7909999999999999,592192,121,Alex Cobb,0.0,Oracle Park,9.0,502171,4.15,8.87,9.64,1.29,0.253,0.25,0.0,0.2,0.667,0.25,True
57,57,57,57,63,12144,Max Kepler,MIN,29,0.233,0.331,0.373,0.813,596146,142,Elvin Rodriguez,1.0,Target Field,26.0,660730,10.04,12.12,6.92,1.85,0.321,0.5,0.25,0.0,0.5,0.667,True
58,58,58,58,64,19997,Santiago Espinal,TOR,27,0.263,0.313,0.378,0.8490000000000001,669289,141,Miles Mikolas,0.0,Busch Stadium,15.0,571945,3.5,8.09,6.88,1.09,0.239,0.25,0.25,0.5,0.5,0.333,True
59,59,59,59,65,17907,Brendan Rodgers,COL,25,0.284,0.334,0.432,0.785,663898,115,JT Brubaker,0.0,PNC Park,10.0,664141,4.49,10.05,9.22,1.52,0.275,0.5,0.25,0.333,0.25,0.5,True
60,60,60,60,66,16997,Gleyber Torres,NYY,25,0.254,0.306,0.45,0.741,650402,147,Jordan Lyles,1.0,Yankee Stadium,6.0,543475,4.35,10.01,7.25,1.44,0.279,0.0,0.0,0.25,0.0,0.25,True
61,61,61,61,67,19326,Bryan Reynolds,PIT,27,0.257,0.343,0.449,0.752,668804,134,Chad Kuhl,1.0,PNC Park,10.0,641771,5.16,9.7,6.64,1.52,0.273,0.0,0.5,0.5,0.667,0.25,False
62,62,62,62,68,18171,Seth Brown,OAK,29,0.238,0.295,0.463,0.732,664913,133,Marco Gonzales,0.0,T-Mobile Park,27.0,594835,3.98,9.63,5.21,1.39,0.274,0.0,0.0,0.5,0.4,0.5,True
63,63,63,63,70,8709,Elvis Andrus,OAK,33,0.24,0.302,0.371,0.81,462101,133,Marco Gonzales,0.0,T-Mobile Park,27.0,594835,3.98,9.63,5.21,1.39,0.274,0.0,0.0,0.0,0.0,0.333,True
64,64,64,64,71,19363,Austin Hays,BAL,26,0.261,0.318,0.435,0.777,669720,110,Gerrit Cole,0.0,Yankee Stadium,6.0,543037,3.38,7.03,11.58,1.02,0.211,1.0,0.25,0.2,0.0,0.75,True
65,65,65,65,73,21618,Alec Bohm,PHI,25,0.294,0.33,0.413,0.8009999999999999,664761,143,Tucker Davidson,0.0,Truist Park,12.0,656353,13.5,13.5,2.25,2.75,0.333,0.2,0.25,0.0,0.25,0.0,True
66,66,66,66,74,15998,Cody Bellinger,LAD,26,0.212,0.269,0.405,0.759,641355,119,Joan Adon,0.0,Nationals Park,29.0,672851,7.1,10.58,7.65,1.78,0.29,0.25,0.4,0.333,0.667,0.0,True
67,67,67,67,75,5297,Aaron Hicks,NYY,32,0.222,0.348,0.314,0.763,543305,147,Jordan Lyles,1.0,Yankee Stadium,6.0,543475,4.35,10.01,7.25,1.44,0.279,0.5,0.333,0.0,0.0,0.25,False
68,68,68,68,76,14854,Mike Yastrzemski,SFG,31,0.22,0.315,0.393,0.797,573262,137,David Peterson,1.0,Oracle Park,9.0,656849,3.3,7.18,10.37,1.28,0.22,0.5,0.333,0.5,0.5,0.75,True
69,69,69,69,77,19610,Keibert Ruiz,WSN,23,0.247,0.307,0.359,0.86,660688,120,Tyler Anderson,1.0,Nationals Park,29.0,542881,2.72,7.21,7.14,1.0,0.219,0.2,0.667,1.0,0.0,0.333,False
70,70,70,70,78,19339,Nicky Lopez,KCR,27,0.248,0.305,0.294,0.838,670032,118,Zach Davies,0.0,Chase Field,13.0,605200,4.03,7.86,6.83,1.22,0.233,0.25,0.0,0.0,0.667,0.25,True
71,71,71,71,79,17620,Myles Straw,CLE,27,0.214,0.292,0.272,0.892,664702,114,Luis Garcia,0.0,Minute Maid Park,32.0,472610,3.51,8.78,9.44,1.27,0.252,0.0,0.75,0.0,0.333,0.25,True
72,72,72,72,80,19238,Lourdes Gurriel Jr.,TOR,28,0.309,0.361,0.421,0.797,666971,141,Miles Mikolas,0.0,Busch Stadium,15.0,571945,3.5,8.09,6.88,1.09,0.239,0.333,0.0,0.25,0.333,0.25,False
73,73,73,73,81,13602,Patrick Wisdom,CHC,30,0.22,0.315,0.443,0.6659999999999999,621550,112,Vladimir Gutierrez,0.0,Great American Ball Park,8.0,661269,7.61,11.29,7.12,1.91,0.313,0.667,0.25,0.25,0.0,0.0,True
74,74,74,74,82,18373,Ryan Mountcastle,BAL,25,0.258,0.3,0.441,0.722,663624,110,Gerrit Cole,0.0,Yankee Stadium,6.0,543037,3.38,7.03,11.58,1.02,0.211,0.5,0.0,0.0,0.25,0.8,False
75,75,75,75,83,18564,Trent Grisham,SDP,25,0.192,0.29,0.355,0.772,663757,135,Adrian Houser,1.0,Petco Park,31.0,605288,4.72,9.67,6.72,1.48,0.271,0.0,0.0,0.2,0.0,0.25,True
76,76,76,76,84,6153,Eduardo Escobar,NYM,33,0.22,0.273,0.39,0.753,500871,121,Alex Cobb,0.0,Oracle Park,9.0,502171,4.15,8.87,9.64,1.29,0.253,0.0,0.25,0.0,0.0,0.25,True
77,77,77,77,85,11265,Jonathan Schoop,DET,30,0.203,0.238,0.31,0.7559999999999999,570731,116,Chris Archer,0.0,Target Field,26.0,502042,4.02,7.01,7.58,1.29,0.212,0.333,0.0,0.0,0.25,0.25,True
78,78,78,78,86,13301,Max Muncy,LAD,31,0.178,0.316,0.349,0.753,571970,119,Joan Adon,0.0,Nationals Park,29.0,672851,7.1,10.58,7.65,1.78,0.29,0.0,0.0,0.25,0.333,0.0,True
79,79,79,79,88,12979,Javier Baez,DET,29,0.22,0.262,0.372,0.674,595879,116,Chris Archer,0.0,Target Field,26.0,502042,4.02,7.01,7.58,1.29,0.212,0.25,0.25,0.0,0.25,0.0,True
80,80,80,80,89,15679,Rowdy Tellez,MIL,27,0.238,0.323,0.475,0.797,642133,158,Nick Martinez,0.0,Petco Park,31.0,607259,3.35,8.53,8.1,1.32,0.248,0.333,0.5,0.25,0.0,0.0,True
81,81,81,81,90,10681,Gio Urshela,MIN,30,0.262,0.304,0.423,0.807,570482,142,Elvin Rodriguez,1.0,Target Field,26.0,660730,10.04,12.12,6.92,1.85,0.321,1.0,0.333,0.0,0.333,0.0,True
82,82,82,82,91,16512,Isiah Kiner-Falefa,NYY,27,0.268,0.312,0.315,0.892,643396,147,Jordan Lyles,1.0,Yankee Stadium,6.0,543475,4.35,10.01,7.25,1.44,0.279,0.25,0.0,0.25,0.667,0.0,False
83,83,83,83,92,7859,Charlie Blackmon,COL,35,0.263,0.314,0.446,0.816,453568,115,JT Brubaker,0.0,PNC Park,10.0,664141,4.49,10.05,9.22,1.52,0.275,0.25,0.0,0.5,0.25,0.2,True
84,84,84,84,93,24655,Owen Miller,CLE,25,0.238,0.296,0.359,0.8370000000000001,680911,114,Luis Garcia,0.0,Minute Maid Park,32.0,472610,3.51,8.78,9.44,1.27,0.252,0.5,0.0,0.25,0.25,0.0,False
85,85,85,85,94,9847,Andrew McCutchen,MIL,35,0.255,0.325,0.4,0.804,457705,158,Nick Martinez,0.0,Petco Park,31.0,607259,3.35,8.53,8.1,1.32,0.248,0.25,0.6,0.0,0.2,0.8,True
86,86,86,86,95,16572,Connor Joe,COL,29,0.246,0.347,0.363,0.809,656582,115,JT Brubaker,0.0,PNC Park,10.0,664141,4.49,10.05,9.22,1.52,0.275,0.0,0.6,0.2,1.0,0.0,True
87,87,87,87,96,22799,Geraldo Perdomo,ARI,22,0.205,0.298,0.286,0.812,672695,109,Zack Greinke,1.0,Chase Field,13.0,425844,4.58,10.04,5.07,1.33,0.28,0.25,0.333,0.2,0.0,0.25,True
88,88,88,88,97,10243,Randal Grichuk,COL,30,0.27,0.312,0.435,0.768,545341,115,JT Brubaker,0.0,PNC Park,10.0,664141,4.49,10.05,9.22,1.52,0.275,0.25,0.5,0.25,0.25,0.5,False
89,89,89,89,98,14894,Tony Kemp,OAK,30,0.212,0.285,0.3,0.8740000000000001,643393,133,Marco Gonzales,0.0,T-Mobile Park,27.0,594835,3.98,9.63,5.21,1.39,0.274,0.0,0.2,0.25,0.2,0.25,True
90,90,90,90,99,15117,Hunter Dozier,KCR,30,0.245,0.309,0.411,0.733,641531,118,Zach Davies,0.0,Chase Field,13.0,605200,4.03,7.86,6.83,1.22,0.233,0.2,0.0,0.0,0.75,0.333,True
91,91,91,91,100,10556,Cesar Hernandez,WSN,32,0.238,0.302,0.303,0.8109999999999999,514917,120,Tyler Anderson,1.0,Nationals Park,29.0,542881,2.72,7.21,7.14,1.0,0.219,0.5,0.25,0.0,0.4,0.5,True
92,92,92,92,101,19198,Yuli Gurriel,HOU,38,0.238,0.287,0.38,0.86,493329,117,Triston McKenzie,1.0,Minute Maid Park,32.0,663474,3.16,6.33,8.51,0.96,0.197,0.25,0.0,0.0,0.0,0.4,False
93,93,93,93,102,4314,Joey Votto,CIN,38,0.215,0.331,0.389,0.725,458015,113,Drew Smyly,1.0,Great American Ball Park,8.0,592767,3.97,9.59,7.13,1.29,0.266,0.333,0.25,0.25,0.0,0.0,False
94,94,94,94,103,2434,Nelson Cruz,WSN,41,0.233,0.318,0.342,0.7020000000000001,443558,120,Tyler Anderson,1.0,Nationals Park,29.0,542881,2.72,7.21,7.14,1.0,0.219,0.667,0.333,0.5,0.0,0.0,True
95,95,95,95,104,12179,Maikel Franco,WSN,29,0.229,0.256,0.338,0.742,596748,120,Tyler Anderson,1.0,Nationals Park,29.0,542881,2.72,7.21,7.14,1.0,0.219,0.5,0.25,0.25,0.4,0.25,False
96,96,96,96,105,1744,Miguel Cabrera,DET,39,0.268,0.317,0.331,0.7440000000000001,408234,116,Chris Archer,0.0,Target Field,26.0,502042,4.02,7.01,7.58,1.29,0.212,0.25,0.0,0.0,0.25,0.667,True
97,97,97,97,106,11737,Nick Castellanos,PHI,30,0.257,0.305,0.381,0.6970000000000001,592206,143,Tucker Davidson,0.0,Truist Park,12.0,656353,13.5,13.5,2.25,2.75,0.333,0.5,0.0,0.0,0.0,0.0,False
98,98,98,98,107,10324,Marcell Ozuna,ATL,31,0.213,0.264,0.388,0.742,542303,144,Zack Wheeler,1.0,Truist Park,12.0,554430,2.63,7.25,9.73,1.03,0.218,0.25,0.25,0.4,0.4,0.25,True
