,Unnamed: 0,Unnamed: 0.1,Unnamed: 0.1.1,Unnamed: 0.1.1.1,Unnamed: 0.1.1.1.1,IDfg,Name,Team,Age,AVG,OBP,SLG,Contact% (pi),BatterIDs,TeamIDs,Pitchers,Home,Ballpark,BallparkNumber,PitcherIDs,era,h9,k9,whip,avg,MatchupAverage,Game 1,Game 2,Game 3,Game 4,Game 5,TestLabels
0,0,0,0,0,0,13510,Jose Ramirez,CLE,29,0.284,0.355,0.55,0.877,608070,114,Jose Berrios,1.0,Progressive Field,7.0,621244,5.19,9.92,8.16,1.35,0.275,0.205,0.0,0.0,0.333,0.0,0.667,True
1,1,1,1,1,1,19556,Yordan Alvarez,HOU,25,0.297,0.403,0.63,0.802,670541,117,Tarik Skubal,1.0,Minute Maid Park,32.0,669373,3.52,7.95,8.95,1.16,0.237,0.0,0.333,0.333,0.333,0.0,0.333,True
2,2,2,2,2,2,11493,Manny Machado,SDP,29,0.29,0.362,0.509,0.7759999999999999,592518,135,Jesus Luzardo,1.0,Petco Park,31.0,666200,3.29,4.83,11.41,0.95,0.152,0.333,0.5,0.0,0.2,0.333,0.25,True
3,3,3,3,3,3,12916,Francisco Lindor,NYM,28,0.268,0.344,0.462,0.7879999999999999,596019,121,Aaron Nola,0.0,Citizens Bank Park,16.0,605400,3.17,7.28,9.77,0.95,0.219,0.286,0.0,0.0,0.0,0.0,0.25,True
4,4,4,4,4,4,17350,Rafael Devers,BOS,25,0.31,0.367,0.586,0.73,646240,111,Shohei Ohtani,1.0,Fenway Park,3.0,660271,2.68,7.22,12.73,1.05,0.214,0.25,0.0,0.25,0.4,0.4,0.5,True
5,5,5,5,5,5,12161,Xander Bogaerts,BOS,29,0.31,0.381,0.452,0.76,593428,111,Shohei Ohtani,1.0,Fenway Park,3.0,660271,2.68,7.22,12.73,1.05,0.214,0.0,0.4,0.0,0.25,0.333,0.0,True
6,6,6,6,6,6,11739,J.T. Realmuto,PHI,31,0.268,0.339,0.455,0.784,592663,143,Taijuan Walker,1.0,Citizens Bank Park,16.0,592836,3.45,8.28,6.9,1.19,0.242,0.3,0.0,0.667,0.0,0.0,0.0,True
7,7,7,7,7,7,5417,Jose Altuve,HOU,32,0.286,0.368,0.513,0.851,514888,117,Tarik Skubal,1.0,Minute Maid Park,32.0,669373,3.52,7.95,8.95,1.16,0.237,0.0,0.5,0.333,0.0,0.25,0.333,True
8,8,8,8,8,8,19950,Andres Gimenez,CLE,23,0.302,0.365,0.484,0.743,665926,114,Jose Berrios,1.0,Progressive Field,7.0,621244,5.19,9.92,8.16,1.35,0.275,0.0,0.5,0.0,0.4,0.25,0.75,True
9,9,9,9,9,9,12927,Brandon Nimmo,NYM,29,0.271,0.355,0.425,0.83,607043,121,Aaron Nola,0.0,Citizens Bank Park,16.0,605400,3.17,7.28,9.77,0.95,0.219,0.333,0.333,0.25,0.0,0.2,0.25,True
10,10,10,10,10,10,15362,Jeff McNeil,NYM,30,0.306,0.362,0.445,0.852,643446,121,Aaron Nola,0.0,Citizens Bank Park,16.0,605400,3.17,7.28,9.77,0.95,0.219,0.281,0.0,0.5,0.0,0.333,0.8,True
11,11,11,11,11,11,18036,Jake Cronenworth,SDP,28,0.237,0.34,0.388,0.846,630105,135,Jesus Luzardo,1.0,Petco Park,31.0,666200,3.29,4.83,11.41,0.95,0.152,0.0,0.0,0.2,0.2,0.25,0.5,True
12,12,12,12,12,12,19251,Pete Alonso,NYM,27,0.278,0.357,0.541,0.777,624413,121,Aaron Nola,0.0,Citizens Bank Park,16.0,605400,3.17,7.28,9.77,0.95,0.219,0.353,0.25,0.5,0.5,0.0,0.25,True
13,13,13,13,13,13,19611,Vladimir Guerrero Jr.,TOR,23,0.287,0.359,0.504,0.7829999999999999,665489,141,Aaron Civale,0.0,Progressive Field,7.0,650644,6.17,10.67,8.67,1.46,0.295,0.0,0.25,0.5,0.333,0.0,0.0,True
14,14,14,14,14,14,18345,Kyle Tucker,HOU,25,0.242,0.332,0.449,0.8059999999999999,663656,117,Tarik Skubal,1.0,Minute Maid Park,32.0,669373,3.52,7.95,8.95,1.16,0.237,0.0,0.0,0.0,0.5,0.75,0.5,True
15,15,15,15,15,15,10815,Jurickson Profar,SDP,29,0.252,0.344,0.416,0.831,595777,135,Jesus Luzardo,1.0,Petco Park,31.0,666200,3.29,4.83,11.41,0.95,0.152,0.0,0.0,0.25,0.0,0.0,0.0,False
16,16,16,16,16,16,16472,Rhys Hoskins,PHI,29,0.253,0.344,0.496,0.7609999999999999,656555,143,Taijuan Walker,1.0,Citizens Bank Park,16.0,592836,3.45,8.28,6.9,1.19,0.242,0.1,0.0,0.25,0.25,0.25,0.0,False
17,17,17,17,17,17,17982,Ty France,SEA,27,0.298,0.368,0.463,0.838,664034,136,Shane McClanahan,1.0,T-Mobile Park,27.0,663556,2.24,5.89,11.29,0.83,0.184,0.0,0.0,0.5,0.5,0.25,0.0,True
18,18,18,18,18,18,9241,Starling Marte,NYM,33,0.292,0.344,0.458,0.775,516782,121,Aaron Nola,0.0,Citizens Bank Park,16.0,605400,3.17,7.28,9.77,0.95,0.219,0.333,0.4,0.5,0.5,0.25,0.0,True
19,19,19,19,19,19,16578,Yandy Diaz,TBR,30,0.277,0.392,0.393,0.873,650490,139,Robbie Ray,0.0,T-Mobile Park,27.0,592662,3.96,7.63,10.34,1.19,0.229,0.316,0.0,0.5,0.4,0.0,0.5,True
20,20,20,20,20,20,15518,Amed Rosario,CLE,26,0.29,0.324,0.417,0.8240000000000001,642708,114,Jose Berrios,1.0,Progressive Field,7.0,621244,5.19,9.92,8.16,1.35,0.275,0.0,0.333,0.2,0.0,0.2,0.0,False
21,21,21,21,21,21,19612,Bo Bichette,TOR,24,0.263,0.304,0.436,0.775,666182,141,Aaron Civale,0.0,Progressive Field,7.0,650644,6.17,10.67,8.67,1.46,0.295,0.0,0.333,0.5,0.5,0.25,0.5,True
22,22,22,22,22,22,15112,Ryan McMahon,COL,27,0.242,0.339,0.397,0.752,641857,115,Aaron Sanchez,1.0,Coors Field,1.0,592717,3.6,7.2,14.4,1.2,0.211,0.0,0.5,0.0,0.0,0.667,0.25,True
23,23,23,23,23,24,17929,Cedric Mullins II,BAL,27,0.261,0.321,0.39,0.816,656775,110,Chris Archer,1.0,Oriole Park at Camden Yards,30.0,502042,4.02,7.01,7.58,1.29,0.212,0.0,0.4,0.2,0.25,0.4,0.5,True
