,Unnamed: 0,Unnamed: 0.1,IDfg,Name,Team,Age,AVG,OBP,SLG,Contact% (pi),BatterIDs,TeamIDs,Pitchers,Home,Ballpark,BallparkNumber,PitcherIDs,era,h9,k9,whip,avg,MatchupAverage,Game 1,Game 2,Game 3,Game 4,Game 5,TestLabels
0,0,0,9777,Nolan Arenado,STL,31,0.3,0.369,0.55,0.81,571448,138,Max Fried,0.0,Truist Park,12.0,608331,2.6,8.07,8.26,1.08,0.237,0.231,0.667,0.4,0.25,0.5,1.0,True
1,1,1,9218,Paul Goldschmidt,STL,34,0.329,0.413,0.609,0.768,502671,138,Max Fried,0.0,Truist Park,12.0,608331,2.6,8.07,8.26,1.08,0.237,0.0,0.333,0.25,0.0,0.5,0.5,True
2,2,2,5361,Freddie Freeman,LAD,32,0.323,0.4,0.524,0.8290000000000001,518692,119,Jose Urena,1.0,Dodger Stadium,17.0,570632,4.86,9.97,4.62,1.62,0.287,0.419,0.25,0.0,0.25,0.667,0.25,True
3,3,3,13510,Jose Ramirez,CLE,29,0.284,0.355,0.55,0.877,608070,114,Michael Pineda,0.0,Comerica Park,25.0,501381,5.27,10.97,4.85,1.36,0.301,0.375,0.333,0.0,0.25,0.0,0.25,False
4,4,4,18314,Dansby Swanson,ATL,28,0.292,0.348,0.464,0.7090000000000001,621020,144,Miles Mikolas,1.0,Truist Park,12.0,571945,3.5,8.09,6.88,1.09,0.239,0.375,0.2,0.5,0.0,0.6,0.8,False
5,5,5,18360,Austin Riley,ATL,25,0.298,0.359,0.594,0.7390000000000001,663586,144,Miles Mikolas,1.0,Truist Park,12.0,571945,3.5,8.09,6.88,1.09,0.239,0.0,0.75,0.0,0.5,0.5,0.5,True
6,6,6,13611,Mookie Betts,LAD,29,0.276,0.345,0.535,0.867,605141,119,Jose Urena,1.0,Dodger Stadium,17.0,570632,4.86,9.97,4.62,1.62,0.287,0.5,0.25,0.25,0.667,0.0,0.25,False
7,7,8,16252,Trea Turner,LAD,29,0.306,0.346,0.502,0.76,607208,119,Jose Urena,1.0,Dodger Stadium,17.0,570632,4.86,9.97,4.62,1.62,0.287,0.0,0.0,0.25,0.75,0.333,0.4,False
8,8,9,12161,Xander Bogaerts,BOS,29,0.31,0.381,0.452,0.76,593428,111,Corey Kluber,1.0,Fenway Park,3.0,446372,4.05,9.08,8.03,1.15,0.26,0.25,0.333,0.0,0.0,0.25,0.2,False
9,9,10,11739,J.T. Realmuto,PHI,31,0.268,0.339,0.455,0.784,592663,143,Josiah Gray,1.0,Citizens Bank Park,16.0,680686,4.92,7.9,10.36,1.31,0.233,0.25,0.5,0.5,0.2,0.5,0.0,False
10,10,11,19470,Tommy Edman,STL,27,0.258,0.322,0.367,0.821,669242,138,Max Fried,0.0,Truist Park,12.0,608331,2.6,8.07,8.26,1.08,0.237,0.167,0.0,0.0,0.25,0.4,0.0,True
11,11,15,21479,Nico Hoerner,CHC,25,0.297,0.34,0.411,0.857,663538,112,Corbin Burnes,0.0,American Family Field,18.0,669203,2.45,5.89,11.58,0.93,0.183,0.4,0.2,0.333,0.2,0.5,0.0,False
12,12,16,17678,Alex Bregman,HOU,28,0.251,0.356,0.422,0.86,608324,117,Brad Keller,1.0,Minute Maid Park,32.0,641745,4.45,8.97,6.03,1.37,0.259,0.333,0.6,0.0,0.2,0.0,0.333,False
13,13,17,15986,Willy Adames,MIL,26,0.224,0.289,0.463,0.726,642715,158,Adrian Sampson,1.0,American Family Field,18.0,592716,3.83,8.76,6.57,1.2,0.25,0.0,0.0,0.0,0.333,0.0,0.333,True
14,14,18,17919,Ian Happ,CHC,27,0.276,0.356,0.432,0.7490000000000001,664023,112,Corbin Burnes,0.0,American Family Field,18.0,669203,2.45,5.89,11.58,0.93,0.183,0.313,0.25,0.2,0.25,0.25,0.6,False
15,15,19,18568,Luis Arraez,MIN,25,0.329,0.394,0.436,0.932,650333,142,Lance Lynn,0.0,Guaranteed Rate Field,23.0,458681,5.88,9.96,9.35,1.29,0.269,0.214,0.2,0.6,0.25,0.5,0.5,True
16,16,21,15518,Amed Rosario,CLE,26,0.29,0.324,0.417,0.8240000000000001,642708,114,Michael Pineda,0.0,Comerica Park,25.0,501381,5.27,10.97,4.85,1.36,0.301,0.667,0.0,0.0,0.0,0.5,0.0,False
