,Unnamed: 0,Unnamed: 0.1,Unnamed: 0.1.1,Unnamed: 0.1.1.1,Unnamed: 0.1.1.1.1,Unnamed: 0.1.1.1.1.1,IDfg,Name,Team,Age,AVG,OBP,SLG,Contact% (pi),BatterIDs,TeamIDs,Pitchers,Home,Ballpark,BallparkNumber,PitcherIDs,era,h9,k9,whip,avg,MatchupAverage,Game 1,Game 2,Game 3,Game 4,Game 5,TestLabels
0,0,0,0,0,0,0,15640,Aaron Judge,NYY,30,0.303,0.393,0.675,0.736,592450,147,Tyler Alexander,0,Comerica Park,25,641302,3.83,8.94,4.74,1.2,0.262,0.0,0.0,0.333,0.0,0.25,0.5,True
1,1,1,1,1,1,1,9777,Nolan Arenado,STL,31,0.3,0.369,0.55,0.81,571448,138,Jesus Luzardo,0,loanDepot park,20,666200,3.29,4.83,11.41,0.95,0.152,0.5,0.5,0.333,0.667,0.25,0.25,False
2,2,2,2,2,2,3,18314,Dansby Swanson,ATL,28,0.292,0.348,0.464,0.7090000000000001,621020,144,Walker Buehler,0,Dodger Stadium,17,621111,4.02,9.28,8.03,1.29,0.263,0.143,0.0,0.0,0.5,0.0,0.0,True
3,3,3,3,3,3,4,19556,Yordan Alvarez,HOU,25,0.297,0.403,0.63,0.802,670541,117,Patrick Sandoval,1,Minute Maid Park,32,663776,3.41,9.0,9.66,1.47,0.259,0.286,0.6,0.0,0.0,0.25,0.333,False
4,4,4,4,4,4,5,12916,Francisco Lindor,NYM,28,0.268,0.344,0.462,0.7879999999999999,596019,121,Alex Cobb,1,Citi Field,22,502171,4.15,8.87,9.64,1.29,0.253,0.375,0.333,0.0,0.667,0.25,0.25,True
5,5,5,5,5,5,6,18360,Austin Riley,ATL,25,0.298,0.359,0.594,0.7390000000000001,663586,144,Walker Buehler,0,Dodger Stadium,17,621111,4.02,9.28,8.03,1.29,0.263,0.667,0.5,0.0,0.0,0.4,0.0,True
6,6,6,6,6,6,7,13611,Mookie Betts,LAD,29,0.276,0.345,0.535,0.867,605141,119,Max Fried,1,Dodger Stadium,17,608331,2.6,8.07,8.26,1.08,0.237,0.167,0.0,0.0,0.0,0.4,0.4,False
7,7,7,7,7,7,8,17350,Rafael Devers,BOS,25,0.31,0.367,0.586,0.73,646240,111,Yusei Kikuchi,1,Fenway Park,3,579328,5.13,8.2,10.03,1.49,0.244,0.0,0.2,0.5,0.25,0.5,0.2,False
8,8,8,8,8,8,9,16252,Trea Turner,LAD,29,0.306,0.346,0.502,0.76,607208,119,Max Fried,1,Dodger Stadium,17,608331,2.6,8.07,8.26,1.08,0.237,0.333,0.25,0.0,0.75,0.5,0.4,True
9,9,9,9,9,9,10,12161,Xander Bogaerts,BOS,29,0.31,0.381,0.452,0.76,593428,111,Yusei Kikuchi,1,Fenway Park,3,579328,5.13,8.2,10.03,1.49,0.244,0.5,0.6,0.75,0.25,0.0,0.25,False
10,10,10,10,10,10,11,11739,J.T. Realmuto,PHI,31,0.268,0.339,0.455,0.784,592663,143,Kyle Freeland,0,Coors Field,1,607536,4.56,9.5,6.66,1.36,0.272,0.0,0.25,0.25,0.0,1.0,0.25,True
11,11,11,11,11,11,12,9874,DJ LeMahieu,NYY,33,0.286,0.388,0.429,0.8809999999999999,518934,147,Tyler Alexander,0,Comerica Park,25,641302,3.83,8.94,4.74,1.2,0.262,0.0,0.667,0.25,0.25,0.5,0.667,True
12,12,12,12,12,12,15,13624,Corey Seager,TEX,28,0.25,0.329,0.475,0.7559999999999999,608369,140,Robbie Ray,0,T-Mobile Park,27,592662,3.96,7.63,10.34,1.19,0.229,0.171,0.0,0.25,0.5,0.0,0.2,True
