,Unnamed: 0,Unnamed: 0.1,Unnamed: 0.1.1,Unnamed: 0.1.1.1,IDfg,Name,Team,Age,AVG,OBP,SLG,Contact% (pi),BatterIDs,TeamIDs,Pitchers,Home,Ballpark,BallparkNumber,PitcherIDs,era,h9,k9,whip,avg,MatchupAverage,Game 1,Game 2,Game 3,Game 4,Game 5,TestLabels
10,10,10,10,11,11739,J.T. Realmuto,PHI,31,0.268,0.339,0.455,0.784,592663,143,Carlos Carrasco,0.0,Citi Field,22.0,471911,3.76,9.19,8.9,1.28,0.266,0.286,0.333,0.5,0.333,0.5,0.0,False
11,11,11,11,13,19470,Tommy Edman,STL,27,0.258,0.322,0.367,0.821,669242,138,Brandon Woodruff,1.0,Busch Stadium,15.0,605540,3.49,7.84,11.01,1.19,0.231,0.222,0.6,0.25,0.0,0.5,0.4,False
12,12,12,12,14,5417,Jose Altuve,HOU,32,0.286,0.368,0.513,0.851,514888,117,Chris Flexen,0.0,T-Mobile Park,27.0,623167,3.92,9.0,6.23,1.37,0.257,0.231,0.25,0.5,0.25,0.5,0.0,True
13,13,13,13,16,13624,Corey Seager,TEX,28,0.25,0.329,0.475,0.7559999999999999,608369,140,Cole Irvin,0.0,Oakland Coliseum,19.0,608344,2.92,7.59,6.13,1.03,0.226,0.0,0.0,0.2,0.0,0.0,0.5,False
14,14,14,14,17,12927,Brandon Nimmo,NYM,29,0.271,0.355,0.425,0.83,607043,121,Bailey Falter,1.0,Citi Field,22.0,663559,4.85,9.92,8.54,1.38,0.283,0.0,0.25,0.25,0.4,0.25,0.667,True
15,15,15,15,19,19197,Will Smith,LAD,27,0.275,0.361,0.477,0.8290000000000001,669257,119,Madison Bumgarner,0.0,Chase Field,13.0,518516,3.96,9.62,6.21,1.39,0.269,0.429,0.4,0.0,0.25,0.25,0.25,False
16,16,16,16,20,19352,Sean Murphy,OAK,27,0.245,0.32,0.43,0.775,669221,133,Jon Gray,1.0,Oakland Coliseum,19.0,592351,3.83,7.58,10.1,1.17,0.224,1.0,0.25,0.25,0.2,0.25,0.5,True
17,17,17,17,21,18036,Jake Cronenworth,SDP,28,0.237,0.34,0.388,0.846,630105,135,Jose Quintana,1.0,Petco Park,31.0,500779,1.5,1.5,10.5,0.5,0.056,0.0,0.25,0.25,0.25,0.4,0.0,True
18,18,18,18,22,19251,Pete Alonso,NYM,27,0.278,0.357,0.541,0.777,624413,121,Bailey Falter,1.0,Citi Field,22.0,663559,4.85,9.92,8.54,1.38,0.283,0.0,0.0,0.0,0.6,0.0,0.5,True
19,19,19,19,24,17678,Alex Bregman,HOU,28,0.251,0.356,0.422,0.86,608324,117,Chris Flexen,0.0,T-Mobile Park,27.0,623167,3.92,9.0,6.23,1.37,0.257,0.286,0.25,0.25,0.25,0.5,0.0,True
20,20,20,20,25,18345,Kyle Tucker,HOU,25,0.242,0.332,0.449,0.8059999999999999,663656,117,Chris Flexen,0.0,T-Mobile Park,27.0,623167,3.92,9.0,6.23,1.37,0.257,0.364,0.25,0.0,0.0,0.0,0.5,False
21,21,21,21,26,10815,Jurickson Profar,SDP,29,0.252,0.344,0.416,0.831,595777,135,Jose Quintana,1.0,Petco Park,31.0,500779,1.5,1.5,10.5,0.5,0.056,0.2,0.0,0.0,0.2,0.333,0.667,True
22,22,22,22,29,16472,Rhys Hoskins,PHI,29,0.253,0.344,0.496,0.7609999999999999,656555,143,Carlos Carrasco,0.0,Citi Field,22.0,471911,3.76,9.19,8.9,1.28,0.266,0.0,0.25,0.0,0.2,0.25,0.0,True
23,23,23,23,30,12552,Eugenio Suarez,SEA,30,0.227,0.329,0.415,0.677,553993,136,Justin Verlander,1.0,T-Mobile Park,27.0,434378,1.73,6.09,8.79,0.85,0.188,0.111,0.0,0.0,0.333,0.25,0.5,False
24,24,24,24,31,17982,Ty France,SEA,27,0.298,0.368,0.463,0.838,664034,136,Justin Verlander,1.0,T-Mobile Park,27.0,434378,1.73,6.09,8.79,0.85,0.188,0.333,0.5,0.333,0.5,0.4,0.2,True
25,25,25,25,32,18568,Luis Arraez,MIN,25,0.329,0.394,0.436,0.932,650333,142,Brad Keller,1.0,Target Field,26.0,641745,4.45,8.97,6.03,1.37,0.259,0.6,0.333,0.2,0.5,1.0,0.6,True
26,26,26,26,33,19287,Adolis Garcia,TEX,29,0.248,0.298,0.456,0.677,666969,140,Cole Irvin,0.0,Oakland Coliseum,19.0,608344,2.92,7.59,6.13,1.03,0.226,0.133,0.5,0.0,0.5,0.0,0.5,True
27,27,27,27,34,27506,Ha-seong Kim,SDP,26,0.248,0.326,0.37,0.83,673490,135,Jose Quintana,1.0,Petco Park,31.0,500779,1.5,1.5,10.5,0.5,0.056,1.0,0.25,0.25,0.0,0.4,0.0,False
28,28,28,28,35,3473,Anthony Rizzo,NYY,32,0.227,0.347,0.511,0.8,519203,147,Jeffrey Springs,0.0,Tropicana Field,21.0,605488,2.5,7.94,9.42,1.08,0.233,0.0,0.25,0.0,0.333,0.333,0.5,False
29,29,29,29,36,19755,Shohei Ohtani,LAA,27,0.256,0.348,0.501,0.741,660271,108,Alek Manoah,1.0,Angel Stadium,4.0,666201,2.56,7.16,8.15,1.02,0.217,0.333,0.0,0.0,0.0,0.4,0.5,False
30,30,30,30,37,9241,Starling Marte,NYM,33,0.292,0.344,0.458,0.775,516782,121,Bailey Falter,1.0,Citi Field,22.0,663559,4.85,9.92,8.54,1.38,0.283,0.0,0.0,0.5,0.2,0.4,0.25,True
31,31,31,31,38,16578,Yandy Diaz,TBR,30,0.277,0.392,0.393,0.873,650490,139,Jameson Taillon,1.0,Tropicana Field,21.0,592791,3.95,8.5,7.76,1.14,0.246,0.5,0.0,0.0,0.333,0.167,0.75,False
32,32,32,32,41,12533,Marcus Semien,TEX,31,0.239,0.298,0.403,0.8079999999999999,543760,140,Cole Irvin,0.0,Oakland Coliseum,19.0,608344,2.92,7.59,6.13,1.03,0.226,0.429,0.0,0.5,0.0,0.25,0.25,True
33,33,33,33,42,17929,Cedric Mullins II,BAL,27,0.261,0.321,0.39,0.816,656775,110,Garrett Whitlock,0.0,Fenway Park,3.0,676477,3.13,7.39,8.81,1.01,0.219,0.25,0.333,0.0,0.2,0.167,0.0,True
34,34,34,34,43,14344,Matt Olson,ATL,28,0.248,0.338,0.48,0.738,621566,144,Trevor Rogers,1.0,Truist Park,12.0,669432,5.85,10.16,8.52,1.6,0.283,0.0,0.667,0.25,0.25,0.333,0.0,False
35,35,35,35,45,13152,Jorge Polanco,MIN,28,0.237,0.349,0.407,0.777,593871,142,Brad Keller,1.0,Target Field,26.0,641745,4.45,8.97,6.03,1.37,0.259,0.176,0.25,0.667,0.0,0.0,0.333,True
36,36,36,36,46,11477,Christian Yelich,MIL,30,0.262,0.365,0.39,0.7829999999999999,592885,158,Dakota Hudson,0.0,Busch Stadium,15.0,641712,4.2,8.57,4.8,1.39,0.262,0.286,0.5,0.0,0.25,0.25,0.0,False
37,37,37,37,48,16478,Kyle Schwarber,PHI,29,0.207,0.31,0.499,0.72,656941,143,Carlos Carrasco,0.0,Citi Field,22.0,471911,3.76,9.19,8.9,1.28,0.266,0.0,0.0,0.0,0.333,0.0,0.333,False
38,38,38,38,49,14551,Anthony Santander,BAL,27,0.262,0.342,0.463,0.805,623993,110,Garrett Whitlock,0.0,Fenway Park,3.0,676477,3.13,7.39,8.81,1.01,0.219,0.333,0.0,0.0,0.167,0.333,0.2,True
39,39,39,39,51,14162,Carlos Correa,MIN,27,0.265,0.342,0.431,0.7829999999999999,621043,142,Brad Keller,1.0,Target Field,26.0,641745,4.45,8.97,6.03,1.37,0.259,0.167,0.4,0.4,0.333,0.25,0.0,True
40,40,40,40,52,11445,Mark Canha,NYM,33,0.266,0.366,0.37,0.7909999999999999,592192,121,Bailey Falter,1.0,Citi Field,22.0,663559,4.85,9.92,8.54,1.38,0.283,0.0,0.4,0.4,0.25,0.0,0.2,True
41,41,41,41,53,12144,Max Kepler,MIN,29,0.233,0.331,0.373,0.813,596146,142,Brad Keller,1.0,Target Field,26.0,641745,4.45,8.97,6.03,1.37,0.259,0.375,0.0,0.0,0.0,0.333,0.5,True
42,42,42,42,55,16997,Gleyber Torres,NYY,25,0.254,0.306,0.45,0.741,650402,147,Jeffrey Springs,0.0,Tropicana Field,21.0,605488,2.5,7.94,9.42,1.08,0.233,0.0,0.0,0.333,0.4,0.25,0.0,True
43,43,43,43,56,15491,J.P. Crawford,SEA,27,0.255,0.331,0.354,0.875,641487,136,Justin Verlander,1.0,T-Mobile Park,27.0,434378,1.73,6.09,8.79,0.85,0.188,0.2,0.5,0.5,0.0,0.0,0.5,True
44,44,44,44,57,19326,Bryan Reynolds,PIT,27,0.257,0.343,0.449,0.752,668804,134,Sean Manaea,0.0,Petco Park,31.0,640455,4.74,8.53,9.32,1.32,0.247,0.0,0.25,0.0,0.0,0.0,0.5,True
45,45,45,45,58,18171,Seth Brown,OAK,29,0.238,0.295,0.463,0.732,664913,133,Jon Gray,1.0,Oakland Coliseum,19.0,592351,3.83,7.58,10.1,1.17,0.224,0.0,0.667,0.2,1.0,0.0,0.0,False
46,46,46,46,59,8709,Elvis Andrus,OAK,33,0.24,0.302,0.371,0.81,462101,133,Jon Gray,1.0,Oakland Coliseum,19.0,592351,3.83,7.58,10.1,1.17,0.224,0.0,0.333,0.5,0.5,0.333,0.0,False
47,47,47,47,60,19363,Austin Hays,BAL,26,0.261,0.318,0.435,0.777,669720,110,Garrett Whitlock,0.0,Fenway Park,3.0,676477,3.13,7.39,8.81,1.01,0.219,0.5,0.25,0.2,0.5,1.0,0.25,True
48,48,48,48,61,5235,Justin Turner,LAD,37,0.26,0.334,0.41,0.8220000000000001,457759,119,Madison Bumgarner,0.0,Chase Field,13.0,518516,3.96,9.62,6.21,1.39,0.269,0.253,0.333,0.25,0.0,0.0,0.75,False
49,49,49,49,62,15998,Cody Bellinger,LAD,26,0.212,0.269,0.405,0.759,641355,119,Madison Bumgarner,0.0,Chase Field,13.0,518516,3.96,9.62,6.21,1.39,0.269,0.25,0.5,0.0,0.25,0.25,0.4,True
50,50,50,50,64,15279,Garrett Cooper,MIA,31,0.275,0.348,0.424,0.7959999999999999,643265,146,Ian Anderson,0.0,Truist Park,12.0,666120,5.11,9.37,7.92,1.54,0.266,0.125,0.25,0.5,0.0,0.75,1.0,True
51,51,51,51,65,19339,Nicky Lopez,KCR,27,0.248,0.305,0.294,0.838,670032,118,Bailey Ober,0.0,Target Field,26.0,641927,4.01,9.62,7.75,1.28,0.273,0.4,0.0,0.0,0.2,0.25,0.0,True
52,52,52,52,67,18373,Ryan Mountcastle,BAL,25,0.258,0.3,0.441,0.722,663624,110,Garrett Whitlock,0.0,Fenway Park,3.0,676477,3.13,7.39,8.81,1.01,0.219,0.25,0.0,0.4,0.0,0.5,0.0,True
53,53,53,53,68,18564,Trent Grisham,SDP,25,0.192,0.29,0.355,0.772,663757,135,Jose Quintana,1.0,Petco Park,31.0,500779,1.5,1.5,10.5,0.5,0.056,0.333,0.5,0.0,0.5,0.0,0.0,False
54,54,54,54,69,6153,Eduardo Escobar,NYM,33,0.22,0.273,0.39,0.753,500871,121,Bailey Falter,1.0,Citi Field,22.0,663559,4.85,9.92,8.54,1.38,0.283,1.0,0.25,0.8,0.4,0.0,0.25,False
55,55,55,55,70,15223,Adam Frazier,SEA,30,0.243,0.306,0.31,0.878,624428,136,Justin Verlander,1.0,T-Mobile Park,27.0,434378,1.73,6.09,8.79,0.85,0.188,0.1,0.25,0.0,0.2,0.6,0.0,True
56,56,56,56,72,19566,Nathaniel Lowe,TEX,26,0.282,0.332,0.461,0.775,663993,140,Cole Irvin,0.0,Oakland Coliseum,19.0,608344,2.92,7.59,6.13,1.03,0.226,0.286,0.333,0.0,0.333,0.5,0.5,True
57,57,57,57,73,19290,Randy Arozarena,TBR,27,0.256,0.317,0.416,0.7240000000000001,668227,139,Jameson Taillon,1.0,Tropicana Field,21.0,592791,3.95,8.5,7.76,1.14,0.246,0.143,0.0,0.25,0.25,0.4,1.0,True
58,58,58,58,75,7802,Miguel Rojas,MIA,33,0.233,0.282,0.335,0.852,500743,146,Ian Anderson,0.0,Truist Park,12.0,666120,5.11,9.37,7.92,1.54,0.266,0.333,0.25,0.0,0.0,0.333,0.75,False
59,59,59,59,76,14813,Kyle Farmer,CIN,31,0.252,0.326,0.368,0.8240000000000001,571657,113,Carlos Rodon,1.0,Great American Ball Park,8.0,607074,2.95,6.87,11.29,1.07,0.209,0.0,1.0,0.25,0.5,0.333,1.0,True
60,60,60,60,78,15679,Rowdy Tellez,MIL,27,0.238,0.323,0.475,0.797,642133,158,Dakota Hudson,0.0,Busch Stadium,15.0,641712,4.2,8.57,4.8,1.39,0.262,0.5,0.25,0.25,0.25,0.333,0.5,False
61,61,61,61,79,10681,Gio Urshela,MIN,30,0.262,0.304,0.423,0.807,570482,142,Brad Keller,1.0,Target Field,26.0,641745,4.45,8.97,6.03,1.37,0.259,0.0,0.25,0.25,0.75,0.333,1.0,True
62,62,62,62,83,9847,Andrew McCutchen,MIL,35,0.255,0.325,0.4,0.804,457705,158,Dakota Hudson,0.0,Busch Stadium,15.0,641712,4.2,8.57,4.8,1.39,0.262,0.167,0.4,0.667,0.0,0.2,0.25,False
63,63,63,63,86,15117,Hunter Dozier,KCR,30,0.245,0.309,0.411,0.733,641531,118,Bailey Ober,0.0,Target Field,26.0,641927,4.01,9.62,7.75,1.28,0.273,0.0,0.25,0.0,0.25,0.2,0.0,True
64,64,64,64,87,11342,Jesus Aguilar,MIA,32,0.241,0.287,0.391,0.745,542583,146,Ian Anderson,0.0,Truist Park,12.0,666120,5.11,9.37,7.92,1.54,0.266,0.357,0.0,0.25,0.5,0.0,0.4,True
65,65,65,65,89,19198,Yuli Gurriel,HOU,38,0.238,0.287,0.38,0.86,493329,117,Chris Flexen,0.0,T-Mobile Park,27.0,623167,3.92,9.0,6.23,1.37,0.257,0.154,0.5,0.0,0.0,0.25,0.0,True
66,66,66,66,90,18607,Jared Walsh,LAA,28,0.225,0.27,0.392,0.753,665120,108,Alek Manoah,1.0,Angel Stadium,4.0,666201,2.56,7.16,8.15,1.02,0.217,0.333,0.5,0.25,0.5,0.0,0.0,True
67,67,67,67,96,11737,Nick Castellanos,PHI,30,0.257,0.305,0.381,0.6970000000000001,592206,143,Carlos Carrasco,0.0,Citi Field,22.0,471911,3.76,9.19,8.9,1.28,0.266,0.217,0.25,0.0,0.2,0.0,0.5,True
68,68,68,68,97,10324,Marcell Ozuna,ATL,31,0.213,0.264,0.388,0.742,542303,144,Trevor Rogers,1.0,Truist Park,12.0,669432,5.85,10.16,8.52,1.6,0.283,0.2,0.2,0.25,0.5,0.25,0.25,False
