,IDfg,Name,Team,Age,AVG,OBP,SLG,Contact% (pi),BatterIDs,TeamIDs,Pitchers,Home,Ballpark,BallparkNumber,PitcherIDs,era,h9,k9,whip,avg,MatchupAverage,Game 1,Game 2,Game 3,Game 4,Game 5,TestLabels
22,17678,Alex Bregman,HOU,28,0.255,0.364,0.43,0.861,608324,117,Marco Gonzales,0.0,T-Mobile Park,27.0,594835,4.18,9.88,5.15,1.41,.280,0.286,0.5,0.5,0.0,0.0,0.25,True
23,22581,Alejandro Kirk,TOR,23,0.302,0.384,0.457,0.856,672386,141,Nathan Eovaldi,0.0,Fenway Park,3.0,543135,4.15,9.75,8.67,1.26,.270,0.5,0.25,0.5,0.2,0.5,0.333,True
24,19955,Gavin Lux,LAD,24,0.296,0.372,0.423,0.818,666158,119,Logan Webb,1.0,Dodger Stadium,17.0,657277,3.00,7.86,7.44,1.13,.234,0.25,0.5,0.0,0.0,0.333,0.0,False
25,19611,Vladimir Guerrero Jr.,TOR,23,0.287,0.358,0.504,0.784,665489,141,Nathan Eovaldi,0.0,Fenway Park,3.0,543135,4.15,9.75,8.67,1.26,.270,0.313,0.5,0.75,0.2,0.0,0.333,True
26,11609,Willson Contreras,CHC,30,0.25,0.362,0.457,0.711,575929,112,Kyle Gibson,0.0,Citizens Bank Park,16.0,502043,4.29,8.06,6.73,1.18,.239,0.5,0.25,0.0,0.0,0.0,0.25,True
27,16505,Matt Chapman,TOR,29,0.24,0.32,0.47,0.737,656305,141,Nathan Eovaldi,0.0,Fenway Park,3.0,543135,4.15,9.75,8.67,1.26,.270,0.222,0.667,0.0,0.75,0.25,0.0,True
28,10815,Jurickson Profar,SDP,29,0.254,0.345,0.416,0.831,595777,135,Max Scherzer,0.0,Citi Field,22.0,453286,1.93,6.84,11.05,0.93,.209,0.222,0.25,0.25,0.0,0.0,0.25,True
29,15986,Willy Adames,MIL,26,0.225,0.29,0.458,0.7240000000000001,642715,158,Antonio Senzatela,1.0,American Family Field,18.0,622608,4.67,12.61,5.16,1.65,.343,0.25,0.5,0.5,0.0,0.2,0.0,True
30,18577,Ke'Bryan Hayes,PIT,25,0.251,0.323,0.358,0.816,663647,134,Braxton Garrett,1.0,PNC Park,10.0,666129,4.02,8.76,9.91,1.20,.250,1.0,0.2,0.25,0.333,0.333,0.25,True
31,17919,Ian Happ,CHC,27,0.278,0.356,0.434,0.7490000000000001,664023,112,Kyle Gibson,0.0,Citizens Bank Park,16.0,502043,4.29,8.06,6.73,1.18,.239,0.0,0.25,0.0,0.0,0.333,0.667,True
32,19287,Adolis Garcia,TEX,29,0.255,0.304,0.458,0.68,666969,140,Cole Irvin,0.0,Oakland Coliseum,19.0,608344,2.92,7.59,6.13,1.03,.226,0.167,0.4,0.25,0.333,0.0,0.25,True
33,12552,Eugenio Suarez,SEA,30,0.226,0.33,0.414,0.6759999999999999,553993,136,Jose Urquidy,1.0,T-Mobile Park,27.0,664353,3.85,8.52,7.09,1.16,.245,0.5,0.333,0.0,0.25,0.333,0.25,True
35,17548,Taylor Ward,LAA,28,0.266,0.356,0.453,0.782,621493,108,Charlie Morton,0.0,Truist Park,12.0,450203,4.26,7.63,10.35,1.21,.230,0.0,0.25,0.0,0.4,0.0,0.0,True
38,15112,Ryan McMahon,COL,27,0.243,0.339,0.401,0.753,641857,115,Corbin Burnes,0.0,American Family Field,18.0,669203,2.39,5.85,11.39,0.92,.182,0.0,0.5,0.25,0.667,0.5,0.333,False
39,17929,Cedric Mullins II,BAL,27,0.266,0.324,0.399,0.8170000000000001,656775,110,Jameson Taillon,1.0,Oriole Park at Camden Yards,30.0,592791,3.95,8.50,7.76,1.14,.246,0.364,0.0,0.0,0.2,0.5,0.5,True
40,17982,Ty France,SEA,27,0.294,0.363,0.455,0.8340000000000001,664034,136,Jose Urquidy,1.0,T-Mobile Park,27.0,664353,3.85,8.52,7.09,1.16,.245,0.444,0.4,0.6,0.2,0.4,0.0,True
41,9241,Starling Marte,NYM,33,0.292,0.343,0.458,0.775,516782,121,Yu Darvish,1.0,Citi Field,22.0,506433,3.40,7.38,9.04,1.01,.220,0.357,0.5,0.25,0.4,0.0,0.2,True
42,16578,Yandy Diaz,TBR,30,0.274,0.389,0.388,0.87,650490,139,Brad Keller,0.0,Kauffman Stadium,5.0,641745,4.93,9.42,6.11,1.43,.268,0.4,0.0,0.0,0.25,0.25,0.0,True
43,13419,Christian Walker,ARI,31,0.213,0.313,0.456,0.774,572233,109,Patrick Corbin,1.0,Chase Field,13.0,571578,7.02,13.13,8.32,1.82,.331,1.0,0.0,0.333,0.25,0.0,0.0,False
44,19612,Bo Bichette,TOR,24,0.262,0.302,0.433,0.7759999999999999,666182,141,Nathan Eovaldi,0.0,Fenway Park,3.0,543135,4.15,9.75,8.67,1.26,.270,0.278,0.0,0.2,0.2,0.0,0.5,True
45,12533,Marcus Semien,TEX,31,0.24,0.3,0.407,0.809,543760,140,Cole Irvin,0.0,Oakland Coliseum,19.0,608344,2.92,7.59,6.13,1.03,.226,0.4,0.667,0.5,0.0,0.0,0.75,True
46,3473,Anthony Rizzo,NYY,32,0.224,0.342,0.504,0.7959999999999999,519203,147,Tyler Wells,0.0,Oriole Park at Camden Yards,30.0,669330,3.90,7.80,6.46,1.11,.232,0.0,0.25,0.0,0.0,0.667,0.0,True
47,19755,Shohei Ohtani,LAA,27,0.253,0.345,0.494,0.738,660271,108,Charlie Morton,0.0,Truist Park,12.0,450203,4.26,7.63,10.35,1.21,.230,0.0,0.5,0.0,0.333,0.5,0.0,False
48,13066,Teoscar Hernandez,TOR,29,0.271,0.322,0.489,0.672,606192,141,Nathan Eovaldi,0.0,Fenway Park,3.0,543135,4.15,9.75,8.67,1.26,.270,0.333,0.0,0.2,0.5,0.25,0.5,True
49,15172,Tim Anderson,CHW,29,0.301,0.339,0.395,0.795,641313,145,Cal Quantrill,1.0,Guaranteed Rate Field,23.0,615698,3.67,8.58,5.95,1.22,.255,0.357,0.25,0.2,0.4,0.4,0.25,True
50,17273,Jorge Mateo,BAL,27,0.23,0.277,0.404,0.698,622761,110,Jameson Taillon,1.0,Oriole Park at Camden Yards,30.0,592791,3.95,8.50,7.76,1.14,.246,0.333,0.25,0.5,0.25,0.0,0.5,True
51,15518,Amed Rosario,CLE,26,0.284,0.318,0.407,0.823,642708,114,Lucas Giolito,0.0,Guaranteed Rate Field,23.0,608337,4.92,10.01,10.09,1.49,.284,0.4,0.4,0.25,0.6,0.5,0.5,True
52,12546,C.J. Cron,COL,32,0.277,0.33,0.513,0.775,543068,115,Corbin Burnes,0.0,American Family Field,18.0,669203,2.39,5.85,11.39,0.92,.182,0.167,0.5,0.25,0.333,0.4,1.0,True
53,14344,Matt Olson,ATL,28,0.248,0.337,0.483,0.741,621566,144,Shohei Ohtani,1.0,Truist Park,12.0,660271,2.68,7.22,12.73,1.05,.214,0.077,0.25,0.2,0.6,0.25,0.25,True
54,16478,Kyle Schwarber,PHI,29,0.211,0.314,0.501,0.72,656941,143,Justin Steele,1.0,Citizens Bank Park,16.0,657006,3.63,8.85,9.38,1.41,.252,0.0,0.0,0.2,0.0,0.0,0.0,True
55,5827,Wilmer Flores,SFG,30,0.252,0.337,0.44,0.8270000000000001,527038,137,Tyler Anderson,0.0,Dodger Stadium,17.0,542881,2.72,7.21,7.14,1.00,.219,0.455,0.0,0.333,0.25,0.0,0.0,True
56,10231,Jose Iglesias,COL,32,0.318,0.356,0.418,0.868,578428,115,Corbin Burnes,0.0,American Family Field,18.0,669203,2.39,5.85,11.39,0.92,.182,0.667,0.333,0.25,0.0,0.25,0.6,True
57,14551,Anthony Santander,BAL,27,0.263,0.342,0.463,0.807,623993,110,Jameson Taillon,1.0,Oriole Park at Camden Yards,30.0,592791,3.95,8.50,7.76,1.14,.246,0.1,0.333,0.25,0.0,0.25,0.25,True
58,17907,Brendan Rodgers,COL,25,0.285,0.333,0.436,0.7829999999999999,663898,115,Corbin Burnes,0.0,American Family Field,18.0,669203,2.39,5.85,11.39,0.92,.182,0.2,0.5,0.25,0.4,0.333,0.25,True
59,11477,Christian Yelich,MIL,30,0.256,0.361,0.382,0.779,592885,158,Antonio Senzatela,1.0,American Family Field,18.0,622608,4.67,12.61,5.16,1.65,.343,0.222,0.5,0.0,0.333,1.0,0.25,True
60,19997,Santiago Espinal,TOR,27,0.263,0.313,0.378,0.8490000000000001,669289,141,Nathan Eovaldi,0.0,Fenway Park,3.0,543135,4.15,9.75,8.67,1.26,.270,0.0,0.25,0.25,0.0,0.5,0.25,True
61,15491,J.P. Crawford,SEA,27,0.254,0.333,0.353,0.877,641487,136,Jose Urquidy,1.0,T-Mobile Park,27.0,664353,3.85,8.52,7.09,1.16,.245,0.333,0.0,0.4,0.25,0.25,0.0,True
62,13613,Ketel Marte,ARI,28,0.258,0.341,0.438,0.8059999999999999,606466,109,Patrick Corbin,1.0,Chase Field,13.0,571578,7.02,13.13,8.32,1.82,.331,0.667,0.2,0.0,0.75,0.5,0.25,True
63,11445,Mark Canha,NYM,33,0.262,0.366,0.366,0.789,592192,121,Yu Darvish,1.0,Citi Field,22.0,506433,3.40,7.38,9.04,1.01,.220,0.25,0.333,0.0,0.25,0.25,0.333,False
64,19363,Austin Hays,BAL,26,0.263,0.32,0.437,0.7759999999999999,669720,110,Jameson Taillon,1.0,Oriole Park at Camden Yards,30.0,592791,3.95,8.50,7.76,1.14,.246,0.545,0.5,0.0,0.667,0.8,0.0,False
66,18171,Seth Brown,OAK,29,0.235,0.293,0.455,0.733,664913,133,Spencer Howard,1.0,Oakland Coliseum,19.0,675921,7.41,11.95,7.65,1.73,.309,0.333,0.5,0.5,0.25,0.0,0.25,True
68,8709,Elvis Andrus,OAK,33,0.237,0.298,0.365,0.807,462101,133,Spencer Howard,1.0,Oakland Coliseum,19.0,675921,7.41,11.95,7.65,1.73,.309,0.0,0.333,0.333,0.25,0.25,0.0,True
69,5297,Aaron Hicks,NYY,32,0.223,0.345,0.312,0.7609999999999999,543305,147,Tyler Wells,0.0,Oriole Park at Camden Yards,30.0,669330,3.90,7.80,6.46,1.11,.232,0.2,0.0,0.667,0.5,0.0,0.0,False
70,13602,Patrick Wisdom,CHC,30,0.22,0.318,0.441,0.667,621550,112,Kyle Gibson,0.0,Citizens Bank Park,16.0,502043,4.29,8.06,6.73,1.18,.239,0.5,0.0,0.0,0.25,0.0,0.0,True
72,15998,Cody Bellinger,LAD,26,0.21,0.267,0.402,0.762,641355,119,Logan Webb,1.0,Dodger Stadium,17.0,657277,3.00,7.86,7.44,1.13,.234,0.231,0.0,0.25,0.0,0.0,0.4,True
73,18564,Trent Grisham,SDP,25,0.197,0.296,0.365,0.773,663757,135,Max Scherzer,0.0,Citi Field,22.0,453286,1.93,6.84,11.05,0.93,.209,0.143,0.0,0.25,0.0,0.333,0.0,True
74,19238,Lourdes Gurriel Jr.,TOR,28,0.306,0.358,0.417,0.7959999999999999,666971,141,Nathan Eovaldi,0.0,Fenway Park,3.0,543135,4.15,9.75,8.67,1.26,.270,0.313,0.25,0.667,0.25,0.25,0.25,True
75,19290,Randy Arozarena,TBR,27,0.256,0.315,0.428,0.722,668227,139,Brad Keller,0.0,Kauffman Stadium,5.0,641745,4.93,9.42,6.11,1.43,.268,0.25,0.5,0.5,0.0,0.0,0.0,True
76,17027,Alex Verdugo,BOS,26,0.274,0.317,0.392,0.861,657077,111,Kevin Gausman,1.0,Fenway Park,3.0,592332,2.91,9.56,10.48,1.23,.270,0.111,0.25,0.0,0.0,0.25,0.333,False
77,15223,Adam Frazier,SEA,30,0.243,0.307,0.311,0.8759999999999999,624428,136,Jose Urquidy,1.0,T-Mobile Park,27.0,664353,3.85,8.52,7.09,1.16,.245,0.375,0.25,0.4,0.5,0.5,0.5,True
78,17620,Myles Straw,CLE,27,0.21,0.288,0.268,0.894,664702,114,Lucas Giolito,0.0,Guaranteed Rate Field,23.0,608337,4.92,10.01,10.09,1.49,.284,0.273,0.25,0.333,0.0,0.333,0.0,True
80,18373,Ryan Mountcastle,BAL,25,0.255,0.299,0.435,0.721,663624,110,Jameson Taillon,1.0,Oriole Park at Camden Yards,30.0,592791,3.95,8.50,7.76,1.14,.246,0.167,0.25,0.2,0.333,0.2,0.0,False
82,6153,Eduardo Escobar,NYM,33,0.22,0.273,0.39,0.753,500871,121,Yu Darvish,1.0,Citi Field,22.0,506433,3.40,7.38,9.04,1.01,.220,0.214,0.333,0.6,0.0,0.4,0.25,False
83,7802,Miguel Rojas,MIA,33,0.232,0.286,0.331,0.852,500743,146,Zach Thompson,0.0,PNC Park,10.0,605507,5.08,9.66,6.18,1.47,.269,0.333,0.0,0.333,0.0,0.0,0.25,True
84,19566,Nathaniel Lowe,TEX,26,0.281,0.331,0.454,0.775,663993,140,Cole Irvin,0.0,Oakland Coliseum,19.0,608344,2.92,7.59,6.13,1.03,.226,0.333,0.2,0.0,0.25,0.25,0.0,True
85,26197,Andrew Vaughn,CHW,24,0.296,0.346,0.466,0.8270000000000001,683734,145,Cal Quantrill,1.0,Guaranteed Rate Field,23.0,615698,3.67,8.58,5.95,1.22,.255,0.5,0.75,0.5,0.5,0.4,0.0,True
86,14813,Kyle Farmer,CIN,31,0.254,0.327,0.368,0.825,571657,113,Adam Wainwright,1.0,Great American Ball Park,8.0,425794,3.27,8.29,7.28,1.19,.245,0.429,0.0,0.333,0.2,0.25,0.0,True
87,13590,Jesse Winker,SEA,28,0.228,0.346,0.361,0.8170000000000001,608385,136,Jose Urquidy,1.0,T-Mobile Park,27.0,664353,3.85,8.52,7.09,1.16,.245,0.143,0.0,0.25,0.4,0.4,0.25,True
88,24655,Owen Miller,CLE,25,0.24,0.296,0.359,0.838,680911,114,Lucas Giolito,0.0,Guaranteed Rate Field,23.0,608337,4.92,10.01,10.09,1.49,.284,0.375,1.0,0.5,0.333,0.0,0.333,True
89,16512,Isiah Kiner-Falefa,NYY,27,0.265,0.31,0.311,0.893,643396,147,Tyler Wells,0.0,Oriole Park at Camden Yards,30.0,669330,3.90,7.80,6.46,1.11,.232,0.0,0.25,1.0,0.25,0.25,0.2,True
90,7859,Charlie Blackmon,COL,35,0.262,0.313,0.439,0.821,453568,115,Corbin Burnes,0.0,American Family Field,18.0,669203,2.39,5.85,11.39,0.92,.182,0.286,0.25,0.25,0.6,0.4,0.5,True
91,14894,Tony Kemp,OAK,30,0.22,0.293,0.312,0.8759999999999999,643393,133,Spencer Howard,1.0,Oakland Coliseum,19.0,675921,7.41,11.95,7.65,1.73,.309,0.0,0.25,0.0,0.0,0.25,0.0,False
92,9847,Andrew McCutchen,MIL,35,0.253,0.324,0.398,0.802,457705,158,Antonio Senzatela,1.0,American Family Field,18.0,622608,4.67,12.61,5.16,1.65,.343,0.091,0.0,0.25,0.2,0.4,0.25,True
93,19198,Yuli Gurriel,HOU,38,0.24,0.287,0.38,0.86,493329,117,Marco Gonzales,0.0,T-Mobile Park,27.0,594835,4.18,9.88,5.15,1.41,.280,0.269,0.0,0.5,0.667,0.25,0.333,True
94,15117,Hunter Dozier,KCR,30,0.246,0.311,0.41,0.731,641531,118,Drew Rasmussen,1.0,Kauffman Stadium,5.0,656876,2.96,8.08,7.39,1.17,.238,0.0,0.5,0.333,0.0,0.5,0.0,True
95,11342,Jesus Aguilar,MIA,32,0.238,0.285,0.386,0.745,542583,146,Zach Thompson,0.0,PNC Park,10.0,605507,5.08,9.66,6.18,1.47,.269,0.0,0.0,0.0,0.667,0.25,0.25,True
96,10556,Cesar Hernandez,WSN,32,0.239,0.303,0.305,0.813,514917,120,Zac Gallen,0.0,Chase Field,13.0,668678,2.94,6.39,8.62,0.99,.197,0.0,0.0,0.25,0.667,0.25,0.25,True
97,4314,Joey Votto,CIN,38,0.217,0.335,0.391,0.7240000000000001,458015,113,Adam Wainwright,1.0,Great American Ball Park,8.0,425794,3.27,8.29,7.28,1.19,.245,0.317,0.25,0.25,0.4,0.2,0.25,True
98,18607,Jared Walsh,LAA,28,0.222,0.269,0.387,0.755,665120,108,Charlie Morton,0.0,Truist Park,12.0,450203,4.26,7.63,10.35,1.21,.230,0.5,0.0,0.0,0.0,0.0,0.25,True
99,11200,Kole Calhoun,TEX,34,0.211,0.269,0.363,0.654,594777,140,Cole Irvin,0.0,Oakland Coliseum,19.0,608344,2.92,7.59,6.13,1.03,.226,0.333,0.25,0.0,0.0,0.0,0.0,False
100,11737,Nick Castellanos,PHI,30,0.256,0.304,0.378,0.695,592206,143,Justin Steele,1.0,Citizens Bank Park,16.0,657006,3.63,8.85,9.38,1.41,.252,0.5,0.25,0.333,0.25,0.25,0.25,False
