,Unnamed: 0,Unnamed: 0.1,Unnamed: 0.1.1,IDfg,Name,Team,Age,AVG,OBP,SLG,Contact% (pi),BatterIDs,TeamIDs,Pitchers,Home,Ballpark,BallparkNumber,PitcherIDs,era,h9,k9,whip,avg,MatchupAverage,Game 1,Game 2,Game 3,Game 4,Game 5,TestLabels
19,19,19,22,13066,Teoscar Hernandez,TOR,29,0.273,0.325,0.494,0.669,606192,141,Daniel Lynch,0.0,Kauffman Stadium,5.0,663738,4.79,10.13,9.36,1.52,0.279,0.333,0.0,0.6,0.25,0.4,0.667,True
20,20,20,23,11445,Mark Canha,NYM,33,0.266,0.366,0.37,0.7909999999999999,592192,121,Blake Snell,0.0,Petco Park,31.0,605483,3.96,7.56,11.77,1.33,0.226,0.375,0.5,0.25,0.0,0.0,0.8,True
21,21,21,24,19997,Santiago Espinal,TOR,27,0.263,0.313,0.378,0.8490000000000001,669289,141,Daniel Lynch,0.0,Kauffman Stadium,5.0,663738,4.79,10.13,9.36,1.52,0.279,0.333,0.5,0.5,0.0,0.6,0.25,True
22,22,22,25,15491,J.P. Crawford,SEA,27,0.255,0.331,0.354,0.875,641487,136,Cristian Javier,0.0,Minute Maid Park,32.0,664299,3.14,6.19,11.84,1.05,0.191,0.286,0.2,0.0,0.333,0.25,0.25,True
23,23,23,26,19339,Nicky Lopez,KCR,27,0.248,0.305,0.294,0.838,670032,118,Ross Stripling,1.0,Kauffman Stadium,5.0,548389,3.16,8.27,7.29,1.1,0.241,0.5,0.0,0.667,0.0,0.0,0.333,False
24,24,24,28,19238,Lourdes Gurriel Jr.,TOR,28,0.309,0.361,0.421,0.797,666971,141,Daniel Lynch,0.0,Kauffman Stadium,5.0,663738,4.79,10.13,9.36,1.52,0.279,0.333,0.25,0.75,0.0,0.0,0.333,True
25,25,25,29,6184,J.D. Martinez,BOS,34,0.281,0.345,0.447,0.716,502110,111,Noah Syndergaard,0.0,Angel Stadium,4.0,592789,7.2,19.8,3.6,2.2,0.44,0.5,0.2,0.25,0.25,0.0,0.0,True
26,26,26,30,6153,Eduardo Escobar,NYM,33,0.22,0.273,0.39,0.753,500871,121,Blake Snell,0.0,Petco Park,31.0,605483,3.96,7.56,11.77,1.33,0.226,0.0,0.0,0.5,0.5,0.0,0.0,True
27,27,27,31,15223,Adam Frazier,SEA,30,0.243,0.306,0.31,0.878,624428,136,Cristian Javier,0.0,Minute Maid Park,32.0,664299,3.14,6.19,11.84,1.05,0.191,0.25,0.0,0.0,0.0,0.0,0.0,True
28,28,28,32,17027,Alex Verdugo,BOS,26,0.272,0.312,0.389,0.863,657077,111,Noah Syndergaard,0.0,Angel Stadium,4.0,592789,7.2,19.8,3.6,2.2,0.44,0.333,0.25,0.6,0.333,0.667,0.25,True
29,29,29,33,14813,Kyle Farmer,CIN,31,0.252,0.326,0.368,0.8240000000000001,571657,113,Madison Bumgarner,1.0,Great American Ball Park,8.0,518516,3.96,9.62,6.21,1.39,0.269,0.286,0.0,0.333,0.5,0.333,0.0,True
30,30,30,34,13590,Jesse Winker,SEA,28,0.229,0.348,0.363,0.815,608385,136,Cristian Javier,0.0,Minute Maid Park,32.0,664299,3.14,6.19,11.84,1.05,0.191,0.0,0.0,0.5,0.0,0.6,0.0,True
31,31,31,35,15117,Hunter Dozier,KCR,30,0.245,0.309,0.411,0.733,641531,118,Ross Stripling,1.0,Kauffman Stadium,5.0,548389,3.16,8.27,7.29,1.1,0.241,0.0,0.0,0.25,0.0,0.0,0.5,False
32,32,32,36,19198,Yuli Gurriel,HOU,38,0.238,0.287,0.38,0.86,493329,117,Robbie Ray,1.0,Minute Maid Park,32.0,592662,3.96,7.63,10.34,1.19,0.229,0.25,0.25,0.0,0.5,1.0,0.25,False
33,33,33,37,18607,Jared Walsh,LAA,28,0.225,0.27,0.392,0.753,665120,108,Michael Wacha,1.0,Angel Stadium,4.0,608379,2.69,7.17,6.4,1.11,0.215,0.0,0.333,0.5,0.25,0.25,0.333,False
34,34,34,38,4314,Joey Votto,CIN,38,0.215,0.331,0.389,0.725,458015,113,Madison Bumgarner,1.0,Great American Ball Park,8.0,518516,3.96,9.62,6.21,1.39,0.269,0.35,0.25,0.2,0.25,0.5,0.0,True
