,Unnamed: 0,Unnamed: 0.1,Unnamed: 0.1.1,IDfg,Name,Team,Age,AVG,OBP,SLG,Contact% (pi),BatterIDs,TeamIDs,Pitchers,Home,Ballpark,BallparkNumber,PitcherIDs,era,h9,k9,whip,avg,MatchupAverage,Game 1,Game 2,Game 3,Game 4,Game 5,TestLabels
10,10,10,12,18568,Luis Arraez,MIN,25,0.329,0.394,0.436,0.932,650333,142,Gerrit Cole,1.0,Target Field,26.0,543037,3.38,7.03,11.58,1.02,0.211,0.333,0.5,1.0,0.333,0.5,0.0,True
11,11,11,13,19755,Shohei Ohtani,LAA,27,0.256,0.348,0.501,0.741,660271,108,Nick Pivetta,1.0,Angel Stadium,4.0,601713,4.51,8.73,8.66,1.33,0.253,0.667,0.25,0.25,0.25,0.2,0.5,True
12,12,12,14,15112,Ryan McMahon,COL,27,0.242,0.339,0.397,0.752,641857,115,Logan Webb,0.0,Oracle Park,9.0,657277,3.17,7.99,7.29,1.15,0.237,0.412,0.0,0.4,0.0,0.0,0.25,True
13,13,13,15,13419,Christian Walker,ARI,31,0.21,0.31,0.459,0.7709999999999999,572233,109,Tyler Mahle,0.0,Great American Ball Park,8.0,641816,6.0,7.5,7.5,1.0,0.238,0.0,0.4,0.0,0.0,0.0,0.0,False
14,14,14,17,17929,Cedric Mullins II,BAL,27,0.261,0.321,0.39,0.816,656775,110,Kris Bubic,0.0,Kauffman Stadium,5.0,663460,5.27,9.41,7.51,1.54,0.27,0.6,0.25,0.0,0.0,0.0,0.5,True
15,15,15,18,12546,C.J. Cron,COL,32,0.28,0.33,0.514,0.778,543068,115,Logan Webb,0.0,Oracle Park,9.0,657277,3.17,7.99,7.29,1.15,0.237,0.273,0.0,0.0,1.0,0.0,0.0,True
16,16,16,19,5827,Wilmer Flores,SFG,30,0.251,0.334,0.444,0.8290000000000001,527038,137,Austin Gomber,1.0,Oracle Park,9.0,596295,5.64,9.99,6.93,1.41,0.283,0.4,0.0,0.75,0.25,0.0,0.75,False
17,17,17,20,13152,Jorge Polanco,MIN,28,0.237,0.349,0.407,0.777,593871,142,Gerrit Cole,1.0,Target Field,26.0,543037,3.38,7.03,11.58,1.02,0.211,0.125,0.0,0.8,0.25,0.333,0.2,True
18,18,18,21,11477,Christian Yelich,MIL,30,0.262,0.365,0.39,0.7829999999999999,592885,158,Zach Eflin,1.0,American Family Field,18.0,621107,4.37,8.74,7.41,1.19,0.251,0.2,0.25,0.5,0.0,0.0,0.0,True
19,19,19,22,16426,Thairo Estrada,SFG,26,0.269,0.319,0.42,0.813,642731,137,Austin Gomber,1.0,Oracle Park,9.0,596295,5.64,9.99,6.93,1.41,0.283,0.25,0.333,0.0,0.5,0.0,0.4,True
20,20,20,23,17273,Jorge Mateo,BAL,27,0.218,0.267,0.391,0.6970000000000001,622761,110,Kris Bubic,0.0,Kauffman Stadium,5.0,663460,5.27,9.41,7.51,1.54,0.27,0.5,0.333,0.0,0.0,0.0,0.0,True
21,21,21,24,16478,Kyle Schwarber,PHI,29,0.207,0.31,0.499,0.72,656941,143,Corbin Burnes,0.0,American Family Field,18.0,669203,2.45,5.89,11.58,0.93,0.183,0.286,0.8,0.0,0.0,0.25,0.667,True
22,22,22,25,13613,Ketel Marte,ARI,28,0.261,0.346,0.445,0.804,606466,109,Tyler Mahle,0.0,Great American Ball Park,8.0,641816,6.0,7.5,7.5,1.0,0.238,1.0,0.5,0.5,0.0,0.0,0.5,True
23,23,23,26,14551,Anthony Santander,BAL,27,0.262,0.342,0.463,0.805,623993,110,Kris Bubic,0.0,Kauffman Stadium,5.0,663460,5.27,9.41,7.51,1.54,0.27,0.0,0.5,0.0,0.25,0.333,0.2,True
24,24,24,27,14162,Carlos Correa,MIN,27,0.265,0.342,0.431,0.7829999999999999,621043,142,Gerrit Cole,1.0,Target Field,26.0,543037,3.38,7.03,11.58,1.02,0.211,0.4,0.333,0.0,0.6,0.2,0.4,True
25,25,25,28,12144,Max Kepler,MIN,29,0.233,0.331,0.373,0.813,596146,142,Gerrit Cole,1.0,Target Field,26.0,543037,3.38,7.03,11.58,1.02,0.211,0.25,0.25,0.333,0.0,0.75,0.0,False
26,26,26,29,17907,Brendan Rodgers,COL,25,0.284,0.334,0.432,0.785,663898,115,Logan Webb,0.0,Oracle Park,9.0,657277,3.17,7.99,7.29,1.15,0.237,0.143,0.25,0.0,0.6,0.2,0.0,True
27,27,27,30,16997,Gleyber Torres,NYY,25,0.254,0.306,0.45,0.741,650402,147,Dylan Bundy,0.0,Target Field,26.0,605164,5.01,9.74,7.14,1.3,0.272,0.222,0.0,0.25,0.0,0.0,0.5,True
28,28,28,31,19326,Bryan Reynolds,PIT,27,0.257,0.343,0.449,0.752,668804,134,Max Fried,0.0,Truist Park,12.0,608331,2.6,8.07,8.26,1.08,0.237,0.25,0.0,0.25,0.0,0.25,0.4,True
29,29,29,32,5038,Josh Donaldson,NYY,36,0.228,0.31,0.401,0.705,518626,147,Dylan Bundy,0.0,Target Field,26.0,605164,5.01,9.74,7.14,1.3,0.272,0.2,0.333,0.2,0.25,0.0,0.0,True
30,30,30,33,19363,Austin Hays,BAL,26,0.261,0.318,0.435,0.777,669720,110,Kris Bubic,0.0,Kauffman Stadium,5.0,663460,5.27,9.41,7.51,1.54,0.27,0.25,0.5,0.0,0.25,0.0,0.4,True
31,31,31,34,5297,Aaron Hicks,NYY,32,0.222,0.348,0.314,0.763,543305,147,Dylan Bundy,0.0,Target Field,26.0,605164,5.01,9.74,7.14,1.3,0.272,0.286,0.667,0.667,0.0,0.333,0.333,True
32,32,32,35,15279,Garrett Cooper,MIA,31,0.275,0.348,0.424,0.7959999999999999,643265,146,Stephen Strasburg,1.0,loanDepot park,20.0,544931,13.5,15.43,9.64,2.14,0.4,0.125,0.6,0.4,0.5,0.5,0.6,True
33,33,33,36,14854,Mike Yastrzemski,SFG,31,0.22,0.315,0.393,0.797,573262,137,Austin Gomber,1.0,Oracle Park,9.0,596295,5.64,9.99,6.93,1.41,0.283,0.143,0.75,0.0,0.0,0.0,0.4,False
34,34,34,38,19339,Nicky Lopez,KCR,27,0.248,0.305,0.294,0.838,670032,118,Jordan Lyles,1.0,Kauffman Stadium,5.0,543475,4.35,10.01,7.25,1.44,0.279,0.429,0.0,0.0,0.0,0.0,0.667,False
35,35,35,39,17620,Myles Straw,CLE,27,0.214,0.292,0.272,0.892,664702,114,James Kaprielian,1.0,Progressive Field,7.0,621076,4.38,7.97,6.28,1.32,0.235,0.5,0.25,0.0,0.25,0.25,0.0,False
36,36,36,40,18373,Ryan Mountcastle,BAL,25,0.258,0.3,0.441,0.722,663624,110,Kris Bubic,0.0,Kauffman Stadium,5.0,663460,5.27,9.41,7.51,1.54,0.27,0.25,0.333,0.333,0.0,0.0,0.25,True
37,37,37,41,6184,J.D. Martinez,BOS,34,0.281,0.345,0.447,0.716,502110,111,Shohei Ohtani,0.0,Angel Stadium,4.0,660271,2.68,7.22,12.73,1.05,0.214,0.333,0.0,0.4,0.667,0.2,0.25,True
38,38,38,42,17027,Alex Verdugo,BOS,26,0.272,0.312,0.389,0.863,657077,111,Shohei Ohtani,0.0,Angel Stadium,4.0,660271,2.68,7.22,12.73,1.05,0.214,0.167,0.0,0.4,0.25,0.25,0.6,True
39,39,39,43,7802,Miguel Rojas,MIA,33,0.233,0.282,0.335,0.852,500743,146,Stephen Strasburg,1.0,loanDepot park,20.0,544931,13.5,15.43,9.64,2.14,0.4,0.414,0.0,0.667,0.333,0.0,0.0,False
40,40,40,44,26197,Andrew Vaughn,CHW,24,0.298,0.348,0.464,0.826,683734,145,Tyler Anderson,1.0,Guaranteed Rate Field,23.0,542881,2.72,7.21,7.14,1.0,0.219,0.0,0.0,0.6,0.5,0.4,0.0,True
41,41,41,45,14813,Kyle Farmer,CIN,31,0.252,0.326,0.368,0.8240000000000001,571657,113,Zach Davies,1.0,Great American Ball Park,8.0,605200,4.03,7.86,6.83,1.22,0.233,0.4,0.0,0.5,0.667,0.0,0.333,False
42,42,42,46,10681,Gio Urshela,MIN,30,0.262,0.304,0.423,0.807,570482,142,Gerrit Cole,1.0,Target Field,26.0,543037,3.38,7.03,11.58,1.02,0.211,0.0,0.5,0.5,0.2,0.5,0.25,True
43,43,43,47,16512,Isiah Kiner-Falefa,NYY,27,0.268,0.312,0.315,0.892,643396,147,Dylan Bundy,0.0,Target Field,26.0,605164,5.01,9.74,7.14,1.3,0.272,0.375,0.0,0.2,0.667,0.0,0.5,False
44,44,44,48,7859,Charlie Blackmon,COL,35,0.263,0.314,0.446,0.816,453568,115,Logan Webb,0.0,Oracle Park,9.0,657277,3.17,7.99,7.29,1.15,0.237,0.412,0.5,0.5,0.4,0.0,0.0,True
45,45,45,49,24655,Owen Miller,CLE,25,0.238,0.296,0.359,0.8370000000000001,680911,114,James Kaprielian,1.0,Progressive Field,7.0,621076,4.38,7.97,6.28,1.32,0.235,0.0,0.0,0.0,0.2,0.0,0.0,True
46,46,46,50,9847,Andrew McCutchen,MIL,35,0.255,0.325,0.4,0.804,457705,158,Zach Eflin,1.0,American Family Field,18.0,621107,4.37,8.74,7.41,1.19,0.251,0.2,0.0,0.667,0.6,0.0,0.0,True
47,47,47,51,16572,Connor Joe,COL,29,0.246,0.347,0.363,0.809,656582,115,Logan Webb,0.0,Oracle Park,9.0,657277,3.17,7.99,7.29,1.15,0.237,0.667,0.5,0.5,0.0,0.0,0.25,False
48,48,48,54,11342,Jesus Aguilar,MIA,32,0.241,0.287,0.391,0.745,542583,146,Stephen Strasburg,1.0,loanDepot park,20.0,544931,13.5,15.43,9.64,2.14,0.4,0.0,0.25,0.0,0.25,0.25,0.0,True
49,49,49,56,18607,Jared Walsh,LAA,28,0.225,0.27,0.392,0.753,665120,108,Nick Pivetta,1.0,Angel Stadium,4.0,601713,4.51,8.73,8.66,1.33,0.253,0.0,0.25,0.0,0.0,0.333,0.5,False
50,50,50,57,4314,Joey Votto,CIN,38,0.215,0.331,0.389,0.725,458015,113,Zach Davies,1.0,Great American Ball Park,8.0,605200,4.03,7.86,6.83,1.22,0.233,0.375,0.25,0.5,0.5,0.25,0.2,True
51,51,51,59,12179,Maikel Franco,WSN,29,0.229,0.256,0.338,0.742,596748,120,Trevor Rogers,0.0,loanDepot park,20.0,669432,5.85,10.16,8.52,1.6,0.283,0.2,0.333,0.25,0.6,0.2,0.667,True
52,52,52,60,11737,Nick Castellanos,PHI,30,0.257,0.305,0.381,0.6970000000000001,592206,143,Corbin Burnes,0.0,American Family Field,18.0,669203,2.45,5.89,11.58,0.93,0.183,0.333,0.2,0.5,0.0,0.0,0.0,True
53,53,53,61,10324,Marcell Ozuna,ATL,31,0.213,0.264,0.388,0.742,542303,144,JT Brubaker,1.0,Truist Park,12.0,664141,4.49,10.05,9.22,1.52,0.275,0.333,0.333,0.0,0.2,0.2,0.2,False
