,Unnamed: 0,Unnamed: 0.1,Unnamed: 0.1.1,Unnamed: 0.1.1.1,Unnamed: 0.1.1.1.1,IDfg,Name,Team,Age,AVG,OBP,SLG,Contact% (pi),BatterIDs,TeamIDs,Pitchers,Home,Ballpark,BallparkNumber,PitcherIDs,era,h9,k9,whip,avg,MatchupAverage,Game 1,Game 2,Game 3,Game 4,Game 5,TestLabels
0,0,0,0,0,0,15640,Aaron Judge,NYY,30,0.303,0.393,0.675,0.736,592450,147,Daniel Lynch,0,Kauffman Stadium,5,663738,4.79,10.13,9.36,1.52,0.279,0.333,0.25,0.4,0.5,0.4,0.333,True
1,1,1,1,1,1,9777,Nolan Arenado,STL,31,0.3,0.369,0.55,0.81,571448,138,Zach Davies,1,Busch Stadium,15,605200,4.03,7.86,6.83,1.22,0.233,0.231,0.25,0.5,1.0,0.5,0.0,True
2,2,2,2,2,3,5361,Freddie Freeman,LAD,32,0.323,0.4,0.524,0.8290000000000001,518692,119,Eduardo Rodriguez,1,Dodger Stadium,17,593958,4.38,8.08,7.85,1.33,0.233,0.333,0.0,0.333,0.0,0.333,0.4,True
3,3,3,3,3,4,19556,Yordan Alvarez,HOU,25,0.297,0.403,0.63,0.802,670541,117,Kevin Gausman,0,Rogers Centre,2,592332,2.91,9.56,10.48,1.23,0.27,0.0,0.333,0.75,0.25,1.0,0.667,False
4,4,4,4,4,5,11493,Manny Machado,SDP,29,0.29,0.362,0.509,0.7759999999999999,592518,135,Mitch Keller,0,PNC Park,10,656605,4.21,9.59,7.4,1.42,0.274,0.333,0.333,0.25,0.8,0.6,0.5,True
5,5,5,5,5,6,12916,Francisco Lindor,NYM,28,0.268,0.344,0.462,0.7879999999999999,596019,121,Zach Eflin,1,Citi Field,22,621107,4.37,8.74,7.41,1.19,0.251,0.0,0.25,0.5,0.25,0.0,0.0,True
6,6,6,6,6,7,17350,Rafael Devers,BOS,25,0.31,0.367,0.586,0.73,646240,111,Jordan Lyles,0,Oriole Park at Camden Yards,30,543475,4.35,10.01,7.25,1.44,0.279,0.2,0.4,0.5,0.25,0.4,0.5,True
7,7,7,7,7,8,16252,Trea Turner,LAD,29,0.306,0.346,0.502,0.76,607208,119,Eduardo Rodriguez,1,Dodger Stadium,17,593958,4.38,8.08,7.85,1.33,0.233,0.667,0.0,0.0,0.5,0.5,0.25,False
8,8,8,8,8,9,12161,Xander Bogaerts,BOS,29,0.31,0.381,0.452,0.76,593428,111,Jordan Lyles,0,Oriole Park at Camden Yards,30,543475,4.35,10.01,7.25,1.44,0.279,0.2,0.333,0.0,0.0,1.0,0.6,True
9,9,9,9,9,10,11739,J.T. Realmuto,PHI,31,0.268,0.339,0.455,0.784,592663,143,Max Scherzer,0,Citi Field,22,453286,1.98,6.49,11.29,0.9,0.2,0.113,0.0,0.0,0.0,0.25,0.5,False
10,10,10,10,10,11,9874,DJ LeMahieu,NYY,33,0.286,0.388,0.429,0.8809999999999999,518934,147,Daniel Lynch,0,Kauffman Stadium,5,663738,4.79,10.13,9.36,1.52,0.279,0.0,0.0,0.25,0.2,0.0,0.4,True
11,11,11,11,11,12,19470,Tommy Edman,STL,27,0.258,0.322,0.367,0.821,669242,138,Zach Davies,1,Busch Stadium,15,605200,4.03,7.86,6.83,1.22,0.233,0.091,0.0,0.25,0.5,0.6,0.0,True
12,12,12,12,12,14,12927,Brandon Nimmo,NYM,29,0.271,0.355,0.425,0.83,607043,121,Zach Eflin,1,Citi Field,22,621107,4.37,8.74,7.41,1.19,0.251,0.091,0.25,0.333,0.2,0.0,0.2,True
