,Unnamed: 0,Unnamed: 0.1,IDfg,Name,Team,Age,AVG,OBP,SLG,Contact% (pi),BatterIDs,TeamIDs,Pitchers,Home,Ballpark,BallparkNumber,PitcherIDs,era,h9,k9,whip,avg,MatchupAverage,Game 1,Game 2,Game 3,Game 4,Game 5,TestLabels
0,0,0,9777,Nolan Arenado,STL,31,0.3,0.369,0.55,0.81,571448,138,Mitch White,1,Busch Stadium,15,669952,5.79,11.57,3.86,1.5,0.3,0.0,0.5,0.0,0.5,0.0,0.25,True
1,1,2,5361,Freddie Freeman,LAD,32,0.323,0.4,0.524,0.8290000000000001,518692,119,Jordan Hicks,0,Busch Stadium,15,663855,4.63,5.84,8.66,1.3,0.188,0.5,0.8,0.25,0.25,0.0,0.25,True
2,2,3,18314,Dansby Swanson,ATL,28,0.292,0.348,0.464,0.7090000000000001,621020,144,David Peterson,1,Truist Park,12,656849,3.3,7.18,10.37,1.28,0.22,0.273,0.0,0.5,0.0,0.6,0.25,False
3,3,5,11493,Manny Machado,SDP,29,0.29,0.362,0.509,0.7759999999999999,592518,135,Austin Gomber,0,Coors Field,1,596295,5.64,9.99,6.93,1.41,0.283,0.308,0.4,0.0,0.0,0.333,0.25,False
4,4,6,12916,Francisco Lindor,NYM,28,0.268,0.344,0.462,0.7879999999999999,596019,121,Spencer Strider,0,Truist Park,12,675911,3.11,6.02,13.85,1.05,0.185,0.5,0.6,0.2,0.25,0.2,0.25,True
5,5,7,18360,Austin Riley,ATL,25,0.298,0.359,0.594,0.7390000000000001,663586,144,David Peterson,1,Truist Park,12,656849,3.3,7.18,10.37,1.28,0.22,0.5,0.25,0.5,0.667,0.2,0.5,True
6,6,8,17350,Rafael Devers,BOS,25,0.31,0.367,0.586,0.73,646240,111,Corey Kluber,0,Tropicana Field,21,446372,4.05,9.08,8.03,1.15,0.26,0.167,0.0,0.667,0.5,0.333,0.25,True
7,7,9,16252,Trea Turner,LAD,29,0.306,0.346,0.502,0.76,607208,119,Jordan Hicks,0,Busch Stadium,15,663855,4.63,5.84,8.66,1.3,0.188,0.0,0.4,0.25,0.0,0.25,0.0,True
8,8,10,12161,Xander Bogaerts,BOS,29,0.31,0.381,0.452,0.76,593428,111,Corey Kluber,0,Tropicana Field,21,446372,4.05,9.08,8.03,1.15,0.26,0.217,0.667,0.5,0.5,0.0,0.0,False
9,9,12,19470,Tommy Edman,STL,27,0.258,0.322,0.367,0.821,669242,138,Mitch White,1,Busch Stadium,15,669952,5.79,11.57,3.86,1.5,0.3,0.25,0.0,0.25,0.0,0.0,0.0,True
10,10,13,5417,Jose Altuve,HOU,32,0.286,0.368,0.513,0.851,514888,117,Noah Syndergaard,0,Angel Stadium,4,592789,7.2,19.8,3.6,2.2,0.44,0.0,0.25,0.333,0.25,0.5,0.25,True
11,11,14,13624,Corey Seager,TEX,28,0.25,0.329,0.475,0.7559999999999999,608369,140,James Kaprielian,1,Globe Life Field,14,621076,4.38,7.97,6.28,1.32,0.235,0.5,0.25,0.667,0.667,0.667,0.0,True
12,12,15,12927,Brandon Nimmo,NYM,29,0.271,0.355,0.425,0.83,607043,121,Spencer Strider,0,Truist Park,12,675911,3.11,6.02,13.85,1.05,0.185,0.5,0.333,0.0,0.0,0.2,0.333,False
13,13,17,15676,Jose Abreu,CHW,35,0.297,0.375,0.464,0.794,547989,145,Shane Bieber,0,Progressive Field,7,669456,3.21,7.86,9.16,1.09,0.233,0.273,0.5,0.0,0.5,0.4,0.25,True
14,14,18,19352,Sean Murphy,OAK,27,0.245,0.32,0.43,0.775,669221,133,Glenn Otto,0,Globe Life Field,14,657248,5.31,8.19,7.38,1.41,0.247,0.5,0.25,0.25,0.5,0.25,0.0,True
15,15,19,18036,Jake Cronenworth,SDP,28,0.237,0.34,0.388,0.846,630105,135,Austin Gomber,0,Coors Field,1,596295,5.64,9.99,6.93,1.41,0.283,0.4,0.75,0.0,0.0,0.4,0.0,False
16,16,20,11609,Willson Contreras,CHC,30,0.253,0.364,0.463,0.711,575929,112,Jordan Lyles,1,Wrigley Field,24,543475,4.35,10.01,7.25,1.44,0.279,0.571,0.0,0.0,0.0,0.25,0.25,True
17,17,21,18345,Kyle Tucker,HOU,25,0.242,0.332,0.449,0.8059999999999999,663656,117,Noah Syndergaard,0,Angel Stadium,4,592789,7.2,19.8,3.6,2.2,0.44,0.5,0.25,0.0,0.25,0.5,0.25,True
18,18,24,16472,Rhys Hoskins,PHI,29,0.253,0.344,0.496,0.7609999999999999,656555,143,Jose Berrios,0,Rogers Centre,2,621244,5.19,9.92,8.16,1.35,0.275,0.333,0.5,0.5,0.0,0.25,0.333,False
19,19,25,19287,Adolis Garcia,TEX,29,0.248,0.298,0.456,0.677,666969,140,James Kaprielian,1,Globe Life Field,14,621076,4.38,7.97,6.28,1.32,0.235,0.263,0.0,0.0,0.0,0.75,0.0,False
20,20,26,27506,Ha-seong Kim,SDP,26,0.248,0.326,0.37,0.83,673490,135,Austin Gomber,0,Coors Field,1,596295,5.64,9.99,6.93,1.41,0.283,0.5,0.0,0.5,0.0,0.667,0.25,True
21,21,27,20043,Luis Robert,CHW,24,0.298,0.334,0.453,0.755,673357,145,Shane Bieber,0,Progressive Field,7,669456,3.21,7.86,9.16,1.09,0.233,0.067,0.0,0.0,0.333,0.4,0.25,True
22,22,28,16578,Yandy Diaz,TBR,30,0.277,0.392,0.393,0.873,650490,139,Chris Sale,1,Tropicana Field,21,519242,3.18,7.94,7.94,1.06,0.217,0.5,1.0,0.75,0.0,0.2,0.667,False
23,23,29,15112,Ryan McMahon,COL,27,0.242,0.339,0.397,0.752,641857,115,Mike Clevinger,1,Coors Field,1,605182,3.6,7.75,8.58,1.12,0.226,0.0,0.0,0.25,0.0,0.25,0.0,True
24,24,30,12533,Marcus Semien,TEX,31,0.239,0.298,0.403,0.8079999999999999,543760,140,James Kaprielian,1,Globe Life Field,14,621076,4.38,7.97,6.28,1.32,0.235,0.333,0.0,0.25,0.5,0.0,0.0,True
25,25,31,13419,Christian Walker,ARI,31,0.21,0.31,0.459,0.7709999999999999,572233,109,Logan Webb,0,Oracle Park,9,657277,3.17,7.99,7.29,1.15,0.237,1.0,0.25,0.0,0.0,0.5,0.5,False
26,26,32,15172,Tim Anderson,CHW,29,0.301,0.339,0.395,0.795,641313,145,Shane Bieber,0,Progressive Field,7,669456,3.21,7.86,9.16,1.09,0.233,0.3,0.25,0.4,0.5,0.25,0.0,True
27,27,33,14344,Matt Olson,ATL,28,0.248,0.338,0.48,0.738,621566,144,David Peterson,1,Truist Park,12,656849,3.3,7.18,10.37,1.28,0.22,0.5,0.0,0.2,0.0,0.5,0.4,True
28,28,35,20126,Dylan Carlson,STL,23,0.241,0.31,0.398,0.772,666185,138,Mitch White,1,Busch Stadium,15,669952,5.79,11.57,3.86,1.5,0.3,0.0,0.75,0.0,0.25,1.0,0.0,False
29,29,36,16478,Kyle Schwarber,PHI,29,0.207,0.31,0.499,0.72,656941,143,Jose Berrios,0,Rogers Centre,2,621244,5.19,9.92,8.16,1.35,0.275,0.0,0.0,0.4,0.0,0.0,0.0,False
30,30,38,14551,Anthony Santander,BAL,27,0.262,0.342,0.463,0.805,623993,110,Adrian Sampson,0,Wrigley Field,24,592716,3.83,8.76,6.57,1.2,0.25,0.0,0.333,0.5,0.0,0.5,0.0,True
31,31,39,10231,Jose Iglesias,COL,32,0.316,0.358,0.417,0.865,578428,115,Mike Clevinger,1,Coors Field,1,605182,3.6,7.75,8.58,1.12,0.226,0.077,0.25,0.667,0.5,0.0,0.25,True
32,32,41,18171,Seth Brown,OAK,29,0.238,0.295,0.463,0.732,664913,133,Glenn Otto,0,Globe Life Field,14,657248,5.31,8.19,7.38,1.41,0.247,0.5,0.25,0.25,0.333,0.0,0.25,True
