,Unnamed: 0,Unnamed: 0.1,Unnamed: 0.1.1,Unnamed: 0.1.1.1,Unnamed: 0.1.1.1.1,IDfg,Name,Team,Age,AVG,OBP,SLG,Contact% (pi),BatterIDs,TeamIDs,Pitchers,Home,Ballpark,BallparkNumber,PitcherIDs,era,h9,k9,whip,avg,MatchupAverage,Game 1,Game 2,Game 3,Game 4,Game 5,TestLabels
0,0,0,0,0,0,15640,Aaron Judge,NYY,30,0.303,0.393,0.675,0.736,592450,147,Yusei Kikuchi,0,Rogers Centre,2,579328,5.13,8.2,10.03,1.49,0.244,0.222,0.4,0.25,0.4,0.25,0.4,False
1,1,1,1,1,1,9777,Nolan Arenado,STL,31,0.3,0.369,0.55,0.81,571448,138,Kris Bubic,0,Kauffman Stadium,5,663460,5.27,9.41,7.51,1.54,0.27,0.6,0.25,0.0,0.25,0.25,0.5,True
2,2,2,2,2,2,9218,Paul Goldschmidt,STL,34,0.329,0.413,0.609,0.768,502671,138,Kris Bubic,0,Kauffman Stadium,5,663460,5.27,9.41,7.51,1.54,0.27,0.4,0.0,0.667,0.0,0.25,0.75,False
3,3,3,3,3,3,5361,Freddie Freeman,LAD,32,0.323,0.4,0.524,0.8290000000000001,518692,119,Alex Wood,1,Dodger Stadium,17,622072,4.17,8.73,8.81,1.2,0.254,0.333,0.0,0.5,0.0,0.333,0.0,True
4,4,4,4,4,4,18314,Dansby Swanson,ATL,28,0.292,0.348,0.464,0.7090000000000001,621020,144,Tylor Megill,0,Citi Field,22,656731,5.01,8.49,10.23,1.21,0.245,0.167,0.0,0.25,0.0,0.667,0.333,True
5,5,5,5,5,5,12916,Francisco Lindor,NYM,28,0.268,0.344,0.462,0.7879999999999999,596019,121,Ian Anderson,1,Citi Field,22,666120,5.11,9.37,7.92,1.54,0.266,0.143,0.0,0.0,0.0,0.25,0.25,False
6,6,6,6,6,6,18360,Austin Riley,ATL,25,0.298,0.359,0.594,0.7390000000000001,663586,144,Tylor Megill,0,Citi Field,22,656731,5.01,8.49,10.23,1.21,0.245,0.2,0.0,0.333,0.5,0.5,0.0,True
7,7,7,7,7,7,13611,Mookie Betts,LAD,29,0.276,0.345,0.535,0.867,605141,119,Alex Wood,1,Dodger Stadium,17,622072,4.17,8.73,8.81,1.2,0.254,0.5,0.25,0.25,0.5,0.333,0.5,True
8,8,8,8,8,8,16252,Trea Turner,LAD,29,0.306,0.346,0.502,0.76,607208,119,Alex Wood,1,Dodger Stadium,17,622072,4.17,8.73,8.81,1.2,0.254,0.273,0.25,0.0,0.0,0.0,0.5,True
9,9,9,9,9,9,11739,J.T. Realmuto,PHI,31,0.268,0.339,0.455,0.784,592663,143,Martin Perez,1,Citizens Bank Park,16,527048,2.85,7.94,7.81,1.18,0.235,0.3,0.667,0.0,0.0,0.0,0.0,False
10,10,10,10,10,10,9874,DJ LeMahieu,NYY,33,0.286,0.388,0.429,0.8809999999999999,518934,147,Yusei Kikuchi,0,Rogers Centre,2,579328,5.13,8.2,10.03,1.49,0.244,0.455,0.25,0.25,0.0,0.25,0.2,True
11,11,11,11,11,11,19470,Tommy Edman,STL,27,0.258,0.322,0.367,0.821,669242,138,Kris Bubic,0,Kauffman Stadium,5,663460,5.27,9.41,7.51,1.54,0.27,0.667,0.5,0.5,0.0,0.25,0.5,False
12,12,12,12,12,12,5417,Jose Altuve,HOU,32,0.286,0.368,0.513,0.851,514888,117,Matt Brash,1,Minute Maid Park,32,666374,5.4,8.81,9.95,1.74,0.265,0.5,0.333,0.0,0.25,0.333,0.2,True
13,13,13,13,13,13,13624,Corey Seager,TEX,28,0.25,0.329,0.475,0.7559999999999999,608369,140,Zack Wheeler,0,Citizens Bank Park,16,554430,2.63,7.25,9.73,1.03,0.218,0.6,0.25,0.667,0.25,0.25,0.5,False
14,14,14,14,14,14,12927,Brandon Nimmo,NYM,29,0.271,0.355,0.425,0.83,607043,121,Ian Anderson,1,Citi Field,22,666120,5.11,9.37,7.92,1.54,0.266,0.0,0.25,0.0,0.2,0.25,0.333,True
15,15,15,15,15,15,19197,Will Smith,LAD,27,0.275,0.361,0.477,0.8290000000000001,669257,119,Alex Wood,1,Dodger Stadium,17,622072,4.17,8.73,8.81,1.2,0.254,0.333,0.0,0.25,0.333,0.0,0.333,True
16,16,16,16,16,16,15362,Jeff McNeil,NYM,30,0.306,0.362,0.445,0.852,643446,121,Ian Anderson,1,Citi Field,22,666120,5.11,9.37,7.92,1.54,0.266,0.0,0.0,0.5,0.333,0.8,0.0,False
17,17,17,17,17,17,15676,Jose Abreu,CHW,35,0.297,0.375,0.464,0.794,547989,145,Kyle Hendricks,0,Wrigley Field,24,543294,4.8,9.07,7.04,1.29,0.26,0.591,0.0,0.333,0.25,0.333,0.333,True
18,18,18,18,18,18,19251,Pete Alonso,NYM,27,0.278,0.357,0.541,0.777,624413,121,Ian Anderson,1,Citi Field,22,666120,5.11,9.37,7.92,1.54,0.266,0.143,0.5,0.5,0.0,0.25,0.0,True
19,19,19,19,19,20,11609,Willson Contreras,CHC,30,0.253,0.364,0.463,0.711,575929,112,Lucas Giolito,1,Wrigley Field,24,608337,4.91,9.99,10.16,1.5,0.283,0.222,0.667,0.0,0.0,0.25,0.25,False
20,20,20,20,20,21,19611,Vladimir Guerrero Jr.,TOR,23,0.287,0.359,0.504,0.7829999999999999,665489,141,Nestor Cortes,1,Rogers Centre,2,641482,2.57,6.91,9.24,1.02,0.208,0.143,0.5,0.333,0.0,0.0,0.2,True
21,21,21,21,21,22,19955,Gavin Lux,LAD,24,0.297,0.37,0.425,0.8190000000000001,666158,119,Alex Wood,1,Dodger Stadium,17,622072,4.17,8.73,8.81,1.2,0.254,0.667,0.333,0.333,0.333,0.0,0.5,True
22,22,22,22,22,23,17678,Alex Bregman,HOU,28,0.251,0.356,0.422,0.86,608324,117,Matt Brash,1,Minute Maid Park,32,666374,5.4,8.81,9.95,1.74,0.265,0.0,0.0,0.25,0.0,0.0,0.25,True
23,23,23,23,23,24,16505,Matt Chapman,TOR,29,0.242,0.322,0.474,0.735,656305,141,Nestor Cortes,1,Rogers Centre,2,641482,2.57,6.91,9.24,1.02,0.208,0.25,0.0,0.25,0.0,0.0,0.4,True
24,24,24,24,24,25,15986,Willy Adames,MIL,26,0.224,0.289,0.463,0.726,642715,158,Vladimir Gutierrez,1,American Family Field,18,661269,7.61,11.29,7.12,1.91,0.313,0.333,0.25,0.333,0.25,0.4,0.0,False
25,25,25,25,25,26,17548,Taylor Ward,LAA,28,0.274,0.365,0.465,0.7829999999999999,621493,108,Garrett Whitlock,0,Fenway Park,3,676477,3.13,7.39,8.81,1.01,0.219,0.0,0.0,0.25,0.5,0.25,0.6,True
26,26,26,26,26,27,16472,Rhys Hoskins,PHI,29,0.253,0.344,0.496,0.7609999999999999,656555,143,Martin Perez,1,Citizens Bank Park,16,527048,2.85,7.94,7.81,1.18,0.235,0.0,0.25,0.25,0.25,0.0,0.0,False
27,27,27,27,27,28,17919,Ian Happ,CHC,27,0.276,0.356,0.432,0.7490000000000001,664023,112,Lucas Giolito,1,Wrigley Field,24,608337,4.91,9.99,10.16,1.5,0.283,0.5,0.333,0.0,0.333,0.0,0.25,False
28,28,28,28,28,29,12552,Eugenio Suarez,SEA,30,0.227,0.329,0.415,0.677,553993,136,Justin Verlander,0,Minute Maid Park,32,434378,1.73,6.09,8.79,0.85,0.188,0.0,0.0,0.0,0.0,0.0,0.0,True
29,29,29,29,29,30,17982,Ty France,SEA,27,0.298,0.368,0.463,0.838,664034,136,Justin Verlander,0,Minute Maid Park,32,434378,1.73,6.09,8.79,0.85,0.188,0.667,0.5,0.5,0.25,0.0,0.2,False
30,30,30,30,30,31,12856,George Springer,TOR,32,0.251,0.331,0.464,0.733,543807,141,Nestor Cortes,1,Rogers Centre,2,641482,2.57,6.91,9.24,1.02,0.208,0.5,0.0,0.5,0.0,0.667,0.25,False
31,31,31,31,31,32,3473,Anthony Rizzo,NYY,32,0.227,0.347,0.511,0.8,519203,147,Yusei Kikuchi,0,Rogers Centre,2,579328,5.13,8.2,10.03,1.49,0.244,0.5,0.2,0.0,0.0,0.0,0.2,False
32,32,32,32,32,33,9241,Starling Marte,NYM,33,0.292,0.344,0.458,0.775,516782,121,Ian Anderson,1,Citi Field,22,666120,5.11,9.37,7.92,1.54,0.266,0.0,0.5,0.5,0.25,0.0,0.25,True
33,33,33,33,33,34,20043,Luis Robert,CHW,24,0.298,0.334,0.453,0.755,673357,145,Kyle Hendricks,0,Wrigley Field,24,543294,4.8,9.07,7.04,1.29,0.26,0.5,0.75,0.4,0.25,0.0,0.5,True
34,34,34,34,34,35,16578,Yandy Diaz,TBR,30,0.277,0.392,0.393,0.873,650490,139,Frankie Montas,0,Oakland Coliseum,19,593423,18.0,15.0,6.0,2.67,0.385,0.25,0.5,0.4,0.0,0.5,0.667,False
35,35,35,35,35,36,19612,Bo Bichette,TOR,24,0.263,0.304,0.436,0.775,666182,141,Nestor Cortes,1,Rogers Centre,2,641482,2.57,6.91,9.24,1.02,0.208,0.429,0.5,0.5,0.25,0.5,0.0,True
36,36,36,36,36,37,15112,Ryan McMahon,COL,27,0.242,0.339,0.397,0.752,641857,115,Patrick Corbin,1,Coors Field,1,571578,7.02,13.13,8.32,1.82,0.331,0.556,0.0,0.0,0.667,0.25,0.333,True
37,37,37,37,37,38,12533,Marcus Semien,TEX,31,0.239,0.298,0.403,0.8079999999999999,543760,140,Zack Wheeler,0,Citizens Bank Park,16,554430,2.63,7.25,9.73,1.03,0.218,0.5,0.4,0.0,0.0,0.333,0.0,True
38,38,38,38,38,40,15172,Tim Anderson,CHW,29,0.301,0.339,0.395,0.795,641313,145,Kyle Hendricks,0,Wrigley Field,24,543294,4.8,9.07,7.04,1.29,0.26,0.375,0.333,0.25,0.6,0.5,0.5,False
