,Unnamed: 0,Unnamed: 0.1,IDfg,Name,Team,Age,AVG,OBP,SLG,Contact% (pi),BatterIDs,TeamIDs,Pitchers,Home,Ballpark,BallparkNumber,PitcherIDs,era,h9,k9,whip,avg,MatchupAverage,Game 1,Game 2,Game 3,Game 4,Game 5,TestLabels
0,0,0,9777,Nolan Arenado,STL,31,0.3,0.369,0.55,0.81,571448,138,Alec Mills,1,Busch Stadium,15,621219,9.68,14.26,5.6,1.75,0.364,0.0,0.75,0.0,0.5,0.5,0.5,True
1,1,1,9218,Paul Goldschmidt,STL,34,0.329,0.413,0.609,0.768,502671,138,Alec Mills,1,Busch Stadium,15,621219,9.68,14.26,5.6,1.75,0.364,0.1,0.5,0.0,0.5,0.333,0.0,True
2,2,2,13510,Jose Ramirez,CLE,29,0.284,0.355,0.55,0.877,608070,114,Rich Hill,1,Progressive Field,7,448179,4.75,9.39,6.84,1.35,0.266,0.5,0.0,0.2,0.25,0.25,0.2,True
3,3,3,18314,Dansby Swanson,ATL,28,0.292,0.348,0.464,0.7090000000000001,621020,144,Tony Gonsolin,1,Truist Park,12,664062,2.3,5.66,8.37,0.89,0.178,0.0,0.5,0.5,0.75,0.25,0.4,True
4,4,4,19556,Yordan Alvarez,HOU,25,0.297,0.403,0.63,0.802,670541,117,Nestor Cortes,0,Yankee Stadium,6,641482,2.57,6.91,9.24,1.02,0.208,0.5,0.0,0.333,0.4,0.5,0.333,False
5,5,6,12916,Francisco Lindor,NYM,28,0.268,0.344,0.462,0.7879999999999999,596019,121,Daniel Castano,0,loanDepot park,20,641447,4.04,10.6,5.05,1.43,0.292,0.0,0.4,0.5,0.5,0.0,0.2,False
6,6,8,19470,Tommy Edman,STL,27,0.258,0.322,0.367,0.821,669242,138,Alec Mills,1,Busch Stadium,15,621219,9.68,14.26,5.6,1.75,0.364,0.778,0.2,0.25,0.0,0.25,0.2,False
7,7,9,5417,Jose Altuve,HOU,32,0.286,0.368,0.513,0.851,514888,117,Nestor Cortes,0,Yankee Stadium,6,641482,2.57,6.91,9.24,1.02,0.208,0.0,0.333,0.0,0.75,0.0,0.25,True
8,8,10,12927,Brandon Nimmo,NYM,29,0.271,0.355,0.425,0.83,607043,121,Daniel Castano,0,loanDepot park,20,641447,4.04,10.6,5.05,1.43,0.292,0.0,0.6,0.25,0.333,0.2,0.6,True
9,9,12,15676,Jose Abreu,CHW,35,0.297,0.375,0.464,0.794,547989,145,Jordan Lyles,1,Guaranteed Rate Field,23,543475,4.35,10.01,7.25,1.44,0.279,0.167,0.25,0.0,0.5,0.333,0.333,True
10,10,14,18036,Jake Cronenworth,SDP,28,0.237,0.34,0.388,0.846,630105,135,Kyle Gibson,1,Petco Park,31,502043,4.36,8.01,6.85,1.17,0.238,0.167,0.0,0.0,0.0,0.0,0.333,False
11,11,15,19251,Pete Alonso,NYM,27,0.278,0.357,0.541,0.777,624413,121,Daniel Castano,0,loanDepot park,20,641447,4.04,10.6,5.05,1.43,0.292,0.25,0.5,0.0,0.0,1.0,0.0,True
12,12,16,11609,Willson Contreras,CHC,30,0.253,0.364,0.463,0.711,575929,112,Jack Flaherty,0,Busch Stadium,15,656427,5.62,9.0,6.75,2.13,0.25,0.286,0.333,0.333,0.0,0.0,0.0,True
13,13,17,21479,Nico Hoerner,CHC,25,0.297,0.34,0.411,0.857,663538,112,Jack Flaherty,0,Busch Stadium,15,656427,5.62,9.0,6.75,2.13,0.25,0.0,0.5,0.667,0.6,0.333,0.0,True
14,14,18,19611,Vladimir Guerrero Jr.,TOR,23,0.287,0.359,0.504,0.7829999999999999,665489,141,Chi Chi Gonzalez,0,American Family Field,18,592346,6.35,9.53,6.35,1.41,0.273,0.5,0.25,0.4,0.2,0.25,0.0,True
15,15,19,17678,Alex Bregman,HOU,28,0.251,0.356,0.422,0.86,608324,117,Nestor Cortes,0,Yankee Stadium,6,641482,2.57,6.91,9.24,1.02,0.208,0.667,0.0,0.333,0.5,0.667,0.667,True
16,16,20,16505,Matt Chapman,TOR,29,0.242,0.322,0.474,0.735,656305,141,Chi Chi Gonzalez,0,American Family Field,18,592346,6.35,9.53,6.35,1.41,0.273,1.0,0.75,0.25,0.25,0.0,0.0,False
17,17,21,18345,Kyle Tucker,HOU,25,0.242,0.332,0.449,0.8059999999999999,663656,117,Nestor Cortes,0,Yankee Stadium,6,641482,2.57,6.91,9.24,1.02,0.208,0.333,0.0,0.25,0.5,0.0,0.333,False
18,18,22,10815,Jurickson Profar,SDP,29,0.252,0.344,0.416,0.831,595777,135,Kyle Gibson,1,Petco Park,31,502043,4.36,8.01,6.85,1.17,0.238,0.231,0.25,0.25,0.0,1.0,0.0,False
19,19,23,15986,Willy Adames,MIL,26,0.224,0.289,0.463,0.726,642715,158,Jose Berrios,1,American Family Field,18,621244,5.19,9.92,8.16,1.35,0.275,0.667,0.25,0.0,0.25,0.0,0.25,True
20,20,24,17548,Taylor Ward,LAA,28,0.274,0.365,0.465,0.7829999999999999,621493,108,Marco Gonzales,1,Angel Stadium,4,594835,3.98,9.63,5.21,1.39,0.274,0.0,0.2,0.25,0.25,0.25,0.5,True
21,21,25,16472,Rhys Hoskins,PHI,29,0.253,0.344,0.496,0.7609999999999999,656555,143,Yu Darvish,0,Petco Park,31,506433,3.28,7.24,8.84,1.0,0.217,0.385,0.0,0.333,0.0,0.25,0.0,True
22,22,26,17919,Ian Happ,CHC,27,0.276,0.356,0.432,0.7490000000000001,664023,112,Jack Flaherty,0,Busch Stadium,15,656427,5.62,9.0,6.75,2.13,0.25,0.25,0.0,0.25,0.2,0.5,0.25,False
