,IDfg,Name,Team,Age,AVG,OBP,SLG,Contact% (pi),BatterIDs,TeamIDs,Pitchers,Home,Ballpark,BallparkNumber,PitcherIDs,era,h9,k9,whip,avg,MatchupAverage,Game 1,Game 2,Game 3,Game 4,Game 5,TestLabels
33,12546,C.J. Cron,COL,32,0.277,0.33,0.513,0.775,543068,115,Tyler Anderson,1.0,Coors Field,1.0,542881,2.72,7.21,7.14,1.00,.219,0.333,0.2,0.0,0.0,0.0,0.333,False
34,16478,Kyle Schwarber,PHI,29,0.211,0.314,0.501,0.72,656941,143,Zach Thompson,0.0,PNC Park,10.0,605507,5.08,9.66,6.18,1.47,.269,0.0,0.0,0.25,0.0,0.0,0.0,True
35,5827,Wilmer Flores,SFG,30,0.252,0.337,0.44,0.8270000000000001,527038,137,Justin Steele,1.0,Oracle Park,9.0,657006,3.63,8.85,9.38,1.41,.252,1.0,0.25,0.25,0.0,0.25,0.0,False
36,10231,Jose Iglesias,COL,32,0.318,0.356,0.418,0.868,578428,115,Tyler Anderson,1.0,Coors Field,1.0,542881,2.72,7.21,7.14,1.00,.219,0.333,0.5,0.0,0.4,0.25,0.2,False
37,16426,Thairo Estrada,SFG,26,0.268,0.317,0.416,0.815,642731,137,Justin Steele,1.0,Oracle Park,9.0,657006,3.63,8.85,9.38,1.41,.252,0.333,0.75,0.0,0.0,0.25,0.0,True
38,14551,Anthony Santander,BAL,27,0.263,0.342,0.463,0.807,623993,110,Ryan Yarbrough,1.0,Oriole Park at Camden Yards,30.0,642232,5.08,9.85,6.35,1.36,.277,0.211,0.25,0.333,0.25,0.25,0.4,True
39,17907,Brendan Rodgers,COL,25,0.285,0.333,0.436,0.7829999999999999,663898,115,Tyler Anderson,1.0,Coors Field,1.0,542881,2.72,7.21,7.14,1.00,.219,0.143,0.667,0.25,0.0,0.4,0.5,True
40,19997,Santiago Espinal,TOR,27,0.263,0.313,0.378,0.8490000000000001,669289,141,Tyler Alexander,1.0,Rogers Centre,2.0,641302,3.83,8.94,4.74,1.20,.262,0.0,0.333,0.25,0.333,0.25,0.25,False
41,15491,J.P. Crawford,SEA,27,0.254,0.333,0.353,0.877,641487,136,Jose Urquidy,0.0,Minute Maid Park,32.0,664353,3.85,8.52,7.09,1.16,.245,0.267,0.667,0.5,0.0,0.2,0.25,True
42,19363,Austin Hays,BAL,26,0.263,0.32,0.437,0.7759999999999999,669720,110,Ryan Yarbrough,1.0,Oriole Park at Camden Yards,30.0,642232,5.08,9.85,6.35,1.36,.277,0.211,0.0,0.0,0.5,0.25,0.25,True
43,16997,Gleyber Torres,NYY,25,0.249,0.302,0.441,0.7340000000000001,650402,147,Brady Singer,1.0,Yankee Stadium,6.0,663903,3.49,8.36,9.18,1.15,.248,0.0,0.25,0.0,0.5,0.0,0.0,True
45,5038,Josh Donaldson,NYY,36,0.226,0.308,0.395,0.698,518626,147,Brady Singer,1.0,Yankee Stadium,6.0,663903,3.49,8.36,9.18,1.15,.248,0.167,0.25,0.0,0.0,0.5,0.5,False
46,13602,Patrick Wisdom,CHC,30,0.22,0.318,0.441,0.667,621550,112,Alex Wood,0.0,Oracle Park,9.0,622072,4.17,8.73,8.81,1.20,.254,0.0,0.25,0.333,0.0,0.25,0.25,True
48,15998,Cody Bellinger,LAD,26,0.21,0.267,0.402,0.762,641355,119,Jose Urena,0.0,Coors Field,1.0,570632,5.02,10.05,5.02,1.60,.289,0.8,0.25,0.0,0.0,0.25,0.25,True
50,19238,Lourdes Gurriel Jr.,TOR,28,0.306,0.358,0.417,0.7959999999999999,666971,141,Tyler Alexander,1.0,Rogers Centre,2.0,641302,3.83,8.94,4.74,1.20,.262,0.5,0.25,0.2,0.0,0.857,0.25,True
51,19290,Randy Arozarena,TBR,27,0.256,0.315,0.428,0.722,668227,139,Jordan Lyles,0.0,Oriole Park at Camden Yards,30.0,543475,4.35,10.01,7.25,1.44,.279,0.25,0.4,0.4,0.25,0.5,0.0,False
52,15223,Adam Frazier,SEA,30,0.243,0.307,0.311,0.8759999999999999,624428,136,Jose Urquidy,0.0,Minute Maid Park,32.0,664353,3.85,8.52,7.09,1.16,.245,0.3,0.25,0.333,0.333,0.0,0.5,True
53,17620,Myles Straw,CLE,27,0.21,0.288,0.268,0.894,664702,114,Kutter Crawford,0.0,Fenway Park,3.0,676710,4.18,7.79,9.05,1.22,.231,1.0,0.5,0.25,0.5,0.0,0.25,True
54,11265,Jonathan Schoop,DET,30,0.202,0.236,0.312,0.753,570731,116,Yusei Kikuchi,0.0,Rogers Centre,2.0,579328,5.13,8.20,10.03,1.49,.244,0.375,0.5,0.25,0.0,0.0,0.0,True
55,18373,Ryan Mountcastle,BAL,25,0.255,0.299,0.435,0.721,663624,110,Ryan Yarbrough,1.0,Oriole Park at Camden Yards,30.0,642232,5.08,9.85,6.35,1.36,.277,0.235,0.2,0.0,0.25,0.0,0.0,False
56,13301,Max Muncy,LAD,31,0.179,0.319,0.358,0.7559999999999999,571970,119,Jose Urena,0.0,Coors Field,1.0,570632,5.02,10.05,5.02,1.60,.289,0.0,0.0,0.25,0.333,0.0,0.0,True
57,19566,Nathaniel Lowe,TEX,26,0.281,0.331,0.454,0.775,663993,140,Shohei Ohtani,0.0,Angel Stadium,4.0,660271,2.68,7.22,12.73,1.05,.214,0.308,1.0,0.25,0.5,0.0,0.5,True
58,13590,Jesse Winker,SEA,28,0.228,0.346,0.361,0.8170000000000001,608385,136,Jose Urquidy,0.0,Minute Maid Park,32.0,664353,3.85,8.52,7.09,1.16,.245,0.2,0.0,0.0,0.5,0.0,0.25,False
62,16572,Connor Joe,COL,29,0.246,0.347,0.363,0.809,656582,115,Tyler Anderson,1.0,Coors Field,1.0,542881,2.72,7.21,7.14,1.00,.219,0.75,0.0,0.2,0.0,0.0,0.5,False
63,10243,Randal Grichuk,COL,30,0.268,0.31,0.429,0.767,545341,115,Tyler Anderson,1.0,Coors Field,1.0,542881,2.72,7.21,7.14,1.00,.219,0.5,0.333,0.25,0.333,0.25,0.0,True
64,19198,Yuli Gurriel,HOU,38,0.24,0.287,0.38,0.86,493329,117,Logan Gilbert,1.0,Minute Maid Park,32.0,669302,3.47,8.57,8.30,1.23,.248,0.2,0.5,0.0,0.0,0.25,0.25,True
65,11200,Kole Calhoun,TEX,34,0.211,0.269,0.363,0.654,594777,140,Shohei Ohtani,0.0,Angel Stadium,4.0,660271,2.68,7.22,12.73,1.05,.214,0.25,0.0,0.0,0.0,0.5,0.0,False
66,1744,Miguel Cabrera,DET,39,0.266,0.318,0.328,0.7440000000000001,408234,116,Yusei Kikuchi,0.0,Rogers Centre,2.0,579328,5.13,8.20,10.03,1.49,.244,0.286,0.333,0.5,0.5,0.0,0.25,False
67,11737,Nick Castellanos,PHI,30,0.256,0.304,0.378,0.695,592206,143,Zach Thompson,0.0,PNC Park,10.0,605507,5.08,9.66,6.18,1.47,.269,0.4,0.25,0.0,0.5,0.25,0.0,True
