,Unnamed: 0,Unnamed: 0.1,Unnamed: 0.1.1,IDfg,Name,Team,Age,AVG,OBP,SLG,Contact% (pi),BatterIDs,TeamIDs,Pitchers,Home,Ballpark,BallparkNumber,PitcherIDs,era,h9,k9,whip,avg,MatchupAverage,Game 1,Game 2,Game 3,Game 4,Game 5,TestLabels
0,0,0,0,9218,Paul Goldschmidt,STL,34,0.329,0.413,0.609,0.768,502671,138,Jeffrey Springs,0,Tropicana Field,21,605488,2.5,7.94,9.42,1.08,0.233,0.0,0.4,0.0,0.2,0.333,0.2,True
1,1,1,1,18314,Dansby Swanson,ATL,28,0.292,0.348,0.464,0.7090000000000001,621020,144,Cole Irvin,1,Truist Park,12,608344,2.92,7.59,6.13,1.03,0.226,0.0,0.333,0.0,0.75,0.4,0.25,True
2,2,2,2,19556,Yordan Alvarez,HOU,25,0.297,0.403,0.63,0.802,670541,117,Chris Flexen,1,Minute Maid Park,32,623167,3.92,9.0,6.23,1.37,0.257,0.4,0.0,0.75,0.5,0.6,0.5,True
3,3,3,3,11493,Manny Machado,SDP,29,0.29,0.362,0.509,0.7759999999999999,592518,135,Taijuan Walker,1,Petco Park,31,592836,3.45,8.28,6.9,1.19,0.242,0.143,0.0,0.0,0.25,0.25,0.4,True
4,4,4,4,12916,Francisco Lindor,NYM,28,0.268,0.344,0.462,0.7879999999999999,596019,121,Yu Darvish,0,Petco Park,31,506433,3.28,7.24,8.84,1.0,0.217,0.5,0.2,0.5,0.2,0.0,0.333,False
5,5,5,5,18360,Austin Riley,ATL,25,0.298,0.359,0.594,0.7390000000000001,663586,144,Cole Irvin,1,Truist Park,12,608344,2.92,7.59,6.13,1.03,0.226,0.5,0.2,0.4,0.0,0.6,0.4,False
6,6,6,6,13611,Mookie Betts,LAD,29,0.276,0.345,0.535,0.867,605141,119,Michael Kopech,0,Guaranteed Rate Field,23,656629,3.38,6.66,7.75,1.23,0.204,0.0,0.0,0.4,0.25,0.5,0.6,True
7,7,7,7,17350,Rafael Devers,BOS,25,0.31,0.367,0.586,0.73,646240,111,Jose Suarez,0,Angel Stadium,4,660761,4.04,8.52,8.81,1.38,0.244,0.25,0.25,0.667,0.25,0.2,0.25,True
8,8,8,8,12161,Xander Bogaerts,BOS,29,0.31,0.381,0.452,0.76,593428,111,Jose Suarez,0,Angel Stadium,4,660761,4.04,8.52,8.81,1.38,0.244,0.0,0.25,0.0,0.667,0.4,0.5,True
9,9,9,9,5417,Jose Altuve,HOU,32,0.286,0.368,0.513,0.851,514888,117,Chris Flexen,1,Minute Maid Park,32,623167,3.92,9.0,6.23,1.37,0.257,0.235,0.6,0.4,0.0,0.0,0.25,True
10,10,10,10,13624,Corey Seager,TEX,28,0.25,0.329,0.475,0.7559999999999999,608369,140,Cal Quantrill,0,Progressive Field,7,615698,3.88,9.0,5.78,1.28,0.265,0.2,0.0,0.0,0.5,0.333,0.25,True
11,11,11,11,12927,Brandon Nimmo,NYM,29,0.271,0.355,0.425,0.83,607043,121,Yu Darvish,0,Petco Park,31,506433,3.28,7.24,8.84,1.0,0.217,0.0,0.25,0.0,0.5,0.0,0.0,False
12,12,12,12,14161,Byron Buxton,MIN,28,0.222,0.301,0.549,0.6890000000000001,621439,142,Jameson Taillon,1,Target Field,26,592791,3.95,8.5,7.76,1.14,0.246,0.0,0.0,0.6,0.333,0.25,0.2,True
13,13,13,13,15362,Jeff McNeil,NYM,30,0.306,0.362,0.445,0.852,643446,121,Yu Darvish,0,Petco Park,31,506433,3.28,7.24,8.84,1.0,0.217,0.143,0.4,0.2,0.0,0.5,0.75,False
14,14,14,14,18036,Jake Cronenworth,SDP,28,0.237,0.34,0.388,0.846,630105,135,Taijuan Walker,1,Petco Park,31,592836,3.45,8.28,6.9,1.19,0.242,0.0,0.0,0.5,0.5,0.2,0.0,True
15,15,15,15,19251,Pete Alonso,NYM,27,0.278,0.357,0.541,0.777,624413,121,Yu Darvish,0,Petco Park,31,506433,3.28,7.24,8.84,1.0,0.217,0.143,0.25,0.2,0.6,0.25,0.0,False
16,16,16,16,19611,Vladimir Guerrero Jr.,TOR,23,0.287,0.359,0.504,0.7829999999999999,665489,141,Brad Keller,0,Kauffman Stadium,5,641745,4.45,8.97,6.03,1.37,0.259,0.333,0.333,0.333,0.2,0.25,0.25,False
17,17,17,17,17678,Alex Bregman,HOU,28,0.251,0.356,0.422,0.86,608324,117,Chris Flexen,1,Minute Maid Park,32,623167,3.92,9.0,6.23,1.37,0.257,0.273,0.0,0.2,0.25,0.0,0.0,True
