,Unnamed: 0,Unnamed: 0.1,Unnamed: 0.1.1,IDfg,Name,Team,Age,AVG,OBP,SLG,Contact% (pi),BatterIDs,TeamIDs,Pitchers,Home,Ballpark,BallparkNumber,PitcherIDs,era,h9,k9,whip,avg,MatchupAverage,Game 1,Game 2,Game 3,Game 4,Game 5,TestLabels
0,0,0,0,9777,Nolan Arenado,STL,31,0.3,0.369,0.55,0.81,571448,138,Yu Darvish,1,Busch Stadium,15,506433,3.28,7.24,8.84,1.0,0.217,0.313,0.5,0.0,0.0,0.0,0.0,True
1,1,1,1,9218,Paul Goldschmidt,STL,34,0.329,0.413,0.609,0.768,502671,138,Yu Darvish,1,Busch Stadium,15,506433,3.28,7.24,8.84,1.0,0.217,0.296,0.333,0.333,0.25,0.75,0.25,True
2,2,2,2,5361,Freddie Freeman,LAD,32,0.323,0.4,0.524,0.8290000000000001,518692,119,Jose Quintana,1,Dodger Stadium,17,500779,1.5,1.5,10.5,0.5,0.056,0.3,0.25,0.25,0.25,0.0,0.25,False
3,3,3,3,13510,Jose Ramirez,CLE,29,0.284,0.355,0.55,0.877,608070,114,Brad Keller,1,Progressive Field,7,641745,4.45,8.97,6.03,1.37,0.259,0.235,0.5,0.5,0.0,0.5,0.25,False
4,4,4,4,18314,Dansby Swanson,ATL,28,0.292,0.348,0.464,0.7090000000000001,621020,144,Madison Bumgarner,0,Chase Field,13,518516,3.96,9.62,6.21,1.39,0.269,0.0,0.2,0.25,0.25,0.5,0.0,True
5,5,5,5,19556,Yordan Alvarez,HOU,25,0.297,0.403,0.63,0.802,670541,117,Cole Irvin,0,Oakland Coliseum,19,608344,2.92,7.59,6.13,1.03,0.226,0.556,0.5,0.5,0.5,0.0,0.5,True
6,6,6,6,11493,Manny Machado,SDP,29,0.29,0.362,0.509,0.7759999999999999,592518,135,Dakota Hudson,0,Busch Stadium,15,641712,4.2,8.57,4.8,1.39,0.262,0.25,0.0,0.2,0.0,0.0,0.5,True
7,7,7,7,18360,Austin Riley,ATL,25,0.298,0.359,0.594,0.7390000000000001,663586,144,Madison Bumgarner,0,Chase Field,13,518516,3.96,9.62,6.21,1.39,0.269,0.286,0.5,0.25,0.5,0.25,0.25,True
8,8,8,8,13611,Mookie Betts,LAD,29,0.276,0.345,0.535,0.867,605141,119,Jose Quintana,1,Dodger Stadium,17,500779,1.5,1.5,10.5,0.5,0.056,0.316,0.0,0.75,0.0,0.5,0.2,True
9,9,9,9,16252,Trea Turner,LAD,29,0.306,0.346,0.502,0.76,607208,119,Jose Quintana,1,Dodger Stadium,17,500779,1.5,1.5,10.5,0.5,0.056,0.429,0.5,0.2,0.25,0.25,0.5,True
10,10,10,10,11739,J.T. Realmuto,PHI,31,0.268,0.339,0.455,0.784,592663,143,Carlos Rodon,1,Citizens Bank Park,16,607074,2.95,6.87,11.29,1.07,0.209,0.333,0.25,0.25,0.667,0.0,0.333,True
11,11,11,12,5417,Jose Altuve,HOU,32,0.286,0.368,0.513,0.851,514888,117,Cole Irvin,0,Oakland Coliseum,19,608344,2.92,7.59,6.13,1.03,0.226,0.182,0.0,0.5,0.0,0.5,0.2,True
12,12,12,13,19950,Andres Gimenez,CLE,23,0.302,0.365,0.484,0.743,665926,114,Brad Keller,1,Progressive Field,7,641745,4.45,8.97,6.03,1.37,0.259,0.0,0.667,0.333,0.25,0.25,0.25,True
13,13,13,16,15676,Jose Abreu,CHW,35,0.297,0.375,0.464,0.794,547989,145,Hyun Jin Ryu,0,Rogers Centre,2,547943,5.67,10.67,5.33,1.33,0.294,0.4,0.667,0.2,0.333,0.5,0.5,True
14,14,14,17,22581,Alejandro Kirk,TOR,23,0.305,0.388,0.461,0.86,672386,141,Michael Kopech,1,Rogers Centre,2,656629,3.38,6.66,7.75,1.23,0.204,1.0,0.75,0.5,1.0,0.5,0.5,False
15,15,15,18,19611,Vladimir Guerrero Jr.,TOR,23,0.287,0.359,0.504,0.7829999999999999,665489,141,Michael Kopech,1,Rogers Centre,2,656629,3.38,6.66,7.75,1.23,0.204,0.0,0.0,0.25,0.0,0.25,0.5,True
16,16,16,19,19955,Gavin Lux,LAD,24,0.297,0.37,0.425,0.8190000000000001,666158,119,Jose Quintana,1,Dodger Stadium,17,500779,1.5,1.5,10.5,0.5,0.056,0.0,0.0,0.0,0.333,0.667,0.4,True
17,17,17,20,17678,Alex Bregman,HOU,28,0.251,0.356,0.422,0.86,608324,117,Cole Irvin,0,Oakland Coliseum,19,608344,2.92,7.59,6.13,1.03,0.226,0.2,0.0,0.0,0.0,0.667,0.25,False
18,18,18,21,16505,Matt Chapman,TOR,29,0.242,0.322,0.474,0.735,656305,141,Michael Kopech,1,Rogers Centre,2,656629,3.38,6.66,7.75,1.23,0.204,0.0,0.25,0.25,0.5,0.5,0.0,True
