,Unnamed: 0,Unnamed: 0.1,Unnamed: 0.1.1,Unnamed: 0.1.1.1,Unnamed: 0.1.1.1.1,Unnamed: 0.1.1.1.1.1,IDfg,Name,Team,Age,AVG,OBP,SLG,Contact% (pi),BatterIDs,TeamIDs,Pitchers,Home,Ballpark,BallparkNumber,PitcherIDs,era,h9,k9,whip,avg,MatchupAverage,Game 1,Game 2,Game 3,Game 4,Game 5,TestLabels
10,10,10,10,10,10,16,15362,Jeff McNeil,NYM,30,0.306,0.362,0.445,0.852,643446,121,Patrick Corbin,0.0,Nationals Park,29.0,571578,7.02,13.13,8.32,1.82,0.331,0.211,0.0,0.0,0.0,0.0,0.0,True
11,11,11,11,11,11,17,18036,Jake Cronenworth,SDP,28,0.237,0.34,0.388,0.846,630105,135,Madison Bumgarner,0.0,Chase Field,13.0,518516,3.96,9.62,6.21,1.39,0.269,0.429,0.0,0.0,0.0,0.0,0.0,False
12,12,12,12,12,12,18,19251,Pete Alonso,NYM,27,0.278,0.357,0.541,0.777,624413,121,Patrick Corbin,0.0,Nationals Park,29.0,571578,7.02,13.13,8.32,1.82,0.331,0.333,0.0,0.0,0.0,0.0,0.0,True
13,13,13,13,13,13,19,11609,Willson Contreras,CHC,30,0.253,0.364,0.463,0.711,575929,112,Corbin Burnes,1.0,Wrigley Field,24.0,669203,2.45,5.89,11.58,0.93,0.183,0.1,0.0,0.0,0.0,0.0,0.0,False
14,14,14,14,14,14,20,17678,Alex Bregman,HOU,28,0.251,0.356,0.422,0.86,608324,117,Shohei Ohtani,0.0,Angel Stadium,4.0,660271,2.68,7.22,12.73,1.05,0.214,0.429,0.0,0.0,0.0,0.0,0.0,True
15,15,15,15,15,15,21,18345,Kyle Tucker,HOU,25,0.242,0.332,0.449,0.8059999999999999,663656,117,Shohei Ohtani,0.0,Angel Stadium,4.0,660271,2.68,7.22,12.73,1.05,0.214,0.4,0.0,0.0,0.0,0.0,0.0,False
16,16,16,16,16,16,22,10815,Jurickson Profar,SDP,29,0.252,0.344,0.416,0.831,595777,135,Madison Bumgarner,0.0,Chase Field,13.0,518516,3.96,9.62,6.21,1.39,0.269,0.2,0.0,0.0,0.0,0.0,0.0,True
17,17,17,17,17,17,23,15986,Willy Adames,MIL,26,0.224,0.289,0.463,0.726,642715,158,Kyle Hendricks,0.0,Wrigley Field,24.0,543294,4.8,9.07,7.04,1.29,0.26,0.167,0.0,0.0,0.0,0.0,0.0,True
18,18,18,18,18,18,24,19918,Daulton Varsho,ARI,25,0.239,0.314,0.431,0.7809999999999999,662139,109,Yu Darvish,1.0,Chase Field,13.0,506433,3.28,7.24,8.84,1.0,0.217,0.0,0.0,0.0,0.0,0.0,0.0,False
19,19,19,19,19,19,26,18577,Ke'Bryan Hayes,PIT,25,0.248,0.32,0.358,0.818,663647,134,Adam Wainwright,0.0,Busch Stadium,15.0,425794,3.42,8.64,7.24,1.24,0.253,0.0,0.0,0.0,0.0,0.0,0.0,False
20,20,20,20,20,20,27,17919,Ian Happ,CHC,27,0.276,0.356,0.432,0.7490000000000001,664023,112,Corbin Burnes,1.0,Wrigley Field,24.0,669203,2.45,5.89,11.58,0.93,0.183,0.333,0.0,0.0,0.0,0.0,0.0,True
21,21,21,21,21,21,28,27506,Ha-seong Kim,SDP,26,0.248,0.326,0.37,0.83,673490,135,Madison Bumgarner,0.0,Chase Field,13.0,518516,3.96,9.62,6.21,1.39,0.269,0.0,0.0,0.0,0.0,0.0,0.0,False
22,22,22,22,22,22,30,19755,Shohei Ohtani,LAA,27,0.256,0.348,0.501,0.741,660271,108,Framber Valdez,1.0,Angel Stadium,4.0,664285,2.87,7.13,8.0,1.15,0.217,0.133,0.0,0.0,0.0,0.0,0.0,False
23,23,23,23,23,23,31,9241,Starling Marte,NYM,33,0.292,0.344,0.458,0.775,516782,121,Patrick Corbin,0.0,Nationals Park,29.0,571578,7.02,13.13,8.32,1.82,0.331,0.269,0.0,0.0,0.0,0.0,0.0,True
24,24,24,24,24,24,32,15518,Amed Rosario,CLE,26,0.29,0.324,0.417,0.8240000000000001,642708,114,Zack Greinke,0.0,Kauffman Stadium,5.0,425844,4.58,10.04,5.07,1.33,0.28,0.4,0.0,0.0,0.0,0.0,0.0,True
25,25,25,25,25,25,33,13419,Christian Walker,ARI,31,0.21,0.31,0.459,0.7709999999999999,572233,109,Yu Darvish,1.0,Chase Field,13.0,506433,3.28,7.24,8.84,1.0,0.217,0.333,0.0,0.0,0.0,0.0,0.0,False
26,26,26,26,26,26,34,14344,Matt Olson,ATL,28,0.248,0.338,0.48,0.738,621566,144,Tyler Mahle,1.0,Truist Park,12.0,641816,6.0,7.5,7.5,1.0,0.238,0.0,0.0,0.0,0.0,0.0,0.0,False
27,27,27,27,27,27,36,11477,Christian Yelich,MIL,30,0.262,0.365,0.39,0.7829999999999999,592885,158,Kyle Hendricks,0.0,Wrigley Field,24.0,543294,4.8,9.07,7.04,1.29,0.26,0.237,0.0,0.0,0.0,0.0,0.0,False
28,28,28,28,28,28,37,20126,Dylan Carlson,STL,23,0.241,0.31,0.398,0.772,666185,138,JT Brubaker,1.0,Busch Stadium,15.0,664141,4.49,10.05,9.22,1.52,0.275,0.4,0.0,0.0,0.0,0.0,0.0,True
29,29,29,29,29,29,38,13613,Ketel Marte,ARI,28,0.261,0.346,0.445,0.804,606466,109,Yu Darvish,1.0,Chase Field,13.0,506433,3.28,7.24,8.84,1.0,0.217,0.438,0.0,0.0,0.0,0.0,0.0,False
30,30,30,30,30,30,40,11445,Mark Canha,NYM,33,0.266,0.366,0.37,0.7909999999999999,592192,121,Patrick Corbin,0.0,Nationals Park,29.0,571578,7.02,13.13,8.32,1.82,0.331,0.333,0.0,0.0,0.0,0.0,0.0,True
31,31,31,31,31,31,42,19326,Bryan Reynolds,PIT,27,0.257,0.343,0.449,0.752,668804,134,Adam Wainwright,0.0,Busch Stadium,15.0,425794,3.42,8.64,7.24,1.24,0.253,0.208,0.0,0.0,0.0,0.0,0.0,True
32,32,32,32,32,32,45,19339,Nicky Lopez,KCR,27,0.248,0.305,0.294,0.838,670032,118,Shane Bieber,1.0,Kauffman Stadium,5.0,669456,3.21,7.86,9.16,1.09,0.233,0.235,0.0,0.0,0.0,0.0,0.0,True
33,33,33,33,33,33,46,13602,Patrick Wisdom,CHC,30,0.22,0.315,0.443,0.6659999999999999,621550,112,Corbin Burnes,1.0,Wrigley Field,24.0,669203,2.45,5.89,11.58,0.93,0.183,0.0,0.0,0.0,0.0,0.0,0.0,False
34,34,34,34,34,34,47,18564,Trent Grisham,SDP,25,0.192,0.29,0.355,0.772,663757,135,Madison Bumgarner,0.0,Chase Field,13.0,518516,3.96,9.62,6.21,1.39,0.269,0.0,0.0,0.0,0.0,0.0,0.0,True
35,35,35,35,35,35,49,6153,Eduardo Escobar,NYM,33,0.22,0.273,0.39,0.753,500871,121,Patrick Corbin,0.0,Nationals Park,29.0,571578,7.02,13.13,8.32,1.82,0.331,0.25,0.0,0.0,0.0,0.0,0.0,True
36,36,36,36,36,36,51,15679,Rowdy Tellez,MIL,27,0.238,0.323,0.475,0.797,642133,158,Kyle Hendricks,0.0,Wrigley Field,24.0,543294,4.8,9.07,7.04,1.29,0.26,0.0,0.0,0.0,0.0,0.0,0.0,True
37,37,37,37,37,37,54,9847,Andrew McCutchen,MIL,35,0.255,0.325,0.4,0.804,457705,158,Kyle Hendricks,0.0,Wrigley Field,24.0,543294,4.8,9.07,7.04,1.29,0.26,0.2,0.0,0.0,0.0,0.0,0.0,True
38,38,38,38,38,38,55,15117,Hunter Dozier,KCR,30,0.245,0.309,0.411,0.733,641531,118,Shane Bieber,1.0,Kauffman Stadium,5.0,669456,3.21,7.86,9.16,1.09,0.233,0.136,0.0,0.0,0.0,0.0,0.0,False
39,39,39,39,39,39,56,19198,Yuli Gurriel,HOU,38,0.238,0.287,0.38,0.86,493329,117,Shohei Ohtani,0.0,Angel Stadium,4.0,660271,2.68,7.22,12.73,1.05,0.214,0.167,0.0,0.0,0.0,0.0,0.0,True
40,40,40,40,40,40,57,18607,Jared Walsh,LAA,28,0.225,0.27,0.392,0.753,665120,108,Framber Valdez,1.0,Angel Stadium,4.0,664285,2.87,7.13,8.0,1.15,0.217,0.5,0.0,0.0,0.0,0.0,0.0,False
41,41,41,41,41,41,58,4314,Joey Votto,CIN,38,0.215,0.331,0.389,0.725,458015,113,Max Fried,0.0,Truist Park,12.0,608331,2.6,8.07,8.26,1.08,0.237,0.333,0.0,0.0,0.0,0.0,0.0,True
42,42,42,42,42,42,59,10324,Marcell Ozuna,ATL,31,0.213,0.264,0.388,0.742,542303,144,Tyler Mahle,1.0,Truist Park,12.0,641816,6.0,7.5,7.5,1.0,0.238,0.333,0.0,0.0,0.0,0.0,0.0,False
