,IDfg,Name,Team,Age,AVG,OBP,SLG,Contact% (pi),BatterIDs,TeamIDs,Pitchers,Home,Ballpark,BallparkNumber,PitcherIDs,era,h9,k9,whip,avg,MatchupAverage,Game 1,Game 2,Game 3,Game 4,Game 5,TestLabels
26,18577,Ke'Bryan Hayes,PIT,25,0.251,0.323,0.358,0.816,663647,134,Ranger Suarez,1,PNC Park,10,624133,3.52,8.64,7.46,1.32,.251,0.0,0.333,0.0,0.25,0.5,0.2,False
27,18568,Luis Arraez,MIN,25,0.332,0.398,0.442,0.9329999999999999,650333,142,Joe Musgrove,0,Petco Park,31,605397,2.91,7.16,8.79,1.02,.216,0.0,0.667,0.0,0.0,0.25,0.6,True
28,17919,Ian Happ,CHC,27,0.278,0.356,0.434,0.7490000000000001,664023,112,Jakob Junis,0,Oracle Park,9,596001,3.78,8.53,7.83,1.20,.245,0.0,0.25,0.5,0.25,0.5,0.25,False
29,12552,Eugenio Suarez,SEA,30,0.226,0.33,0.414,0.6759999999999999,553993,136,Framber Valdez,0,Minute Maid Park,32,664285,2.73,7.04,8.11,1.13,.215,0.0,0.0,0.0,0.0,0.333,0.333,True
30,17548,Taylor Ward,LAA,28,0.266,0.356,0.453,0.782,621493,108,Glenn Otto,1,Angel Stadium,4,657248,5.20,8.13,7.48,1.42,.245,1.0,0.0,0.0,0.0,0.333,0.0,False
31,12856,George Springer,TOR,32,0.251,0.331,0.464,0.733,543807,141,Drew Hutchison,1,Rogers Centre,2,571800,4.45,9.05,5.64,1.47,.263,0.0,0.2,0.0,0.6,0.333,0.333,False
33,16472,Rhys Hoskins,PHI,29,0.248,0.338,0.484,0.7609999999999999,656555,143,Mitch Keller,0,PNC Park,10,656605,4.25,9.53,7.29,1.41,.274,1.0,1.0,0.4,0.333,0.25,0.0,True
34,17982,Ty France,SEA,27,0.294,0.363,0.455,0.8340000000000001,664034,136,Framber Valdez,0,Minute Maid Park,32,664285,2.73,7.04,8.11,1.13,.215,0.25,0.25,0.333,0.0,1.0,0.4,True
35,16578,Yandy Diaz,TBR,30,0.274,0.389,0.388,0.87,650490,139,Zach Plesac,1,Tropicana Field,21,668676,4.32,9.18,7.06,1.32,.257,0.0,0.25,0.6,0.0,0.25,0.5,True
36,13419,Christian Walker,ARI,31,0.213,0.313,0.456,0.774,572233,109,Ian Anderson,0,Truist Park,12,666120,5.00,9.27,7.82,1.51,.264,0.5,0.0,0.0,0.333,0.2,0.2,False
37,19612,Bo Bichette,TOR,24,0.262,0.302,0.433,0.7759999999999999,666182,141,Drew Hutchison,1,Rogers Centre,2,571800,4.45,9.05,5.64,1.47,.263,0.5,0.0,0.5,0.25,0.5,0.0,False
38,19755,Shohei Ohtani,LAA,27,0.253,0.345,0.494,0.738,660271,108,Glenn Otto,1,Angel Stadium,4,657248,5.20,8.13,7.48,1.42,.245,0.167,0.0,0.0,0.333,0.333,0.25,True
39,13066,Teoscar Hernandez,TOR,29,0.271,0.322,0.489,0.672,606192,141,Drew Hutchison,1,Rogers Centre,2,571800,4.45,9.05,5.64,1.47,.263,0.0,0.0,0.0,0.0,0.667,0.5,True
40,15172,Tim Anderson,CHW,29,0.301,0.339,0.395,0.795,641313,145,Paul Blackburn,1,Guaranteed Rate Field,23,621112,4.28,8.89,7.19,1.26,.255,0.2,0.333,0.4,0.2,0.25,0.0,True
41,12546,C.J. Cron,COL,32,0.277,0.33,0.513,0.775,543068,115,Clayton Kershaw,1,Coors Field,1,477132,2.64,7.28,9.28,0.98,.218,0.111,0.0,0.0,0.2,0.0,0.0,False
42,16478,Kyle Schwarber,PHI,29,0.211,0.314,0.501,0.72,656941,143,Mitch Keller,0,PNC Park,10,656605,4.25,9.53,7.29,1.41,.274,0.667,0.2,0.4,0.0,0.25,0.0,True
43,10231,Jose Iglesias,COL,32,0.318,0.356,0.418,0.868,578428,115,Clayton Kershaw,1,Coors Field,1,477132,2.64,7.28,9.28,0.98,.218,0.286,0.667,0.0,0.5,0.0,0.4,True
44,13152,Jorge Polanco,MIN,28,0.234,0.346,0.409,0.7759999999999999,593871,142,Joe Musgrove,0,Petco Park,31,605397,2.91,7.16,8.79,1.02,.216,0.333,0.0,0.0,0.0,0.4,0.25,False
45,17907,Brendan Rodgers,COL,25,0.285,0.333,0.436,0.7829999999999999,663898,115,Clayton Kershaw,1,Coors Field,1,477132,2.64,7.28,9.28,0.98,.218,1.0,0.25,1.0,0.667,0.25,0.0,True
46,11477,Christian Yelich,MIL,30,0.256,0.361,0.382,0.779,592885,158,Nick Pivetta,0,Fenway Park,3,601713,4.51,8.68,8.61,1.33,.252,0.25,0.5,0.5,0.5,0.25,0.25,True
47,14854,Mike Yastrzemski,SFG,31,0.225,0.321,0.409,0.797,573262,137,Drew Smyly,1,Oracle Park,9,592767,3.69,9.42,7.77,1.29,.262,0.25,0.2,0.0,0.0,0.0,0.0,False
48,15491,J.P. Crawford,SEA,27,0.254,0.333,0.353,0.877,641487,136,Framber Valdez,0,Minute Maid Park,32,664285,2.73,7.04,8.11,1.13,.215,0.231,0.0,0.5,0.667,0.5,0.0,True
49,13613,Ketel Marte,ARI,28,0.258,0.341,0.438,0.8059999999999999,606466,109,Ian Anderson,0,Truist Park,12,666120,5.00,9.27,7.82,1.51,.264,0.0,0.0,0.5,0.25,0.0,0.25,True
50,14162,Carlos Correa,MIN,27,0.263,0.339,0.425,0.7809999999999999,621043,142,Joe Musgrove,0,Petco Park,31,605397,2.91,7.16,8.79,1.02,.216,0.0,0.0,0.0,0.2,0.2,0.4,True
53,8709,Elvis Andrus,OAK,33,0.237,0.298,0.365,0.807,462101,133,Johnny Cueto,0,Guaranteed Rate Field,23,456501,2.91,9.00,6.00,1.23,.266,0.25,0.75,0.0,0.25,0.75,0.333,True
55,13602,Patrick Wisdom,CHC,30,0.22,0.318,0.441,0.667,621550,112,Jakob Junis,0,Oracle Park,9,596001,3.78,8.53,7.83,1.20,.245,0.5,0.667,0.333,0.25,0.333,0.0,False
56,21618,Alec Bohm,PHI,25,0.292,0.327,0.408,0.8,664761,143,Mitch Keller,0,PNC Park,10,656605,4.25,9.53,7.29,1.41,.274,0.5,0.4,0.4,0.5,0.5,0.75,False
58,15998,Cody Bellinger,LAD,26,0.21,0.267,0.402,0.762,641355,119,Kyle Freeland,0,Coors Field,1,607536,4.84,9.89,6.50,1.41,.280,0.333,0.2,0.25,0.25,0.0,0.0,False
59,18564,Trent Grisham,SDP,25,0.197,0.296,0.365,0.773,663757,135,Sonny Gray,1,Petco Park,31,543243,3.33,7.64,8.50,1.16,.228,0.0,0.25,0.25,0.0,0.25,0.0,True
60,19339,Nicky Lopez,KCR,27,0.243,0.298,0.287,0.84,670032,118,Nestor Cortes,0,Yankee Stadium,6,641482,2.67,6.79,9.53,1.00,.205,0.0,0.25,0.0,0.0,0.0,0.667,True
61,19238,Lourdes Gurriel Jr.,TOR,28,0.306,0.358,0.417,0.7959999999999999,666971,141,Drew Hutchison,1,Rogers Centre,2,571800,4.45,9.05,5.64,1.47,.263,0.5,0.0,0.333,0.25,0.2,0.0,True
62,19290,Randy Arozarena,TBR,27,0.256,0.315,0.428,0.722,668227,139,Zach Plesac,1,Tropicana Field,21,668676,4.32,9.18,7.06,1.32,.257,0.333,0.0,0.0,0.4,0.4,0.25,False
63,17027,Alex Verdugo,BOS,26,0.274,0.317,0.392,0.861,657077,111,Eric Lauer,1,Fenway Park,3,641778,3.64,7.74,8.80,1.21,.230,0.2,0.5,0.5,0.5,0.0,0.25,True
64,15223,Adam Frazier,SEA,30,0.243,0.307,0.311,0.8759999999999999,624428,136,Framber Valdez,0,Minute Maid Park,32,664285,2.73,7.04,8.11,1.13,.215,0.143,0.0,0.333,0.25,0.333,0.333,True
65,17620,Myles Straw,CLE,27,0.21,0.288,0.268,0.894,664702,114,Corey Kluber,0,Tropicana Field,21,446372,4.40,9.41,7.95,1.19,.268,0.0,0.0,0.333,0.5,0.25,0.5,True
66,11265,Jonathan Schoop,DET,30,0.202,0.236,0.312,0.753,570731,116,Ross Stripling,0,Rogers Centre,2,548389,3.16,8.27,7.29,1.10,.241,0.0,0.0,0.25,0.5,0.25,0.0,True
67,13301,Max Muncy,LAD,31,0.179,0.319,0.358,0.7559999999999999,571970,119,Kyle Freeland,0,Coors Field,1,607536,4.84,9.89,6.50,1.41,.280,0.227,0.25,0.2,0.0,0.25,0.333,True
68,12979,Javier Baez,DET,29,0.224,0.266,0.379,0.6729999999999999,595879,116,Ross Stripling,0,Rogers Centre,2,548389,3.16,8.27,7.29,1.10,.241,0.667,0.5,0.0,0.25,0.2,0.333,True
69,7802,Miguel Rojas,MIA,33,0.232,0.286,0.331,0.852,500743,146,Carlos Carrasco,1,loanDepot park,20,471911,3.76,9.19,8.90,1.28,.266,0.333,0.667,0.25,0.25,0.25,0.25,True
71,13590,Jesse Winker,SEA,28,0.228,0.346,0.361,0.8170000000000001,608385,136,Framber Valdez,0,Minute Maid Park,32,664285,2.73,7.04,8.11,1.13,.215,0.5,0.333,0.0,0.0,0.0,0.5,True
72,24655,Owen Miller,CLE,25,0.24,0.296,0.359,0.838,680911,114,Corey Kluber,0,Tropicana Field,21,446372,4.40,9.41,7.95,1.19,.268,0.0,0.25,0.2,0.2,0.0,0.333,True
73,7859,Charlie Blackmon,COL,35,0.262,0.313,0.439,0.821,453568,115,Clayton Kershaw,1,Coors Field,1,477132,2.64,7.28,9.28,0.98,.218,0.304,0.0,0.25,0.2,0.0,0.333,True
74,14894,Tony Kemp,OAK,30,0.22,0.293,0.312,0.8759999999999999,643393,133,Johnny Cueto,0,Guaranteed Rate Field,23,456501,2.91,9.00,6.00,1.23,.266,0.0,0.25,0.75,0.25,0.667,0.5,True
75,9847,Andrew McCutchen,MIL,35,0.253,0.324,0.398,0.802,457705,158,Nick Pivetta,0,Fenway Park,3,601713,4.51,8.68,8.61,1.33,.252,0.143,0.0,0.333,0.4,0.25,0.4,True
77,10243,Randal Grichuk,COL,30,0.268,0.31,0.429,0.767,545341,115,Clayton Kershaw,1,Coors Field,1,477132,2.64,7.28,9.28,0.98,.218,0.25,0.5,0.25,0.333,0.25,0.333,True
78,19198,Yuli Gurriel,HOU,38,0.24,0.287,0.38,0.86,493329,117,Chris Flexen,1,Minute Maid Park,32,623167,3.86,8.92,6.28,1.39,.255,0.211,0.5,0.333,0.5,0.0,0.0,True
79,15117,Hunter Dozier,KCR,30,0.246,0.311,0.41,0.731,641531,118,Nestor Cortes,0,Yankee Stadium,6,641482,2.67,6.79,9.53,1.00,.205,0.333,0.0,0.0,0.333,0.0,0.5,False
80,11342,Jesus Aguilar,MIA,32,0.238,0.285,0.386,0.745,542583,146,Carlos Carrasco,1,loanDepot park,20,471911,3.76,9.19,8.90,1.28,.266,0.455,0.0,0.75,0.0,0.0,0.2,False
81,10556,Cesar Hernandez,WSN,32,0.239,0.303,0.305,0.813,514917,120,Dakota Hudson,1,Nationals Park,29,641712,4.17,8.51,5.07,1.40,.261,0.2,0.25,0.333,0.25,0.5,0.0,True
82,18607,Jared Walsh,LAA,28,0.222,0.269,0.387,0.755,665120,108,Glenn Otto,1,Angel Stadium,4,657248,5.20,8.13,7.48,1.42,.245,0.5,0.0,0.0,0.25,0.0,0.5,False
83,12179,Maikel Franco,WSN,29,0.231,0.258,0.347,0.7440000000000001,596748,120,Dakota Hudson,1,Nationals Park,29,641712,4.17,8.51,5.07,1.40,.261,0.0,0.25,0.0,0.333,0.0,0.667,False
84,1744,Miguel Cabrera,DET,39,0.266,0.318,0.328,0.7440000000000001,408234,116,Ross Stripling,0,Rogers Centre,2,548389,3.16,8.27,7.29,1.10,.241,0.0,0.0,0.333,0.5,0.5,0.0,False
85,11737,Nick Castellanos,PHI,30,0.256,0.304,0.378,0.695,592206,143,Mitch Keller,0,PNC Park,10,656605,4.25,9.53,7.29,1.41,.274,0.333,0.4,0.6,0.25,0.0,0.5,False
