,Unnamed: 0,Unnamed: 0.1,IDfg,Name,Team,Age,AVG,OBP,SLG,Contact% (pi),BatterIDs,TeamIDs,Pitchers,Home,Ballpark,BallparkNumber,PitcherIDs,era,h9,k9,whip,avg,MatchupAverage,Game 1,Game 2,Game 3,Game 4,Game 5,TestLabels
0,0,0,5361,Freddie Freeman,LAD,32,0.323,0.4,0.524,0.8290000000000001,518692,119,Joe Musgrove,1.0,Dodger Stadium,17.0,605397,2.91,7.16,8.79,1.02,0.216,0.4,0.5,0.4,0.25,0.4,0.25,False
1,1,1,13510,Jose Ramirez,CLE,29,0.284,0.355,0.55,0.877,608070,114,Chris Archer,1.0,Progressive Field,7.0,502042,4.02,7.01,7.58,1.29,0.212,0.417,0.2,0.25,0.25,0.0,0.75,True
2,2,2,18314,Dansby Swanson,ATL,28,0.292,0.348,0.464,0.7090000000000001,621020,144,Aaron Nola,0.0,Citizens Bank Park,16.0,605400,3.17,7.28,9.77,0.95,0.219,0.214,0.0,0.0,0.167,0.5,0.5,False
3,3,4,18360,Austin Riley,ATL,25,0.298,0.359,0.594,0.7390000000000001,663586,144,Aaron Nola,0.0,Citizens Bank Park,16.0,605400,3.17,7.28,9.77,0.95,0.219,0.355,0.0,0.25,0.0,0.5,0.0,True
4,4,6,16252,Trea Turner,LAD,29,0.306,0.346,0.502,0.76,607208,119,Joe Musgrove,1.0,Dodger Stadium,17.0,605397,2.91,7.16,8.79,1.02,0.216,0.231,0.2,0.2,0.0,0.167,0.5,False
5,5,7,11739,J.T. Realmuto,PHI,31,0.268,0.339,0.455,0.784,592663,143,Ian Anderson,1.0,Citizens Bank Park,16.0,666120,5.11,9.37,7.92,1.54,0.266,0.2,0.0,0.25,0.333,0.0,0.25,True
6,6,9,5417,Jose Altuve,HOU,32,0.286,0.368,0.513,0.851,514888,117,Luis Severino,1.0,Minute Maid Park,32.0,622663,3.45,7.01,9.94,1.07,0.211,0.25,0.0,0.0,0.333,0.333,0.0,False
7,7,10,14161,Byron Buxton,MIN,28,0.222,0.301,0.549,0.6890000000000001,621439,142,Shane Bieber,0.0,Progressive Field,7.0,669456,3.21,7.86,9.16,1.09,0.233,0.3,0.0,0.0,0.4,0.0,1.0,False
8,8,11,19197,Will Smith,LAD,27,0.275,0.361,0.477,0.8290000000000001,669257,119,Joe Musgrove,1.0,Dodger Stadium,17.0,605397,2.91,7.16,8.79,1.02,0.216,0.4,0.4,0.0,0.333,0.25,0.4,False
9,9,12,19352,Sean Murphy,OAK,27,0.245,0.32,0.43,0.775,669221,133,Logan Gilbert,0.0,T-Mobile Park,27.0,669302,3.47,8.57,8.3,1.23,0.248,0.0,0.0,0.0,0.4,0.5,0.0,True
10,10,13,22581,Alejandro Kirk,TOR,23,0.305,0.388,0.461,0.86,672386,141,Matt Wisler,1.0,Rogers Centre,2.0,605538,2.36,6.21,7.29,1.02,0.192,0.0,0.0,1.0,0.333,0.5,0.0,True
11,11,14,19611,Vladimir Guerrero Jr.,TOR,23,0.287,0.359,0.504,0.7829999999999999,665489,141,Matt Wisler,1.0,Rogers Centre,2.0,605538,2.36,6.21,7.29,1.02,0.192,0.4,0.0,0.5,0.25,0.5,0.25,False
12,12,15,19955,Gavin Lux,LAD,24,0.297,0.37,0.425,0.8190000000000001,666158,119,Joe Musgrove,1.0,Dodger Stadium,17.0,605397,2.91,7.16,8.79,1.02,0.216,0.0,0.667,0.25,0.667,0.4,0.25,False
13,13,16,17678,Alex Bregman,HOU,28,0.251,0.356,0.422,0.86,608324,117,Luis Severino,1.0,Minute Maid Park,32.0,622663,3.45,7.01,9.94,1.07,0.211,0.182,0.25,0.6,0.333,0.0,0.333,True
14,14,17,16505,Matt Chapman,TOR,29,0.242,0.322,0.474,0.735,656305,141,Matt Wisler,1.0,Rogers Centre,2.0,605538,2.36,6.21,7.29,1.02,0.192,0.333,0.4,0.25,0.25,0.0,0.75,False
15,15,18,18345,Kyle Tucker,HOU,25,0.242,0.332,0.449,0.8059999999999999,663656,117,Luis Severino,1.0,Minute Maid Park,32.0,622663,3.45,7.01,9.94,1.07,0.211,0.333,0.333,0.333,0.0,0.0,0.25,False
16,16,19,15986,Willy Adames,MIL,26,0.224,0.289,0.463,0.726,642715,158,JT Brubaker,0.0,PNC Park,10.0,664141,4.49,10.05,9.22,1.52,0.275,0.4,0.0,0.333,0.6,0.25,0.0,True
17,17,20,18577,Ke'Bryan Hayes,PIT,25,0.248,0.32,0.358,0.818,663647,134,Adrian Houser,1.0,PNC Park,10.0,605288,4.72,9.67,6.72,1.48,0.271,0.273,0.2,0.5,0.0,0.25,0.2,False
18,18,21,16472,Rhys Hoskins,PHI,29,0.253,0.344,0.496,0.7609999999999999,656555,143,Ian Anderson,1.0,Citizens Bank Park,16.0,666120,5.11,9.37,7.92,1.54,0.266,0.0,0.5,0.333,0.2,0.0,0.333,True
19,19,22,18568,Luis Arraez,MIN,25,0.329,0.394,0.436,0.932,650333,142,Shane Bieber,0.0,Progressive Field,7.0,669456,3.21,7.86,9.16,1.09,0.233,0.3,0.0,0.2,0.5,0.0,0.5,True
20,20,23,12856,George Springer,TOR,32,0.251,0.331,0.464,0.733,543807,141,Matt Wisler,1.0,Rogers Centre,2.0,605538,2.36,6.21,7.29,1.02,0.192,0.0,0.2,0.25,0.25,0.25,0.0,True
21,21,24,3473,Anthony Rizzo,NYY,32,0.227,0.347,0.511,0.8,519203,147,Luis Garcia,0.0,Minute Maid Park,32.0,472610,3.51,8.78,9.44,1.27,0.252,0.667,0.0,0.333,0.0,0.0,0.0,True
22,22,25,16578,Yandy Diaz,TBR,30,0.277,0.392,0.393,0.873,650490,139,Yusei Kikuchi,0.0,Rogers Centre,2.0,579328,5.13,8.2,10.03,1.49,0.244,0.0,0.25,0.667,0.4,0.0,0.0,True
23,23,26,15518,Amed Rosario,CLE,26,0.29,0.324,0.417,0.8240000000000001,642708,114,Chris Archer,1.0,Progressive Field,7.0,502042,4.02,7.01,7.58,1.29,0.212,0.4,1.0,0.25,0.75,0.333,0.0,False
24,24,27,19612,Bo Bichette,TOR,24,0.263,0.304,0.436,0.775,666182,141,Matt Wisler,1.0,Rogers Centre,2.0,605538,2.36,6.21,7.29,1.02,0.192,0.5,0.2,0.25,0.5,0.0,0.25,True
25,25,28,13066,Teoscar Hernandez,TOR,29,0.273,0.325,0.494,0.669,606192,141,Matt Wisler,1.0,Rogers Centre,2.0,605538,2.36,6.21,7.29,1.02,0.192,0.5,0.0,0.5,0.5,0.0,0.0,True
26,26,29,14344,Matt Olson,ATL,28,0.248,0.338,0.48,0.738,621566,144,Aaron Nola,0.0,Citizens Bank Park,16.0,605400,3.17,7.28,9.77,0.95,0.219,0.667,0.5,0.5,0.25,0.0,0.667,False
27,27,31,11477,Christian Yelich,MIL,30,0.262,0.365,0.39,0.7829999999999999,592885,158,JT Brubaker,0.0,PNC Park,10.0,664141,4.49,10.05,9.22,1.52,0.275,0.222,0.5,0.4,0.333,0.2,0.667,True
28,28,32,14162,Carlos Correa,MIN,27,0.265,0.342,0.431,0.7829999999999999,621043,142,Shane Bieber,0.0,Progressive Field,7.0,669456,3.21,7.86,9.16,1.09,0.233,0.333,1.0,0.0,0.333,0.25,0.333,True
29,29,33,12144,Max Kepler,MIN,29,0.233,0.331,0.373,0.813,596146,142,Shane Bieber,0.0,Progressive Field,7.0,669456,3.21,7.86,9.16,1.09,0.233,0.276,0.4,0.0,0.0,0.5,0.0,True
30,30,34,19997,Santiago Espinal,TOR,27,0.263,0.313,0.378,0.8490000000000001,669289,141,Matt Wisler,1.0,Rogers Centre,2.0,605538,2.36,6.21,7.29,1.02,0.192,0.5,0.5,0.5,0.0,0.5,0.0,True
31,31,35,16997,Gleyber Torres,NYY,25,0.254,0.306,0.45,0.741,650402,147,Luis Garcia,0.0,Minute Maid Park,32.0,472610,3.51,8.78,9.44,1.27,0.252,0.0,0.0,0.0,0.0,0.25,0.0,True
32,32,36,19326,Bryan Reynolds,PIT,27,0.257,0.343,0.449,0.752,668804,134,Adrian Houser,1.0,PNC Park,10.0,605288,4.72,9.67,6.72,1.48,0.271,0.267,0.6,0.5,0.0,0.25,0.25,True
33,33,37,18171,Seth Brown,OAK,29,0.238,0.295,0.463,0.732,664913,133,Logan Gilbert,0.0,T-Mobile Park,27.0,669302,3.47,8.57,8.3,1.23,0.248,0.0,0.25,1.0,0.5,0.4,0.5,False
