,Unnamed: 0,Unnamed: 0.1,Unnamed: 0.1.1,Unnamed: 0.1.1.1,Unnamed: 0.1.1.1.1,IDfg,Name,Team,Age,AVG,OBP,SLG,Contact% (pi),BatterIDs,TeamIDs,Pitchers,Home,Ballpark,BallparkNumber,PitcherIDs,era,h9,k9,whip,avg,MatchupAverage,Game 1,Game 2,Game 3,Game 4,Game 5,TestLabels
0,0,0,0,0,2,9218,Paul Goldschmidt,STL,34,0.329,0.413,0.609,0.768,502671,138,Merrill Kelly,1,Busch Stadium,15,518876,2.86,7.48,7.41,1.13,0.226,0.0,0.25,0.75,0.4,0.25,0.667,False
1,1,1,1,1,3,19556,Yordan Alvarez,HOU,25,0.297,0.403,0.63,0.802,670541,117,Jose Berrios,0,Rogers Centre,2,621244,5.19,9.92,8.16,1.35,0.275,0.0,0.75,0.25,1.0,0.667,0.25,True
2,2,2,2,2,4,12916,Francisco Lindor,NYM,28,0.268,0.344,0.462,0.7879999999999999,596019,121,Kyle Gibson,1,Citi Field,22,502043,4.36,8.01,6.85,1.17,0.238,0.349,0.5,0.25,0.0,0.0,0.4,True
3,3,3,3,3,5,17350,Rafael Devers,BOS,25,0.31,0.367,0.586,0.73,646240,111,Spenser Watkins,0,Oriole Park at Camden Yards,30,657093,4.02,9.22,5.84,1.33,0.261,0.0,0.5,0.25,0.4,0.5,0.25,True
4,4,4,4,4,6,12161,Xander Bogaerts,BOS,29,0.31,0.381,0.452,0.76,593428,111,Spenser Watkins,0,Oriole Park at Camden Yards,30,657093,4.02,9.22,5.84,1.33,0.261,0.5,0.0,0.0,1.0,0.6,0.25,True
5,5,5,5,5,7,11739,J.T. Realmuto,PHI,31,0.268,0.339,0.455,0.784,592663,143,Taijuan Walker,0,Citi Field,22,592836,3.45,8.28,6.9,1.19,0.242,0.333,0.0,0.0,0.25,0.5,0.25,False
6,6,6,6,6,8,9874,DJ LeMahieu,NYY,33,0.286,0.388,0.429,0.8809999999999999,518934,147,Carlos Hernandez,0,Kauffman Stadium,5,672578,9.09,13.9,4.81,2.14,0.359,0.25,0.25,0.2,0.0,0.4,0.75,False
7,7,7,7,7,9,19470,Tommy Edman,STL,27,0.258,0.322,0.367,0.821,669242,138,Merrill Kelly,1,Busch Stadium,15,518876,2.86,7.48,7.41,1.13,0.226,0.667,0.25,0.5,0.6,0.0,0.0,False
8,8,8,8,8,11,12927,Brandon Nimmo,NYM,29,0.271,0.355,0.425,0.83,607043,121,Kyle Gibson,1,Citi Field,22,502043,4.36,8.01,6.85,1.17,0.238,0.25,0.333,0.2,0.0,0.2,0.0,True
9,9,9,9,9,12,15362,Jeff McNeil,NYM,30,0.306,0.362,0.445,0.852,643446,121,Kyle Gibson,1,Citi Field,22,502043,4.36,8.01,6.85,1.17,0.238,0.375,0.667,0.5,0.5,0.667,0.25,False
10,10,10,10,10,13,15676,Jose Abreu,CHW,35,0.297,0.375,0.464,0.794,547989,145,Jose Suarez,1,Guaranteed Rate Field,23,660761,4.04,8.52,8.81,1.38,0.244,0.5,0.333,0.25,0.0,0.25,0.333,True
11,11,11,11,11,14,18036,Jake Cronenworth,SDP,28,0.237,0.34,0.388,0.846,630105,135,JT Brubaker,0,PNC Park,10,664141,4.49,10.05,9.22,1.52,0.275,0.5,0.5,0.0,0.2,0.4,0.25,True
12,12,12,12,12,15,19251,Pete Alonso,NYM,27,0.278,0.357,0.541,0.777,624413,121,Kyle Gibson,1,Citi Field,22,502043,4.36,8.01,6.85,1.17,0.238,0.0,0.25,0.333,0.0,0.5,0.2,False
13,13,13,13,13,16,11609,Willson Contreras,CHC,30,0.253,0.364,0.463,0.711,575929,112,Eric Lauer,0,American Family Field,18,641778,3.59,7.75,8.87,1.22,0.23,0.0,0.0,0.0,0.25,0.25,0.2,True
14,14,14,14,14,17,21479,Nico Hoerner,CHC,25,0.297,0.34,0.411,0.857,663538,112,Eric Lauer,0,American Family Field,18,641778,3.59,7.75,8.87,1.22,0.23,0.0,0.0,0.0,0.2,0.333,0.8,False
15,15,15,15,15,18,19611,Vladimir Guerrero Jr.,TOR,23,0.287,0.359,0.504,0.7829999999999999,665489,141,Luis Garcia,1,Rogers Centre,2,472610,3.51,8.78,9.44,1.27,0.252,0.0,0.2,0.0,0.0,0.25,0.667,False
16,16,16,16,16,19,17678,Alex Bregman,HOU,28,0.251,0.356,0.422,0.86,608324,117,Jose Berrios,0,Rogers Centre,2,621244,5.19,9.92,8.16,1.35,0.275,0.4,0.25,0.0,0.0,0.333,0.0,False
17,17,17,17,17,20,16505,Matt Chapman,TOR,29,0.242,0.322,0.474,0.735,656305,141,Luis Garcia,1,Rogers Centre,2,472610,3.51,8.78,9.44,1.27,0.252,0.667,0.4,0.25,0.0,0.0,0.25,False
18,18,18,18,18,21,18345,Kyle Tucker,HOU,25,0.242,0.332,0.449,0.8059999999999999,663656,117,Jose Berrios,0,Rogers Centre,2,621244,5.19,9.92,8.16,1.35,0.275,0.333,0.5,1.0,0.25,0.25,0.75,True
19,19,19,19,19,22,10815,Jurickson Profar,SDP,29,0.252,0.344,0.416,0.831,595777,135,JT Brubaker,0,PNC Park,10,664141,4.49,10.05,9.22,1.52,0.275,0.333,0.0,0.0,0.333,0.2,0.0,False
20,20,20,20,20,23,15986,Willy Adames,MIL,26,0.224,0.289,0.463,0.726,642715,158,Justin Steele,1,American Family Field,18,657006,3.67,8.66,9.13,1.41,0.247,0.5,0.4,0.0,0.0,0.8,0.25,True
21,21,21,21,21,24,16472,Rhys Hoskins,PHI,29,0.253,0.344,0.496,0.7609999999999999,656555,143,Taijuan Walker,0,Citi Field,22,592836,3.45,8.28,6.9,1.19,0.242,0.125,0.0,0.0,0.0,0.25,0.6,True
22,22,22,22,22,25,17919,Ian Happ,CHC,27,0.276,0.356,0.432,0.7490000000000001,664023,112,Eric Lauer,0,American Family Field,18,641778,3.59,7.75,8.87,1.22,0.23,0.0,0.0,0.25,0.5,0.333,0.333,True
