,Unnamed: 0,Unnamed: 0.1,Unnamed: 0.1.1,Unnamed: 0.1.1.1,IDfg,Name,Team,Age,AVG,OBP,SLG,Contact% (pi),BatterIDs,TeamIDs,Pitchers,Home,Ballpark,BallparkNumber,PitcherIDs,era,h9,k9,whip,avg,MatchupAverage,Game 1,Game 2,Game 3,Game 4,Game 5,TestLabels
17,17,17,17,18,14161,Byron Buxton,MIN,28,0.222,0.301,0.549,0.6890000000000001,621439,142,Brad Keller,0,Kauffman Stadium,5,641745,4.45,8.97,6.03,1.37,0.259,0.167,0.0,0.0,0.2,0.25,0.333,False
18,18,18,18,19,19197,Will Smith,LAD,27,0.275,0.361,0.477,0.8290000000000001,669257,119,Aaron Nola,0,Citizens Bank Park,16,605400,3.17,7.28,9.77,0.95,0.219,0.2,0.333,0.25,0.25,0.0,0.25,True
19,19,19,19,20,15362,Jeff McNeil,NYM,30,0.306,0.362,0.445,0.852,643446,121,German Marquez,0,Coors Field,1,608566,5.18,9.54,7.25,1.41,0.27,0.333,0.25,0.4,0.5,0.25,0.25,True
20,20,20,20,21,15676,Jose Abreu,CHW,35,0.297,0.375,0.464,0.794,547989,145,Nestor Cortes,0,Yankee Stadium,6,641482,2.57,6.91,9.24,1.02,0.208,0.286,0.0,0.25,0.667,0.333,0.0,True
21,21,21,21,22,19352,Sean Murphy,OAK,27,0.245,0.32,0.43,0.775,669221,133,Michael Lorenzen,0,Angel Stadium,4,547179,4.94,8.37,6.97,1.35,0.245,0.0,0.25,0.333,0.0,0.0,0.0,True
22,22,22,22,23,19251,Pete Alonso,NYM,27,0.278,0.357,0.541,0.777,624413,121,German Marquez,0,Coors Field,1,608566,5.18,9.54,7.25,1.41,0.27,0.0,0.75,0.5,0.0,0.0,0.2,True
23,23,23,23,24,11609,Willson Contreras,CHC,30,0.253,0.364,0.463,0.711,575929,112,Madison Bumgarner,1,Wrigley Field,24,518516,3.96,9.62,6.21,1.39,0.269,0.286,0.0,0.0,0.0,0.0,0.4,True
24,24,24,24,26,19955,Gavin Lux,LAD,24,0.297,0.37,0.425,0.8190000000000001,666158,119,Aaron Nola,0,Citizens Bank Park,16,605400,3.17,7.28,9.77,0.95,0.219,0.0,0.25,0.333,0.0,0.5,0.25,True
25,25,25,25,27,17678,Alex Bregman,HOU,28,0.251,0.356,0.422,0.86,608324,117,Jon Gray,1,Minute Maid Park,32,592351,3.83,7.58,10.1,1.17,0.224,0.0,0.5,0.0,0.25,0.0,0.0,False
26,26,26,26,28,18345,Kyle Tucker,HOU,25,0.242,0.332,0.449,0.8059999999999999,663656,117,Jon Gray,1,Minute Maid Park,32,592351,3.83,7.58,10.1,1.17,0.224,0.0,0.5,0.333,0.0,0.4,0.0,False
27,27,27,27,29,10815,Jurickson Profar,SDP,29,0.252,0.344,0.416,0.831,595777,135,Carlos Rodon,0,Oracle Park,9,607074,2.95,6.87,11.29,1.07,0.209,0.5,0.6,0.25,0.333,0.25,0.25,True
28,28,28,28,31,19918,Daulton Varsho,ARI,25,0.239,0.314,0.431,0.7809999999999999,662139,109,Justin Steele,0,Wrigley Field,24,657006,3.67,8.66,9.13,1.41,0.247,0.333,0.2,0.25,0.4,0.25,0.0,True
29,29,29,29,33,17919,Ian Happ,CHC,27,0.276,0.356,0.432,0.7490000000000001,664023,112,Madison Bumgarner,1,Wrigley Field,24,518516,3.96,9.62,6.21,1.39,0.269,0.0,0.0,0.0,0.333,0.25,1.0,True
30,30,30,30,34,17982,Ty France,SEA,27,0.298,0.368,0.463,0.838,664034,136,Garrett Whitlock,0,Fenway Park,3,676477,3.13,7.39,8.81,1.01,0.219,0.0,0.5,0.25,0.6,0.0,0.0,True
31,31,31,31,35,18568,Luis Arraez,MIN,25,0.329,0.394,0.436,0.932,650333,142,Brad Keller,0,Kauffman Stadium,5,641745,4.45,8.97,6.03,1.37,0.259,0.625,0.0,0.6,0.0,0.5,0.5,True
32,32,32,32,36,19287,Adolis Garcia,TEX,29,0.248,0.298,0.456,0.677,666969,140,Justin Verlander,0,Minute Maid Park,32,434378,1.73,6.09,8.79,0.85,0.188,0.0,0.0,0.25,0.0,0.667,0.25,True
33,33,33,33,37,3473,Anthony Rizzo,NYY,32,0.227,0.347,0.511,0.8,519203,147,Dallas Keuchel,1,Yankee Stadium,6,572971,9.64,13.02,8.68,1.82,0.329,0.167,0.5,0.25,0.25,0.2,0.0,False
34,34,34,34,38,19755,Shohei Ohtani,LAA,27,0.256,0.348,0.501,0.741,660271,108,Frankie Montas,1,Angel Stadium,4,593423,18.0,15.0,6.0,2.67,0.385,0.4,0.0,0.0,0.2,0.25,0.667,True
35,35,35,35,39,9241,Starling Marte,NYM,33,0.292,0.344,0.458,0.775,516782,121,German Marquez,0,Coors Field,1,608566,5.18,9.54,7.25,1.41,0.27,0.2,0.2,0.75,0.25,0.0,0.25,True
36,36,36,36,40,20043,Luis Robert,CHW,24,0.298,0.334,0.453,0.755,673357,145,Nestor Cortes,0,Yankee Stadium,6,641482,2.57,6.91,9.24,1.02,0.208,0.167,0.75,0.0,0.0,0.25,0.4,True
37,37,37,37,41,12533,Marcus Semien,TEX,31,0.239,0.298,0.403,0.8079999999999999,543760,140,Justin Verlander,0,Minute Maid Park,32,434378,1.73,6.09,8.79,0.85,0.188,0.294,0.333,0.25,0.6,0.0,0.333,True
38,38,38,38,42,13419,Christian Walker,ARI,31,0.21,0.31,0.459,0.7709999999999999,572233,109,Justin Steele,0,Wrigley Field,24,657006,3.67,8.66,9.13,1.41,0.247,0.333,0.333,0.0,0.0,0.5,0.333,False
39,39,39,39,43,15172,Tim Anderson,CHW,29,0.301,0.339,0.395,0.795,641313,145,Nestor Cortes,0,Yankee Stadium,6,641482,2.57,6.91,9.24,1.02,0.208,0.375,0.667,0.6,0.0,0.4,0.25,True
40,40,40,40,44,17929,Cedric Mullins II,BAL,27,0.261,0.321,0.39,0.816,656775,110,Jeffrey Springs,1,Oriole Park at Camden Yards,30,605488,2.5,7.94,9.42,1.08,0.233,0.0,0.4,0.0,0.25,0.25,0.0,False
41,41,41,41,45,14344,Matt Olson,ATL,28,0.248,0.338,0.48,0.738,621566,144,Elieser Hernandez,0,loanDepot park,20,622694,6.0,9.33,8.83,1.39,0.26,0.333,0.0,0.5,0.0,0.0,0.25,True
42,42,42,42,46,12546,C.J. Cron,COL,32,0.28,0.33,0.514,0.778,543068,115,Carlos Carrasco,1,Coors Field,1,471911,3.76,9.19,8.9,1.28,0.266,0.571,0.25,0.6,0.5,0.25,0.25,True
43,43,43,43,47,5827,Wilmer Flores,SFG,30,0.251,0.334,0.444,0.8290000000000001,527038,137,Joe Musgrove,1,Oracle Park,9,605397,2.91,7.16,8.79,1.02,0.216,0.133,0.4,0.25,0.25,0.0,0.25,True
44,44,44,44,48,13152,Jorge Polanco,MIN,28,0.237,0.349,0.407,0.777,593871,142,Brad Keller,0,Kauffman Stadium,5,641745,4.45,8.97,6.03,1.37,0.259,0.214,0.0,0.333,0.0,0.25,0.0,False
45,45,45,45,49,11477,Christian Yelich,MIL,30,0.262,0.365,0.39,0.7829999999999999,592885,158,Patrick Corbin,1,American Family Field,18,571578,7.02,13.13,8.32,1.82,0.331,0.25,0.5,0.2,0.0,0.0,0.0,True
46,46,46,46,50,16426,Thairo Estrada,SFG,26,0.269,0.319,0.42,0.813,642731,137,Joe Musgrove,1,Oracle Park,9,605397,2.91,7.16,8.79,1.02,0.216,1.0,0.4,1.0,0.4,0.667,0.0,False
47,47,47,47,51,13613,Ketel Marte,ARI,28,0.261,0.346,0.445,0.804,606466,109,Justin Steele,0,Wrigley Field,24,657006,3.67,8.66,9.13,1.41,0.247,0.0,0.25,1.0,0.5,0.0,0.0,True
48,48,48,48,52,14551,Anthony Santander,BAL,27,0.262,0.342,0.463,0.805,623993,110,Jeffrey Springs,1,Oriole Park at Camden Yards,30,605488,2.5,7.94,9.42,1.08,0.233,0.333,0.2,0.75,0.0,0.0,0.5,True
49,49,49,49,53,10231,Jose Iglesias,COL,32,0.316,0.358,0.417,0.865,578428,115,Carlos Carrasco,1,Coors Field,1,471911,3.76,9.19,8.9,1.28,0.266,0.333,0.25,0.0,0.25,0.25,0.0,True
50,50,50,50,54,14162,Carlos Correa,MIN,27,0.265,0.342,0.431,0.7829999999999999,621043,142,Brad Keller,0,Kauffman Stadium,5,641745,4.45,8.97,6.03,1.37,0.259,0.333,0.25,0.5,0.0,0.25,0.4,True
51,51,51,51,55,11445,Mark Canha,NYM,33,0.266,0.366,0.37,0.7909999999999999,592192,121,German Marquez,0,Coors Field,1,608566,5.18,9.54,7.25,1.41,0.27,0.1,0.2,0.667,0.0,0.25,0.0,False
52,52,52,52,56,12144,Max Kepler,MIN,29,0.233,0.331,0.373,0.813,596146,142,Brad Keller,0,Kauffman Stadium,5,641745,4.45,8.97,6.03,1.37,0.259,0.357,0.0,0.5,0.667,0.333,0.0,True
53,53,53,53,57,16997,Gleyber Torres,NYY,25,0.254,0.306,0.45,0.741,650402,147,Dallas Keuchel,1,Yankee Stadium,6,572971,9.64,13.02,8.68,1.82,0.329,0.4,0.0,0.25,0.4,0.667,0.0,True
54,54,54,54,58,15491,J.P. Crawford,SEA,27,0.255,0.331,0.354,0.875,641487,136,Garrett Whitlock,0,Fenway Park,3,676477,3.13,7.39,8.81,1.01,0.219,0.0,0.0,0.25,0.0,0.0,0.2,True
55,55,55,55,59,18171,Seth Brown,OAK,29,0.238,0.295,0.463,0.732,664913,133,Michael Lorenzen,0,Angel Stadium,4,547179,4.94,8.37,6.97,1.35,0.245,0.0,0.5,0.4,0.5,0.333,0.0,False
56,56,56,56,60,5038,Josh Donaldson,NYY,36,0.228,0.31,0.401,0.705,518626,147,Dallas Keuchel,1,Yankee Stadium,6,572971,9.64,13.02,8.68,1.82,0.329,0.237,0.0,0.5,0.25,0.75,0.0,False
57,57,57,57,61,19363,Austin Hays,BAL,26,0.261,0.318,0.435,0.777,669720,110,Jeffrey Springs,1,Oriole Park at Camden Yards,30,605488,2.5,7.94,9.42,1.08,0.233,0.0,0.2,0.0,0.75,0.0,0.0,True
58,58,58,58,62,5235,Justin Turner,LAD,37,0.26,0.334,0.41,0.8220000000000001,457759,119,Aaron Nola,0,Citizens Bank Park,16,605400,3.17,7.28,9.77,0.95,0.219,0.167,0.0,0.25,0.25,0.0,0.0,True
59,59,59,59,63,15998,Cody Bellinger,LAD,26,0.212,0.269,0.405,0.759,641355,119,Aaron Nola,0,Citizens Bank Park,16,605400,3.17,7.28,9.77,0.95,0.219,0.143,0.333,0.667,0.0,0.0,0.25,True
60,60,60,60,64,5297,Aaron Hicks,NYY,32,0.222,0.348,0.314,0.763,543305,147,Dallas Keuchel,1,Yankee Stadium,6,572971,9.64,13.02,8.68,1.82,0.329,0.125,0.0,0.0,0.25,0.0,0.25,True
61,61,61,61,65,15279,Garrett Cooper,MIA,31,0.275,0.348,0.424,0.7959999999999999,643265,146,Kyle Wright,1,loanDepot park,20,657140,3.22,7.83,8.67,1.17,0.234,0.25,1.0,0.0,0.0,0.25,0.0,True
62,62,62,62,66,14854,Mike Yastrzemski,SFG,31,0.22,0.315,0.393,0.797,573262,137,Joe Musgrove,1,Oracle Park,9,605397,2.91,7.16,8.79,1.02,0.216,0.2,0.5,0.5,0.75,0.25,0.0,True
63,63,63,63,67,19339,Nicky Lopez,KCR,27,0.248,0.305,0.294,0.838,670032,118,Joe Ryan,1,Kauffman Stadium,5,657746,3.95,7.71,8.75,1.13,0.226,0.0,0.0,0.667,0.25,1.0,0.333,False
64,64,64,64,68,13602,Patrick Wisdom,CHC,30,0.22,0.315,0.443,0.6659999999999999,621550,112,Madison Bumgarner,1,Wrigley Field,24,518516,3.96,9.62,6.21,1.39,0.269,0.0,0.25,0.0,0.0,0.0,0.5,True
65,65,65,65,69,18373,Ryan Mountcastle,BAL,25,0.258,0.3,0.441,0.722,663624,110,Jeffrey Springs,1,Oriole Park at Camden Yards,30,605488,2.5,7.94,9.42,1.08,0.233,0.5,0.0,0.25,0.8,0.25,0.5,False
66,66,66,66,70,6184,J.D. Martinez,BOS,34,0.281,0.345,0.447,0.716,502110,111,Chris Flexen,1,Fenway Park,3,623167,3.92,9.0,6.23,1.37,0.257,0.25,0.5,0.8,0.0,0.6,0.5,True
67,67,67,67,71,6153,Eduardo Escobar,NYM,33,0.22,0.273,0.39,0.753,500871,121,German Marquez,0,Coors Field,1,608566,5.18,9.54,7.25,1.41,0.27,0.522,0.0,0.0,0.667,0.25,0.333,True
68,68,68,68,73,19566,Nathaniel Lowe,TEX,26,0.282,0.332,0.461,0.775,663993,140,Justin Verlander,0,Minute Maid Park,32,434378,1.73,6.09,8.79,0.85,0.188,0.333,0.5,0.2,0.5,0.0,0.0,True
69,69,69,69,74,17027,Alex Verdugo,BOS,26,0.272,0.312,0.389,0.863,657077,111,Chris Flexen,1,Fenway Park,3,623167,3.92,9.0,6.23,1.37,0.257,0.333,0.0,0.6,0.0,0.4,0.0,False
70,70,70,70,75,13301,Max Muncy,LAD,31,0.178,0.316,0.349,0.753,571970,119,Aaron Nola,0,Citizens Bank Park,16,605400,3.17,7.28,9.77,0.95,0.219,0.077,0.25,0.0,0.333,0.5,0.25,False
71,71,71,71,76,7802,Miguel Rojas,MIA,33,0.233,0.282,0.335,0.852,500743,146,Kyle Wright,1,loanDepot park,20,657140,3.22,7.83,8.67,1.17,0.234,0.25,0.0,0.333,0.75,0.0,0.25,False
72,72,72,72,77,26197,Andrew Vaughn,CHW,24,0.298,0.348,0.464,0.826,683734,145,Nestor Cortes,0,Yankee Stadium,6,641482,2.57,6.91,9.24,1.02,0.208,0.167,0.5,0.25,0.333,0.0,0.0,True
73,73,73,73,79,16512,Isiah Kiner-Falefa,NYY,27,0.268,0.312,0.315,0.892,643396,147,Dallas Keuchel,1,Yankee Stadium,6,572971,9.64,13.02,8.68,1.82,0.329,0.385,0.667,0.0,0.0,0.333,0.25,True
74,74,74,74,80,9847,Andrew McCutchen,MIL,35,0.255,0.325,0.4,0.804,457705,158,Patrick Corbin,1,American Family Field,18,571578,7.02,13.13,8.32,1.82,0.331,0.244,0.0,0.2,0.8,0.0,0.0,True
75,75,75,75,81,10243,Randal Grichuk,COL,30,0.27,0.312,0.435,0.768,545341,115,Carlos Carrasco,1,Coors Field,1,471911,3.76,9.19,8.9,1.28,0.266,0.286,0.25,0.25,0.5,0.25,0.0,True
76,76,76,76,82,14894,Tony Kemp,OAK,30,0.212,0.285,0.3,0.8740000000000001,643393,133,Michael Lorenzen,0,Angel Stadium,4,547179,4.94,8.37,6.97,1.35,0.245,0.333,0.2,0.25,0.2,0.25,0.0,False
77,77,77,77,83,15117,Hunter Dozier,KCR,30,0.245,0.309,0.411,0.733,641531,118,Joe Ryan,1,Kauffman Stadium,5,657746,3.95,7.71,8.75,1.13,0.226,0.0,0.0,0.75,0.333,0.25,0.0,False
78,78,78,78,84,11342,Jesus Aguilar,MIA,32,0.241,0.287,0.391,0.745,542583,146,Kyle Wright,1,loanDepot park,20,657140,3.22,7.83,8.67,1.17,0.234,0.0,0.4,0.0,0.5,0.4,0.0,False
79,79,79,79,85,10556,Cesar Hernandez,WSN,32,0.238,0.302,0.303,0.8109999999999999,514917,120,Brandon Woodruff,0,American Family Field,18,605540,3.49,7.84,11.01,1.19,0.231,0.3,0.0,0.4,0.5,0.333,0.0,True
80,80,80,80,86,19198,Yuli Gurriel,HOU,38,0.238,0.287,0.38,0.86,493329,117,Jon Gray,1,Minute Maid Park,32,592351,3.83,7.58,10.1,1.17,0.224,0.0,0.0,0.0,0.4,0.0,0.75,False
81,81,81,81,87,18607,Jared Walsh,LAA,28,0.225,0.27,0.392,0.753,665120,108,Frankie Montas,1,Angel Stadium,4,593423,18.0,15.0,6.0,2.67,0.385,0.063,0.0,0.5,0.0,0.333,0.0,False
82,82,82,82,88,5760,Avisail Garcia,MIA,31,0.232,0.269,0.322,0.654,541645,146,Kyle Wright,1,loanDepot park,20,657140,3.22,7.83,8.67,1.17,0.234,0.0,0.25,0.0,0.25,0.5,0.25,True
83,83,83,83,89,11200,Kole Calhoun,TEX,34,0.211,0.269,0.363,0.654,594777,140,Justin Verlander,0,Minute Maid Park,32,434378,1.73,6.09,8.79,0.85,0.188,0.161,0.25,0.25,0.667,0.667,0.0,True
84,84,84,84,90,2434,Nelson Cruz,WSN,41,0.233,0.318,0.342,0.7020000000000001,443558,120,Brandon Woodruff,0,American Family Field,18,605540,3.49,7.84,11.01,1.19,0.231,0.0,0.5,0.0,0.0,0.0,0.75,True
85,85,85,85,91,12179,Maikel Franco,WSN,29,0.229,0.256,0.338,0.742,596748,120,Brandon Woodruff,0,American Family Field,18,605540,3.49,7.84,11.01,1.19,0.231,0.0,0.25,0.4,0.25,0.0,0.0,True
86,86,86,86,93,10324,Marcell Ozuna,ATL,31,0.213,0.264,0.388,0.742,542303,144,Elieser Hernandez,0,loanDepot park,20,622694,6.0,9.33,8.83,1.39,0.26,0.545,0.4,0.4,0.25,0.5,0.25,True
