,Unnamed: 0,Unnamed: 0.1,IDfg,Name,Team,Age,AVG,OBP,SLG,Contact% (pi),BatterIDs,TeamIDs,Pitchers,Home,Ballpark,BallparkNumber,PitcherIDs,era,h9,k9,whip,avg,MatchupAverage,Game 1,Game 2,Game 3,Game 4,Game 5,TestLabels
0,0,1,5361,Freddie Freeman,LAD,32,0.323,0.4,0.524,0.8290000000000001,518692,119,German Marquez,1,Dodger Stadium,17,608566,5.18,9.54,7.25,1.41,0.27,0.267,0.0,0.25,0.667,0.25,0.0,True
1,1,2,13510,Jose Ramirez,CLE,29,0.284,0.355,0.55,0.877,608070,114,Drew Hutchison,0,Comerica Park,25,571800,4.37,8.57,5.66,1.44,0.252,0.5,0.0,0.25,0.25,0.0,0.25,True
2,2,3,13611,Mookie Betts,LAD,29,0.276,0.345,0.535,0.867,605141,119,German Marquez,1,Dodger Stadium,17,608566,5.18,9.54,7.25,1.41,0.27,0.357,0.25,0.667,0.0,0.25,0.0,True
3,3,5,16252,Trea Turner,LAD,29,0.306,0.346,0.502,0.76,607208,119,German Marquez,1,Dodger Stadium,17,608566,5.18,9.54,7.25,1.41,0.27,0.4,0.25,0.75,0.333,0.4,0.0,False
4,4,6,12161,Xander Bogaerts,BOS,29,0.31,0.381,0.452,0.76,593428,111,Jeffrey Springs,1,Fenway Park,3,605488,2.5,7.94,9.42,1.08,0.233,0.25,0.0,0.0,0.25,0.2,0.25,True
5,5,7,11739,J.T. Realmuto,PHI,31,0.268,0.339,0.455,0.784,592663,143,Paolo Espino,1,Citizens Bank Park,16,502179,4.04,9.87,6.9,1.27,0.276,0.25,0.5,0.2,0.5,0.0,0.25,True
6,6,8,9874,DJ LeMahieu,NYY,33,0.286,0.388,0.429,0.8809999999999999,518934,147,Jose Quintana,0,PNC Park,10,500779,1.5,1.5,10.5,0.5,0.056,0.0,0.0,0.5,0.0,0.25,0.667,True
7,7,9,5417,Jose Altuve,HOU,32,0.286,0.368,0.513,0.851,514888,117,Zack Greinke,1,Minute Maid Park,32,425844,4.58,10.04,5.07,1.33,0.28,0.385,0.2,0.6,0.75,0.333,0.0,True
8,8,10,19197,Will Smith,LAD,27,0.275,0.361,0.477,0.8290000000000001,669257,119,German Marquez,1,Dodger Stadium,17,608566,5.18,9.54,7.25,1.41,0.27,0.167,0.0,0.333,0.333,0.333,0.0,False
9,9,11,19352,Sean Murphy,OAK,27,0.245,0.32,0.43,0.775,669221,133,Yusei Kikuchi,1,Oakland Coliseum,19,579328,5.13,8.2,10.03,1.49,0.244,0.111,0.333,0.25,0.333,0.6,0.25,False
10,10,12,19955,Gavin Lux,LAD,24,0.297,0.37,0.425,0.8190000000000001,666158,119,German Marquez,1,Dodger Stadium,17,608566,5.18,9.54,7.25,1.41,0.27,0.333,0.5,0.0,0.25,0.0,0.667,True
