,Unnamed: 0,Unnamed: 0.1,Unnamed: 0.1.1,IDfg,Name,Team,Age,AVG,OBP,SLG,Contact% (pi),BatterIDs,TeamIDs,Pitchers,Home,Ballpark,BallparkNumber,PitcherIDs,era,h9,k9,whip,avg,MatchupAverage,Game 1,Game 2,Game 3,Game 4,Game 5,TestLabels
0,0,0,0,9777,Nolan Arenado,STL,31,0.3,0.369,0.55,0.81,571448,138,Justin Steele,0,Wrigley Field,24,657006,3.67,8.66,9.13,1.41,0.247,0.333,0.0,0.333,0.5,0.25,0.75,True
1,1,1,1,9218,Paul Goldschmidt,STL,34,0.329,0.413,0.609,0.768,502671,138,Justin Steele,0,Wrigley Field,24,657006,3.67,8.66,9.13,1.41,0.247,0.333,0.0,0.2,0.333,0.2,0.5,True
2,2,2,2,5361,Freddie Freeman,LAD,32,0.323,0.4,0.524,0.8290000000000001,518692,119,Trevor Williams,1,Dodger Stadium,17,592866,3.16,8.19,8.19,1.16,0.239,0.3,0.4,0.25,0.0,0.0,0.25,True
3,3,3,3,13510,Jose Ramirez,CLE,29,0.284,0.355,0.55,0.877,608070,114,Dean Kremer,0,Oriole Park at Camden Yards,30,665152,3.43,9.68,6.71,1.32,0.279,0.5,0.5,0.4,0.0,0.5,0.5,False
4,4,4,4,18314,Dansby Swanson,ATL,28,0.292,0.348,0.464,0.7090000000000001,621020,144,Ryan Feltner,0,Coors Field,1,663372,6.02,10.1,7.96,1.42,0.28,0.0,0.0,0.75,0.4,0.25,0.2,True
5,5,5,5,11493,Manny Machado,SDP,29,0.29,0.362,0.509,0.7759999999999999,592518,135,Eric Lauer,0,American Family Field,18,641778,3.59,7.75,8.87,1.22,0.23,0.0,0.25,0.25,0.4,0.25,0.0,False
6,6,6,6,17350,Rafael Devers,BOS,25,0.31,0.367,0.586,0.73,646240,111,Frankie Montas,0,Oakland Coliseum,19,593423,18.0,15.0,6.0,2.67,0.385,0.667,0.25,0.2,0.25,0.5,0.0,True
7,7,7,7,16252,Trea Turner,LAD,29,0.306,0.346,0.502,0.76,607208,119,Trevor Williams,1,Dodger Stadium,17,592866,3.16,8.19,8.19,1.16,0.239,0.3,0.0,0.5,0.25,0.25,0.5,True
8,8,8,8,12161,Xander Bogaerts,BOS,29,0.31,0.381,0.452,0.76,593428,111,Frankie Montas,0,Oakland Coliseum,19,593423,18.0,15.0,6.0,2.67,0.385,0.167,0.667,0.4,0.5,0.0,0.333,False
9,9,9,9,19470,Tommy Edman,STL,27,0.258,0.322,0.367,0.821,669242,138,Justin Steele,0,Wrigley Field,24,657006,3.67,8.66,9.13,1.41,0.247,0.667,0.333,0.25,0.6,0.2,0.0,True
10,10,10,10,12927,Brandon Nimmo,NYM,29,0.271,0.355,0.425,0.83,607043,121,Julio Urias,0,Dodger Stadium,17,628711,2.49,6.97,8.58,0.97,0.21,0.333,0.5,0.0,0.0,0.0,0.25,False
11,11,11,13,15676,Jose Abreu,CHW,35,0.297,0.375,0.464,0.794,547989,145,Ryan Yarbrough,0,Tropicana Field,21,642232,5.08,9.85,6.35,1.36,0.277,0.143,0.0,0.5,0.25,0.5,0.667,True
12,12,12,15,18036,Jake Cronenworth,SDP,28,0.237,0.34,0.388,0.846,630105,135,Eric Lauer,0,American Family Field,18,641778,3.59,7.75,8.87,1.22,0.23,0.0,0.5,0.2,0.0,0.25,0.0,True
13,13,13,16,19251,Pete Alonso,NYM,27,0.278,0.357,0.541,0.777,624413,121,Julio Urias,0,Dodger Stadium,17,628711,2.49,6.97,8.58,0.97,0.21,0.333,0.6,0.25,0.0,0.0,0.333,True
14,14,14,17,11609,Willson Contreras,CHC,30,0.253,0.364,0.463,0.711,575929,112,Adam Wainwright,1,Wrigley Field,24,425794,3.42,8.64,7.24,1.24,0.253,0.174,0.0,0.4,0.333,0.5,0.5,True
15,15,15,18,21479,Nico Hoerner,CHC,25,0.297,0.34,0.411,0.857,663538,112,Adam Wainwright,1,Wrigley Field,24,425794,3.42,8.64,7.24,1.24,0.253,0.25,0.667,0.2,0.333,0.0,0.0,True
16,16,16,19,10815,Jurickson Profar,SDP,29,0.252,0.344,0.416,0.831,595777,135,Eric Lauer,0,American Family Field,18,641778,3.59,7.75,8.87,1.22,0.23,0.0,0.0,0.6,0.0,0.25,0.2,True
17,17,17,21,17919,Ian Happ,CHC,27,0.276,0.356,0.432,0.7490000000000001,664023,112,Adam Wainwright,1,Wrigley Field,24,425794,3.42,8.64,7.24,1.24,0.253,0.4,0.333,0.5,0.667,0.5,0.333,True
18,18,18,22,17982,Ty France,SEA,27,0.298,0.368,0.463,0.838,664034,136,Martin Perez,0,Globe Life Field,14,527048,2.85,7.94,7.81,1.18,0.235,0.0,0.0,0.0,0.0,0.75,0.667,True
19,19,19,23,27506,Ha-seong Kim,SDP,26,0.248,0.326,0.37,0.83,673490,135,Eric Lauer,0,American Family Field,18,641778,3.59,7.75,8.87,1.22,0.23,0.0,0.0,0.2,0.25,0.0,0.333,False
20,20,20,24,19755,Shohei Ohtani,LAA,27,0.256,0.348,0.501,0.741,660271,108,Kyle Gibson,0,Citizens Bank Park,16,502043,4.36,8.01,6.85,1.17,0.238,0.667,0.5,0.0,0.2,0.0,0.25,True
21,21,21,25,9241,Starling Marte,NYM,33,0.292,0.344,0.458,0.775,516782,121,Julio Urias,0,Dodger Stadium,17,628711,2.49,6.97,8.58,0.97,0.21,0.222,0.4,0.0,0.0,0.25,0.2,True
22,22,22,26,16578,Yandy Diaz,TBR,30,0.277,0.392,0.393,0.873,650490,139,Lucas Giolito,1,Tropicana Field,21,608337,4.91,9.99,10.16,1.5,0.283,0.125,0.5,1.0,0.5,0.5,0.25,True
23,23,23,27,15518,Amed Rosario,CLE,26,0.29,0.324,0.417,0.8240000000000001,642708,114,Dean Kremer,0,Oriole Park at Camden Yards,30,665152,3.43,9.68,6.71,1.32,0.279,0.0,0.0,0.2,0.4,0.4,0.2,True
24,24,24,28,15112,Ryan McMahon,COL,27,0.242,0.339,0.397,0.752,641857,115,Charlie Morton,1,Coors Field,1,450203,4.26,7.63,10.35,1.21,0.23,0.0,0.0,0.0,0.25,0.5,0.0,True
25,25,25,30,12546,C.J. Cron,COL,32,0.28,0.33,0.514,0.778,543068,115,Charlie Morton,1,Coors Field,1,450203,4.26,7.63,10.35,1.21,0.23,0.154,0.0,0.0,0.2,1.0,0.167,True
26,26,26,31,13152,Jorge Polanco,MIN,28,0.237,0.349,0.407,0.777,593871,142,Kevin Gausman,0,Rogers Centre,2,592332,2.91,9.56,10.48,1.23,0.27,0.0,0.333,0.2,0.0,0.25,0.0,True
27,27,27,33,14551,Anthony Santander,BAL,27,0.262,0.342,0.463,0.805,623993,110,Zach Plesac,1,Oriole Park at Camden Yards,30,668676,4.49,9.39,6.9,1.35,0.262,0.5,0.25,0.333,0.2,0.5,0.5,False
