,Unnamed: 0,Unnamed: 0.1,IDfg,Name,Team,Age,AVG,OBP,SLG,Contact% (pi),BatterIDs,TeamIDs,Pitchers,Home,Ballpark,BallparkNumber,PitcherIDs,era,h9,k9,whip,avg,MatchupAverage,Game 1,Game 2,Game 3,Game 4,Game 5,TestLabels
0,0,0,15640,Aaron Judge,NYY,30,0.303,0.393,0.675,0.736,592450,147,Paul Blackburn,1.0,Yankee Stadium,6.0,621112,4.28,8.89,7.19,1.26,0.255,0.0,0.25,0.0,0.0,0.4,0.4,True
1,1,1,9777,Nolan Arenado,STL,31,0.3,0.369,0.55,0.81,571448,138,Pablo Lopez,1.0,Busch Stadium,15.0,641154,3.57,7.79,9.1,1.16,0.232,0.444,0.2,0.75,0.0,0.5,0.5,False
2,2,2,9218,Paul Goldschmidt,STL,34,0.329,0.413,0.609,0.768,502671,138,Pablo Lopez,1.0,Busch Stadium,15.0,641154,3.57,7.79,9.1,1.16,0.232,0.0,0.25,0.5,0.0,0.5,0.333,True
3,3,3,5361,Freddie Freeman,LAD,32,0.323,0.4,0.524,0.8290000000000001,518692,119,Chad Kuhl,0.0,Coors Field,1.0,641771,5.16,9.7,6.64,1.52,0.273,0.0,0.4,0.25,0.333,0.4,0.5,True
4,4,4,13510,Jose Ramirez,CLE,29,0.284,0.355,0.55,0.877,608070,114,Sonny Gray,1.0,Progressive Field,7.0,543243,3.19,7.29,8.43,1.11,0.219,0.207,0.75,0.0,0.2,0.25,0.25,False
5,5,6,17350,Rafael Devers,BOS,25,0.31,0.367,0.586,0.73,646240,111,Kevin Gausman,0.0,Rogers Centre,2.0,592332,2.91,9.56,10.48,1.23,0.27,0.091,0.6,0.25,0.5,0.25,0.333,True
6,6,7,16252,Trea Turner,LAD,29,0.306,0.346,0.502,0.76,607208,119,Chad Kuhl,0.0,Coors Field,1.0,641771,5.16,9.7,6.64,1.52,0.273,0.25,0.167,0.5,0.6,0.6,0.0,False
7,7,8,12161,Xander Bogaerts,BOS,29,0.31,0.381,0.452,0.76,593428,111,Kevin Gausman,0.0,Rogers Centre,2.0,592332,2.91,9.56,10.48,1.23,0.27,0.348,0.0,0.25,0.333,0.5,0.0,True
8,8,10,19470,Tommy Edman,STL,27,0.258,0.322,0.367,0.821,669242,138,Pablo Lopez,1.0,Busch Stadium,15.0,641154,3.57,7.79,9.1,1.16,0.232,0.2,0.0,0.2,0.25,0.0,0.25,True
9,9,11,19950,Andres Gimenez,CLE,23,0.302,0.365,0.484,0.743,665926,114,Sonny Gray,1.0,Progressive Field,7.0,543243,3.19,7.29,8.43,1.11,0.219,0.5,0.667,0.25,0.75,0.333,0.25,True
10,10,12,13624,Corey Seager,TEX,28,0.25,0.329,0.475,0.7559999999999999,608369,140,Kris Bubic,0.0,Kauffman Stadium,5.0,663460,5.27,9.41,7.51,1.54,0.27,1.0,0.333,0.0,0.0,0.5,0.25,True
11,11,13,14161,Byron Buxton,MIN,28,0.222,0.301,0.549,0.6890000000000001,621439,142,Triston McKenzie,0.0,Progressive Field,7.0,663474,3.16,6.33,8.51,0.96,0.197,0.111,1.0,0.2,0.0,0.0,0.333,False
12,12,14,15676,Jose Abreu,CHW,35,0.297,0.375,0.464,0.794,547989,145,Noah Syndergaard,0.0,Angel Stadium,4.0,592789,7.2,19.8,3.6,2.2,0.44,0.0,0.667,0.25,0.0,0.5,0.333,True
13,13,15,19352,Sean Murphy,OAK,27,0.245,0.32,0.43,0.775,669221,133,Jordan Montgomery,0.0,Yankee Stadium,6.0,656756,0.0,3.6,1.8,0.6,0.125,0.0,0.4,0.5,0.0,0.5,0.0,False
14,14,16,17548,Taylor Ward,LAA,28,0.274,0.365,0.465,0.7829999999999999,621493,108,Lucas Giolito,1.0,Angel Stadium,4.0,608337,4.91,9.99,10.16,1.5,0.283,0.333,0.5,0.2,0.25,0.25,0.25,True
15,15,17,18577,Ke'Bryan Hayes,PIT,25,0.248,0.32,0.358,0.818,663647,134,Erick Fedde,0.0,Nationals Park,29.0,607200,4.95,9.32,6.8,1.54,0.269,0.333,0.25,0.2,0.25,0.0,0.0,False
16,16,18,18568,Luis Arraez,MIN,25,0.329,0.394,0.436,0.932,650333,142,Triston McKenzie,0.0,Progressive Field,7.0,663474,3.16,6.33,8.51,0.96,0.197,0.0,0.5,0.4,0.0,0.0,0.0,False
17,17,19,19287,Adolis Garcia,TEX,29,0.248,0.298,0.456,0.677,666969,140,Kris Bubic,0.0,Kauffman Stadium,5.0,663460,5.27,9.41,7.51,1.54,0.27,0.5,0.25,0.25,0.5,0.25,0.25,True
18,18,20,19755,Shohei Ohtani,LAA,27,0.256,0.348,0.501,0.741,660271,108,Lucas Giolito,1.0,Angel Stadium,4.0,608337,4.91,9.99,10.16,1.5,0.283,0.294,0.0,0.25,0.333,0.333,0.75,True
19,19,21,15518,Amed Rosario,CLE,26,0.29,0.324,0.417,0.8240000000000001,642708,114,Sonny Gray,1.0,Progressive Field,7.0,543243,3.19,7.29,8.43,1.11,0.219,0.417,0.0,0.25,0.4,0.333,0.8,True
20,20,22,15112,Ryan McMahon,COL,27,0.242,0.339,0.397,0.752,641857,115,Tyler Anderson,1.0,Coors Field,1.0,542881,2.72,7.21,7.14,1.0,0.219,0.0,0.0,0.0,0.0,0.4,0.25,True
21,21,23,15172,Tim Anderson,CHW,29,0.301,0.339,0.395,0.795,641313,145,Noah Syndergaard,0.0,Angel Stadium,4.0,592789,7.2,19.8,3.6,2.2,0.44,0.0,0.0,0.0,0.2,0.4,0.4,True
22,22,24,12546,C.J. Cron,COL,32,0.28,0.33,0.514,0.778,543068,115,Tyler Anderson,1.0,Coors Field,1.0,542881,2.72,7.21,7.14,1.0,0.219,0.333,0.5,0.25,0.0,0.0,0.0,True
23,23,26,20126,Dylan Carlson,STL,23,0.241,0.31,0.398,0.772,666185,138,Pablo Lopez,1.0,Busch Stadium,15.0,641154,3.57,7.79,9.1,1.16,0.232,0.2,0.333,0.333,0.333,0.0,0.333,True
24,24,27,10231,Jose Iglesias,COL,32,0.316,0.358,0.417,0.865,578428,115,Tyler Anderson,1.0,Coors Field,1.0,542881,2.72,7.21,7.14,1.0,0.219,0.333,0.0,0.5,0.25,0.333,0.5,True
25,25,28,14162,Carlos Correa,MIN,27,0.265,0.342,0.431,0.7829999999999999,621043,142,Triston McKenzie,0.0,Progressive Field,7.0,663474,3.16,6.33,8.51,0.96,0.197,0.4,0.333,0.25,0.25,0.75,0.4,True
26,26,29,12144,Max Kepler,MIN,29,0.233,0.331,0.373,0.813,596146,142,Triston McKenzie,0.0,Progressive Field,7.0,663474,3.16,6.33,8.51,0.96,0.197,0.182,0.5,0.0,0.25,0.0,0.333,False
27,27,30,17907,Brendan Rodgers,COL,25,0.284,0.334,0.432,0.785,663898,115,Tyler Anderson,1.0,Coors Field,1.0,542881,2.72,7.21,7.14,1.0,0.219,0.0,0.2,0.0,0.25,0.8,0.25,True
28,28,31,19326,Bryan Reynolds,PIT,27,0.257,0.343,0.449,0.752,668804,134,Erick Fedde,0.0,Nationals Park,29.0,607200,4.95,9.32,6.8,1.54,0.269,0.333,0.25,0.25,0.0,0.25,0.667,False
29,29,32,5038,Josh Donaldson,NYY,36,0.228,0.31,0.401,0.705,518626,147,Paul Blackburn,1.0,Yankee Stadium,6.0,621112,4.28,8.89,7.19,1.26,0.255,0.333,0.0,0.0,0.25,0.2,0.0,True
