,Unnamed: 0,Unnamed: 0.1,Unnamed: 0.1.1,Unnamed: 0.1.1.1,Unnamed: 0.1.1.1.1,IDfg,Name,Team,Age,AVG,OBP,SLG,Contact% (pi),BatterIDs,TeamIDs,Pitchers,Home,Ballpark,BallparkNumber,PitcherIDs,era,h9,k9,whip,avg,MatchupAverage,Game 1,Game 2,Game 3,Game 4,Game 5,TestLabels
0,0,0,0,0,0,15640,Aaron Judge,NYY,30,0.303,0.393,0.675,0.736,592450,147,Vince Velasquez,0,Guaranteed Rate Field,23,592826,5.21,8.87,8.1,1.33,0.249,0.167,0.5,0.25,0.4,0.333,0.0,True
1,1,1,1,1,1,9777,Nolan Arenado,STL,31,0.3,0.369,0.55,0.81,571448,138,Logan Webb,1,Busch Stadium,15,657277,3.17,7.99,7.29,1.15,0.237,0.3,0.333,0.25,0.0,0.0,0.4,False
2,2,2,2,2,2,9218,Paul Goldschmidt,STL,34,0.329,0.413,0.609,0.768,502671,138,Logan Webb,1,Busch Stadium,15,657277,3.17,7.99,7.29,1.15,0.237,0.286,0.25,0.667,0.25,0.5,0.4,True
3,3,3,3,3,3,5361,Freddie Freeman,LAD,32,0.323,0.4,0.524,0.8290000000000001,518692,119,Kyle Gibson,1,Dodger Stadium,17,502043,4.36,8.01,6.85,1.17,0.238,0.2,0.2,0.333,0.25,0.0,0.5,True
4,4,4,4,4,4,13510,Jose Ramirez,CLE,29,0.284,0.355,0.55,0.877,608070,114,Sonny Gray,0,Target Field,26,543243,3.19,7.29,8.43,1.11,0.219,0.208,0.25,0.0,0.333,0.333,0.2,True
5,5,5,5,5,5,18314,Dansby Swanson,ATL,28,0.292,0.348,0.464,0.7090000000000001,621020,144,Yu Darvish,1,Truist Park,12,506433,3.28,7.24,8.84,1.0,0.217,0.091,0.0,0.0,0.667,0.0,0.333,True
6,6,6,6,6,6,11493,Manny Machado,SDP,29,0.29,0.362,0.509,0.7759999999999999,592518,135,Max Fried,0,Truist Park,12,608331,2.6,8.07,8.26,1.08,0.237,0.143,0.5,0.333,0.25,0.5,0.333,False
7,7,7,7,7,7,12916,Francisco Lindor,NYM,28,0.268,0.344,0.462,0.7879999999999999,596019,121,Marco Gonzales,1,Citi Field,22,594835,3.98,9.63,5.21,1.39,0.274,0.333,0.0,0.0,0.4,0.25,0.2,False
8,8,8,8,8,8,18360,Austin Riley,ATL,25,0.298,0.359,0.594,0.7390000000000001,663586,144,Yu Darvish,1,Truist Park,12,506433,3.28,7.24,8.84,1.0,0.217,0.0,0.333,0.0,0.2,0.0,0.0,False
9,9,9,9,9,9,13611,Mookie Betts,LAD,29,0.276,0.345,0.535,0.867,605141,119,Kyle Gibson,1,Dodger Stadium,17,502043,4.36,8.01,6.85,1.17,0.238,0.4,0.0,0.0,0.25,0.4,0.4,True
