,Unnamed: 0,Unnamed: 0.1,IDfg,Name,Team,Age,AVG,OBP,SLG,Contact% (pi),BatterIDs,TeamIDs,Pitchers,Home,Ballpark,BallparkNumber,PitcherIDs,era,h9,k9,whip,avg,MatchupAverage,Game 1,Game 2,Game 3,Game 4,Game 5,TestLabels
0,0,0,15640,Aaron Judge,NYY,30,0.303,0.393,0.675,0.736,592450,147,Frankie Montas,1,Yankee Stadium,6,593423,18.0,15.0,6.0,2.67,0.385,0.5,0.25,0.25,0.0,0.0,0.4,False
1,1,1,9777,Nolan Arenado,STL,31,0.3,0.369,0.55,0.81,571448,138,Braxton Garrett,1,Busch Stadium,15,666129,4.02,8.76,9.91,1.2,0.25,0.0,0.0,0.2,0.75,0.0,0.5,True
2,2,2,9218,Paul Goldschmidt,STL,34,0.329,0.413,0.609,0.768,502671,138,Braxton Garrett,1,Busch Stadium,15,666129,4.02,8.76,9.91,1.2,0.25,0.0,1.0,0.25,0.5,0.0,0.5,True
3,3,3,5361,Freddie Freeman,LAD,32,0.323,0.4,0.524,0.8290000000000001,518692,119,Kyle Freeland,0,Coors Field,1,607536,4.56,9.5,6.66,1.36,0.272,0.214,0.25,0.4,0.25,0.333,0.4,True
4,4,4,13510,Jose Ramirez,CLE,29,0.284,0.355,0.55,0.877,608070,114,Devin Smeltzer,1,Progressive Field,7,656970,4.02,8.47,5.31,1.21,0.25,0.273,0.0,0.75,0.0,0.2,0.25,True
5,5,5,18314,Dansby Swanson,ATL,28,0.292,0.348,0.464,0.7090000000000001,621020,144,Zack Wheeler,0,Citizens Bank Park,16,554430,2.63,7.25,9.73,1.03,0.218,0.161,0.167,0.5,0.5,0.75,0.25,False
6,6,8,12916,Francisco Lindor,NYM,28,0.268,0.344,0.462,0.7879999999999999,596019,121,Framber Valdez,1,Citi Field,22,664285,2.87,7.13,8.0,1.15,0.217,0.0,0.0,0.4,0.5,0.5,0.0,False
7,7,9,18360,Austin Riley,ATL,25,0.298,0.359,0.594,0.7390000000000001,663586,144,Zack Wheeler,0,Citizens Bank Park,16,554430,2.63,7.25,9.73,1.03,0.218,0.25,0.0,0.5,0.0,0.0,0.25,True
8,8,11,17350,Rafael Devers,BOS,25,0.31,0.367,0.586,0.73,646240,111,Ross Stripling,0,Rogers Centre,2,548389,3.16,8.27,7.29,1.1,0.241,0.273,0.25,0.6,0.25,0.5,0.25,True
9,9,12,16252,Trea Turner,LAD,29,0.306,0.346,0.502,0.76,607208,119,Kyle Freeland,0,Coors Field,1,607536,4.56,9.5,6.66,1.36,0.272,0.267,0.0,0.167,0.5,0.6,0.6,True
10,10,13,12161,Xander Bogaerts,BOS,29,0.31,0.381,0.452,0.76,593428,111,Ross Stripling,0,Rogers Centre,2,548389,3.16,8.27,7.29,1.1,0.241,0.444,0.333,0.0,0.25,0.333,0.5,True
11,11,14,11739,J.T. Realmuto,PHI,31,0.268,0.339,0.455,0.784,592663,143,Charlie Morton,1,Citizens Bank Park,16,450203,4.26,7.63,10.35,1.21,0.23,0.318,0.333,0.0,0.25,0.0,0.5,True
12,12,16,19470,Tommy Edman,STL,27,0.258,0.322,0.367,0.821,669242,138,Braxton Garrett,1,Busch Stadium,15,666129,4.02,8.76,9.91,1.2,0.25,0.333,0.25,0.0,0.2,0.25,0.0,True
13,13,17,5417,Jose Altuve,HOU,32,0.286,0.368,0.513,0.851,514888,117,Carlos Carrasco,0,Citi Field,22,471911,3.76,9.19,8.9,1.28,0.266,0.37,0.333,0.333,0.0,0.75,0.0,False
14,14,18,19950,Andres Gimenez,CLE,23,0.302,0.365,0.484,0.743,665926,114,Devin Smeltzer,1,Progressive Field,7,656970,4.02,8.47,5.31,1.21,0.25,0.0,0.333,0.667,0.25,0.75,0.333,False
15,15,19,14161,Byron Buxton,MIN,28,0.222,0.301,0.549,0.6890000000000001,621439,142,Zach Plesac,0,Progressive Field,7,668676,4.49,9.39,6.9,1.35,0.262,0.333,0.0,1.0,0.2,0.0,0.0,True
16,16,21,18036,Jake Cronenworth,SDP,28,0.237,0.34,0.388,0.846,630105,135,Zac Gallen,0,Chase Field,13,668678,3.12,6.62,8.67,1.02,0.203,0.273,0.0,0.0,0.0,0.0,0.0,False
17,17,22,22581,Alejandro Kirk,TOR,23,0.305,0.388,0.461,0.86,672386,141,Michael Wacha,1,Rogers Centre,2,608379,2.69,7.17,6.4,1.11,0.215,0.0,0.333,0.5,0.0,1.0,0.4,True
18,18,23,11609,Willson Contreras,CHC,30,0.253,0.364,0.463,0.711,575929,112,Luis Castillo,1,Wrigley Field,24,622491,1.84,4.91,9.2,0.89,0.163,0.467,0.4,0.333,0.333,0.0,0.0,True
19,19,24,21479,Nico Hoerner,CHC,25,0.297,0.34,0.411,0.857,663538,112,Luis Castillo,1,Wrigley Field,24,622491,1.84,4.91,9.2,0.89,0.163,0.667,0.5,0.5,0.667,0.6,0.333,True
20,20,25,19611,Vladimir Guerrero Jr.,TOR,23,0.287,0.359,0.504,0.7829999999999999,665489,141,Michael Wacha,1,Rogers Centre,2,608379,2.69,7.17,6.4,1.11,0.215,0.286,0.25,0.5,0.25,0.4,0.2,True
21,21,26,19955,Gavin Lux,LAD,24,0.297,0.37,0.425,0.8190000000000001,666158,119,Kyle Freeland,0,Coors Field,1,607536,4.56,9.5,6.66,1.36,0.272,0.6,0.667,0.4,0.25,0.0,0.25,True
22,22,27,17678,Alex Bregman,HOU,28,0.251,0.356,0.422,0.86,608324,117,Carlos Carrasco,0,Citi Field,22,471911,3.76,9.19,8.9,1.28,0.266,0.267,0.333,0.0,0.333,0.5,0.667,True
23,23,28,16505,Matt Chapman,TOR,29,0.242,0.322,0.474,0.735,656305,141,Michael Wacha,1,Rogers Centre,2,608379,2.69,7.17,6.4,1.11,0.215,0.0,0.25,0.0,0.75,0.25,0.25,True
24,24,29,18345,Kyle Tucker,HOU,25,0.242,0.332,0.449,0.8059999999999999,663656,117,Carlos Carrasco,0,Citi Field,22,471911,3.76,9.19,8.9,1.28,0.266,0.0,0.0,0.0,0.25,0.5,0.0,True
25,25,30,10815,Jurickson Profar,SDP,29,0.252,0.344,0.416,0.831,595777,135,Zac Gallen,0,Chase Field,13,668678,3.12,6.62,8.67,1.02,0.203,0.6,0.0,0.25,0.25,0.0,1.0,True
26,26,31,19918,Daulton Varsho,ARI,25,0.239,0.314,0.431,0.7809999999999999,662139,109,Sean Manaea,1,Chase Field,13,640455,4.74,8.53,9.32,1.32,0.247,0.0,0.5,0.25,0.0,0.0,0.0,False
27,27,32,17548,Taylor Ward,LAA,28,0.274,0.365,0.465,0.7829999999999999,621493,108,Johnny Cueto,1,Angel Stadium,4,456501,2.91,8.62,6.0,1.19,0.256,0.0,0.5,0.5,0.2,0.25,0.25,True
28,28,33,18577,Ke'Bryan Hayes,PIT,25,0.248,0.32,0.358,0.818,663647,134,Patrick Corbin,0,Nationals Park,29,571578,7.02,13.13,8.32,1.82,0.331,0.167,0.0,0.25,0.2,0.25,0.0,True
