,Unnamed: 0,Unnamed: 0.1,IDfg,Name,Team,Age,AVG,OBP,SLG,Contact% (pi),BatterIDs,TeamIDs,Pitchers,Home,Ballpark,BallparkNumber,PitcherIDs,era,h9,k9,whip,avg,MatchupAverage,Game 1,Game 2,Game 3,Game 4,Game 5,TestLabels
0,0,0,9777,Nolan Arenado,STL,31,0.3,0.369,0.55,0.81,571448,138,Zack Wheeler,1,Busch Stadium,15,554430,2.63,7.25,9.73,1.03,0.218,0.273,0.0,0.25,0.667,0.4,0.25,True
1,1,1,9218,Paul Goldschmidt,STL,34,0.329,0.413,0.609,0.768,502671,138,Zack Wheeler,1,Busch Stadium,15,554430,2.63,7.25,9.73,1.03,0.218,0.2,0.25,0.667,0.333,0.25,0.0,True
2,2,2,13510,Jose Ramirez,CLE,29,0.284,0.355,0.55,0.877,608070,114,Brady Singer,0,Kauffman Stadium,5,663903,3.49,8.36,9.18,1.15,0.248,0.5,0.0,0.333,0.0,0.25,0.25,True
3,3,3,18314,Dansby Swanson,ATL,28,0.292,0.348,0.464,0.7090000000000001,621020,144,Erick Fedde,1,Truist Park,12,607200,4.95,9.32,6.8,1.54,0.269,0.235,0.25,0.0,0.2,0.5,0.0,True
4,4,4,19556,Yordan Alvarez,HOU,25,0.297,0.403,0.63,0.802,670541,117,Paul Blackburn,0,Oakland Coliseum,19,621112,4.28,8.89,7.19,1.26,0.255,0.3,0.25,0.25,0.5,0.333,0.25,True
5,5,5,12916,Francisco Lindor,NYM,28,0.268,0.344,0.462,0.7879999999999999,596019,121,Pablo Lopez,1,Citi Field,22,641154,3.57,7.79,9.1,1.16,0.232,0.222,0.25,0.0,0.0,0.5,0.0,True
6,6,6,18360,Austin Riley,ATL,25,0.298,0.359,0.594,0.7390000000000001,663586,144,Erick Fedde,1,Truist Park,12,607200,4.95,9.32,6.8,1.54,0.269,0.389,0.5,0.667,0.75,0.0,0.5,True
7,7,7,13611,Mookie Betts,LAD,29,0.276,0.345,0.535,0.867,605141,119,Keegan Thompson,1,Dodger Stadium,17,624522,3.36,8.36,7.82,1.24,0.247,0.5,0.667,0.0,0.25,0.25,0.667,False
8,8,8,17350,Rafael Devers,BOS,25,0.31,0.367,0.586,0.73,646240,111,Nestor Cortes,1,Fenway Park,3,641482,2.57,6.91,9.24,1.02,0.208,0.333,0.667,0.5,0.333,0.25,0.2,False
9,9,9,16252,Trea Turner,LAD,29,0.306,0.346,0.502,0.76,607208,119,Keegan Thompson,1,Dodger Stadium,17,624522,3.36,8.36,7.82,1.24,0.247,0.0,0.25,0.0,0.0,0.25,0.75,False
10,10,10,12161,Xander Bogaerts,BOS,29,0.31,0.381,0.452,0.76,593428,111,Nestor Cortes,1,Fenway Park,3,641482,2.57,6.91,9.24,1.02,0.208,0.143,0.0,0.0,0.333,0.0,0.0,False
11,11,11,11739,J.T. Realmuto,PHI,31,0.268,0.339,0.455,0.784,592663,143,Adam Wainwright,0,Busch Stadium,15,425794,3.42,8.64,7.24,1.24,0.253,0.474,0.333,0.0,0.5,0.5,0.2,False
12,12,12,19470,Tommy Edman,STL,27,0.258,0.322,0.367,0.821,669242,138,Zack Wheeler,1,Busch Stadium,15,554430,2.63,7.25,9.73,1.03,0.218,0.167,0.0,0.25,0.0,0.0,0.25,False
13,13,13,5417,Jose Altuve,HOU,32,0.286,0.368,0.513,0.851,514888,117,Paul Blackburn,0,Oakland Coliseum,19,621112,4.28,8.89,7.19,1.26,0.255,0.545,0.5,0.25,0.2,0.6,0.75,True
14,14,14,19950,Andres Gimenez,CLE,23,0.302,0.365,0.484,0.743,665926,114,Brady Singer,0,Kauffman Stadium,5,663903,3.49,8.36,9.18,1.15,0.248,0.167,0.0,0.5,0.0,0.0,0.333,False
15,15,15,13624,Corey Seager,TEX,28,0.25,0.329,0.475,0.7559999999999999,608369,140,Sonny Gray,1,Globe Life Field,14,543243,3.19,7.29,8.43,1.11,0.219,0.0,0.0,0.6,0.5,0.25,0.25,True
16,16,16,12927,Brandon Nimmo,NYM,29,0.271,0.355,0.425,0.83,607043,121,Pablo Lopez,1,Citi Field,22,641154,3.57,7.79,9.1,1.16,0.232,0.286,0.333,0.6,0.25,0.5,0.0,True
17,17,18,15362,Jeff McNeil,NYM,30,0.306,0.362,0.445,0.852,643446,121,Pablo Lopez,1,Citi Field,22,641154,3.57,7.79,9.1,1.16,0.232,0.4,0.333,0.2,0.333,0.4,0.25,True
18,18,19,15676,Jose Abreu,CHW,35,0.297,0.375,0.464,0.794,547989,145,Tarik Skubal,1,Guaranteed Rate Field,23,669373,3.52,7.95,8.95,1.16,0.237,0.462,0.25,0.4,0.25,0.5,0.4,True
19,19,20,19352,Sean Murphy,OAK,27,0.245,0.32,0.43,0.775,669221,133,Jose Urquidy,1,Oakland Coliseum,19,664353,3.85,8.52,7.09,1.16,0.245,0.25,0.0,0.333,0.25,0.333,0.6,True
20,20,21,19251,Pete Alonso,NYM,27,0.278,0.357,0.541,0.777,624413,121,Pablo Lopez,1,Citi Field,22,641154,3.57,7.79,9.1,1.16,0.232,0.182,0.0,0.8,0.0,0.25,0.0,False
21,21,23,21479,Nico Hoerner,CHC,25,0.297,0.34,0.411,0.857,663538,112,Tyler Anderson,0,Dodger Stadium,17,542881,2.72,7.21,7.14,1.0,0.219,0.5,0.25,0.0,0.2,0.333,0.2,True
