,Unnamed: 0,Unnamed: 0.1,Unnamed: 0.1.1,IDfg,Name,Team,Age,AVG,OBP,SLG,Contact% (pi),BatterIDs,TeamIDs,Pitchers,Home,Ballpark,BallparkNumber,PitcherIDs,era,h9,k9,whip,avg,MatchupAverage,Game 1,Game 2,Game 3,Game 4,Game 5,TestLabels
0,0,0,0,5361,Freddie Freeman,LAD,32,0.323,0.4,0.524,0.8290000000000001,518692,119,David Peterson,1,Dodger Stadium,17,656849,3.3,7.18,10.37,1.28,0.22,0.3,0.25,0.0,0.0,0.25,0.25,True
1,1,1,1,13510,Jose Ramirez,CLE,29,0.284,0.355,0.55,0.877,608070,114,Tyler Wells,0,Oriole Park at Camden Yards,30,669330,3.9,7.8,6.46,1.11,0.232,1.0,0.4,0.0,0.5,0.5,0.0,True
2,2,2,2,18314,Dansby Swanson,ATL,28,0.292,0.348,0.464,0.7090000000000001,621020,144,Kyle Freeland,0,Coors Field,1,607536,4.56,9.5,6.66,1.36,0.272,0.583,0.75,0.4,0.25,0.2,0.25,False
3,3,3,3,11493,Manny Machado,SDP,29,0.29,0.362,0.509,0.7759999999999999,592518,135,Aaron Ashby,0,American Family Field,18,676879,4.32,8.86,10.86,1.46,0.251,0.0,0.25,0.4,0.25,0.0,0.2,True
4,4,4,4,16252,Trea Turner,LAD,29,0.306,0.346,0.502,0.76,607208,119,David Peterson,1,Dodger Stadium,17,656849,3.3,7.18,10.37,1.28,0.22,0.25,0.5,0.25,0.25,0.5,0.2,False
5,5,5,5,11739,J.T. Realmuto,PHI,31,0.268,0.339,0.455,0.784,592663,143,Michael Lorenzen,1,Citizens Bank Park,16,547179,4.94,8.37,6.97,1.35,0.245,0.333,0.333,0.25,0.25,0.25,0.667,True
6,6,6,6,13624,Corey Seager,TEX,28,0.25,0.329,0.475,0.7559999999999999,608369,140,Marco Gonzales,1,Globe Life Field,14,594835,3.98,9.63,5.21,1.39,0.274,0.25,0.5,0.333,0.25,0.0,0.25,False
7,7,7,7,12927,Brandon Nimmo,NYM,29,0.271,0.355,0.425,0.83,607043,121,Walker Buehler,0,Dodger Stadium,17,621111,4.02,9.28,8.03,1.29,0.263,0.222,0.0,0.0,0.0,0.25,0.25,True
8,8,8,8,14161,Byron Buxton,MIN,28,0.222,0.301,0.549,0.6890000000000001,621439,142,Jose Berrios,0,Rogers Centre,2,621244,5.19,9.92,8.16,1.35,0.275,0.4,0.6,0.333,0.2,0.25,0.0,False
9,9,9,9,15362,Jeff McNeil,NYM,30,0.306,0.362,0.445,0.852,643446,121,Walker Buehler,0,Dodger Stadium,17,621111,4.02,9.28,8.03,1.29,0.263,0.0,0.0,0.5,0.75,0.0,0.0,True
10,10,10,10,15676,Jose Abreu,CHW,35,0.297,0.375,0.464,0.794,547989,145,Drew Rasmussen,0,Tropicana Field,21,656876,2.96,8.08,7.39,1.17,0.238,0.0,0.5,0.25,0.5,0.667,0.2,False
11,11,11,11,18036,Jake Cronenworth,SDP,28,0.237,0.34,0.388,0.846,630105,135,Aaron Ashby,0,American Family Field,18,676879,4.32,8.86,10.86,1.46,0.251,0.333,0.2,0.0,0.25,0.0,0.5,True
12,12,12,12,19251,Pete Alonso,NYM,27,0.278,0.357,0.541,0.777,624413,121,Walker Buehler,0,Dodger Stadium,17,621111,4.02,9.28,8.03,1.29,0.263,0.333,0.25,0.0,0.0,0.333,0.25,True
13,13,13,13,22581,Alejandro Kirk,TOR,23,0.305,0.388,0.461,0.86,672386,141,Dylan Bundy,1,Rogers Centre,2,605164,5.01,9.74,7.14,1.3,0.272,0.0,0.667,0.0,0.75,0.5,1.0,True
14,14,14,14,11609,Willson Contreras,CHC,30,0.253,0.364,0.463,0.711,575929,112,Johan Oviedo,1,Wrigley Field,24,670912,3.2,9.24,9.24,1.3,0.26,0.25,0.333,0.5,0.5,1.0,0.2,True
15,15,15,15,21479,Nico Hoerner,CHC,25,0.297,0.34,0.411,0.857,663538,112,Johan Oviedo,1,Wrigley Field,24,670912,3.2,9.24,9.24,1.3,0.26,0.0,0.2,0.333,0.0,0.0,0.6,True
16,16,16,16,19611,Vladimir Guerrero Jr.,TOR,23,0.287,0.359,0.504,0.7829999999999999,665489,141,Dylan Bundy,1,Rogers Centre,2,605164,5.01,9.74,7.14,1.3,0.272,0.167,0.25,0.25,0.4,0.0,0.25,True
17,17,17,17,16505,Matt Chapman,TOR,29,0.242,0.322,0.474,0.735,656305,141,Dylan Bundy,1,Rogers Centre,2,605164,5.01,9.74,7.14,1.3,0.272,0.143,0.333,0.333,0.25,0.25,0.5,False
18,18,18,18,10815,Jurickson Profar,SDP,29,0.252,0.344,0.416,0.831,595777,135,Aaron Ashby,0,American Family Field,18,676879,4.32,8.86,10.86,1.46,0.251,0.0,0.6,0.0,0.25,0.2,0.6,False
19,19,19,19,18577,Ke'Bryan Hayes,PIT,25,0.248,0.32,0.358,0.818,663647,134,Zach Davies,1,PNC Park,10,605200,4.03,7.86,6.83,1.22,0.233,0.333,0.4,0.25,0.25,0.6,0.333,False
