,IDfg,Name,Team,Age,AVG,OBP,SLG,Contact% (pi),BatterIDs,TeamIDs,Pitchers,Home,Ballpark,BallparkNumber,PitcherIDs,era,h9,k9,whip,avg,MatchupAverage,Game 1,Game 2,Game 3,Game 4,Game 5,TestLabels
22,12927,Brandon Nimmo,NYM,29,0.267,0.352,0.417,0.828,607043,121,Spencer Strider,1,Citi Field,22,675911,3.11,6.02,13.85,1.05,.185,0.25,0.333,0.0,0.4,0.0,0.75,True
23,15676,Jose Abreu,CHW,35,0.296,0.373,0.46,0.79,547989,145,Spencer Howard,0,Globe Life Field,14,675921,7.41,11.95,7.65,1.73,.309,0.0,0.0,0.0,0.333,0.5,0.4,True
24,19352,Sean Murphy,OAK,27,0.243,0.321,0.424,0.775,669221,133,Logan Webb,1,Oakland Coliseum,19,657277,3.00,7.86,7.44,1.13,.234,0.0,0.5,0.2,0.5,0.667,0.0,True
25,18036,Jake Cronenworth,SDP,28,0.239,0.341,0.387,0.847,630105,135,Tyler Anderson,0,Dodger Stadium,17,542881,2.72,7.21,7.14,1.00,.219,0.133,0.0,0.0,0.0,0.667,0.667,False
26,19251,Pete Alonso,NYM,27,0.281,0.361,0.54,0.778,624413,121,Spencer Strider,1,Citi Field,22,675911,3.11,6.02,13.85,1.05,.185,0.0,0.75,0.25,0.25,0.5,0.25,True
27,18345,Kyle Tucker,HOU,25,0.249,0.336,0.466,0.8079999999999999,663656,117,Triston McKenzie,0,Progressive Field,7,663474,3.14,6.35,8.29,0.97,.198,0.2,0.5,0.0,0.0,0.25,0.0,False
28,17678,Alex Bregman,HOU,28,0.255,0.364,0.43,0.861,608324,117,Triston McKenzie,0,Progressive Field,7,663474,3.14,6.35,8.29,0.97,.198,0.333,0.25,0.5,0.25,0.667,0.333,False
29,19955,Gavin Lux,LAD,24,0.296,0.372,0.423,0.818,666158,119,Yu Darvish,1,Dodger Stadium,17,506433,3.40,7.38,9.04,1.01,.220,0.286,0.5,0.5,0.0,0.5,0.0,False
30,16505,Matt Chapman,TOR,29,0.24,0.32,0.47,0.737,656305,141,Chris Archer,0,Target Field,26,502042,4.02,7.01,7.58,1.29,.212,0.0,0.0,0.25,0.0,0.0,0.0,True
31,10815,Jurickson Profar,SDP,29,0.254,0.345,0.416,0.831,595777,135,Tyler Anderson,0,Dodger Stadium,17,542881,2.72,7.21,7.14,1.00,.219,0.154,0.25,0.0,0.0,0.0,0.833,True
32,18568,Luis Arraez,MIN,25,0.332,0.398,0.442,0.9329999999999999,650333,142,Kevin Gausman,1,Target Field,26,592332,2.91,9.56,10.48,1.23,.270,1.0,0.6,0.0,0.0,0.2,0.2,True
33,17919,Ian Happ,CHC,27,0.278,0.356,0.434,0.7490000000000001,664023,112,Jesus Luzardo,1,Wrigley Field,24,666200,3.72,5.87,11.35,1.07,.181,0.0,0.667,0.333,0.0,0.0,0.25,False
34,19287,Adolis Garcia,TEX,29,0.255,0.304,0.458,0.68,666969,140,Lucas Giolito,1,Globe Life Field,14,608337,4.92,10.01,10.09,1.49,.284,0.167,0.5,0.333,0.25,0.25,0.0,True
35,27506,Ha-seong Kim,SDP,26,0.249,0.325,0.374,0.83,673490,135,Tyler Anderson,0,Dodger Stadium,17,542881,2.72,7.21,7.14,1.00,.219,0.571,0.0,0.333,0.0,0.25,0.8,True
36,17548,Taylor Ward,LAA,28,0.266,0.356,0.453,0.782,621493,108,Marco Gonzales,0,T-Mobile Park,27,594835,4.18,9.88,5.15,1.41,.280,0.182,0.2,0.5,0.25,0.2,0.0,True
39,15112,Ryan McMahon,COL,27,0.243,0.339,0.401,0.753,641857,115,Zach Davies,0,Chase Field,13,605200,4.11,7.73,6.65,1.21,.229,0.154,0.333,0.667,0.5,0.5,0.25,True
40,12533,Marcus Semien,TEX,31,0.24,0.3,0.407,0.809,543760,140,Lucas Giolito,1,Globe Life Field,14,608337,4.92,10.01,10.09,1.49,.284,0.25,0.0,0.0,0.333,0.2,0.4,True
42,19755,Shohei Ohtani,LAA,27,0.253,0.345,0.494,0.738,660271,108,Marco Gonzales,0,T-Mobile Park,27,594835,4.18,9.88,5.15,1.41,.280,0.15,0.0,0.0,0.2,0.6,0.0,True
43,13066,Teoscar Hernandez,TOR,29,0.271,0.322,0.489,0.672,606192,141,Chris Archer,0,Target Field,26,502042,4.02,7.01,7.58,1.29,.212,0.0,0.5,0.2,0.2,0.5,0.333,True
44,15518,Amed Rosario,CLE,26,0.284,0.318,0.407,0.823,642708,114,Cristian Javier,1,Progressive Field,7,664299,3.14,6.19,11.84,1.05,.191,0.25,0.25,0.2,0.0,0.5,0.0,False
45,12546,C.J. Cron,COL,32,0.277,0.33,0.513,0.775,543068,115,Zach Davies,0,Chase Field,13,605200,4.11,7.73,6.65,1.21,.229,0.375,0.25,0.2,0.0,0.5,0.0,True
47,13152,Jorge Polanco,MIN,28,0.234,0.346,0.409,0.7759999999999999,593871,142,Kevin Gausman,1,Target Field,26,592332,2.91,9.56,10.48,1.23,.270,0.167,0.4,0.0,0.0,0.25,0.333,True
48,17907,Brendan Rodgers,COL,25,0.285,0.333,0.436,0.7829999999999999,663898,115,Zach Davies,0,Chase Field,13,605200,4.11,7.73,6.65,1.21,.229,0.25,0.0,0.0,0.25,0.333,0.667,True
49,14162,Carlos Correa,MIN,27,0.263,0.339,0.425,0.7809999999999999,621043,142,Kevin Gausman,1,Target Field,26,592332,2.91,9.56,10.48,1.23,.270,0.1,0.0,0.4,0.25,0.25,0.0,False
50,11445,Mark Canha,NYM,33,0.262,0.366,0.366,0.789,592192,121,Spencer Strider,1,Citi Field,22,675911,3.11,6.02,13.85,1.05,.185,0.333,0.0,0.0,0.0,0.0,0.4,True
51,12144,Max Kepler,MIN,29,0.227,0.324,0.364,0.8140000000000001,596146,142,Kevin Gausman,1,Target Field,26,592332,2.91,9.56,10.48,1.23,.270,0.5,0.0,0.0,0.25,0.0,0.25,False
52,18171,Seth Brown,OAK,29,0.235,0.293,0.455,0.733,664913,133,Logan Webb,1,Oakland Coliseum,19,657277,3.00,7.86,7.44,1.13,.234,0.0,1.0,0.25,0.0,0.0,0.5,True
53,5038,Josh Donaldson,NYY,36,0.226,0.308,0.395,0.698,518626,147,Adam Wainwright,0,Busch Stadium,15,425794,3.27,8.29,7.28,1.19,.245,0.2,0.0,0.5,0.0,0.667,0.333,True
55,5297,Aaron Hicks,NYY,32,0.223,0.345,0.312,0.7609999999999999,543305,147,Adam Wainwright,0,Busch Stadium,15,425794,3.27,8.29,7.28,1.19,.245,0.667,0.0,0.0,0.0,0.0,0.0,True
56,13602,Patrick Wisdom,CHC,30,0.22,0.318,0.441,0.667,621550,112,Jesus Luzardo,1,Wrigley Field,24,666200,3.72,5.87,11.35,1.07,.181,0.0,0.0,0.0,0.0,0.5,0.25,False
57,21618,Alec Bohm,PHI,25,0.292,0.327,0.408,0.8,664761,143,Cory Abbott,1,Citizens Bank Park,16,676265,5.94,8.10,8.64,1.56,.227,0.0,0.333,0.25,0.5,0.25,0.0,False
59,15998,Cody Bellinger,LAD,26,0.21,0.267,0.402,0.762,641355,119,Yu Darvish,1,Dodger Stadium,17,506433,3.40,7.38,9.04,1.01,.220,0.0,0.333,0.25,0.0,0.333,0.0,True
60,18564,Trent Grisham,SDP,25,0.197,0.296,0.365,0.773,663757,135,Tyler Anderson,0,Dodger Stadium,17,542881,2.72,7.21,7.14,1.00,.219,0.222,0.0,0.0,0.0,0.25,0.5,False
61,19610,Keibert Ruiz,WSN,23,0.245,0.304,0.356,0.8590000000000001,660688,120,Aaron Nola,0,Citizens Bank Park,16,605400,3.07,7.13,9.73,0.93,.215,0.25,0.0,0.0,0.333,0.5,0.25,False
62,17027,Alex Verdugo,BOS,26,0.274,0.317,0.392,0.861,657077,111,Brad Keller,0,Kauffman Stadium,5,641745,4.93,9.42,6.11,1.43,.268,0.5,0.5,0.75,0.0,0.0,0.0,False
63,17620,Myles Straw,CLE,27,0.21,0.288,0.268,0.894,664702,114,Cristian Javier,1,Progressive Field,7,664299,3.14,6.19,11.84,1.05,.191,0.0,0.667,0.25,0.0,0.0,0.0,False
64,11265,Jonathan Schoop,DET,30,0.202,0.236,0.312,0.753,570731,116,Drew Rasmussen,1,Comerica Park,25,656876,2.96,8.08,7.39,1.17,.238,0.0,0.333,0.0,0.0,0.333,0.0,False
65,6184,J.D. Martinez,BOS,34,0.281,0.346,0.443,0.715,502110,111,Brad Keller,0,Kauffman Stadium,5,641745,4.93,9.42,6.11,1.43,.268,0.333,0.333,0.2,0.0,0.0,0.25,True
66,10681,Gio Urshela,MIN,30,0.268,0.309,0.439,0.805,570482,142,Kevin Gausman,1,Target Field,26,592332,2.91,9.56,10.48,1.23,.270,0.4,1.0,0.0,0.0,0.0,0.4,True
67,18373,Ryan Mountcastle,BAL,25,0.255,0.299,0.435,0.721,663624,110,Bryse Wilson,1,Oriole Park at Camden Yards,30,669060,5.93,11.10,6.06,1.51,.306,0.0,0.25,0.5,0.0,0.0,0.4,False
68,13301,Max Muncy,LAD,31,0.179,0.319,0.358,0.7559999999999999,571970,119,Yu Darvish,1,Dodger Stadium,17,506433,3.40,7.38,9.04,1.01,.220,0.105,0.25,0.25,0.5,0.333,0.0,True
70,12979,Javier Baez,DET,29,0.224,0.266,0.379,0.6729999999999999,595879,116,Drew Rasmussen,1,Comerica Park,25,656876,2.96,8.08,7.39,1.17,.238,0.2,0.25,0.25,0.5,0.0,0.5,False
71,19566,Nathaniel Lowe,TEX,26,0.281,0.331,0.454,0.775,663993,140,Lucas Giolito,1,Globe Life Field,14,608337,4.92,10.01,10.09,1.49,.284,0.125,0.0,0.0,0.5,0.25,0.5,True
72,14813,Kyle Farmer,CIN,31,0.254,0.327,0.368,0.825,571657,113,Corbin Burnes,0,American Family Field,18,669203,2.39,5.85,11.39,0.92,.182,0.4,0.0,0.5,0.0,0.25,0.0,True
73,24655,Owen Miller,CLE,25,0.24,0.296,0.359,0.838,680911,114,Cristian Javier,1,Progressive Field,7,664299,3.14,6.19,11.84,1.05,.191,0.0,0.0,0.0,0.25,0.0,0.2,False
74,7859,Charlie Blackmon,COL,35,0.262,0.313,0.439,0.821,453568,115,Zach Davies,0,Chase Field,13,605200,4.11,7.73,6.65,1.21,.229,0.12,0.0,0.2,0.4,0.0,0.0,False
75,14894,Tony Kemp,OAK,30,0.22,0.293,0.312,0.8759999999999999,643393,133,Logan Webb,1,Oakland Coliseum,19,657277,3.00,7.86,7.44,1.13,.234,0.6,0.25,0.25,0.0,0.0,0.25,False
76,16572,Connor Joe,COL,29,0.246,0.347,0.363,0.809,656582,115,Zach Davies,0,Chase Field,13,605200,4.11,7.73,6.65,1.21,.229,0.0,0.25,0.0,0.0,0.25,0.0,False
77,10243,Randal Grichuk,COL,30,0.268,0.31,0.429,0.767,545341,115,Zach Davies,0,Chase Field,13,605200,4.11,7.73,6.65,1.21,.229,0.077,0.25,0.75,0.0,0.333,0.0,True
79,10556,Cesar Hernandez,WSN,32,0.239,0.303,0.305,0.813,514917,120,Aaron Nola,0,Citizens Bank Park,16,605400,3.07,7.13,9.73,0.93,.215,0.0,0.0,0.0,0.5,0.0,0.333,True
80,4314,Joey Votto,CIN,38,0.217,0.335,0.391,0.7240000000000001,458015,113,Corbin Burnes,0,American Family Field,18,669203,2.39,5.85,11.39,0.92,.182,0.167,0.333,0.333,0.5,0.0,0.5,False
81,18607,Jared Walsh,LAA,28,0.222,0.269,0.387,0.755,665120,108,Marco Gonzales,0,T-Mobile Park,27,594835,4.18,9.88,5.15,1.41,.280,0.071,0.25,0.333,0.0,0.25,0.0,False
84,2434,Nelson Cruz,WSN,41,0.233,0.316,0.34,0.703,443558,120,Aaron Nola,0,Citizens Bank Park,16,605400,3.07,7.13,9.73,0.93,.215,0.0,0.333,0.0,0.25,0.333,0.25,True
85,10324,Marcell Ozuna,ATL,31,0.211,0.261,0.391,0.742,542303,144,Jacob deGrom,0,Citi Field,22,594798,1.62,3.24,15.12,0.42,.109,0.244,0.0,0.0,0.25,0.0,0.6,False
