,Unnamed: 0,Unnamed: 0.1,Unnamed: 0.1.1,IDfg,Name,Team,Age,AVG,OBP,SLG,Contact% (pi),BatterIDs,TeamIDs,Pitchers,Home,Ballpark,BallparkNumber,PitcherIDs,era,h9,k9,whip,avg,MatchupAverage,Game 1,Game 2,Game 3,Game 4,Game 5,TestLabels
0,0,0,0,13510,Jose Ramirez,CLE,29,0.284,0.355,0.55,0.877,608070,114,Frankie Montas,1,Progressive Field,7,593423,18.0,15.0,6.0,2.67,0.385,0.357,0.75,0.25,0.5,0.0,0.0,True
1,1,1,1,18314,Dansby Swanson,ATL,28,0.292,0.348,0.464,0.7090000000000001,621020,144,Zach Thompson,1,Truist Park,12,605507,5.08,9.66,6.18,1.47,0.269,0.4,0.75,0.25,0.25,0.5,0.333,True
2,2,2,2,12916,Francisco Lindor,NYM,28,0.268,0.344,0.462,0.7879999999999999,596019,121,Michael Lorenzen,0,Angel Stadium,4,547179,4.94,8.37,6.97,1.35,0.245,0.167,0.25,0.0,0.0,0.2,0.5,True
3,3,3,3,18360,Austin Riley,ATL,25,0.298,0.359,0.594,0.7390000000000001,663586,144,Zach Thompson,1,Truist Park,12,605507,5.08,9.66,6.18,1.47,0.269,0.0,0.0,0.25,0.5,0.0,0.2,True
4,4,4,4,11739,J.T. Realmuto,PHI,31,0.268,0.339,0.455,0.784,592663,143,Madison Bumgarner,1,Citizens Bank Park,16,518516,3.96,9.62,6.21,1.39,0.269,0.333,0.0,0.2,0.0,0.0,0.75,False
5,5,5,5,19950,Andres Gimenez,CLE,23,0.302,0.365,0.484,0.743,665926,114,Frankie Montas,1,Progressive Field,7,593423,18.0,15.0,6.0,2.67,0.385,0.5,0.0,0.25,0.5,0.5,0.0,True
6,6,6,6,12927,Brandon Nimmo,NYM,29,0.271,0.355,0.425,0.83,607043,121,Michael Lorenzen,0,Angel Stadium,4,547179,4.94,8.37,6.97,1.35,0.245,0.25,0.5,0.0,0.0,0.25,0.0,False
7,7,7,7,15676,Jose Abreu,CHW,35,0.297,0.375,0.464,0.794,547989,145,Martin Perez,1,Guaranteed Rate Field,23,527048,2.85,7.94,7.81,1.18,0.235,0.235,0.333,0.0,0.0,0.5,0.5,True
8,8,8,8,19352,Sean Murphy,OAK,27,0.245,0.32,0.43,0.775,669221,133,Zach Plesac,0,Progressive Field,7,668676,4.49,9.39,6.9,1.35,0.262,0.0,0.333,0.0,0.5,0.333,0.0,True
9,9,9,10,11609,Willson Contreras,CHC,30,0.253,0.364,0.463,0.711,575929,112,Jordan Montgomery,0,Yankee Stadium,6,656756,0.0,3.6,1.8,0.6,0.125,0.0,0.167,0.333,0.333,0.0,0.4,False
10,10,10,11,15986,Willy Adames,MIL,26,0.224,0.289,0.463,0.726,642715,158,Patrick Corbin,0,Nationals Park,29,571578,7.02,13.13,8.32,1.82,0.331,0.0,0.0,0.25,0.0,0.0,0.25,False
11,11,11,12,19918,Daulton Varsho,ARI,25,0.239,0.314,0.431,0.7809999999999999,662139,109,Zack Wheeler,0,Citizens Bank Park,16,554430,2.63,7.25,9.73,1.03,0.218,0.0,0.75,0.0,0.2,0.333,0.0,True
12,12,12,14,16472,Rhys Hoskins,PHI,29,0.253,0.344,0.496,0.7609999999999999,656555,143,Madison Bumgarner,1,Citizens Bank Park,16,518516,3.96,9.62,6.21,1.39,0.269,0.0,0.75,0.25,0.2,0.4,0.0,True
13,13,13,15,12552,Eugenio Suarez,SEA,30,0.227,0.329,0.415,0.677,553993,136,Michael Wacha,1,T-Mobile Park,27,608379,2.69,7.17,6.4,1.11,0.215,0.387,0.2,0.333,0.333,0.0,0.75,True
14,14,14,16,17982,Ty France,SEA,27,0.298,0.368,0.463,0.838,664034,136,Michael Wacha,1,T-Mobile Park,27,608379,2.69,7.17,6.4,1.11,0.215,0.778,0.5,0.5,0.25,0.0,0.2,True
15,15,15,17,19287,Adolis Garcia,TEX,29,0.248,0.298,0.456,0.677,666969,140,Lucas Giolito,0,Guaranteed Rate Field,23,608337,4.91,9.99,10.16,1.5,0.283,0.0,0.5,0.5,0.0,0.0,0.25,True
16,16,16,18,19755,Shohei Ohtani,LAA,27,0.256,0.348,0.501,0.741,660271,108,Carlos Carrasco,1,Angel Stadium,4,471911,3.76,9.19,8.9,1.28,0.266,0.0,0.25,0.5,0.25,0.25,0.25,True
17,17,17,20,20043,Luis Robert,CHW,24,0.298,0.334,0.453,0.755,673357,145,Martin Perez,1,Guaranteed Rate Field,23,527048,2.85,7.94,7.81,1.18,0.235,1.0,0.25,0.2,0.0,0.0,0.6,True
18,18,18,21,15518,Amed Rosario,CLE,26,0.29,0.324,0.417,0.8240000000000001,642708,114,Frankie Montas,1,Progressive Field,7,593423,18.0,15.0,6.0,2.67,0.385,0.2,0.25,0.25,0.6,0.25,0.5,True
19,19,19,22,12533,Marcus Semien,TEX,31,0.239,0.298,0.403,0.8079999999999999,543760,140,Lucas Giolito,0,Guaranteed Rate Field,23,608337,4.91,9.99,10.16,1.5,0.283,0.2,0.0,0.25,1.0,0.75,0.4,True
20,20,20,23,13419,Christian Walker,ARI,31,0.21,0.31,0.459,0.7709999999999999,572233,109,Zack Wheeler,0,Citizens Bank Park,16,554430,2.63,7.25,9.73,1.03,0.218,0.667,0.25,0.0,0.4,0.0,0.0,False
21,21,21,25,17929,Cedric Mullins II,BAL,27,0.261,0.321,0.39,0.816,656775,110,Daniel Lynch,0,Kauffman Stadium,5,663738,4.79,10.13,9.36,1.52,0.279,0.333,0.0,0.4,0.25,0.0,0.0,True
22,22,22,26,12546,C.J. Cron,COL,32,0.28,0.33,0.514,0.778,543068,115,Nick Martinez,0,Petco Park,31,607259,3.35,8.53,8.1,1.32,0.248,0.353,0.333,0.25,0.0,0.0,1.0,True
23,23,23,27,5827,Wilmer Flores,SFG,30,0.251,0.334,0.444,0.8290000000000001,527038,137,Clayton Kershaw,1,Oracle Park,9,477132,2.64,7.28,9.28,0.98,0.218,0.261,0.0,0.0,0.0,0.75,0.25,False
24,24,24,28,11477,Christian Yelich,MIL,30,0.262,0.365,0.39,0.7829999999999999,592885,158,Patrick Corbin,0,Nationals Park,29,571578,7.02,13.13,8.32,1.82,0.331,0.316,0.4,0.5,0.25,0.5,0.0,True
25,25,25,29,17273,Jorge Mateo,BAL,27,0.218,0.267,0.391,0.6970000000000001,622761,110,Daniel Lynch,0,Kauffman Stadium,5,663738,4.79,10.13,9.36,1.52,0.279,0.0,0.0,0.333,0.333,0.0,0.0,False
26,26,26,30,16478,Kyle Schwarber,PHI,29,0.207,0.31,0.499,0.72,656941,143,Madison Bumgarner,1,Citizens Bank Park,16,518516,3.96,9.62,6.21,1.39,0.269,0.083,0.25,0.2,0.8,0.0,0.0,True
27,27,27,31,13613,Ketel Marte,ARI,28,0.261,0.346,0.445,0.804,606466,109,Zack Wheeler,0,Citizens Bank Park,16,554430,2.63,7.25,9.73,1.03,0.218,0.375,0.0,0.5,0.5,0.5,0.0,False
28,28,28,32,10231,Jose Iglesias,COL,32,0.316,0.358,0.417,0.865,578428,115,Nick Martinez,0,Petco Park,31,607259,3.35,8.53,8.1,1.32,0.248,0.0,0.333,0.0,0.25,0.25,0.0,True
29,29,29,33,15491,J.P. Crawford,SEA,27,0.255,0.331,0.354,0.875,641487,136,Michael Wacha,1,T-Mobile Park,27,608379,2.69,7.17,6.4,1.11,0.215,0.375,0.333,0.4,0.5,0.25,0.2,True
30,30,30,34,18171,Seth Brown,OAK,29,0.238,0.295,0.463,0.732,664913,133,Zach Plesac,0,Progressive Field,7,668676,4.49,9.39,6.9,1.35,0.262,0.5,0.25,0.5,0.5,0.0,0.25,True
31,31,31,35,8709,Elvis Andrus,OAK,33,0.24,0.302,0.371,0.81,462101,133,Zach Plesac,0,Progressive Field,7,668676,4.49,9.39,6.9,1.35,0.262,0.167,0.25,0.333,0.0,0.25,0.25,True
32,32,32,36,19363,Austin Hays,BAL,26,0.261,0.318,0.435,0.777,669720,110,Daniel Lynch,0,Kauffman Stadium,5,663738,4.79,10.13,9.36,1.52,0.279,1.0,0.0,0.4,0.5,0.0,0.25,True
33,33,33,37,21618,Alec Bohm,PHI,25,0.294,0.33,0.413,0.8009999999999999,664761,143,Madison Bumgarner,1,Citizens Bank Park,16,518516,3.96,9.62,6.21,1.39,0.269,0.0,0.0,0.0,0.25,0.25,0.75,False
