,Unnamed: 0,Unnamed: 0.1,Unnamed: 0.1.1,Unnamed: 0.1.1.1,Unnamed: 0.1.1.1.1,Unnamed: 0.1.1.1.1.1,IDfg,Name,Team,Age,AVG,OBP,SLG,Contact% (pi),BatterIDs,TeamIDs,Pitchers,Home,Ballpark,BallparkNumber,PitcherIDs,era,h9,k9,whip,avg,MatchupAverage,Game 1,Game 2,Game 3,Game 4,Game 5,TestLabels
0,0,0,0,0,0,0,15640,Aaron Judge,NYY,30,0.303,0.393,0.675,0.736,592450,147,Alek Manoah,1.0,Yankee Stadium,6.0,666201,2.56,7.16,8.15,1.02,0.217,0.0,0.4,0.0,0.4,0.0,0.0,False
1,1,1,1,1,1,1,11493,Manny Machado,SDP,29,0.29,0.362,0.509,0.7759999999999999,592518,135,Alex Wood,0.0,Oracle Park,9.0,622072,4.17,8.73,8.81,1.2,0.254,0.0,0.25,0.5,0.2,0.0,0.0,True
2,2,2,2,2,2,2,12916,Francisco Lindor,NYM,28,0.268,0.344,0.462,0.7879999999999999,596019,121,Ranger Suarez,0.0,Citizens Bank Park,16.0,624133,3.68,8.97,7.62,1.37,0.258,0.0,0.333,0.333,0.0,0.2,0.0,True
3,3,3,3,3,3,3,11739,J.T. Realmuto,PHI,31,0.268,0.339,0.455,0.784,592663,143,Taijuan Walker,1.0,Citizens Bank Park,16.0,592836,3.45,8.28,6.9,1.19,0.242,0.375,0.0,0.0,0.25,0.0,0.0,True
4,4,4,4,4,4,4,9874,DJ LeMahieu,NYY,33,0.286,0.388,0.429,0.8809999999999999,518934,147,Alek Manoah,1.0,Yankee Stadium,6.0,666201,2.56,7.16,8.15,1.02,0.217,0.0,0.0,0.0,0.333,0.0,0.0,False
5,5,5,5,5,5,5,12927,Brandon Nimmo,NYM,29,0.271,0.355,0.425,0.83,607043,121,Ranger Suarez,0.0,Citizens Bank Park,16.0,624133,3.68,8.97,7.62,1.37,0.258,0.333,0.0,0.5,0.4,0.0,0.0,True
6,6,6,6,6,6,6,14161,Byron Buxton,MIN,28,0.222,0.301,0.549,0.6890000000000001,621439,142,Chris Flexen,1.0,Target Field,26.0,623167,3.92,9.0,6.23,1.37,0.257,1.0,0.4,0.333,0.0,0.0,0.0,True
7,7,7,7,7,7,8,19352,Sean Murphy,OAK,27,0.245,0.32,0.43,0.775,669221,133,Luis Patino,0.0,Tropicana Field,21.0,672715,6.75,13.5,3.38,2.0,0.353,0.0,0.0,0.0,0.25,0.0,0.0,True
8,8,8,8,8,8,9,19251,Pete Alonso,NYM,27,0.278,0.357,0.541,0.777,624413,121,Ranger Suarez,0.0,Citizens Bank Park,16.0,624133,3.68,8.97,7.62,1.37,0.258,0.0,0.0,0.2,0.2,0.5,0.0,False
9,9,9,9,9,9,10,19611,Vladimir Guerrero Jr.,TOR,23,0.287,0.359,0.504,0.7829999999999999,665489,141,Jameson Taillon,0.0,Yankee Stadium,6.0,592791,3.95,8.5,7.76,1.14,0.246,0.429,0.333,0.5,0.5,0.0,0.0,False
10,10,10,10,10,10,11,16505,Matt Chapman,TOR,29,0.242,0.322,0.474,0.735,656305,141,Jameson Taillon,0.0,Yankee Stadium,6.0,592791,3.95,8.5,7.76,1.14,0.246,0.333,0.5,0.0,0.0,0.0,0.0,False
11,11,11,11,11,11,12,10815,Jurickson Profar,SDP,29,0.252,0.344,0.416,0.831,595777,135,Alex Wood,0.0,Oracle Park,9.0,622072,4.17,8.73,8.81,1.2,0.254,0.5,0.25,0.667,0.333,0.0,0.0,True
12,12,12,12,12,12,13,15986,Willy Adames,MIL,26,0.224,0.289,0.463,0.726,642715,158,Bruce Zimmermann,0.0,Oriole Park at Camden Yards,30.0,669145,5.85,11.84,6.12,1.48,0.322,0.5,0.333,0.25,0.4,0.0,0.0,False
13,13,13,13,13,13,14,16472,Rhys Hoskins,PHI,29,0.253,0.344,0.496,0.7609999999999999,656555,143,Taijuan Walker,1.0,Citizens Bank Park,16.0,592836,3.45,8.28,6.9,1.19,0.242,0.143,0.0,0.667,0.667,0.0,0.0,True
14,14,14,14,14,14,15,17982,Ty France,SEA,27,0.298,0.368,0.463,0.838,664034,136,Dylan Bundy,0.0,Target Field,26.0,605164,5.01,9.74,7.14,1.3,0.272,0.25,0.0,0.6,0.5,0.0,0.0,False
15,15,15,15,15,15,16,18568,Luis Arraez,MIN,25,0.329,0.394,0.436,0.932,650333,142,Chris Flexen,1.0,Target Field,26.0,623167,3.92,9.0,6.23,1.37,0.257,0.6,0.25,1.0,0.0,0.0,0.0,True
16,16,16,16,16,16,17,12856,George Springer,TOR,32,0.251,0.331,0.464,0.733,543807,141,Jameson Taillon,0.0,Yankee Stadium,6.0,592791,3.95,8.5,7.76,1.14,0.246,0.0,0.4,0.4,0.0,0.0,0.0,True
17,17,17,17,17,17,18,19287,Adolis Garcia,TEX,29,0.248,0.298,0.456,0.677,666969,140,Austin Gomber,1.0,Globe Life Field,14.0,596295,5.64,9.99,6.93,1.41,0.283,0.0,0.0,0.0,0.333,0.0,0.0,True
18,18,18,18,18,18,19,3473,Anthony Rizzo,NYY,32,0.227,0.347,0.511,0.8,519203,147,Alek Manoah,1.0,Yankee Stadium,6.0,666201,2.56,7.16,8.15,1.02,0.217,0.333,0.333,0.25,0.333,0.0,0.0,False
19,19,19,19,19,19,20,9241,Starling Marte,NYM,33,0.292,0.344,0.458,0.775,516782,121,Ranger Suarez,0.0,Citizens Bank Park,16.0,624133,3.68,8.97,7.62,1.37,0.258,0.25,0.0,0.4,0.2,0.0,0.0,True
20,20,20,20,20,20,21,19612,Bo Bichette,TOR,24,0.263,0.304,0.436,0.775,666182,141,Jameson Taillon,0.0,Yankee Stadium,6.0,592791,3.95,8.5,7.76,1.14,0.246,0.429,0.0,0.5,0.5,0.0,0.0,False
21,21,21,21,21,21,22,15112,Ryan McMahon,COL,27,0.242,0.339,0.397,0.752,641857,115,Taylor Hearn,0.0,Globe Life Field,14.0,621368,5.21,10.17,8.48,1.59,0.28,0.0,0.0,0.5,0.25,0.0,0.0,False
22,22,22,22,22,22,23,13066,Teoscar Hernandez,TOR,29,0.273,0.325,0.494,0.669,606192,141,Jameson Taillon,0.0,Yankee Stadium,6.0,592791,3.95,8.5,7.76,1.14,0.246,0.167,0.25,0.0,0.5,0.0,0.0,True
23,23,23,23,23,23,24,14344,Matt Olson,ATL,28,0.248,0.338,0.48,0.738,621566,144,Josh Rogers,1.0,Truist Park,12.0,642028,5.13,8.2,4.1,1.33,0.238,0.0,0.75,0.667,0.6,0.0,0.0,False
24,24,24,24,24,24,25,12546,C.J. Cron,COL,32,0.28,0.33,0.514,0.778,543068,115,Taylor Hearn,0.0,Globe Life Field,14.0,621368,5.21,10.17,8.48,1.59,0.28,0.0,0.5,0.25,0.25,0.0,0.0,True
25,25,25,25,25,25,26,13152,Jorge Polanco,MIN,28,0.237,0.349,0.407,0.777,593871,142,Chris Flexen,1.0,Target Field,26.0,623167,3.92,9.0,6.23,1.37,0.257,0.167,0.5,0.0,0.0,0.0,0.0,True
26,26,26,26,26,26,27,17273,Jorge Mateo,BAL,27,0.218,0.267,0.391,0.6970000000000001,622761,110,Adrian Houser,1.0,Oriole Park at Camden Yards,30.0,605288,4.72,9.67,6.72,1.48,0.271,0.0,0.0,0.333,0.333,0.0,0.0,True
27,27,27,27,27,27,28,16478,Kyle Schwarber,PHI,29,0.207,0.31,0.499,0.72,656941,143,Taijuan Walker,1.0,Citizens Bank Park,16.0,592836,3.45,8.28,6.9,1.19,0.242,0.5,0.0,0.0,0.5,0.0,0.0,False
28,28,28,28,28,28,29,10231,Jose Iglesias,COL,32,0.316,0.358,0.417,0.865,578428,115,Taylor Hearn,0.0,Globe Life Field,14.0,621368,5.21,10.17,8.48,1.59,0.28,0.5,0.0,0.25,0.0,0.0,0.0,True
29,29,29,29,29,29,30,14162,Carlos Correa,MIN,27,0.265,0.342,0.431,0.7829999999999999,621043,142,Chris Flexen,1.0,Target Field,26.0,623167,3.92,9.0,6.23,1.37,0.257,0.444,0.2,0.0,0.25,0.0,0.0,False
30,30,30,30,30,30,31,12144,Max Kepler,MIN,29,0.233,0.331,0.373,0.813,596146,142,Chris Flexen,1.0,Target Field,26.0,623167,3.92,9.0,6.23,1.37,0.257,0.5,0.25,0.0,0.0,0.0,0.0,False
31,31,31,31,31,31,32,19997,Santiago Espinal,TOR,27,0.263,0.313,0.378,0.8490000000000001,669289,141,Jameson Taillon,0.0,Yankee Stadium,6.0,592791,3.95,8.5,7.76,1.14,0.246,0.0,0.0,0.5,0.333,0.0,0.0,True
32,32,32,32,32,32,33,17907,Brendan Rodgers,COL,25,0.284,0.334,0.432,0.785,663898,115,Taylor Hearn,0.0,Globe Life Field,14.0,621368,5.21,10.17,8.48,1.59,0.28,0.0,0.0,0.25,0.0,0.0,0.0,True
33,33,33,33,33,33,35,15491,J.P. Crawford,SEA,27,0.255,0.331,0.354,0.875,641487,136,Dylan Bundy,0.0,Target Field,26.0,605164,5.01,9.74,7.14,1.3,0.272,0.4,0.5,0.5,0.0,0.0,0.0,True
34,34,34,34,34,34,37,5038,Josh Donaldson,NYY,36,0.228,0.31,0.401,0.705,518626,147,Alek Manoah,1.0,Yankee Stadium,6.0,666201,2.56,7.16,8.15,1.02,0.217,0.0,0.2,0.25,0.333,0.0,0.0,False
35,35,35,35,35,35,38,8709,Elvis Andrus,OAK,33,0.24,0.302,0.371,0.81,462101,133,Luis Patino,0.0,Tropicana Field,21.0,672715,6.75,13.5,3.38,2.0,0.353,1.0,0.25,0.333,0.0,0.0,0.0,True
36,36,36,36,36,36,39,21618,Alec Bohm,PHI,25,0.294,0.33,0.413,0.8009999999999999,664761,143,Taijuan Walker,1.0,Citizens Bank Park,16.0,592836,3.45,8.28,6.9,1.19,0.242,0.4,1.0,0.0,0.0,0.0,0.0,True
37,37,37,37,37,37,40,15279,Garrett Cooper,MIA,31,0.275,0.348,0.424,0.7959999999999999,643265,146,Michael Lorenzen,0.0,Angel Stadium,4.0,547179,4.94,8.37,6.97,1.35,0.245,0.5,0.5,0.25,0.2,0.0,0.0,False
38,38,38,38,38,38,41,19610,Keibert Ruiz,WSN,23,0.247,0.307,0.359,0.86,660688,120,Huascar Ynoa,0.0,Truist Park,12.0,660623,13.5,14.85,10.8,2.55,0.355,0.0,0.0,0.5,0.5,0.0,0.0,True
39,39,39,39,39,39,42,19339,Nicky Lopez,KCR,27,0.248,0.305,0.294,0.838,670032,118,Aaron Civale,1.0,Kauffman Stadium,5.0,650644,6.17,10.67,8.67,1.46,0.295,0.125,1.0,0.333,0.5,0.0,0.0,True
40,40,40,40,40,40,43,19238,Lourdes Gurriel Jr.,TOR,28,0.309,0.361,0.421,0.797,666971,141,Jameson Taillon,0.0,Yankee Stadium,6.0,592791,3.95,8.5,7.76,1.14,0.246,0.2,0.25,0.0,0.25,0.0,0.0,True
41,41,41,41,41,41,44,6153,Eduardo Escobar,NYM,33,0.22,0.273,0.39,0.753,500871,121,Ranger Suarez,0.0,Citizens Bank Park,16.0,624133,3.68,8.97,7.62,1.37,0.258,0.667,0.25,0.333,0.25,0.0,0.0,True
42,42,42,42,42,42,45,11265,Jonathan Schoop,DET,30,0.203,0.238,0.31,0.7559999999999999,570731,116,Michael Wacha,1.0,Comerica Park,25.0,608379,2.69,7.17,6.4,1.11,0.215,0.0,0.0,0.25,0.333,0.0,0.0,True
43,43,43,43,43,43,46,19566,Nathaniel Lowe,TEX,26,0.282,0.332,0.461,0.775,663993,140,Austin Gomber,1.0,Globe Life Field,14.0,596295,5.64,9.99,6.93,1.41,0.283,1.0,0.5,0.5,0.4,0.0,0.0,True
44,44,44,44,44,44,47,7802,Miguel Rojas,MIA,33,0.233,0.282,0.335,0.852,500743,146,Michael Lorenzen,0.0,Angel Stadium,4.0,547179,4.94,8.37,6.97,1.35,0.245,0.25,0.0,0.25,0.25,0.0,0.0,False
45,45,45,45,45,45,48,12979,Javier Baez,DET,29,0.22,0.262,0.372,0.674,595879,116,Michael Wacha,1.0,Comerica Park,25.0,608379,2.69,7.17,6.4,1.11,0.215,0.286,0.0,0.5,0.4,0.0,0.0,True
46,46,46,46,46,46,49,7859,Charlie Blackmon,COL,35,0.263,0.314,0.446,0.816,453568,115,Taylor Hearn,0.0,Globe Life Field,14.0,621368,5.21,10.17,8.48,1.59,0.28,0.0,0.0,0.2,0.0,0.0,0.0,False
47,47,47,47,47,47,50,10243,Randal Grichuk,COL,30,0.27,0.312,0.435,0.768,545341,115,Taylor Hearn,0.0,Globe Life Field,14.0,621368,5.21,10.17,8.48,1.59,0.28,1.0,0.667,0.0,0.0,0.0,0.0,True
48,48,48,48,48,48,51,14894,Tony Kemp,OAK,30,0.212,0.285,0.3,0.8740000000000001,643393,133,Luis Patino,0.0,Tropicana Field,21.0,672715,6.75,13.5,3.38,2.0,0.353,0.0,0.6,0.0,0.25,0.0,0.0,True
49,49,49,49,49,49,52,15117,Hunter Dozier,KCR,30,0.245,0.309,0.411,0.733,641531,118,Aaron Civale,1.0,Kauffman Stadium,5.0,650644,6.17,10.67,8.67,1.46,0.295,0.375,0.5,0.25,0.0,0.0,0.0,False
50,50,50,50,50,50,53,11342,Jesus Aguilar,MIA,32,0.241,0.287,0.391,0.745,542583,146,Michael Lorenzen,0.0,Angel Stadium,4.0,547179,4.94,8.37,6.97,1.35,0.245,0.0,0.0,0.0,0.2,0.0,0.0,False
51,51,51,51,51,51,54,10556,Cesar Hernandez,WSN,32,0.238,0.302,0.303,0.8109999999999999,514917,120,Huascar Ynoa,0.0,Truist Park,12.0,660623,13.5,14.85,10.8,2.55,0.355,0.0,0.0,0.25,0.25,0.25,0.0,True
52,52,52,52,52,52,56,12179,Maikel Franco,WSN,29,0.229,0.256,0.338,0.742,596748,120,Huascar Ynoa,0.0,Truist Park,12.0,660623,13.5,14.85,10.8,2.55,0.355,0.0,0.333,0.0,0.0,0.0,0.0,True
53,53,53,53,53,53,57,1744,Miguel Cabrera,DET,39,0.268,0.317,0.331,0.7440000000000001,408234,116,Michael Wacha,1.0,Comerica Park,25.0,608379,2.69,7.17,6.4,1.11,0.215,1.0,0.0,0.333,0.25,0.0,0.0,True
