,Unnamed: 0,Unnamed: 0.1,Unnamed: 0.1.1,Unnamed: 0.1.1.1,Unnamed: 0.1.1.1.1,IDfg,Name,Team,Age,AVG,OBP,SLG,Contact% (pi),BatterIDs,TeamIDs,Pitchers,Home,Ballpark,BallparkNumber,PitcherIDs,era,h9,k9,whip,avg,MatchupAverage,Game 1,Game 2,Game 3,Game 4,Game 5,TestLabels
19,19,19,19,19,21,10815,Jurickson Profar,SDP,29,0.252,0.344,0.416,0.831,595777,135,Kyle Gibson,0.0,Citizens Bank Park,16.0,502043,4.36,8.01,6.85,1.17,0.238,0.2,0.333,0.25,0.25,0.0,0.2,True
20,20,20,20,20,22,16472,Rhys Hoskins,PHI,29,0.253,0.344,0.496,0.7609999999999999,656555,143,Yu Darvish,1.0,Citizens Bank Park,16.0,506433,3.28,7.24,8.84,1.0,0.217,0.3,0.333,0.0,0.25,0.75,0.167,True
21,21,21,21,21,23,17919,Ian Happ,CHC,27,0.276,0.356,0.432,0.7490000000000001,664023,112,Zac Gallen,1.0,Wrigley Field,24.0,668678,3.12,6.62,8.67,1.02,0.203,0.25,0.333,0.25,1.0,0.0,0.333,False
22,22,22,22,22,24,12552,Eugenio Suarez,SEA,30,0.227,0.329,0.415,0.677,553993,136,Rich Hill,0.0,Fenway Park,3.0,448179,4.75,9.39,6.84,1.35,0.266,0.444,0.25,0.25,0.333,0.0,0.333,True
23,23,23,23,23,25,17982,Ty France,SEA,27,0.298,0.368,0.463,0.838,664034,136,Rich Hill,0.0,Fenway Park,3.0,448179,4.75,9.39,6.84,1.35,0.266,0.2,0.6,0.0,0.0,0.4,0.4,True
24,24,24,24,24,26,19287,Adolis Garcia,TEX,29,0.248,0.298,0.456,0.677,666969,140,Framber Valdez,0.0,Minute Maid Park,32.0,664285,2.87,7.13,8.0,1.15,0.217,0.25,0.0,0.667,0.25,0.5,0.0,True
25,25,25,25,25,27,27506,Ha-seong Kim,SDP,26,0.248,0.326,0.37,0.83,673490,135,Kyle Gibson,0.0,Citizens Bank Park,16.0,502043,4.36,8.01,6.85,1.17,0.238,0.0,0.25,0.0,0.4,0.0,0.6,True
26,26,26,26,26,28,3473,Anthony Rizzo,NYY,32,0.227,0.347,0.511,0.8,519203,147,Bruce Zimmermann,0.0,Oriole Park at Camden Yards,30.0,669145,5.85,11.84,6.12,1.48,0.322,0.667,0.25,0.25,0.2,0.0,0.25,True
27,27,27,27,27,30,20043,Luis Robert,CHW,24,0.298,0.334,0.453,0.755,673357,145,Carlos Hernandez,0.0,Kauffman Stadium,5.0,672578,9.09,13.9,4.81,2.14,0.359,0.0,0.0,0.0,0.25,0.4,0.5,True
28,28,28,28,28,31,15518,Amed Rosario,CLE,26,0.29,0.324,0.417,0.8240000000000001,642708,114,Tyler Mahle,1.0,Progressive Field,7.0,641816,6.0,7.5,7.5,1.0,0.238,0.0,0.0,0.25,0.0,0.4,0.75,True
29,29,29,29,29,32,12533,Marcus Semien,TEX,31,0.239,0.298,0.403,0.8079999999999999,543760,140,Framber Valdez,0.0,Minute Maid Park,32.0,664285,2.87,7.13,8.0,1.15,0.217,0.286,0.6,0.0,0.333,0.25,0.0,True
30,30,30,30,30,33,13419,Christian Walker,ARI,31,0.21,0.31,0.459,0.7709999999999999,572233,109,Marcus Stroman,0.0,Wrigley Field,24.0,573186,4.2,8.17,8.39,1.16,0.239,0.167,0.0,0.5,0.333,0.333,0.5,False
31,31,31,31,31,34,15172,Tim Anderson,CHW,29,0.301,0.339,0.395,0.795,641313,145,Carlos Hernandez,0.0,Kauffman Stadium,5.0,672578,9.09,13.9,4.81,2.14,0.359,0.0,0.6,0.0,0.4,0.25,0.6,True
32,32,32,32,32,35,17929,Cedric Mullins II,BAL,27,0.261,0.321,0.39,0.816,656775,110,Jordan Montgomery,1.0,Oriole Park at Camden Yards,30.0,656756,0.0,3.6,1.8,0.6,0.125,0.286,0.25,0.25,0.0,0.0,0.25,False
33,33,33,33,33,36,20126,Dylan Carlson,STL,23,0.241,0.31,0.398,0.772,666185,138,Chris Bassitt,0.0,Citi Field,22.0,605135,3.39,7.75,8.93,1.12,0.23,0.0,0.75,0.0,0.5,0.4,0.0,True
34,34,34,34,34,37,17273,Jorge Mateo,BAL,27,0.218,0.267,0.391,0.6970000000000001,622761,110,Jordan Montgomery,1.0,Oriole Park at Camden Yards,30.0,656756,0.0,3.6,1.8,0.6,0.125,0.2,0.0,0.0,0.25,0.25,0.25,True
35,35,35,35,35,38,13613,Ketel Marte,ARI,28,0.261,0.346,0.445,0.804,606466,109,Marcus Stroman,0.0,Wrigley Field,24.0,573186,4.2,8.17,8.39,1.16,0.239,0.429,1.0,0.5,0.0,0.0,0.75,True
36,36,36,36,36,39,14551,Anthony Santander,BAL,27,0.262,0.342,0.463,0.805,623993,110,Jordan Montgomery,1.0,Oriole Park at Camden Yards,30.0,656756,0.0,3.6,1.8,0.6,0.125,0.3,0.0,0.0,0.5,0.0,0.0,True
37,37,37,37,37,40,11445,Mark Canha,NYM,33,0.266,0.366,0.37,0.7909999999999999,592192,121,Dakota Hudson,1.0,Citi Field,22.0,641712,4.2,8.57,4.8,1.39,0.262,1.0,0.667,0.25,0.0,0.0,0.0,True
38,38,38,38,38,41,16997,Gleyber Torres,NYY,25,0.254,0.306,0.45,0.741,650402,147,Bruce Zimmermann,0.0,Oriole Park at Camden Yards,30.0,669145,5.85,11.84,6.12,1.48,0.322,0.333,0.25,0.4,0.667,0.0,0.4,False
39,39,39,39,39,43,5038,Josh Donaldson,NYY,36,0.228,0.31,0.401,0.705,518626,147,Bruce Zimmermann,0.0,Oriole Park at Camden Yards,30.0,669145,5.85,11.84,6.12,1.48,0.322,0.125,0.5,0.25,0.75,0.0,0.25,False
40,40,40,40,40,44,19363,Austin Hays,BAL,26,0.261,0.318,0.435,0.777,669720,110,Jordan Montgomery,1.0,Oriole Park at Camden Yards,30.0,656756,0.0,3.6,1.8,0.6,0.125,0.188,0.75,0.0,0.0,0.0,0.0,False
41,41,41,41,41,45,21618,Alec Bohm,PHI,25,0.294,0.33,0.413,0.8009999999999999,664761,143,Yu Darvish,1.0,Citizens Bank Park,16.0,506433,3.28,7.24,8.84,1.0,0.217,0.0,0.0,0.25,0.4,0.25,0.4,True
42,42,42,42,42,46,5297,Aaron Hicks,NYY,32,0.222,0.348,0.314,0.763,543305,147,Bruce Zimmermann,0.0,Oriole Park at Camden Yards,30.0,669145,5.85,11.84,6.12,1.48,0.322,0.2,0.0,0.25,0.0,0.25,0.0,False
43,43,43,43,43,47,17620,Myles Straw,CLE,27,0.214,0.292,0.272,0.892,664702,114,Tyler Mahle,1.0,Progressive Field,7.0,641816,6.0,7.5,7.5,1.0,0.238,0.0,0.333,0.25,0.2,0.0,0.0,False
44,44,44,44,44,48,13602,Patrick Wisdom,CHC,30,0.22,0.315,0.443,0.6659999999999999,621550,112,Zac Gallen,1.0,Wrigley Field,24.0,668678,3.12,6.62,8.67,1.02,0.203,0.0,0.0,0.0,0.5,0.0,0.0,False
45,45,45,45,45,50,18564,Trent Grisham,SDP,25,0.192,0.29,0.355,0.772,663757,135,Kyle Gibson,0.0,Citizens Bank Park,16.0,502043,4.36,8.01,6.85,1.17,0.238,0.222,0.0,0.25,0.0,0.25,1.0,True
46,46,46,46,46,51,6153,Eduardo Escobar,NYM,33,0.22,0.273,0.39,0.753,500871,121,Dakota Hudson,1.0,Citi Field,22.0,641712,4.2,8.57,4.8,1.39,0.262,0.333,0.0,0.667,0.25,0.333,0.0,False
47,47,47,47,47,52,15223,Adam Frazier,SEA,30,0.243,0.306,0.31,0.878,624428,136,Rich Hill,0.0,Fenway Park,3.0,448179,4.75,9.39,6.84,1.35,0.266,0.0,0.6,0.0,1.0,0.4,0.0,False
48,48,48,48,48,54,26197,Andrew Vaughn,CHW,24,0.298,0.348,0.464,0.826,683734,145,Carlos Hernandez,0.0,Kauffman Stadium,5.0,672578,9.09,13.9,4.81,2.14,0.359,0.167,0.25,0.333,0.0,0.0,0.25,True
49,49,49,49,49,55,13590,Jesse Winker,SEA,28,0.229,0.348,0.363,0.815,608385,136,Rich Hill,0.0,Fenway Park,3.0,448179,4.75,9.39,6.84,1.35,0.266,0.0,0.0,0.25,0.25,0.4,0.5,True
50,50,50,50,50,56,16512,Isiah Kiner-Falefa,NYY,27,0.268,0.312,0.315,0.892,643396,147,Bruce Zimmermann,0.0,Oriole Park at Camden Yards,30.0,669145,5.85,11.84,6.12,1.48,0.322,0.0,0.0,0.0,0.333,0.25,0.5,True
51,51,51,51,51,57,24655,Owen Miller,CLE,25,0.238,0.296,0.359,0.8370000000000001,680911,114,Tyler Mahle,1.0,Progressive Field,7.0,641816,6.0,7.5,7.5,1.0,0.238,0.5,0.25,0.0,0.25,0.0,0.25,True
52,52,52,52,52,60,11200,Kole Calhoun,TEX,34,0.211,0.269,0.363,0.654,594777,140,Framber Valdez,0.0,Minute Maid Park,32.0,664285,2.87,7.13,8.0,1.15,0.217,0.3,0.667,0.667,0.0,0.5,0.25,True
53,53,53,53,53,61,11737,Nick Castellanos,PHI,30,0.257,0.305,0.381,0.6970000000000001,592206,143,Yu Darvish,1.0,Citizens Bank Park,16.0,506433,3.28,7.24,8.84,1.0,0.217,0.091,0.0,0.5,0.0,0.25,0.333,False
