,IDfg,Name,Team,Age,AVG,OBP,SLG,Contact% (pi),BatterIDs,TeamIDs,Pitchers,Home,Ballpark,BallparkNumber,PitcherIDs,era,h9,k9,whip,avg,MatchupAverage,Game 1,Game 2,Game 3,Game 4,Game 5,TestLabels
22,17919,Ian Happ,CHC,27,0.278,0.356,0.434,0.7490000000000001,664023,112,Carlos Rodon,0,Oracle Park,9,607074,2.95,6.97,11.26,1.06,.211,0.2,0.0,0.25,0.5,0.25,0.5,True
23,19287,Adolis Garcia,TEX,29,0.255,0.304,0.458,0.68,666969,140,Reid Detmers,0,Angel Stadium,4,672282,3.45,6.41,8.71,1.07,.201,0.167,0.2,0.2,0.0,0.333,0.5,False
24,12552,Eugenio Suarez,SEA,30,0.226,0.33,0.414,0.6759999999999999,553993,136,Jake Odorizzi,0,Minute Maid Park,32,543606,4.15,14.54,6.23,2.08,.368,0.0,0.333,0.0,0.0,0.0,0.333,True
25,17548,Taylor Ward,LAA,28,0.266,0.356,0.453,0.782,621493,108,Dane Dunning,1,Angel Stadium,4,641540,4.12,8.85,7.93,1.38,.259,0.667,0.0,0.0,0.0,0.0,0.333,True
26,15112,Ryan McMahon,COL,27,0.243,0.339,0.401,0.753,641857,115,Tony Gonsolin,1,Coors Field,1,664062,2.24,5.49,8.12,0.89,.173,0.375,0.0,0.0,0.5,0.333,0.0,False
29,16578,Yandy Diaz,TBR,30,0.274,0.389,0.388,0.87,650490,139,Bryan Shaw,1,Tropicana Field,21,543766,5.10,8.08,7.65,1.39,.235,1.0,0.25,0.25,0.6,0.0,0.25,False
30,13419,Christian Walker,ARI,31,0.213,0.313,0.456,0.774,572233,109,Max Fried,0,Truist Park,12,608331,2.60,8.07,8.26,1.08,.237,0.4,0.0,0.0,0.0,0.333,0.2,True
31,12533,Marcus Semien,TEX,31,0.24,0.3,0.407,0.809,543760,140,Reid Detmers,0,Angel Stadium,4,672282,3.45,6.41,8.71,1.07,.201,0.5,0.6,0.2,0.25,0.0,0.0,True
32,3473,Anthony Rizzo,NYY,32,0.224,0.342,0.504,0.7959999999999999,519203,147,Zack Greinke,1,Yankee Stadium,6,425844,4.29,10.22,5.20,1.34,.284,0.429,0.5,0.0,0.0,0.5,0.0,True
33,19755,Shohei Ohtani,LAA,27,0.253,0.345,0.494,0.738,660271,108,Dane Dunning,1,Angel Stadium,4,641540,4.12,8.85,7.93,1.38,.259,0.071,0.25,0.0,0.0,0.333,0.333,True
35,14344,Matt Olson,ATL,28,0.248,0.337,0.483,0.741,621566,144,Merrill Kelly,1,Truist Park,12,518876,2.95,7.47,7.54,1.14,.225,0.0,0.5,0.0,0.333,0.25,0.0,True
36,16478,Kyle Schwarber,PHI,29,0.211,0.314,0.501,0.72,656941,143,JT Brubaker,0,PNC Park,10,664141,4.45,9.85,9.29,1.50,.271,0.375,0.25,0.2,0.4,0.0,0.25,True
37,10231,Jose Iglesias,COL,32,0.318,0.356,0.418,0.868,578428,115,Tony Gonsolin,1,Coors Field,1,664062,2.24,5.49,8.12,0.89,.173,0.0,0.5,0.667,0.0,0.5,0.0,True
38,13152,Jorge Polanco,MIN,28,0.234,0.346,0.409,0.7759999999999999,593871,142,Sean Manaea,0,Petco Park,31,640455,4.76,8.62,9.23,1.33,.249,0.0,0.0,0.0,0.0,0.0,0.4,False
39,17907,Brendan Rodgers,COL,25,0.285,0.333,0.436,0.7829999999999999,663898,115,Tony Gonsolin,1,Coors Field,1,664062,2.24,5.49,8.12,0.89,.173,0.5,0.75,0.25,1.0,0.667,0.25,True
40,15491,J.P. Crawford,SEA,27,0.254,0.333,0.353,0.877,641487,136,Jake Odorizzi,0,Minute Maid Park,32,543606,4.15,14.54,6.23,2.08,.368,0.188,0.25,0.0,0.5,0.667,0.5,False
41,13613,Ketel Marte,ARI,28,0.258,0.341,0.438,0.8059999999999999,606466,109,Max Fried,0,Truist Park,12,608331,2.60,8.07,8.26,1.08,.237,0.333,0.25,0.0,0.5,0.25,0.0,False
42,14162,Carlos Correa,MIN,27,0.263,0.339,0.425,0.7809999999999999,621043,142,Sean Manaea,0,Petco Park,31,640455,4.76,8.62,9.23,1.33,.249,0.205,0.2,0.0,0.0,0.2,0.2,False
43,11445,Mark Canha,NYM,33,0.262,0.366,0.366,0.789,592192,121,Pablo Lopez,0,loanDepot park,20,641154,3.55,7.72,8.98,1.14,.230,0.667,0.2,0.25,0.0,0.667,0.0,True
44,16997,Gleyber Torres,NYY,25,0.249,0.302,0.441,0.7340000000000001,650402,147,Zack Greinke,1,Yankee Stadium,6,425844,4.29,10.22,5.20,1.34,.284,0.375,0.2,0.4,0.333,0.25,0.0,False
46,19326,Bryan Reynolds,PIT,27,0.253,0.338,0.441,0.753,668804,134,Aaron Nola,1,PNC Park,10,605400,3.07,7.13,9.73,0.93,.215,0.0,0.0,0.0,0.0,0.0,0.75,False
47,18171,Seth Brown,OAK,29,0.235,0.293,0.455,0.733,664913,133,Dylan Cease,0,Guaranteed Rate Field,23,656302,1.96,6.44,12.17,1.14,.196,0.0,0.5,0.5,0.0,0.25,0.5,False
48,5038,Josh Donaldson,NYY,36,0.226,0.308,0.395,0.698,518626,147,Zack Greinke,1,Yankee Stadium,6,425844,4.29,10.22,5.20,1.34,.284,0.222,0.0,0.2,0.0,0.25,0.0,False
49,8709,Elvis Andrus,OAK,33,0.237,0.298,0.365,0.807,462101,133,Dylan Cease,0,Guaranteed Rate Field,23,656302,1.96,6.44,12.17,1.14,.196,0.2,0.25,0.75,0.0,0.25,0.75,False
50,5297,Aaron Hicks,NYY,32,0.223,0.345,0.312,0.7609999999999999,543305,147,Zack Greinke,1,Yankee Stadium,6,425844,4.29,10.22,5.20,1.34,.284,0.125,0.0,0.0,0.0,0.25,0.667,False
52,13602,Patrick Wisdom,CHC,30,0.22,0.318,0.441,0.667,621550,112,Carlos Rodon,0,Oracle Park,9,607074,2.95,6.97,11.26,1.06,.211,0.0,0.0,0.667,0.333,0.25,0.333,True
53,21618,Alec Bohm,PHI,25,0.292,0.327,0.408,0.8,664761,143,JT Brubaker,0,PNC Park,10,664141,4.45,9.85,9.29,1.50,.271,0.5,0.0,0.4,0.4,0.5,0.5,True
55,15998,Cody Bellinger,LAD,26,0.21,0.267,0.402,0.762,641355,119,German Marquez,0,Coors Field,1,608566,5.08,9.66,7.33,1.42,.273,0.133,0.0,0.2,0.25,0.25,0.0,True
56,19290,Randy Arozarena,TBR,27,0.256,0.315,0.428,0.722,668227,139,Bryan Shaw,1,Tropicana Field,21,543766,5.10,8.08,7.65,1.39,.235,0.0,0.0,0.0,0.0,0.4,0.4,True
57,15223,Adam Frazier,SEA,30,0.243,0.307,0.311,0.8759999999999999,624428,136,Jake Odorizzi,0,Minute Maid Park,32,543606,4.15,14.54,6.23,2.08,.368,0.333,0.5,0.0,0.333,0.25,0.333,True
60,13301,Max Muncy,LAD,31,0.179,0.319,0.358,0.7559999999999999,571970,119,German Marquez,0,Coors Field,1,608566,5.08,9.66,7.33,1.42,.273,0.192,0.333,0.25,0.2,0.0,0.25,False
62,12979,Javier Baez,DET,29,0.224,0.266,0.379,0.6729999999999999,595879,116,Jose Berrios,0,Rogers Centre,2,621244,5.61,10.18,7.97,1.39,.282,0.0,0.2,0.5,0.0,0.25,0.2,True
63,7802,Miguel Rojas,MIA,33,0.232,0.286,0.331,0.852,500743,146,Taijuan Walker,1,loanDepot park,20,592836,3.43,8.24,6.93,1.20,.242,0.111,0.25,0.667,0.25,0.25,0.25,True
64,19566,Nathaniel Lowe,TEX,26,0.281,0.331,0.454,0.775,663993,140,Reid Detmers,0,Angel Stadium,4,672282,3.45,6.41,8.71,1.07,.201,0.5,0.2,0.25,0.5,1.0,0.25,True
65,14813,Kyle Farmer,CIN,31,0.254,0.327,0.368,0.825,571657,113,Austin Voth,1,Great American Ball Park,8,608723,3.21,8.36,8.79,1.21,.238,0.0,0.5,0.0,0.0,0.25,0.0,False
66,13590,Jesse Winker,SEA,28,0.228,0.346,0.361,0.8170000000000001,608385,136,Jake Odorizzi,0,Minute Maid Park,32,543606,4.15,14.54,6.23,2.08,.368,0.2,0.5,0.333,0.0,0.0,0.0,True
67,16512,Isiah Kiner-Falefa,NYY,27,0.265,0.31,0.311,0.893,643396,147,Zack Greinke,1,Yankee Stadium,6,425844,4.29,10.22,5.20,1.34,.284,0.412,0.0,0.25,0.25,0.667,0.2,False
68,7859,Charlie Blackmon,COL,35,0.262,0.313,0.439,0.821,453568,115,Tony Gonsolin,1,Coors Field,1,664062,2.24,5.49,8.12,0.89,.173,0.375,0.333,0.0,0.25,0.2,0.0,True
69,14894,Tony Kemp,OAK,30,0.22,0.293,0.312,0.8759999999999999,643393,133,Dylan Cease,0,Guaranteed Rate Field,23,656302,1.96,6.44,12.17,1.14,.196,0.0,0.25,0.25,0.75,0.25,0.667,False
70,16572,Connor Joe,COL,29,0.246,0.347,0.363,0.809,656582,115,Tony Gonsolin,1,Coors Field,1,664062,2.24,5.49,8.12,0.89,.173,0.0,0.0,0.0,0.0,0.2,0.0,True
71,11342,Jesus Aguilar,MIA,32,0.238,0.285,0.386,0.745,542583,146,Taijuan Walker,1,loanDepot park,20,592836,3.43,8.24,6.93,1.20,.242,0.143,0.0,0.0,0.75,0.0,0.0,False
72,18607,Jared Walsh,LAA,28,0.222,0.269,0.387,0.755,665120,108,Dane Dunning,1,Angel Stadium,4,641540,4.12,8.85,7.93,1.38,.259,0.667,0.0,0.0,0.0,0.25,0.0,False
73,11200,Kole Calhoun,TEX,34,0.211,0.269,0.363,0.654,594777,140,Reid Detmers,0,Angel Stadium,4,672282,3.45,6.41,8.71,1.07,.201,0.6,0.25,0.5,0.0,0.0,0.0,False
74,1744,Miguel Cabrera,DET,39,0.266,0.318,0.328,0.7440000000000001,408234,116,Jose Berrios,0,Rogers Centre,2,621244,5.61,10.18,7.97,1.39,.282,0.19,0.0,0.0,0.333,0.5,0.5,False
75,11737,Nick Castellanos,PHI,30,0.256,0.304,0.378,0.695,592206,143,JT Brubaker,0,PNC Park,10,664141,4.45,9.85,9.29,1.50,.271,0.3,0.0,0.4,0.6,0.25,0.0,True
