,Unnamed: 0,Unnamed: 0.1,Unnamed: 0.1.1,IDfg,Name,Team,Age,AVG,OBP,SLG,Contact% (pi),BatterIDs,TeamIDs,Pitchers,Home,Ballpark,BallparkNumber,PitcherIDs,era,h9,k9,whip,avg,MatchupAverage,Game 1,Game 2,Game 3,Game 4,Game 5,TestLabels
0,0,0,0,9777,Nolan Arenado,STL,31,0.3,0.369,0.55,0.81,571448,138,Marcus Stroman,0,Wrigley Field,24,573186,4.2,8.17,8.39,1.16,0.239,0.25,0.25,0.75,0.5,0.0,0.0,True
1,1,1,1,9218,Paul Goldschmidt,STL,34,0.329,0.413,0.609,0.768,502671,138,Marcus Stroman,0,Wrigley Field,24,573186,4.2,8.17,8.39,1.16,0.239,0.5,0.2,0.5,0.333,0.333,0.25,True
2,2,2,2,18314,Dansby Swanson,ATL,28,0.292,0.348,0.464,0.7090000000000001,621020,144,Chad Kuhl,0,Coors Field,1,641771,5.16,9.7,6.64,1.52,0.273,0.25,0.4,0.25,0.2,0.25,0.25,True
3,3,3,3,19556,Yordan Alvarez,HOU,25,0.297,0.403,0.63,0.802,670541,117,Brady Singer,0,Kauffman Stadium,5,663903,3.49,8.36,9.18,1.15,0.248,0.0,0.5,0.5,0.5,0.5,0.0,True
4,4,4,4,11493,Manny Machado,SDP,29,0.29,0.362,0.509,0.7759999999999999,592518,135,Corbin Burnes,0,American Family Field,18,669203,2.45,5.89,11.58,0.93,0.183,0.5,0.4,0.25,0.0,0.2,0.0,True
5,5,5,5,12916,Francisco Lindor,NYM,28,0.268,0.344,0.462,0.7879999999999999,596019,121,Tyler Anderson,0,Dodger Stadium,17,542881,2.72,7.21,7.14,1.0,0.219,0.0,0.333,0.2,0.6,0.0,0.667,False
6,6,6,6,18360,Austin Riley,ATL,25,0.298,0.359,0.594,0.7390000000000001,663586,144,Chad Kuhl,0,Coors Field,1,641771,5.16,9.7,6.64,1.52,0.273,0.0,0.6,0.4,0.5,0.25,0.5,False
7,7,7,7,13611,Mookie Betts,LAD,29,0.276,0.345,0.535,0.867,605141,119,Chris Bassitt,1,Dodger Stadium,17,605135,3.39,7.75,8.93,1.12,0.23,0.25,0.5,0.6,0.0,0.75,0.0,True
8,8,8,8,17350,Rafael Devers,BOS,25,0.31,0.367,0.586,0.73,646240,111,James Kaprielian,0,Oakland Coliseum,19,621076,4.38,7.97,6.28,1.32,0.235,0.0,0.25,0.5,0.0,0.25,0.8,True
9,9,9,9,12161,Xander Bogaerts,BOS,29,0.31,0.381,0.452,0.76,593428,111,James Kaprielian,0,Oakland Coliseum,19,621076,4.38,7.97,6.28,1.32,0.235,0.0,0.5,0.0,0.333,0.6,0.25,True
10,10,10,10,19470,Tommy Edman,STL,27,0.258,0.322,0.367,0.821,669242,138,Marcus Stroman,0,Wrigley Field,24,573186,4.2,8.17,8.39,1.16,0.239,0.167,0.2,0.0,0.4,0.25,0.2,True
11,11,11,11,5417,Jose Altuve,HOU,32,0.286,0.368,0.513,0.851,514888,117,Brady Singer,0,Kauffman Stadium,5,663903,3.49,8.36,9.18,1.15,0.248,0.167,0.25,0.0,0.5,0.0,0.5,False
12,12,12,12,13624,Corey Seager,TEX,28,0.25,0.329,0.475,0.7559999999999999,608369,140,Logan Gilbert,1,Globe Life Field,14,669302,3.47,8.57,8.3,1.23,0.248,0.333,0.333,0.25,0.0,0.25,0.75,True
13,13,13,13,12927,Brandon Nimmo,NYM,29,0.271,0.355,0.425,0.83,607043,121,Tyler Anderson,0,Dodger Stadium,17,542881,2.72,7.21,7.14,1.0,0.219,0.5,0.0,0.0,0.25,0.25,0.25,False
14,14,14,14,14161,Byron Buxton,MIN,28,0.222,0.301,0.549,0.6890000000000001,621439,142,Yusei Kikuchi,0,Rogers Centre,2,579328,5.13,8.2,10.03,1.49,0.244,0.333,0.333,0.2,0.25,0.0,0.333,True
15,15,15,15,15362,Jeff McNeil,NYM,30,0.306,0.362,0.445,0.852,643446,121,Tyler Anderson,0,Dodger Stadium,17,542881,2.72,7.21,7.14,1.0,0.219,1.0,0.5,0.75,0.0,0.0,0.333,False
16,16,16,16,15676,Jose Abreu,CHW,35,0.297,0.375,0.464,0.794,547989,145,Shane McClanahan,0,Tropicana Field,21,663556,2.24,5.89,11.29,0.83,0.184,0.0,0.25,0.5,0.667,0.2,0.333,True
17,17,17,17,19352,Sean Murphy,OAK,27,0.245,0.32,0.43,0.775,669221,133,Nathan Eovaldi,1,Oakland Coliseum,19,543135,4.23,9.51,8.94,1.23,0.263,0.0,0.0,0.0,0.333,0.0,0.5,False
18,18,18,18,18036,Jake Cronenworth,SDP,28,0.237,0.34,0.388,0.846,630105,135,Corbin Burnes,0,American Family Field,18,669203,2.45,5.89,11.58,0.93,0.183,0.111,0.0,0.25,0.0,0.5,0.0,True
19,19,19,19,19251,Pete Alonso,NYM,27,0.278,0.357,0.541,0.777,624413,121,Tyler Anderson,0,Dodger Stadium,17,542881,2.72,7.21,7.14,1.0,0.219,0.0,0.0,0.0,0.333,0.25,0.5,True
20,20,20,22,19955,Gavin Lux,LAD,24,0.297,0.37,0.425,0.8190000000000001,666158,119,Chris Bassitt,1,Dodger Stadium,17,605135,3.39,7.75,8.93,1.12,0.23,0.0,1.0,0.667,0.0,0.0,0.333,False
21,21,21,24,10815,Jurickson Profar,SDP,29,0.252,0.344,0.416,0.831,595777,135,Corbin Burnes,0,American Family Field,18,669203,2.45,5.89,11.58,0.93,0.183,0.25,0.0,0.25,0.2,0.6,0.5,True
22,22,22,26,19918,Daulton Varsho,ARI,25,0.239,0.314,0.431,0.7809999999999999,662139,109,JT Brubaker,0,PNC Park,10,664141,4.49,10.05,9.22,1.52,0.275,0.0,0.0,0.5,0.0,0.0,0.0,False
23,23,23,27,17919,Ian Happ,CHC,27,0.276,0.356,0.432,0.7490000000000001,664023,112,Miles Mikolas,1,Wrigley Field,24,571945,3.5,8.09,6.88,1.09,0.239,0.333,0.5,0.333,0.333,0.0,0.0,True
24,24,24,28,12552,Eugenio Suarez,SEA,30,0.227,0.329,0.415,0.677,553993,136,Dane Dunning,0,Globe Life Field,14,641540,4.04,8.79,7.84,1.36,0.257,0.0,0.2,0.25,0.25,0.333,0.5,True
25,25,25,29,17982,Ty France,SEA,27,0.298,0.368,0.463,0.838,664034,136,Dane Dunning,0,Globe Life Field,14,641540,4.04,8.79,7.84,1.36,0.257,0.667,0.0,0.75,0.667,0.333,0.4,False
26,26,26,30,18568,Luis Arraez,MIN,25,0.329,0.394,0.436,0.932,650333,142,Yusei Kikuchi,0,Rogers Centre,2,579328,5.13,8.2,10.03,1.49,0.244,0.25,0.0,0.4,0.0,0.25,0.5,True
27,27,27,31,12856,George Springer,TOR,32,0.251,0.331,0.464,0.733,543807,141,Chi Chi Gonzalez,1,Rogers Centre,2,592346,6.35,9.53,6.35,1.41,0.273,0.0,0.4,0.333,0.0,0.5,0.333,True
28,28,28,32,19287,Adolis Garcia,TEX,29,0.248,0.298,0.456,0.677,666969,140,Logan Gilbert,1,Globe Life Field,14,669302,3.47,8.57,8.3,1.23,0.248,0.333,0.5,0.2,0.5,0.0,0.333,False
29,29,29,33,27506,Ha-seong Kim,SDP,26,0.248,0.326,0.37,0.83,673490,135,Corbin Burnes,0,American Family Field,18,669203,2.45,5.89,11.58,0.93,0.183,0.0,0.25,0.0,0.333,0.25,0.4,True
30,30,30,34,9241,Starling Marte,NYM,33,0.292,0.344,0.458,0.775,516782,121,Tyler Anderson,0,Dodger Stadium,17,542881,2.72,7.21,7.14,1.0,0.219,0.231,0.0,0.25,0.2,0.75,0.4,False
31,31,31,35,15112,Ryan McMahon,COL,27,0.242,0.339,0.397,0.752,641857,115,Max Fried,1,Coors Field,1,608331,2.6,8.07,8.26,1.08,0.237,0.0,0.25,0.5,0.0,0.0,0.25,False
32,32,32,36,12533,Marcus Semien,TEX,31,0.239,0.298,0.403,0.8079999999999999,543760,140,Logan Gilbert,1,Globe Life Field,14,669302,3.47,8.57,8.3,1.23,0.248,0.167,0.25,0.0,0.333,0.25,0.25,False
33,33,33,38,12546,C.J. Cron,COL,32,0.28,0.33,0.514,0.778,543068,115,Max Fried,1,Coors Field,1,608331,2.6,8.07,8.26,1.08,0.237,0.0,0.2,1.0,0.167,0.25,0.0,False
34,34,34,39,5827,Wilmer Flores,SFG,30,0.251,0.334,0.444,0.8290000000000001,527038,137,Richard Bleier,0,loanDepot park,20,542947,3.9,11.41,5.29,1.52,0.304,0.0,0.0,0.25,0.167,0.2,0.0,True
35,35,35,40,13152,Jorge Polanco,MIN,28,0.237,0.349,0.407,0.777,593871,142,Yusei Kikuchi,0,Rogers Centre,2,579328,5.13,8.2,10.03,1.49,0.244,0.333,0.0,0.25,0.0,0.2,0.25,True
36,36,36,41,11477,Christian Yelich,MIL,30,0.262,0.365,0.39,0.7829999999999999,592885,158,Joe Musgrove,1,American Family Field,18,605397,2.91,7.16,8.79,1.02,0.216,0.278,0.0,0.0,0.4,0.0,0.0,False
37,37,37,42,16426,Thairo Estrada,SFG,26,0.269,0.319,0.42,0.813,642731,137,Richard Bleier,0,loanDepot park,20,542947,3.9,11.41,5.29,1.52,0.304,0.0,0.0,0.0,0.333,0.667,0.0,True
38,38,38,44,14551,Anthony Santander,BAL,27,0.262,0.342,0.463,0.805,623993,110,Shane Bieber,1,Oriole Park at Camden Yards,30,669456,3.21,7.86,9.16,1.09,0.233,0.0,0.2,0.5,0.5,0.25,0.0,True
39,39,39,45,10231,Jose Iglesias,COL,32,0.316,0.358,0.417,0.865,578428,115,Max Fried,1,Coors Field,1,608331,2.6,8.07,8.26,1.08,0.237,0.5,0.5,0.5,0.25,0.25,0.75,False
40,40,40,47,11445,Mark Canha,NYM,33,0.266,0.366,0.37,0.7909999999999999,592192,121,Tyler Anderson,0,Dodger Stadium,17,542881,2.72,7.21,7.14,1.0,0.219,0.25,0.0,0.0,0.8,0.5,0.0,True
41,41,41,49,15491,J.P. Crawford,SEA,27,0.255,0.331,0.354,0.875,641487,136,Dane Dunning,0,Globe Life Field,14,641540,4.04,8.79,7.84,1.36,0.257,0.2,0.25,0.25,0.0,0.333,0.333,True
42,42,42,50,18171,Seth Brown,OAK,29,0.238,0.295,0.463,0.732,664913,133,Nathan Eovaldi,1,Oakland Coliseum,19,543135,4.23,9.51,8.94,1.23,0.263,0.0,0.0,0.333,0.0,0.333,0.333,True
43,43,43,51,8709,Elvis Andrus,OAK,33,0.24,0.302,0.371,0.81,462101,133,Nathan Eovaldi,1,Oakland Coliseum,19,543135,4.23,9.51,8.94,1.23,0.263,0.0,0.5,0.5,0.0,0.4,0.25,False
44,44,44,52,5235,Justin Turner,LAD,37,0.26,0.334,0.41,0.8220000000000001,457759,119,Chris Bassitt,1,Dodger Stadium,17,605135,3.39,7.75,8.93,1.12,0.23,0.667,0.25,0.5,0.0,0.333,1.0,True
45,45,45,53,15279,Garrett Cooper,MIA,31,0.275,0.348,0.424,0.7959999999999999,643265,146,John Brebbia,1,loanDepot park,20,605154,2.4,7.95,7.21,1.17,0.238,0.5,0.5,0.0,0.5,0.0,0.5,True
46,46,46,54,14854,Mike Yastrzemski,SFG,31,0.22,0.315,0.393,0.797,573262,137,Richard Bleier,0,loanDepot park,20,542947,3.9,11.41,5.29,1.52,0.304,0.333,0.25,0.0,0.5,0.333,0.0,True
47,47,47,55,18564,Trent Grisham,SDP,25,0.192,0.29,0.355,0.772,663757,135,Corbin Burnes,0,American Family Field,18,669203,2.45,5.89,11.58,0.93,0.183,0.0,0.0,0.0,0.333,0.0,0.333,True
48,48,48,56,6184,J.D. Martinez,BOS,34,0.281,0.345,0.447,0.716,502110,111,James Kaprielian,0,Oakland Coliseum,19,621076,4.38,7.97,6.28,1.32,0.235,0.333,0.25,0.0,0.0,0.5,0.25,True
49,49,49,57,6153,Eduardo Escobar,NYM,33,0.22,0.273,0.39,0.753,500871,121,Tyler Anderson,0,Dodger Stadium,17,542881,2.72,7.21,7.14,1.0,0.219,0.182,0.0,0.0,0.4,0.2,0.2,True
50,50,50,58,15223,Adam Frazier,SEA,30,0.243,0.306,0.31,0.878,624428,136,Dane Dunning,0,Globe Life Field,14,641540,4.04,8.79,7.84,1.36,0.257,0.6,0.0,0.0,0.4,0.333,0.25,False
51,51,51,59,11265,Jonathan Schoop,DET,30,0.203,0.238,0.31,0.7559999999999999,570731,116,Gerrit Cole,0,Yankee Stadium,6,543037,3.38,7.03,11.58,1.02,0.211,0.125,0.333,0.5,0.667,0.0,0.6,True
