,Unnamed: 0,Unnamed: 0.1,Unnamed: 0.1.1,IDfg,Name,Team,Age,AVG,OBP,SLG,Contact% (pi),BatterIDs,TeamIDs,Pitchers,Home,Ballpark,BallparkNumber,PitcherIDs,era,h9,k9,whip,avg,MatchupAverage,Game 1,Game 2,Game 3,Game 4,Game 5,TestLabels
52,52,52,60,19566,Nathaniel Lowe,TEX,26,0.282,0.332,0.461,0.775,663993,140,Logan Gilbert,1,Globe Life Field,14,669302,3.47,8.57,8.3,1.23,0.248,0.5,0.0,0.4,0.0,0.25,0.5,True
53,53,53,61,17027,Alex Verdugo,BOS,26,0.272,0.312,0.389,0.863,657077,111,James Kaprielian,0,Oakland Coliseum,19,621076,4.38,7.97,6.28,1.32,0.235,0.5,0.667,0.25,0.0,0.25,0.0,True
54,54,54,63,7802,Miguel Rojas,MIA,33,0.233,0.282,0.335,0.852,500743,146,John Brebbia,1,loanDepot park,20,605154,2.4,7.95,7.21,1.17,0.238,0.286,0.333,0.5,0.0,0.333,0.75,False
55,55,55,64,26197,Andrew Vaughn,CHW,24,0.298,0.348,0.464,0.826,683734,145,Shane McClanahan,0,Tropicana Field,21,663556,2.24,5.89,11.29,0.83,0.184,1.0,0.0,0.333,0.8,0.0,0.0,True
56,56,56,65,12979,Javier Baez,DET,29,0.22,0.262,0.372,0.674,595879,116,Gerrit Cole,0,Yankee Stadium,6,543037,3.38,7.03,11.58,1.02,0.211,0.176,0.5,0.0,0.2,0.0,0.0,False
57,57,57,66,10681,Gio Urshela,MIN,30,0.262,0.304,0.423,0.807,570482,142,Yusei Kikuchi,0,Rogers Centre,2,579328,5.13,8.2,10.03,1.49,0.244,0.125,0.25,0.5,0.0,0.75,0.25,True
58,58,58,67,13590,Jesse Winker,SEA,28,0.229,0.348,0.363,0.815,608385,136,Dane Dunning,0,Globe Life Field,14,641540,4.04,8.79,7.84,1.36,0.257,0.0,0.6,0.0,0.25,0.0,0.25,False
59,59,59,68,7859,Charlie Blackmon,COL,35,0.263,0.314,0.446,0.816,453568,115,Max Fried,1,Coors Field,1,608331,2.6,8.07,8.26,1.08,0.237,0.0,0.8,0.25,0.0,0.25,0.333,False
60,60,60,69,9847,Andrew McCutchen,MIL,35,0.255,0.325,0.4,0.804,457705,158,Joe Musgrove,1,American Family Field,18,605397,2.91,7.16,8.79,1.02,0.216,0.125,0.2,0.0,0.0,0.0,0.0,False
61,61,61,70,10243,Randal Grichuk,COL,30,0.27,0.312,0.435,0.768,545341,115,Max Fried,1,Coors Field,1,608331,2.6,8.07,8.26,1.08,0.237,0.0,0.25,0.4,0.0,0.25,0.5,True
62,62,62,71,14894,Tony Kemp,OAK,30,0.212,0.285,0.3,0.8740000000000001,643393,133,Nathan Eovaldi,1,Oakland Coliseum,19,543135,4.23,9.51,8.94,1.23,0.263,0.0,0.0,0.5,0.4,0.0,0.25,False
63,63,63,73,10556,Cesar Hernandez,WSN,32,0.238,0.302,0.303,0.8109999999999999,514917,120,Mike Minor,0,Great American Ball Park,8,501985,6.24,10.02,7.84,1.56,0.276,0.417,0.0,0.0,0.0,0.6,0.667,True
64,64,64,74,19198,Yuli Gurriel,HOU,38,0.238,0.287,0.38,0.86,493329,117,Brady Singer,0,Kauffman Stadium,5,663903,3.49,8.36,9.18,1.15,0.248,0.4,1.0,0.25,0.0,0.0,0.0,True
65,65,65,75,5760,Avisail Garcia,MIA,31,0.232,0.269,0.322,0.654,541645,146,John Brebbia,1,loanDepot park,20,605154,2.4,7.95,7.21,1.17,0.238,0.0,0.25,1.0,0.5,0.0,0.25,False
66,66,66,76,11200,Kole Calhoun,TEX,34,0.211,0.269,0.363,0.654,594777,140,Logan Gilbert,1,Globe Life Field,14,669302,3.47,8.57,8.3,1.23,0.248,0.5,0.0,0.0,0.0,0.5,0.0,True
67,67,67,77,2434,Nelson Cruz,WSN,41,0.233,0.318,0.342,0.7020000000000001,443558,120,Mike Minor,0,Great American Ball Park,8,501985,6.24,10.02,7.84,1.56,0.276,0.6,0.0,0.0,0.0,0.25,0.5,True
68,68,68,78,12179,Maikel Franco,WSN,29,0.229,0.256,0.338,0.742,596748,120,Mike Minor,0,Great American Ball Park,8,501985,6.24,10.02,7.84,1.56,0.276,0.0,0.667,0.25,0.5,0.333,0.0,True
69,69,69,79,1744,Miguel Cabrera,DET,39,0.268,0.317,0.331,0.7440000000000001,408234,116,Gerrit Cole,0,Yankee Stadium,6,543037,3.38,7.03,11.58,1.02,0.211,0.2,0.0,0.25,0.25,0.0,0.75,True
70,70,70,80,10324,Marcell Ozuna,ATL,31,0.213,0.264,0.388,0.742,542303,144,Chad Kuhl,0,Coors Field,1,641771,5.16,9.7,6.64,1.52,0.273,0.375,0.2,0.5,0.25,0.25,0.5,True
