,Unnamed: 0,Unnamed: 0.1,Unnamed: 0.1.1,Unnamed: 0.1.1.1,Unnamed: 0.1.1.1.1,Unnamed: 0.1.1.1.1.1,IDfg,Name,Team,Age,AVG,OBP,SLG,Contact% (pi),BatterIDs,TeamIDs,Pitchers,Home,Ballpark,BallparkNumber,PitcherIDs,era,h9,k9,whip,avg,MatchupAverage,Game 1,Game 2,Game 3,Game 4,Game 5,TestLabels
0,0,0,0,0,0,0,15640,Aaron Judge,NYY,30,0.303,0.393,0.675,0.736,592450,147,Tanner Houck,1,Yankee Stadium,6,656557,3.15,7.35,8.4,1.18,0.226,0.0,0.0,0.4,0.0,0.0,0.0,True
1,1,1,1,1,1,1,9777,Nolan Arenado,STL,31,0.3,0.369,0.55,0.81,571448,138,Bryse Wilson,1,Busch Stadium,15,669060,5.86,11.18,6.41,1.52,0.305,0.333,1.0,0.25,0.0,0.0,0.0,True
2,2,2,2,2,2,2,9218,Paul Goldschmidt,STL,34,0.329,0.413,0.609,0.768,502671,138,Bryse Wilson,1,Busch Stadium,15,669060,5.86,11.18,6.41,1.52,0.305,0.5,0.25,1.0,0.0,0.0,0.0,True
3,3,3,3,3,3,3,5361,Freddie Freeman,LAD,32,0.323,0.4,0.524,0.8290000000000001,518692,119,Antonio Senzatela,0,Coors Field,1,622608,4.68,12.97,5.31,1.68,0.351,0.091,0.0,0.333,0.0,0.0,0.0,True
4,4,4,4,4,4,4,19556,Yordan Alvarez,HOU,25,0.297,0.403,0.63,0.802,670541,117,Jose Suarez,0,Angel Stadium,4,660761,4.04,8.52,8.81,1.38,0.244,0.333,0.0,0.25,0.333,0.0,0.0,False
5,5,5,5,5,5,5,11493,Manny Machado,SDP,29,0.29,0.362,0.509,0.7759999999999999,592518,135,Caleb Smith,0,Chase Field,13,592761,4.66,8.57,8.57,1.55,0.245,0.091,0.5,0.2,0.0,0.0,0.0,True
6,6,6,6,6,6,6,12916,Francisco Lindor,NYM,28,0.268,0.344,0.462,0.7879999999999999,596019,121,Erick Fedde,0,Nationals Park,29,607200,4.95,9.32,6.8,1.54,0.269,0.2,0.333,0.0,0.2,0.0,0.0,True
7,7,7,7,7,7,7,13611,Mookie Betts,LAD,29,0.276,0.345,0.535,0.867,605141,119,Antonio Senzatela,0,Coors Field,1,622608,4.68,12.97,5.31,1.68,0.351,0.429,0.25,0.2,0.0,0.0,0.0,True
8,8,8,8,8,8,8,17350,Rafael Devers,BOS,25,0.31,0.367,0.586,0.73,646240,111,Jordan Montgomery,0,Yankee Stadium,6,656756,0.0,3.6,1.8,0.6,0.125,0.25,0.25,0.25,0.0,0.0,0.0,True
9,9,9,9,9,9,9,16252,Trea Turner,LAD,29,0.306,0.346,0.502,0.76,607208,119,Antonio Senzatela,0,Coors Field,1,622608,4.68,12.97,5.31,1.68,0.351,0.5,0.25,0.2,0.0,0.0,0.0,True
10,10,10,10,10,10,10,12161,Xander Bogaerts,BOS,29,0.31,0.381,0.452,0.76,593428,111,Jordan Montgomery,0,Yankee Stadium,6,656756,0.0,3.6,1.8,0.6,0.125,0.462,0.0,0.6,0.0,0.0,0.0,True
11,11,11,11,11,11,11,9874,DJ LeMahieu,NYY,33,0.286,0.388,0.429,0.8809999999999999,518934,147,Tanner Houck,1,Yankee Stadium,6,656557,3.15,7.35,8.4,1.18,0.226,0.0,0.0,0.333,0.0,0.0,0.0,False
12,12,12,12,12,12,12,19470,Tommy Edman,STL,27,0.258,0.322,0.367,0.821,669242,138,Bryse Wilson,1,Busch Stadium,15,669060,5.86,11.18,6.41,1.52,0.305,0.667,0.333,0.25,0.0,0.0,0.0,True
13,13,13,13,13,13,14,12927,Brandon Nimmo,NYM,29,0.271,0.355,0.425,0.83,607043,121,Erick Fedde,0,Nationals Park,29,607200,4.95,9.32,6.8,1.54,0.269,0.263,0.5,0.4,0.0,0.0,0.0,False
14,14,14,14,14,14,15,14161,Byron Buxton,MIN,28,0.222,0.301,0.549,0.6890000000000001,621439,142,Marco Gonzales,1,Target Field,26,594835,3.98,9.63,5.21,1.39,0.274,0.4,0.333,0.0,0.0,0.0,0.0,True
15,15,15,15,15,15,16,19197,Will Smith,LAD,27,0.275,0.361,0.477,0.8290000000000001,669257,119,Antonio Senzatela,0,Coors Field,1,622608,4.68,12.97,5.31,1.68,0.351,0.077,0.333,0.0,0.0,0.0,0.0,False
16,16,16,16,16,16,17,15362,Jeff McNeil,NYM,30,0.306,0.362,0.445,0.852,643446,121,Erick Fedde,0,Nationals Park,29,607200,4.95,9.32,6.8,1.54,0.269,0.417,0.2,0.75,0.5,0.0,0.0,True
17,17,17,17,17,17,18,15676,Jose Abreu,CHW,35,0.297,0.375,0.464,0.794,547989,145,Tarik Skubal,0,Comerica Park,25,669373,3.52,7.95,8.95,1.16,0.237,0.455,0.5,0.0,0.0,0.0,0.0,True
18,18,18,18,18,18,19,18036,Jake Cronenworth,SDP,28,0.237,0.34,0.388,0.846,630105,135,Caleb Smith,0,Chase Field,13,592761,4.66,8.57,8.57,1.55,0.245,0.333,0.25,0.333,0.0,0.0,0.0,False
19,19,19,19,19,19,20,19251,Pete Alonso,NYM,27,0.278,0.357,0.541,0.777,624413,121,Erick Fedde,0,Nationals Park,29,607200,4.95,9.32,6.8,1.54,0.269,0.5,0.2,0.2,0.5,0.0,0.0,False
20,20,20,20,20,20,22,21479,Nico Hoerner,CHC,25,0.297,0.34,0.411,0.857,663538,112,Freddy Peralta,1,Wrigley Field,24,642547,4.37,7.42,10.84,1.14,0.219,0.6,0.0,0.333,0.0,0.0,0.0,True
21,21,21,21,21,21,23,19611,Vladimir Guerrero Jr.,TOR,23,0.287,0.359,0.504,0.7829999999999999,665489,141,Spencer Howard,1,Rogers Centre,2,675921,7.41,11.95,7.65,1.73,0.309,0.5,0.5,0.5,0.0,0.0,0.0,True
22,22,22,22,22,22,24,19955,Gavin Lux,LAD,24,0.297,0.37,0.425,0.8190000000000001,666158,119,Antonio Senzatela,0,Coors Field,1,622608,4.68,12.97,5.31,1.68,0.351,0.429,0.333,0.5,0.0,0.0,0.0,True
23,23,23,23,23,23,25,17678,Alex Bregman,HOU,28,0.251,0.356,0.422,0.86,608324,117,Jose Suarez,0,Angel Stadium,4,660761,4.04,8.52,8.81,1.38,0.244,0.1,0.0,0.5,0.5,0.0,0.0,True
